时间,消费量(亿吨),同比增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024.00,48.90,1.90,1,2024-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2023.00,46.50,7.53,2,2023-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2022.00,43.20,1.00,3,2022-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2021.00,42.67,4.50,4,2021-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2020.00,40.84,2.90,5,2020-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2019.00,39.70,0.90,6,2019-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2018.00,39.30,3.40,7,2018-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
2017.00,38.28,2.40,8,2017-12-31 00:00:00,1,0,2025-09-15 23:21:54,0,2025-09-15 23:21:54,,,
