时间,当期值(亿元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023.00,503036.00,1,2023-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2022.00,572138.00,2,2022-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2021.00,544547.00,3,2021-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2020.00,518907.00,4,2020-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2019.00,551478.00,5,2019-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2018.00,635636.00,6,2018-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
2017.00,631684.00,7,2017-12-31 00:00:00,1,0,2024-07-21 05:00:00,0,2024-07-21 05:00:00,,,
