时间,库存合计(万吨),调入量(万吨),吞吐量(万吨),锚地船舶(艘),预到船舶(艘),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-03-06,168.00,3.70,3.70,3.00,0.00,136,2024-03-06 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-03-05,168.00,4.50,5.50,4.00,1.00,137,2024-03-05 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-03-04,169.00,4.40,3.40,4.00,1.00,138,2024-03-04 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-03-03,168.00,4.60,4.60,6.00,1.00,139,2024-03-03 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-03-02,168.00,3.40,4.40,6.00,0.00,140,2024-03-02 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-03-01,169.00,3.80,4.80,8.00,0.00,141,2024-03-01 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-29,170.00,4.60,10.60,6.00,2.00,142,2024-02-29 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-28,176.00,3.80,3.80,6.00,1.00,143,2024-02-28 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-27,176.00,3.90,6.90,6.00,4.00,144,2024-02-27 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-26,179.00,4.30,8.30,7.00,5.00,145,2024-02-26 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-25,183.00,3.70,2.70,6.00,7.00,146,2024-02-25 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-24,182.00,3.50,0.50,7.00,5.00,147,2024-02-24 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-23,179.00,3.00,3.00,4.00,7.00,148,2024-02-23 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-22,179.00,3.00,0.00,4.00,3.00,149,2024-02-22 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-21,176.00,3.50,1.50,3.00,3.00,150,2024-02-21 00:00:00,1,0,2024-07-20 11:02:12,0,2024-07-20 11:02:12,,,
2024-02-20,174.00,2.50,2.50,2.00,1.00,151,2024-02-20 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-19,174.00,4.70,5.70,2.00,0.00,152,2024-02-19 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-18,175.00,2.70,3.70,3.00,0.00,153,2024-02-18 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-17,176.00,2.40,2.40,3.00,2.00,154,2024-02-17 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-16,176.00,1.10,3.10,1.00,4.00,155,2024-02-16 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-15,178.00,1.10,2.10,1.00,4.00,156,2024-02-15 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-14,179.00,1.70,0.70,0.00,2.00,157,2024-02-14 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-13,178.00,1.80,2.80,1.00,2.00,158,2024-02-13 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-12,179.00,3.70,3.70,2.00,2.00,159,2024-02-12 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-11,179.00,2.50,1.50,2.00,2.00,160,2024-02-11 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-10,178.00,2.50,2.50,2.00,2.00,161,2024-02-10 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-09,178.00,3.00,1.00,2.00,3.00,162,2024-02-09 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-08,176.00,3.00,2.00,1.00,0.00,163,2024-02-08 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-07,175.00,3.40,3.40,0.00,2.00,164,2024-02-07 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-06,175.00,2.80,5.80,1.00,1.00,165,2024-02-06 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-05,178.00,3.50,8.50,3.00,0.00,166,2024-02-05 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-04,183.00,3.90,4.90,6.00,0.00,167,2024-02-04 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-03,184.00,3.20,7.20,9.00,1.00,168,2024-02-03 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-02,188.00,3.00,0.00,10.00,3.00,169,2024-02-02 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-02-01,185.00,4.10,4.10,10.00,3.00,170,2024-02-01 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-01-31,185.00,4.80,5.80,6.00,3.00,171,2024-01-31 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
2024-01-30,186.00,4.00,7.00,6.00,3.00,172,2024-01-30 00:00:00,1,0,2024-07-20 11:02:16,0,2024-07-20 11:02:16,,,
