时间,数据名称,本期,上期,环比增减,环比增幅(%),同比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-10,综合价格(元/吨),696.00,668.00,28.00,4.19,-13.54%,19,2024-05-10 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-05-10,动力煤价格(元/吨),670.00,646.00,24.00,3.72,-13.66%,20,2024-05-10 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-26,综合价格(元/吨),668.00,670.00,-2.00,-0.30,-19.23%,21,2024-04-26 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-26,动力煤价格(元/吨),646.00,648.00,-2.00,-0.31,-19.05%,22,2024-04-26 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-19,综合价格(元/吨),670.00,645.00,25.00,3.88,-19.47%,23,2024-04-19 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-19,动力煤价格(元/吨),648.00,625.00,23.00,3.68,-19.30%,24,2024-04-19 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-12,综合价格(元/吨),645.00,663.00,-18.00,-2.71,-23.49%,25,2024-04-12 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-04-12,动力煤价格(元/吨),625.00,642.00,-17.00,-2.65,-23.12%,26,2024-04-12 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-03-29,综合价格(元/吨),663.00,648.00,15.00,2.31,-23.26%,27,2024-03-29 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-03-29,动力煤价格(元/吨),642.00,625.00,17.00,2.72,-22.65%,28,2024-03-29 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-03-22,综合价格(元/吨),648.00,701.00,-53.00,-7.56,-26.11%,29,2024-03-22 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-03-22,动力煤价格(元/吨),625.00,678.00,-53.00,-7.82,-25.68%,30,2024-03-22 00:00:00,1,0,2024-07-20 06:06:11,0,2024-07-20 06:06:11,,,
2024-03-15,综合价格(元/吨),701.00,746.00,-45.00,-6.03,-21.59%,31,2024-03-15 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-03-15,动力煤价格(元/吨),678.00,721.00,-43.00,-5.96,-20.79%,32,2024-03-15 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-03-08,综合价格(元/吨),746.00,755.00,-9.00,-1.19,-19.96%,33,2024-03-08 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-03-08,动力煤价格(元/吨),721.00,731.00,-10.00,-1.37,-19.26%,34,2024-03-08 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-03-01,综合价格(元/吨),755.00,761.00,-6.00,-0.79,-17.67%,35,2024-03-01 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-03-01,动力煤价格(元/吨),731.00,733.00,-2.00,-0.27,-16.84%,36,2024-03-01 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-02-23,综合价格(元/吨),761.00,749.00,12.00,1.60,-18.87%,37,2024-02-23 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-02-23,动力煤价格(元/吨),733.00,719.00,14.00,1.95,-18.46%,38,2024-02-23 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-02-02,综合价格(元/吨),749.00,727.00,22.00,3.03,-28.19%,39,2024-02-02 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-02-02,动力煤价格(元/吨),719.00,695.00,24.00,3.45,-27.45%,40,2024-02-02 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-26,综合价格(元/吨),727.00,720.00,7.00,0.97,%,41,2024-01-26 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-26,动力煤价格(元/吨),695.00,686.00,9.00,1.31,%,42,2024-01-26 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-19,综合价格(元/吨),720.00,736.00,-16.00,-2.17,%,43,2024-01-19 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-19,动力煤价格(元/吨),686.00,702.00,-16.00,-2.28,%,44,2024-01-19 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-12,综合价格(元/吨),736.00,747.00,-11.00,-1.47,-31.47%,45,2024-01-12 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-12,动力煤价格(元/吨),702.00,710.00,-8.00,-1.13,-30.84%,46,2024-01-12 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-05,综合价格(元/吨),747.00,750.00,-3.00,-0.40,-27.33%,47,2024-01-05 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2024-01-05,动力煤价格(元/吨),710.00,713.00,-3.00,-0.42,-26.95%,48,2024-01-05 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-29,综合价格(元/吨),750.00,758.00,-8.00,-1.06,-27.95%,49,2023-12-29 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-29,动力煤价格(元/吨),713.00,720.00,-7.00,-0.97,-27.32%,50,2023-12-29 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-22,综合价格(元/吨),758.00,755.00,3.00,0.40,-28.02%,51,2023-12-22 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-22,动力煤价格(元/吨),720.00,720.00,0.00,0.00,-27.57%,52,2023-12-22 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-15,综合价格(元/吨),755.00,763.00,-8.00,-1.05,-28.64%,53,2023-12-15 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-15,动力煤价格(元/吨),720.00,728.00,-8.00,-1.10,-27.93%,54,2023-12-15 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-08,综合价格(元/吨),763.00,773.00,-10.00,-1.29,-29.61%,55,2023-12-08 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-08,动力煤价格(元/吨),728.00,736.00,-8.00,-1.09,-28.77%,56,2023-12-08 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-01,综合价格(元/吨),773.00,778.00,-5.00,-0.64,-25.60%,57,2023-12-01 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-12-01,动力煤价格(元/吨),736.00,741.00,-5.00,-0.67,-24.90%,58,2023-12-01 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-11-24,综合价格(元/吨),778.00,780.00,-2.00,-0.26,-26.74%,59,2023-11-24 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-11-24,动力煤价格(元/吨),741.00,742.00,-1.00,-0.13,-25.83%,60,2023-11-24 00:00:00,1,0,2024-07-20 06:06:15,0,2024-07-20 06:06:15,,,
2023-11-17,综合价格(元/吨),780.00,776.00,4.00,0.52,-29.86%,61,2023-11-17 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-11-17,动力煤价格(元/吨),742.00,740.00,2.00,0.27,-29.60%,62,2023-11-17 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-11-10,综合价格(元/吨),776.00,773.00,3.00,0.39,-31.63%,63,2023-11-10 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-11-10,动力煤价格(元/吨),740.00,737.00,3.00,0.41,-31.16%,64,2023-11-10 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-11-03,综合价格(元/吨),773.00,801.00,-28.00,-3.50,-31.83%,65,2023-11-03 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-11-03,动力煤价格(元/吨),737.00,768.00,-31.00,-4.04,-31.76%,66,2023-11-03 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-27,综合价格(元/吨),801.00,817.00,-16.00,-1.96,-29.80%,67,2023-10-27 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-27,动力煤价格(元/吨),768.00,785.00,-17.00,-2.17,-29.35%,68,2023-10-27 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-20,综合价格(元/吨),817.00,837.00,-20.00,-2.39,-31.29%,69,2023-10-20 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-20,动力煤价格(元/吨),785.00,804.00,-19.00,-2.36,-31.44%,70,2023-10-20 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-13,综合价格(元/吨),837.00,820.00,17.00,2.07,-28.77%,71,2023-10-13 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-10-13,动力煤价格(元/吨),804.00,781.00,23.00,2.94,-28.98%,72,2023-10-13 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-22,综合价格(元/吨),820.00,758.00,62.00,8.18,-24.14%,73,2023-09-22 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-22,动力煤价格(元/吨),781.00,722.00,59.00,8.17,-23.36%,74,2023-09-22 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-15,综合价格(元/吨),758.00,745.00,13.00,1.74,-18.05%,75,2023-09-15 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-15,动力煤价格(元/吨),722.00,714.00,8.00,1.12,-14.25%,76,2023-09-15 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-08,综合价格(元/吨),745.00,704.00,41.00,5.82,-18.04%,77,2023-09-08 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-08,动力煤价格(元/吨),714.00,669.00,45.00,6.73,-13.45%,78,2023-09-08 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-01,综合价格(元/吨),704.00,684.00,20.00,2.92,-22.38%,79,2023-09-01 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-09-01,动力煤价格(元/吨),669.00,646.00,23.00,3.56,-19.01%,80,2023-09-01 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-25,综合价格(元/吨),684.00,682.00,2.00,0.29,-21.38%,81,2023-08-25 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-25,动力煤价格(元/吨),646.00,647.00,-1.00,-0.15,-18.74%,82,2023-08-25 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-18,综合价格(元/吨),682.00,695.00,-13.00,-1.87,-23.11%,83,2023-08-18 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-18,动力煤价格(元/吨),647.00,665.00,-18.00,-2.71,-20.71%,84,2023-08-18 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-11,综合价格(元/吨),695.00,700.00,-5.00,-0.71,-18.14%,85,2023-08-11 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-11,动力煤价格(元/吨),665.00,667.00,-2.00,-0.30,-15.82%,86,2023-08-11 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-04,综合价格(元/吨),700.00,714.00,-14.00,-1.96,-14.53%,87,2023-08-04 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-08-04,动力煤价格(元/吨),667.00,678.00,-11.00,-1.62,-12.47%,88,2023-08-04 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-07-28,综合价格(元/吨),714.00,723.00,-9.00,-1.24,-11.30%,89,2023-07-28 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-07-28,动力煤价格(元/吨),678.00,687.00,-9.00,-1.31,-8.99%,90,2023-07-28 00:00:00,1,0,2024-07-20 06:06:18,0,2024-07-20 06:06:18,,,
2023-07-21,综合价格(元/吨),723.00,694.00,29.00,4.18,-12.36%,91,2023-07-21 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-07-21,动力煤价格(元/吨),687.00,661.00,26.00,3.93,-9.96%,92,2023-07-21 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-07-14,综合价格(元/吨),694.00,695.00,-1.00,-0.14,-19.21%,93,2023-07-14 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-07-14,动力煤价格(元/吨),661.00,665.00,-4.00,-0.60,-15.15%,94,2023-07-14 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-07-07,综合价格(元/吨),695.00,662.00,33.00,4.98,-17.65%,95,2023-07-07 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-07-07,动力煤价格(元/吨),665.00,630.00,35.00,5.56,-14.96%,96,2023-07-07 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-30,综合价格(元/吨),662.00,627.00,35.00,5.58,-17.25%,97,2023-06-30 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-30,动力煤价格(元/吨),630.00,597.00,33.00,5.53,-14.63%,98,2023-06-30 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-16,综合价格(元/吨),627.00,621.00,6.00,0.97,-25.45%,99,2023-06-16 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-16,动力煤价格(元/吨),597.00,596.00,1.00,0.17,-20.51%,100,2023-06-16 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-09,综合价格(元/吨),621.00,640.00,-19.00,-2.97,-24.08%,101,2023-06-09 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-09,动力煤价格(元/吨),596.00,606.00,-10.00,-1.65,-19.46%,102,2023-06-09 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-02,综合价格(元/吨),640.00,782.00,-142.00,-18.16,%,103,2023-06-02 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-06-02,动力煤价格(元/吨),606.00,746.00,-140.00,-18.77,%,104,2023-06-02 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-26,综合价格(元/吨),782.00,811.00,-29.00,-3.58,-1.88%,105,2023-05-26 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-26,动力煤价格(元/吨),746.00,799.00,-53.00,-6.63,1.63%,106,2023-05-26 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-19,综合价格(元/吨),811.00,805.00,6.00,0.75,3.58%,107,2023-05-19 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-19,动力煤价格(元/吨),799.00,776.00,23.00,2.96,11.28%,108,2023-05-19 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-12,综合价格(元/吨),805.00,815.00,-10.00,-1.23,3.34%,109,2023-05-12 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-12,动力煤价格(元/吨),776.00,782.00,-6.00,-0.77,8.08%,110,2023-05-12 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-05,综合价格(元/吨),815.00,827.00,-12.00,-1.45,4.22%,111,2023-05-05 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-05-05,动力煤价格(元/吨),782.00,798.00,-16.00,-2.01,8.91%,112,2023-05-05 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-28,综合价格(元/吨),827.00,832.00,-5.00,-0.60,5.22%,113,2023-04-28 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-28,动力煤价格(元/吨),798.00,803.00,-5.00,-0.62,10.68%,114,2023-04-28 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-21,综合价格(元/吨),832.00,843.00,-11.00,-1.30,5.58%,115,2023-04-21 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-21,动力煤价格(元/吨),803.00,813.00,-10.00,-1.23,10.91%,116,2023-04-21 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-14,综合价格(元/吨),843.00,854.00,-11.00,-1.29,6.04%,117,2023-04-14 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-14,动力煤价格(元/吨),813.00,822.00,-9.00,-1.09,10.61%,118,2023-04-14 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-07,综合价格(元/吨),854.00,864.00,-10.00,-1.16,6.35%,119,2023-04-07 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-04-07,动力煤价格(元/吨),822.00,830.00,-8.00,-0.96,10.78%,120,2023-04-07 00:00:00,1,0,2024-07-20 06:06:22,0,2024-07-20 06:06:22,,,
2023-03-31,综合价格(元/吨),864.00,877.00,-13.00,-1.48,6.80%,121,2023-03-31 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-31,动力煤价格(元/吨),830.00,841.00,-11.00,-1.31,11.26%,122,2023-03-31 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-24,综合价格(元/吨),877.00,894.00,-17.00,-1.90,11.86%,123,2023-03-24 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-24,动力煤价格(元/吨),841.00,856.00,-15.00,-1.75,14.73%,124,2023-03-24 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-17,综合价格(元/吨),894.00,932.00,-38.00,-4.08,13.02%,125,2023-03-17 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-17,动力煤价格(元/吨),856.00,893.00,-37.00,-4.14,15.68%,126,2023-03-17 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-10,综合价格(元/吨),932.00,917.00,15.00,1.64,27.67%,127,2023-03-10 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-10,动力煤价格(元/吨),893.00,879.00,14.00,1.59,22.33%,128,2023-03-10 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-03,综合价格(元/吨),917.00,938.00,-21.00,-2.24,25.62%,129,2023-03-03 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-03-03,动力煤价格(元/吨),879.00,899.00,-20.00,-2.22,20.41%,130,2023-03-03 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-24,综合价格(元/吨),938.00,884.00,54.00,6.11,%,131,2023-02-24 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-24,动力煤价格(元/吨),899.00,856.00,43.00,5.02,%,132,2023-02-24 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-17,综合价格(元/吨),884.00,1011.00,-127.00,-12.56,%,133,2023-02-17 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-17,动力煤价格(元/吨),856.00,961.00,-105.00,-10.93,%,134,2023-02-17 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-10,综合价格(元/吨),1011.00,1043.00,-32.00,-3.07,%,135,2023-02-10 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-10,动力煤价格(元/吨),961.00,991.00,-30.00,-3.03,%,136,2023-02-10 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-03,综合价格(元/吨),1043.00,1074.00,-31.00,-2.89,%,137,2023-02-03 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-02-03,动力煤价格(元/吨),991.00,1015.00,-24.00,-2.36,%,138,2023-02-03 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-01-13,综合价格(元/吨),1074.00,1028.00,46.00,4.47,25.76%,139,2023-01-13 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-01-13,动力煤价格(元/吨),1015.00,972.00,43.00,4.42,25.46%,140,2023-01-13 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-01-06,综合价格(元/吨),1028.00,1041.00,-13.00,-1.25,23.41%,141,2023-01-06 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2023-01-06,动力煤价格(元/吨),972.00,981.00,-9.00,-0.92,23.19%,142,2023-01-06 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-30,综合价格(元/吨),1041.00,1053.00,-12.00,-1.14,21.61%,143,2022-12-30 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-30,动力煤价格(元/吨),981.00,994.00,-13.00,-1.31,19.34%,144,2022-12-30 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-23,综合价格(元/吨),1053.00,1058.00,-5.00,-0.47,17.52%,145,2022-12-23 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-23,动力煤价格(元/吨),994.00,999.00,-5.00,-0.50,14.78%,146,2022-12-23 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-16,综合价格(元/吨),1058.00,1084.00,-26.00,-2.40,17.17%,147,2022-12-16 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-16,动力煤价格(元/吨),999.00,1022.00,-23.00,-2.25,14.56%,148,2022-12-16 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-09,综合价格(元/吨),1084.00,1039.00,45.00,4.33,18.73%,149,2022-12-09 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-09,动力煤价格(元/吨),1022.00,980.00,42.00,4.29,16.40%,150,2022-12-09 00:00:00,1,0,2024-07-20 06:06:26,0,2024-07-20 06:06:26,,,
2022-12-02,综合价格(元/吨),1039.00,1062.00,-23.00,-2.17,10.41%,151,2022-12-02 00:00:00,1,0,2024-07-20 06:06:29,0,2024-07-20 06:06:29,,,
