时间,城市,规格,生产单位,本期价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,郑州市,"5.5mm*1500,Q235/SS400",安钢,3640.00,市场价,1,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,郑州市,"2.75mm*1500,Q235/SS400",安钢,3750.00,市场价,2,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,上海市,"5.5mm*1500,Q235/SS400",鞍钢,3620.00,市场价,3,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,上海市,"2.75mm*1500,Q235/SS400",鞍钢,3720.00,市场价,4,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,鞍山市,"5.5mm*1500,Q235/SS400",鞍钢,3520.00,市场价,5,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,鞍山市,"2.75mm*1500,Q235/SS400",鞍钢,3550.00,市场价,6,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,杭州市,"5.5mm*1500,Q235/SS400",沙钢,3640.00,市场价,7,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,杭州市,"2.75mm*1500,Q235/SS400",沙钢,3740.00,市场价,8,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,福州市,"5.5mm*1500,Q235/SS400",沙钢,3670.00,市场价,9,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
2024-07-18,福州市,"2.75mm*1500,Q235/SS400",沙钢,3800.00,市场价,10,2024-07-18 00:00:00,1,0,2024-07-20 17:37:28,0,2024-07-20 17:37:28,,,
