时间,当期值(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-02-16,90.62,154,2024-02-16 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-15,90.31,155,2024-02-15 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-14,80.64,156,2024-02-14 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-13,70.16,157,2024-02-13 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-12,80.05,158,2024-02-12 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-11,80.06,159,2024-02-11 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-10,80.26,160,2024-02-10 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-09,80.02,161,2024-02-09 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-08,93.62,162,2024-02-08 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-07,85.49,163,2024-02-07 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-06,82.07,164,2024-02-06 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-05,85.45,165,2024-02-05 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-04,100.07,166,2024-02-04 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-03,113.27,167,2024-02-03 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-02,100.58,168,2024-02-02 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-02-01,115.68,169,2024-02-01 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-31,115.24,170,2024-01-31 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-30,100.36,171,2024-01-30 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-29,115.36,172,2024-01-29 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-28,115.64,173,2024-01-28 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-27,115.44,174,2024-01-27 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-26,92.75,175,2024-01-26 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-25,110.40,176,2024-01-25 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-24,102.54,177,2024-01-24 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-23,83.25,178,2024-01-23 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-22,100.07,179,2024-01-22 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-21,120.02,180,2024-01-21 00:00:00,1,0,2024-07-20 13:27:56,0,2024-07-20 13:27:56,,,
2024-01-20,120.04,181,2024-01-20 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-19,105.11,182,2024-01-19 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-18,120.79,183,2024-01-18 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-17,120.46,184,2024-01-17 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-16,105.07,185,2024-01-16 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-15,120.10,186,2024-01-15 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-14,120.28,187,2024-01-14 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-13,116.67,188,2024-01-13 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-12,100.14,189,2024-01-12 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-11,118.67,190,2024-01-11 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-10,116.24,191,2024-01-10 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-09,105.02,192,2024-01-09 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-08,118.19,193,2024-01-08 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-07,113.35,194,2024-01-07 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-06,115.22,195,2024-01-06 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-05,100.10,196,2024-01-05 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-04,112.17,197,2024-01-04 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-03,120.33,198,2024-01-03 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-02,100.37,199,2024-01-02 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2024-01-01,122.55,200,2024-01-01 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-31,125.19,201,2023-12-31 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-30,125.13,202,2023-12-30 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-29,125.21,203,2023-12-29 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-28,125.23,204,2023-12-28 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-27,120.67,205,2023-12-27 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-26,105.63,206,2023-12-26 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-25,105.90,207,2023-12-25 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-24,102.90,208,2023-12-24 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-23,90.87,209,2023-12-23 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-22,90.52,210,2023-12-22 00:00:00,1,0,2024-07-20 13:28:00,0,2024-07-20 13:28:00,,,
2023-12-21,90.01,211,2023-12-21 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-20,90.03,212,2023-12-20 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-19,97.13,213,2023-12-19 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-18,90.07,214,2023-12-18 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-17,90.36,215,2023-12-17 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-16,95.04,216,2023-12-16 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-15,100.09,217,2023-12-15 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-14,100.01,218,2023-12-14 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-13,100.08,219,2023-12-13 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-12,116.71,220,2023-12-12 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
2023-12-11,125.13,221,2023-12-11 00:00:00,1,0,2024-07-20 13:28:03,0,2024-07-20 13:28:03,,,
