时间,当月值(亿吨),同比增长(%),累计值(亿吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-03,4.00,8.90,11.40,3.90,16,2023-03-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2023-02,3.70,8.70,7.40,1.30,17,2023-02-28 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2023-01,3.70,-5.10,3.70,-5.10,18,2023-01-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-12,3.90,3.30,43.20,1.00,19,2022-12-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-11,3.60,2.00,39.30,0.80,20,2022-11-30 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-10,3.40,4.00,35.70,0.60,21,2022-10-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-09,3.60,5.70,32.30,0.30,22,2022-09-30 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-08,3.80,6.60,28.60,-0.30,23,2022-08-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-07,3.80,2.40,24.80,-1.40,24,2022-07-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-06,3.40,-3.60,21.00,-2.00,25,2022-06-30 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-05,3.30,-5.70,17.60,-1.70,26,2022-05-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-04,3.30,-5.80,14.30,-0.70,27,2022-04-30 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-03,3.70,-2.90,10.90,1.00,28,2022-03-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-02,3.40,9.70,7.30,3.00,29,2022-02-28 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2022-01,3.90,2.30,3.90,2.30,30,2022-01-31 00:00:00,1,0,2024-07-20 14:06:42,0,2024-07-20 14:06:42,,,
2021-12,3.80,-4.50,42.70,5.00,31,2021-12-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-11,3.50,-2.70,38.90,6.00,32,2021-11-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-10,3.30,0.60,35.40,6.90,33,2021-10-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-09,3.40,5.90,32.10,7.90,34,2021-09-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-08,3.60,-1.60,28.60,8.20,35,2021-08-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-07,3.80,6.60,25.40,9.70,36,2021-07-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-06,3.40,4.80,21.10,10.70,37,2021-06-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-05,3.40,3.00,17.70,11.90,38,2021-05-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-04,3.50,8.90,14.20,14.30,39,2021-04-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-03,3.70,17.46,10.70,15.80,40,2021-03-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2021-02,,,7.00,15.50,41,2021-02-28 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-12,4.10,8.80,40.50,1.00,42,2020-12-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-11,3.50,5.20,36.30,-0.10,43,2020-11-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-10,3.20,0.60,32.50,-0.60,44,2020-10-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-09,3.30,1.90,29.30,-0.70,45,2020-09-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-08,3.60,4.30,26.00,-1.00,46,2020-08-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-07,3.40,-0.20,22.30,-1.90,47,2020-07-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-06,3.30,4.20,18.90,-2.20,48,2020-06-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-05,3.30,4.90,15.60,-3.50,49,2020-05-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-04,3.20,-0.50,12.30,-5.40,50,2020-04-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-03,3.15,-5.60,9.20,-6.40,51,2020-03-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2020-02,2.75,-11.10,6.10,-6.80,52,2020-02-29 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-12,3.80,2.10,39.70,0.90,53,2019-12-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-11,3.30,2.30,35.90,0.80,54,2019-11-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-10,3.10,1.30,32.60,0.70,55,2019-10-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-09,3.30,3.30,29.50,0.70,56,2019-09-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-08,3.50,0.70,26.30,0.40,57,2019-08-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-07,3.40,-0.90,22.90,0.70,58,2019-07-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-06,3.20,0.70,19.40,0.90,59,2019-06-30 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-05,3.20,-1.00,16.20,1.10,60,2019-05-31 00:00:00,1,0,2024-07-20 14:06:46,0,2024-07-20 14:06:46,,,
2019-04,3.20,0.70,13.10,1.30,61,2019-04-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2019-03,3.40,2.00,9.90,1.60,62,2019-03-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2019-02,3.10,3.20,6.50,1.30,63,2019-02-28 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2019-01,3.40,-2.00,3.40,-2.00,64,2019-01-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-12,3.60,3.20,39.30,3.40,65,2018-12-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-11,3.20,2.80,35.74,3.50,66,2018-11-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-10,3.08,2.90,32.52,3.60,67,2018-10-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-09,3.16,2.70,29.44,3.70,68,2018-09-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-08,3.46,3.30,26.28,3.80,69,2018-08-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-07,3.47,3.30,22.82,3.80,70,2018-07-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-06,3.17,3.50,19.40,3.80,71,2018-06-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-05,3.20,5.50,16.20,3.90,72,2018-05-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-04,3.20,3.50,12.90,3.30,73,2018-04-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-03,3.30,-0.80,9.80,3.40,74,2018-03-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-02,2.96,0.40,6.43,5.00,75,2018-02-28 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2018-01,3.47,7.40,3.47,7.40,76,2018-01-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-12,3.52,-0.80,38.28,2.40,77,2017-12-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-11,3.15,-1.30,34.76,2.70,78,2017-11-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-10,3.00,-3.40,31.60,3.10,79,2017-10-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-09,3.07,-0.15,28.95,3.80,80,2017-09-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-08,3.33,3.50,25.52,4.30,81,2017-08-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-07,3.35,6.90,22.14,4.20,82,2017-07-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-06,3.09,3.70,18.80,3.80,83,2017-06-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-05,3.04,3.00,15.65,3.40,84,2017-05-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-04,3.09,4.00,12.61,3.40,85,2017-04-30 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-03,3.33,4.10,9.50,3.00,86,2017-03-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-02,2.94,10.30,6.17,2.90,87,2017-02-28 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2017-01,3.23,-1.20,3.23,-1.20,88,2017-01-31 00:00:00,1,0,2024-07-20 14:06:50,0,2024-07-20 14:06:50,,,
2024-09,4.30,10.80,35.70,0.30,125,2024-09-30 00:00:00,1,0,2024-11-07 01:46:55,0,2024-11-07 01:46:55,,,
2024-08,4.40,3.10,31.40,-1.00,126,2024-08-31 00:00:00,1,0,2024-11-07 01:46:55,0,2024-11-07 01:46:55,,,
2024-07,4.20,-3.10,27.10,-1.70,127,2024-07-31 00:00:00,1,0,2024-11-07 01:46:55,0,2024-11-07 01:46:55,,,
2024-10,4.10,7.80,39.80,1.00,128,2024-10-31 00:00:00,1,0,2024-11-26 23:16:33,0,2024-11-26 23:16:33,,,
2024-11,4.30,6.00,44.10,1.50,129,2024-11-30 00:00:00,1,0,2024-12-25 23:16:25,0,2024-12-25 23:16:25,,,
2024-12,4.90,6.40,48.90,1.90,130,2024-12-31 00:00:00,1,0,2025-01-25 23:02:13,0,2025-01-25 23:02:13,,,
2025-02,3.90,3.30,8.50,-0.50,131,2025-02-28 00:00:00,1,0,2025-03-26 23:16:49,0,2025-03-26 23:16:49,,,
2025-01,4.60,-3.50,4.60,-3.50,132,2025-01-31 00:00:00,1,0,2025-03-26 23:16:49,0,2025-03-26 23:16:49,,,
2025-03,4.20,1.80,12.70,0.20,133,2025-03-31 00:00:00,1,0,2025-04-25 23:17:11,0,2025-04-25 23:17:11,,,
2025-04,3.90,0.70,16.60,0.30,134,2025-04-30 00:00:00,1,0,2025-05-27 23:16:31,0,2025-05-27 23:16:31,,,
2025-05,3.90,1.30,20.50,0.50,135,2025-05-31 00:00:00,1,0,2025-06-25 23:16:20,0,2025-06-25 23:16:20,,,
2025-06,4.00,0.40,23.90,0.40,136,2025-06-30 00:00:00,1,0,2025-07-22 23:16:05,0,2025-07-22 23:16:05,,,
2025-07,4.50,1.90,29.20,0.70,137,2025-07-31 00:00:00,1,0,2025-08-26 23:15:41,0,2025-08-26 23:15:41,,,
