时间,项目名称,累计值(万千瓦),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-02,发电设备容量,221957.00,9.00,186,2021-02-28 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2021-02,核电发电设备容量,5104.00,4.70,187,2021-02-28 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-12,水电发电设备容量,37016.00,3.40,188,2020-12-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-12,风电发电设备容量,28153.00,34.60,189,2020-12-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-12,发电设备容量,220058.00,9.50,190,2020-12-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-12,核电发电设备容量,4989.00,2.40,191,2020-12-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-12,火电发电设备容量,124517.00,4.70,192,2020-12-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-11,风电发电设备容量,23618.00,17.60,193,2020-11-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-11,火电发电设备容量,122562.00,4.20,194,2020-11-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-11,水电发电设备容量,32238.00,4.40,195,2020-11-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-11,发电设备容量,199601.00,6.60,196,2020-11-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-11,核电发电设备容量,4989.00,2.40,197,2020-11-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-10,核电发电设备容量,4989.00,2.40,198,2020-10-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-10,火电发电设备容量,122068.00,4.00,199,2020-10-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-10,风电发电设备容量,22975.00,15.30,200,2020-10-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-10,发电设备容量,198197.00,6.10,201,2020-10-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-10,水电发电设备容量,32046.00,3.80,202,2020-10-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-09,火电发电设备容量,121579.00,3.90,203,2020-09-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-09,水电发电设备容量,31990.00,3.80,204,2020-09-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-09,风电发电设备容量,22383.00,13.10,205,2020-09-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-09,核电发电设备容量,4989.00,2.40,206,2020-09-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-09,发电设备容量,196766.00,5.60,207,2020-09-30 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-08,火电发电设备容量,121056.00,4.00,208,2020-08-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-08,核电发电设备容量,4877.00,3.80,209,2020-08-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-08,发电设备容量,195608.00,5.60,210,2020-08-31 00:00:00,1,0,2024-07-20 16:02:25,0,2024-07-20 16:02:25,,,
2020-08,风电发电设备容量,22066.00,12.40,211,2020-08-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-08,核电发电设备容量,4877.00,3.80,212,2020-08-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-07,发电设备容量,195171.00,5.70,213,2020-07-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-07,火电发电设备容量,120904.00,4.20,214,2020-07-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-07,水电发电设备容量,31880.00,3.40,215,2020-07-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-07,风电发电设备容量,21799.00,12.20,216,2020-07-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-07,核电发电设备容量,4877.00,3.80,217,2020-07-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-06,火电发电设备容量,119906.00,3.80,218,2020-06-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-06,水电发电设备容量,31614.00,2.70,219,2020-06-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-06,风电发电设备容量,21659.00,12.40,220,2020-06-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-06,核电发电设备容量,4877.00,6.20,221,2020-06-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-06,发电设备容量,193622.00,5.30,222,2020-06-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-05,发电设备容量,192522.00,5.30,223,2020-05-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-05,火电发电设备容量,119617.00,4.00,224,2020-05-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-05,水电发电设备容量,31383.00,2.10,225,2020-05-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-05,风电发电设备容量,21446.00,12.40,226,2020-05-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-05,核电发电设备容量,4877.00,6.20,227,2020-05-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-04,水电发电设备容量,31354.00,2.00,228,2020-04-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-04,核电发电设备容量,4877.00,6.20,229,2020-04-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-04,发电设备容量,191927.00,5.30,230,2020-04-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-04,火电发电设备容量,119223.00,3.90,231,2020-04-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-04,风电发电设备容量,21348.00,12.60,232,2020-04-30 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-03,核电发电设备容量,4877.00,6.20,233,2020-03-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-03,风电发电设备容量,21239.00,12.40,234,2020-03-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-03,发电设备容量,191630.00,5.60,235,2020-03-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-03,水电发电设备容量,31318.00,2.10,236,2020-03-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-03,火电发电设备容量,119125.00,4.30,237,2020-03-31 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-02,核电发电设备容量,4877.00,6.20,238,2020-02-29 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-02,风电发电设备容量,21185.00,13.20,239,2020-02-29 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-02,发电设备容量,191483.00,5.80,240,2020-02-29 00:00:00,1,0,2024-07-20 16:02:28,0,2024-07-20 16:02:28,,,
2020-02,发电设备容量,191483.00,5.80,241,2020-02-29 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2020-02,火电发电设备容量,119020.00,4.50,242,2020-02-29 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-12,风电发电设备容量,21005.00,14.00,243,2019-12-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-12,水电发电设备容量,35640.00,1.10,244,2019-12-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-12,核电发电设备容量,4874.00,9.10,245,2019-12-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-12,发电设备容量,201066.00,5.80,246,2019-12-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-12,火电发电设备容量,119055.00,4.10,247,2019-12-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-11,水电发电设备容量,30926.00,1.40,248,2019-11-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-11,风电发电设备容量,20077.00,11.70,249,2019-11-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-11,核电发电设备容量,4874.00,16.70,250,2019-11-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-11,发电设备容量,187402.00,5.60,251,2019-11-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-11,火电发电设备容量,117667.00,4.60,252,2019-11-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-10,风电发电设备容量,19922.00,12.20,253,2019-10-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-10,火电发电设备容量,117391.00,4.80,254,2019-10-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-10,核电发电设备容量,4874.00,20.30,255,2019-10-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-10,发电设备容量,186893.00,5.80,256,2019-10-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-10,水电发电设备容量,30894.00,1.30,257,2019-10-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-09,风电发电设备容量,19783.00,12.50,258,2019-09-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-09,核电发电设备容量,4874.00,24.10,259,2019-09-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-09,发电设备容量,186329.00,5.70,260,2019-09-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-09,火电发电设备容量,117025.00,4.40,261,2019-09-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-09,水电发电设备容量,30858.00,1.20,262,2019-09-30 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-08,核电发电设备容量,4699.00,23.60,263,2019-08-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-08,水电发电设备容量,30855.00,1.40,264,2019-08-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-08,发电设备容量,185367.00,5.60,265,2019-08-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-08,风电发电设备容量,19638.00,12.40,266,2019-08-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-08,火电发电设备容量,116431.00,4.20,267,2019-08-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-07,核电发电设备容量,4699.00,23.60,268,2019-07-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-07,水电发电设备容量,30845.00,1.70,269,2019-07-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-07,发电设备容量,184671.00,5.50,270,2019-07-31 00:00:00,1,0,2024-07-20 16:02:32,0,2024-07-20 16:02:32,,,
2019-07,风电发电设备容量,19429.00,11.90,271,2019-07-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-07,火电发电设备容量,115981.00,4.00,272,2019-07-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-06,水电发电设备容量,30795.00,2.30,273,2019-06-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-06,风电发电设备容量,19269.00,12.20,274,2019-06-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-06,发电设备容量,183855.00,5.70,275,2019-06-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-06,核电发电设备容量,4591.00,24.30,276,2019-06-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-06,火电发电设备容量,115547.00,3.80,277,2019-06-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-05,火电发电设备容量,115030.00,3.80,278,2019-05-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-05,核电发电设备容量,4591.00,24.30,279,2019-05-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-05,发电设备容量,182762.00,6.10,280,2019-05-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-05,水电发电设备容量,30751.00,2.50,281,2019-05-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-05,风电发电设备容量,19084.00,12.00,282,2019-05-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-04,核电发电设备容量,4591.00,24.30,283,2019-04-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-04,火电发电设备容量,114722.00,3.70,284,2019-04-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-04,水电发电设备容量,30740.00,2.40,285,2019-04-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-04,风电发电设备容量,18964.00,12.10,286,2019-04-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-04,发电设备容量,182214.00,6.00,287,2019-04-30 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-03,风电发电设备容量,18888.00,12.70,288,2019-03-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-03,发电设备容量,181493.00,5.90,289,2019-03-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-03,核电发电设备容量,4591.00,24.30,290,2019-03-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-03,火电发电设备容量,114194.00,3.30,291,2019-03-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-03,水电发电设备容量,30689.00,2.50,292,2019-03-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-02,水电发电设备容量,30658.00,2.40,293,2019-02-28 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-02,风电发电设备容量,18718.00,12.50,294,2019-02-28 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-02,发电设备容量,180878.00,5.60,295,2019-02-28 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-02,核电发电设备容量,4591.00,25.10,296,2019-02-28 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2019-02,火电发电设备容量,113876.00,3.20,297,2019-02-28 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2018-12,水电发电设备容量,35226.00,2.50,298,2018-12-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2018-12,风电发电设备容量,18426.00,12.40,299,2018-12-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2018-12,发电设备容量,189967.00,6.50,300,2018-12-31 00:00:00,1,0,2024-07-20 16:02:36,0,2024-07-20 16:02:36,,,
2018-12,水电发电设备容量,35226.00,2.50,301,2018-12-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-12,发电设备容量,189967.00,6.50,302,2018-12-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-11,核电发电设备容量,4178.00,16.60,303,2018-11-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-11,发电设备容量,177475.00,5.20,304,2018-11-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-11,风电发电设备容量,17980.00,12.20,305,2018-11-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-11,火电发电设备容量,112475.00,3.40,306,2018-11-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-11,水电发电设备容量,30513.00,1.20,307,2018-11-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-10,核电发电设备容量,4053.00,13.20,308,2018-10-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-10,水电发电设备容量,30509.00,3.20,309,2018-10-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-10,发电设备容量,176554.00,5.20,310,2018-10-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-10,风电发电设备容量,17757.00,11.60,311,2018-10-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-10,火电发电设备容量,111975.00,2.90,312,2018-10-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-09,风电发电设备容量,17592.00,11.40,313,2018-09-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-09,水电发电设备容量,30452.00,3.20,314,2018-09-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-09,发电设备容量,176200.00,5.30,315,2018-09-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-09,核电发电设备容量,3928.00,9.70,316,2018-09-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-09,火电发电设备容量,112045.00,3.10,317,2018-09-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-08,风电发电设备容量,17400.00,11.50,318,2018-08-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-08,火电发电设备容量,111149.00,3.20,319,2018-08-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-08,核电发电设备容量,3803.00,9.50,320,2018-08-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-08,水电发电设备容量,30371.00,3.20,321,2018-08-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-08,发电设备容量,174642.00,5.40,322,2018-08-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-07,核电发电设备容量,3803.00,9.50,323,2018-07-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-07,风电发电设备容量,17288.00,11.40,324,2018-07-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-07,火电发电设备容量,110980.00,3.80,325,2018-07-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-07,水电发电设备容量,30276.00,3.10,326,2018-07-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-07,发电设备容量,174206.00,5.90,327,2018-07-31 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-06,核电发电设备容量,3694.00,6.40,328,2018-06-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-06,风电发电设备容量,17096.00,11.30,329,2018-06-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-06,火电发电设备容量,110805.00,4.10,330,2018-06-30 00:00:00,1,0,2024-07-20 16:02:39,0,2024-07-20 16:02:39,,,
2018-06,风电发电设备容量,17096.00,11.30,331,2018-06-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-06,核电发电设备容量,3694.00,6.40,332,2018-06-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-05,发电设备容量,171546.00,6.10,333,2018-05-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-05,火电发电设备容量,110295.00,3.70,334,2018-05-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-05,水电发电设备容量,29960.00,2.70,335,2018-05-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-05,风电发电设备容量,16964.00,11.00,336,2018-05-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-05,核电发电设备容量,3694.00,6.40,337,2018-05-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-04,发电设备容量,171076.00,6.00,338,2018-04-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-04,火电发电设备容量,110053.00,3.70,339,2018-04-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-04,水电发电设备容量,29955.00,2.90,340,2018-04-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-04,风电发电设备容量,16846.00,10.60,341,2018-04-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-04,核电发电设备容量,3694.00,6.40,342,2018-04-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-03,发电设备容量,170688.00,6.10,343,2018-03-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-03,火电发电设备容量,109962.00,3.70,344,2018-03-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-03,水电发电设备容量,29889.00,3.00,345,2018-03-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-03,风电发电设备容量,16681.00,10.20,346,2018-03-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-03,核电发电设备容量,3694.00,6.40,347,2018-03-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-02,发电设备容量,170491.00,6.30,348,2018-02-28 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-02,火电发电设备容量,109860.00,3.90,349,2018-02-28 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-02,水电发电设备容量,29887.00,3.10,350,2018-02-28 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-02,风电发电设备容量,16646.00,10.30,351,2018-02-28 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2018-02,核电发电设备容量,3670.00,9.10,352,2018-02-28 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-12,发电设备容量,177703.00,7.60,353,2017-12-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-12,火电发电设备容量,110604.00,4.30,354,2017-12-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-12,水电发电设备容量,34119.00,2.70,355,2017-12-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-12,风电发电设备容量,16367.00,10.50,356,2017-12-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-12,核电发电设备容量,3582.00,6.50,357,2017-12-31 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-11,水电发电设备容量,29624.00,3.80,358,2017-11-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-11,风电发电设备容量,15949.00,11.90,359,2017-11-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-11,核电发电设备容量,3582.00,6.80,360,2017-11-30 00:00:00,1,0,2024-07-20 16:02:41,0,2024-07-20 16:02:41,,,
2017-11,风电发电设备容量,15949.00,11.90,361,2017-11-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-11,核电发电设备容量,3582.00,6.80,362,2017-11-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-10,发电设备容量,167062.00,7.30,363,2017-10-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-10,火电发电设备容量,108336.00,5.00,364,2017-10-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-10,水电发电设备容量,29517.00,3.50,365,2017-10-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-10,风电发电设备容量,15843.00,12.20,366,2017-10-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-10,核电发电设备容量,3582.00,6.80,367,2017-10-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-09,发电设备容量,166503.00,7.60,368,2017-09-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-09,火电发电设备容量,108109.00,5.10,369,2017-09-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-09,水电发电设备容量,29445.00,3.50,370,2017-09-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-09,风电发电设备容量,15720.00,12.80,371,2017-09-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-09,核电发电设备容量,3582.00,14.30,372,2017-09-30 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-08,发电设备容量,165664.00,7.50,373,2017-08-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-08,火电发电设备容量,107753.00,5.20,374,2017-08-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-08,水电发电设备容量,29415.00,3.80,375,2017-08-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
2017-08,风电发电设备容量,15603.00,12.60,376,2017-08-31 00:00:00,1,0,2024-07-20 16:02:45,0,2024-07-20 16:02:45,,,
