时间,国别(地区),当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-12,蒙古,64.70,96.24,97.60,5.90,8.90,1,2023-12-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2023-11,蒙古,33.00,-72.09,33.00,3.00,3.00,2,2023-11-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2023-10,缅甸,160.60,5.44,312.90,33.60,65.40,3,2023-10-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2023-09,缅甸,152.30,63.77,152.30,31.80,31.80,4,2023-09-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2021-01,澳大利亚,1.00,13.64,1.00,0.30,0.30,5,2021-01-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2020-09,德国,0.20,-80.00,1.20,0.50,0.60,6,2020-09-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2020-06,缅甸,93.00,-3.13,189.00,7.60,15.50,7,2020-06-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2020-05,缅甸,96.00,281.25,96.00,7.90,7.90,8,2020-05-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2020-02,日本,44855.90,-32.04,44855.90,5023.40,5023.40,9,2020-02-29 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2020-01,德国,1.00,100.00,1.00,0.10,0.10,10,2020-01-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-12,西班牙,0.10,100.00,0.10,0.10,0.10,11,2019-12-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-11,蒙古,118.10,100.00,118.10,3.50,3.50,12,2019-11-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-11,孟加拉国,2042.70,100.00,2042.70,153.20,153.20,13,2019-11-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-11,日本,66000.00,100.00,66000.00,7391.30,7391.30,14,2019-11-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-10,缅甸,25.20,-93.74,427.60,2.20,38.70,15,2019-10-31 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-06,澳大利亚,0.90,100.00,0.90,0.00,0.00,16,2019-06-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2019-06,缅甸,402.40,100.00,402.40,36.50,36.50,17,2019-06-30 00:00:00,1,0,2024-07-20 15:02:28,0,2024-07-20 15:02:28,,,
2025-02,日本,45000.00,0.32,45000.00,10027.60,10027.60,77,2025-02-28 00:00:00,1,0,2025-03-21 23:17:29,0,2025-03-21 23:17:29,,,
