时间,数据项目,本期值(点),环比增减(点),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-02-25,中国LNG综合进口到岸价格指数,144.29,4.17,2.98,21,2024-02-25 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-02-18,中国LNG综合进口到岸价格指数,140.12,2.41,1.75,22,2024-02-18 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-02-04,中国LNG综合进口到岸价格指数,137.71,-11.49,-7.70,23,2024-02-04 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-01-28,中国LNG综合进口到岸价格指数,149.20,-3.10,-2.04,24,2024-01-28 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-01-21,中国LNG综合进口到岸价格指数,152.30,-2.68,-1.73,25,2024-01-21 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-01-14,中国LNG综合进口到岸价格指数,154.98,2.54,1.67,26,2024-01-14 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2024-01-07,中国LNG综合进口到岸价格指数,152.44,-12.60,-7.63,27,2024-01-07 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2023-12-31,中国LNG综合进口到岸价格指数,165.04,-13.42,-7.52,28,2023-12-31 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2023-12-24,中国LNG综合进口到岸价格指数,178.46,-12.94,-6.76,29,2023-12-24 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2023-12-17,中国LNG综合进口到岸价格指数,191.40,33.19,20.98,30,2023-12-17 00:00:00,1,0,2024-07-20 12:37:13,0,2024-07-20 12:37:13,,,
2023-12-10,中国LNG综合进口到岸价格指数,158.21,0.03,0.02,31,2023-12-10 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-12-03,中国LNG综合进口到岸价格指数,158.18,5.40,3.53,32,2023-12-03 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-11-26,中国LNG综合进口到岸价格指数,152.78,7.33,5.04,33,2023-11-26 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-11-19,中国LNG综合进口到岸价格指数,145.45,-2.80,-1.89,34,2023-11-19 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-11-12,中国LNG综合进口到岸价格指数,148.25,-8.20,-5.24,35,2023-11-12 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-11-05,中国LNG综合进口到岸价格指数,156.45,17.50,12.59,36,2023-11-05 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-10-29,中国LNG综合进口到岸价格指数,138.95,0.31,0.22,37,2023-10-29 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-10-22,中国LNG综合进口到岸价格指数,138.64,-0.97,-0.69,38,2023-10-22 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-10-15,中国LNG综合进口到岸价格指数,139.61,-5.12,-3.54,39,2023-10-15 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-10-08,中国LNG综合进口到岸价格指数,144.73,-7.50,-4.93,40,2023-10-08 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-10-01,中国LNG综合进口到岸价格指数,152.23,17.10,12.65,41,2023-10-01 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-09-24,中国LNG综合进口到岸价格指数,135.13,-2.56,-1.86,42,2023-09-24 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-09-17,中国LNG综合进口到岸价格指数,137.69,-3.70,-2.62,43,2023-09-17 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-09-10,中国LNG综合进口到岸价格指数,141.39,19.53,16.03,44,2023-09-10 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-09-03,中国LNG综合进口到岸价格指数,121.86,-19.35,-13.70,45,2023-09-03 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-08-27,中国LNG综合进口到岸价格指数,141.21,-10.56,-6.96,46,2023-08-27 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-08-20,中国LNG综合进口到岸价格指数,151.77,17.06,12.66,47,2023-08-20 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-08-13,中国LNG综合进口到岸价格指数,134.71,6.65,5.19,48,2023-08-13 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-08-06,中国LNG综合进口到岸价格指数,128.06,-12.18,-8.69,49,2023-08-06 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-07-30,中国LNG综合进口到岸价格指数,140.24,-6.73,-4.58,50,2023-07-30 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-07-23,中国LNG综合进口到岸价格指数,146.97,20.90,16.58,51,2023-07-23 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-07-16,中国LNG综合进口到岸价格指数,126.07,-4.83,-3.69,52,2023-07-16 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-07-09,中国LNG综合进口到岸价格指数,130.90,3.89,3.06,53,2023-07-09 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-07-02,中国LNG综合进口到岸价格指数,127.01,0.44,0.35,54,2023-07-02 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-06-25,中国LNG综合进口到岸价格指数,126.57,-2.09,-1.62,55,2023-06-25 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-06-18,中国LNG综合进口到岸价格指数,128.66,6.75,5.54,56,2023-06-18 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-06-11,中国LNG综合进口到岸价格指数,121.91,-16.66,-12.02,57,2023-06-11 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-05-28,中国LNG综合进口到岸价格指数,138.57,-14.72,-9.60,58,2023-05-28 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-05-21,中国LNG综合进口到岸价格指数,153.29,12.85,9.15,59,2023-05-21 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-05-14,中国LNG综合进口到岸价格指数,140.44,3.00,2.18,60,2023-05-14 00:00:00,1,0,2024-07-20 12:37:16,0,2024-07-20 12:37:16,,,
2023-05-07,中国LNG综合进口到岸价格指数,137.44,6.97,5.34,61,2023-05-07 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-04-30,中国LNG综合进口到岸价格指数,130.47,8.60,7.06,62,2023-04-30 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-04-23,中国LNG综合进口到岸价格指数,121.87,-35.61,-22.61,63,2023-04-23 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-04-16,中国LNG综合进口到岸价格指数,157.48,45.42,40.53,64,2023-04-16 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-04-09,中国LNG综合进口到岸价格指数,112.06,-14.95,-11.77,65,2023-04-09 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-03-26,中国LNG综合进口到岸价格指数,127.01,-35.27,-21.73,66,2023-03-26 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-03-19,中国LNG综合进口到岸价格指数,162.28,8.56,5.57,67,2023-03-19 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-03-12,中国LNG综合进口到岸价格指数,153.72,-22.56,-12.80,68,2023-03-12 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-03-05,中国LNG综合进口到岸价格指数,176.28,-23.27,-11.66,69,2023-03-05 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-02-26,中国LNG综合进口到岸价格指数,199.55,34.17,20.66,70,2023-02-26 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-02-19,中国LNG综合进口到岸价格指数,165.38,-11.94,-6.73,71,2023-02-19 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-02-12,中国LNG综合进口到岸价格指数,177.32,-7.64,-4.13,72,2023-02-12 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-02-05,中国LNG综合进口到岸价格指数,184.96,10.02,5.73,73,2023-02-05 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-01-29,中国LNG综合进口到岸价格指数,174.94,0.15,0.09,74,2023-01-29 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-01-22,中国LNG综合进口到岸价格指数,174.79,-11.84,-6.34,75,2023-01-22 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-01-15,中国LNG综合进口到岸价格指数,186.63,8.83,4.97,76,2023-01-15 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-01-08,中国LNG综合进口到岸价格指数,177.80,-24.67,-12.18,77,2023-01-08 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2023-01-01,中国LNG综合进口到岸价格指数,202.47,-15.49,-7.11,78,2023-01-01 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-12-25,中国LNG综合进口到岸价格指数,217.96,-52.20,-19.32,79,2022-12-25 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-12-18,中国LNG综合进口到岸价格指数,270.16,27.54,11.35,80,2022-12-18 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-12-11,中国LNG综合进口到岸价格指数,242.62,-0.43,-0.18,81,2022-12-11 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-12-04,中国LNG综合进口到岸价格指数,243.05,38.37,18.75,82,2022-12-04 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-11-27,中国LNG综合进口到岸价格指数,204.68,7.11,3.60,83,2022-11-27 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-11-20,中国LNG综合进口到岸价格指数,197.57,-3.12,-1.55,84,2022-11-20 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-11-13,中国LNG综合进口到岸价格指数,200.69,19.36,10.68,85,2022-11-13 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-11-06,中国LNG综合进口到岸价格指数,181.33,9.49,5.52,86,2022-11-06 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-10-30,中国LNG综合进口到岸价格指数,171.84,-110.60,-39.16,87,2022-10-30 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-10-23,中国LNG综合进口到岸价格指数,282.44,-28.97,-9.30,88,2022-10-23 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-10-16,中国LNG综合进口到岸价格指数,311.41,128.59,70.34,89,2022-10-16 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-10-09,中国LNG综合进口到岸价格指数,182.82,-65.33,-26.33,90,2022-10-09 00:00:00,1,0,2024-07-20 12:37:20,0,2024-07-20 12:37:20,,,
2022-10-02,中国LNG综合进口到岸价格指数,248.15,-45.47,-15.49,91,2022-10-02 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-09-25,中国LNG综合进口到岸价格指数,293.62,18.26,6.63,92,2022-09-25 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-09-18,中国LNG综合进口到岸价格指数,275.36,110.52,67.05,93,2022-09-18 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-09-11,中国LNG综合进口到岸价格指数,164.84,22.01,15.41,94,2022-09-11 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-09-04,中国LNG综合进口到岸价格指数,142.83,-73.07,-33.84,95,2022-09-04 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-08-28,中国LNG综合进口到岸价格指数,215.90,-118.80,-35.49,96,2022-08-28 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-08-21,中国LNG综合进口到岸价格指数,334.70,63.08,23.22,97,2022-08-21 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-08-14,中国LNG综合进口到岸价格指数,271.62,100.07,58.33,98,2022-08-14 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-08-07,中国LNG综合进口到岸价格指数,171.55,-23.55,-12.07,99,2022-08-07 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-07-31,中国LNG综合进口到岸价格指数,195.10,38.93,24.93,100,2022-07-31 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-07-24,中国LNG综合进口到岸价格指数,156.17,-26.44,-14.48,101,2022-07-24 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-07-17,中国LNG综合进口到岸价格指数,182.61,49.91,37.61,102,2022-07-17 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-07-10,中国LNG综合进口到岸价格指数,132.70,-54.42,-29.08,103,2022-07-10 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-07-03,中国LNG综合进口到岸价格指数,187.12,14.16,8.19,104,2022-07-03 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-06-26,中国LNG综合进口到岸价格指数,172.96,40.93,31.00,105,2022-06-26 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-06-22,中国LNG综合进口到岸价格指数,132.03,-56.66,-30.03,106,2022-06-22 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-06-12,中国LNG综合进口到岸价格指数,188.69,4.74,2.58,107,2022-06-12 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-06-05,中国LNG综合进口到岸价格指数,183.95,74.22,67.64,108,2022-06-05 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-05-29,中国LNG综合进口到岸价格指数,109.73,-121.43,-52.53,109,2022-05-29 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-05-22,中国LNG综合进口到岸价格指数,231.16,41.99,22.20,110,2022-05-22 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-05-15,中国LNG综合进口到岸价格指数,189.17,21.74,12.98,111,2022-05-15 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-05-08,中国LNG综合进口到岸价格指数,167.43,-45.30,-21.29,112,2022-05-08 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-04-24,中国LNG综合进口到岸价格指数,212.73,82.68,63.58,113,2022-04-24 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-04-10,中国LNG综合进口到岸价格指数,130.05,12.12,10.28,114,2022-04-10 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-04-03,中国LNG综合进口到岸价格指数,117.93,-28.33,-19.37,115,2022-04-03 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-03-27,中国LNG综合进口到岸价格指数,146.26,-44.36,-23.27,116,2022-03-27 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-03-20,中国LNG综合进口到岸价格指数,190.62,2.15,1.14,117,2022-03-20 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-03-13,中国LNG综合进口到岸价格指数,188.47,32.01,20.46,118,2022-03-13 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-02-27,中国LNG综合进口到岸价格指数,156.46,17.29,12.42,119,2022-02-27 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-02-20,中国LNG综合进口到岸价格指数,139.17,8.76,6.72,120,2022-02-20 00:00:00,1,0,2024-07-20 12:37:23,0,2024-07-20 12:37:23,,,
2022-02-13,中国LNG综合进口到岸价格指数,130.41,22.62,20.99,121,2022-02-13 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-02-06,中国LNG综合进口到岸价格指数,107.79,-114.05,-51.41,122,2022-02-06 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-01-30,中国LNG综合进口到岸价格指数,221.84,41.13,22.76,123,2022-01-30 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-01-23,中国LNG综合进口到岸价格指数,180.71,-22.41,-11.03,124,2022-01-23 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-01-16,中国LNG综合进口到岸价格指数,203.12,-17.87,-8.09,125,2022-01-16 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-01-09,中国LNG综合进口到岸价格指数,220.99,7.82,3.67,126,2022-01-09 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2022-01-02,中国LNG综合进口到岸价格指数,213.17,-62.98,-22.81,127,2022-01-02 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-12-26,中国LNG综合进口到岸价格指数,276.15,74.23,36.76,128,2021-12-26 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-12-19,中国LNG综合进口到岸价格指数,201.92,-21.64,-9.68,129,2021-12-19 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-12-12,中国LNG综合进口到岸价格指数,223.56,22.80,11.36,130,2021-12-12 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-12-05,中国LNG综合进口到岸价格指数,200.76,-33.41,-14.27,131,2021-12-05 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-11-28,中国LNG综合进口到岸价格指数,234.17,24.32,11.59,132,2021-11-28 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-11-21,中国LNG综合进口到岸价格指数,209.85,-3.67,-1.72,133,2021-11-21 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-11-14,中国LNG综合进口到岸价格指数,213.52,37.24,21.13,134,2021-11-14 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-11-07,中国LNG综合进口到岸价格指数,176.28,39.67,29.04,135,2021-11-07 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-10-31,中国LNG综合进口到岸价格指数,136.61,-26.18,-16.08,136,2021-10-31 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-10-24,中国LNG综合进口到岸价格指数,162.79,22.89,16.36,137,2021-10-24 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-10-17,中国LNG综合进口到岸价格指数,139.90,-13.77,-8.96,138,2021-10-17 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-10-10,中国LNG综合进口到岸价格指数,153.67,-7.88,-4.88,139,2021-10-10 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-10-03,中国LNG综合进口到岸价格指数,161.55,19.47,13.70,140,2021-10-03 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-09-26,中国LNG综合进口到岸价格指数,142.08,9.87,7.47,141,2021-09-26 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-09-19,中国LNG综合进口到岸价格指数,132.21,-0.61,-0.46,142,2021-09-19 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-09-12,中国LNG综合进口到岸价格指数,132.82,-12.34,-8.50,143,2021-09-12 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-09-05,中国LNG综合进口到岸价格指数,145.16,22.69,18.53,144,2021-09-05 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-08-29,中国LNG综合进口到岸价格指数,122.47,-5.81,-4.53,145,2021-08-29 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-08-22,中国LNG综合进口到岸价格指数,128.28,0.86,0.67,146,2021-08-22 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-08-15,中国LNG综合进口到岸价格指数,127.42,-1.64,-1.27,147,2021-08-15 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-08-08,中国LNG综合进口到岸价格指数,129.06,15.08,13.23,148,2021-08-08 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-08-01,中国LNG综合进口到岸价格指数,113.98,-8.36,-6.83,149,2021-08-01 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-07-25,中国LNG综合进口到岸价格指数,122.34,7.27,6.32,150,2021-07-25 00:00:00,1,0,2024-07-20 12:37:26,0,2024-07-20 12:37:26,,,
2021-07-18,中国LNG综合进口到岸价格指数,115.07,-2.71,-2.30,151,2021-07-18 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-07-11,中国LNG综合进口到岸价格指数,117.78,15.23,14.85,152,2021-07-11 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-06-27,中国LNG综合进口到岸价格指数,102.55,0.85,0.84,153,2021-06-27 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-06-20,中国LNG综合进口到岸价格指数,101.70,5.59,5.82,154,2021-06-20 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-06-13,中国LNG综合进口到岸价格指数,96.11,-8.14,-7.81,155,2021-06-13 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-06-06,中国LNG综合进口到岸价格指数,104.25,15.99,18.12,156,2021-06-06 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-05-30,中国LNG综合进口到岸价格指数,88.26,-4.24,-4.58,157,2021-05-30 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
2021-05-23,中国LNG综合进口到岸价格指数,92.50,9.02,10.80,158,2021-05-23 00:00:00,1,0,2024-07-20 12:37:29,0,2024-07-20 12:37:29,,,
