时间,项目名称,累计值(万千瓦),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-04,新增水电发电设备容量,152.00,100,2021-04-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-04,新增发电设备容量,2972.00,101,2021-04-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-04,新增火电发电设备容量,1328.00,102,2021-04-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-03,新增水电发电设备容量,109.00,103,2021-03-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-03,新增发电设备容量,2351.00,104,2021-03-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-03,新增火电发电设备容量,1060.00,105,2021-03-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-02,新增水电发电设备容量,85.00,106,2021-02-28 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-02,新增火电发电设备容量,668.00,107,2021-02-28 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2021-02,新增发电设备容量,1559.00,108,2021-02-28 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-12,新增火电发电设备容量,5637.00,109,2020-12-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-12,新增水电发电设备容量,1323.00,110,2020-12-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-12,新增发电设备容量,19087.00,111,2020-12-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-11,新增水电发电设备容量,1079.00,112,2020-11-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-11,新增发电设备容量,10203.00,113,2020-11-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-11,新增火电发电设备容量,3934.00,114,2020-11-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-10,新增水电发电设备容量,889.00,115,2020-10-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-10,新增火电发电设备容量,3496.00,116,2020-10-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-10,新增发电设备容量,8540.00,117,2020-10-31 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-09,新增火电发电设备容量,3183.00,118,2020-09-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-09,新增发电设备容量,7224.00,119,2020-09-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-09,新增水电发电设备容量,827.00,120,2020-09-30 00:00:00,1,0,2024-07-20 16:03:39,0,2024-07-20 16:03:39,,,
2020-08,新增火电发电设备容量,2822.00,121,2020-08-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-08,新增发电设备容量,6172.00,122,2020-08-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-08,新增水电发电设备容量,800.00,123,2020-08-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-07,新增水电发电设备容量,657.00,124,2020-07-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-07,新增火电发电设备容量,2580.00,125,2020-07-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-07,新增发电设备容量,5409.00,126,2020-07-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-06,新增水电发电设备容量,412.00,127,2020-06-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-06,新增发电设备容量,3695.00,128,2020-06-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-06,新增火电发电设备容量,1632.00,129,2020-06-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-05,新增火电发电设备容量,1241.00,130,2020-05-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-05,新增发电设备容量,2524.00,131,2020-05-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-05,新增水电发电设备容量,173.00,132,2020-05-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-04,新增火电发电设备容量,1078.00,133,2020-04-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-04,新增水电发电设备容量,114.00,134,2020-04-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-04,新增发电设备容量,2009.00,135,2020-04-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-03,新增发电设备容量,1356.00,136,2020-03-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-03,新增水电发电设备容量,70.00,137,2020-03-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-03,新增火电发电设备容量,702.00,138,2020-03-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-02,新增火电发电设备容量,517.00,139,2020-02-29 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-02,新增发电设备容量,790.00,140,2020-02-29 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2020-02,新增水电发电设备容量,62.00,141,2020-02-29 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-12,新增发电设备容量,10173.00,142,2019-12-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-12,新增水电发电设备容量,417.00,143,2019-12-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-12,新增火电发电设备容量,4092.00,144,2019-12-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-11,新增火电发电设备容量,3418.00,145,2019-11-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-11,新增发电设备容量,7606.00,146,2019-11-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-11,新增水电发电设备容量,338.00,147,2019-11-30 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-10,新增火电发电设备容量,3237.00,148,2019-10-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-10,新增发电设备容量,7117.00,149,2019-10-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-10,新增水电发电设备容量,292.00,150,2019-10-31 00:00:00,1,0,2024-07-20 16:03:42,0,2024-07-20 16:03:42,,,
2019-09,新增火电发电设备容量,2847.00,151,2019-09-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-09,新增发电设备容量,6455.00,152,2019-09-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-09,新增水电发电设备容量,280.00,153,2019-09-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-08,新增发电设备容量,5147.00,154,2019-08-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-08,新增水电发电设备容量,261.00,155,2019-08-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-08,新增火电发电设备容量,2049.00,156,2019-08-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-07,新增火电发电设备容量,1854.00,157,2019-07-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-07,新增水电发电设备容量,247.00,158,2019-07-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-07,新增发电设备容量,4707.00,159,2019-07-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-06,新增发电设备容量,4074.00,160,2019-06-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-06,新增火电发电设备容量,1693.00,161,2019-06-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-06,新增水电发电设备容量,182.00,162,2019-06-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-05,新增火电发电设备容量,1176.00,163,2019-05-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-05,新增水电发电设备容量,128.00,164,2019-05-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-05,新增发电设备容量,2918.00,165,2019-05-31 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-04,新增发电设备容量,2336.00,166,2019-04-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
2019-04,新增水电发电设备容量,74.00,167,2019-04-30 00:00:00,1,0,2024-07-20 16:03:46,0,2024-07-20 16:03:46,,,
