时间,库存合计,京唐港,日照港,青岛港,连云港,湛江港,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-06,221.50,83.50,138.00,0.00,0.00,0.00,56,2024-05-06 00:00:00,1,0,2025-06-07 00:10:19,0,2025-06-07 00:10:19,,,
2024-04-26,220.50,81.50,139.00,0.00,0.00,0.00,57,2024-04-26 00:00:00,1,0,2025-06-07 00:10:19,0,2025-06-07 00:10:19,,,
2024-04-19,202.85,62.85,140.00,0.00,0.00,0.00,58,2024-04-19 00:00:00,1,0,2025-06-07 00:10:19,0,2025-06-07 00:10:19,,,
2024-04-12,203.82,68.82,135.00,0.00,0.00,0.00,59,2024-04-12 00:00:00,1,0,2025-06-07 00:10:19,0,2025-06-07 00:10:19,,,
2024-04-05,212.95,70.95,142.00,0.00,0.00,0.00,60,2024-04-05 00:00:00,1,0,2025-06-07 00:10:19,0,2025-06-07 00:10:19,,,
2024-03-29,208.43,75.43,133.00,0.00,0.00,0.00,61,2024-03-29 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-03-22,216.10,70.10,146.00,0.00,0.00,0.00,62,2024-03-22 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-03-15,199.92,64.92,135.00,0.00,0.00,0.00,63,2024-03-15 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-03-08,216.07,75.07,141.00,0.00,0.00,0.00,64,2024-03-08 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-03-01,210.07,75.07,135.00,0.00,0.00,0.00,65,2024-03-01 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-02-23,219.93,89.93,130.00,0.00,0.00,0.00,66,2024-02-23 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-02-16,206.32,88.32,118.00,0.00,0.00,0.00,67,2024-02-16 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-02-09,206.32,88.32,118.00,0.00,0.00,0.00,68,2024-02-09 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-02-02,186.02,68.02,118.00,0.00,0.00,0.00,69,2024-02-02 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-01-26,216.57,98.57,118.00,0.00,0.00,0.00,70,2024-01-26 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-01-19,196.94,95.94,101.00,0.00,0.00,0.00,71,2024-01-19 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-01-12,178.96,68.96,110.00,0.00,0.00,0.00,72,2024-01-12 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2024-01-05,158.96,72.96,86.00,0.00,0.00,0.00,73,2024-01-05 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-12-29,155.77,67.77,83.00,0.00,0.00,5.00,74,2023-12-29 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-12-22,177.60,84.60,88.00,0.00,0.00,5.00,75,2023-12-22 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-12-15,179.89,82.89,92.00,0.00,0.00,5.00,76,2023-12-15 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-12-08,184.79,88.79,94.00,0.00,2.00,0.00,77,2023-12-08 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-12-01,196.03,97.03,96.00,0.00,3.00,0.00,78,2023-12-01 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-11-24,192.67,96.67,91.00,0.00,5.00,0.00,79,2023-11-24 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-11-17,207.26,100.26,100.00,0.00,7.00,0.00,80,2023-11-17 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-11-10,216.32,104.32,105.00,0.00,7.00,0.00,81,2023-11-10 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-11-03,208.72,102.72,97.00,0.00,9.00,0.00,82,2023-11-03 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-10-27,204.87,95.87,97.00,0.00,12.00,0.00,83,2023-10-27 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-10-20,192.09,82.09,98.00,0.00,12.00,0.00,84,2023-10-20 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-10-13,187.13,86.13,89.00,0.00,12.00,0.00,85,2023-10-13 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-10-06,187.10,77.10,95.00,0.00,15.00,0.00,86,2023-10-06 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-09-29,187.10,77.10,95.00,0.00,15.00,0.00,87,2023-09-29 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-09-22,187.79,69.79,103.00,0.00,15.00,0.00,88,2023-09-22 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-09-15,191.55,62.55,113.00,0.00,16.00,0.00,89,2023-09-15 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-09-08,196.30,61.30,115.00,0.00,20.00,0.00,90,2023-09-08 00:00:00,1,0,2025-06-07 00:10:22,0,2025-06-07 00:10:22,,,
2023-09-01,179.20,47.20,112.00,0.00,20.00,0.00,91,2023-09-01 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-08-25,160.30,56.30,84.00,0.00,20.00,0.00,92,2023-08-25 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-08-18,170.90,58.90,92.00,0.00,20.00,0.00,93,2023-08-18 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-08-11,167.10,55.10,92.00,0.00,20.00,0.00,94,2023-08-11 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-08-04,173.10,51.10,102.00,0.00,20.00,0.00,95,2023-08-04 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-07-28,185.80,47.80,116.00,2.00,20.00,0.00,96,2023-07-28 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-07-21,197.90,45.90,130.00,2.00,20.00,0.00,97,2023-07-21 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-07-14,212.00,54.00,136.00,2.00,20.00,0.00,98,2023-07-14 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-07-07,227.30,63.30,142.00,2.00,20.00,0.00,99,2023-07-07 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-06-30,215.50,51.50,140.00,4.00,20.00,0.00,100,2023-06-30 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-06-23,219.80,50.80,145.00,4.00,20.00,0.00,101,2023-06-23 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-06-16,223.50,47.50,150.00,6.00,20.00,0.00,102,2023-06-16 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-06-09,224.40,45.40,153.00,6.00,20.00,0.00,103,2023-06-09 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-06-02,217.20,48.20,139.00,10.00,20.00,0.00,104,2023-06-02 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-05-26,209.90,51.90,145.00,10.00,3.00,0.00,105,2023-05-26 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-05-19,196.60,49.60,133.00,10.00,4.00,0.00,106,2023-05-19 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-05-12,189.20,49.20,125.00,10.00,5.00,0.00,107,2023-05-12 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-05-05,191.90,51.90,125.00,10.00,5.00,0.00,108,2023-05-05 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-04-28,190.50,61.50,113.00,10.00,6.00,0.00,109,2023-04-28 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-04-21,190.10,61.10,113.00,10.00,6.00,0.00,110,2023-04-21 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-04-14,179.80,60.80,106.00,9.00,4.00,0.00,111,2023-04-14 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-04-07,167.80,55.80,98.00,9.00,5.00,0.00,112,2023-04-07 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-03-31,153.30,44.30,90.00,9.00,10.00,0.00,113,2023-03-31 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-03-24,164.30,59.30,85.00,9.00,10.00,1.00,114,2023-03-24 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-03-17,144.30,62.30,72.00,0.00,10.00,0.00,115,2023-03-17 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-03-10,128.30,56.30,63.00,0.00,8.00,1.00,116,2023-03-10 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-03-03,138.70,67.70,61.00,0.00,10.00,0.00,117,2023-03-03 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-02-24,133.40,54.40,69.00,0.00,10.00,0.00,118,2023-02-24 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-02-17,112.70,58.70,44.00,0.00,10.00,0.00,119,2023-02-17 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-02-10,116.70,60.70,44.00,0.00,12.00,0.00,120,2023-02-10 00:00:00,1,0,2025-06-07 00:10:25,0,2025-06-07 00:10:25,,,
2023-02-03,125.50,65.50,46.00,0.00,12.00,2.00,121,2023-02-03 00:00:00,1,0,2025-06-07 00:10:28,0,2025-06-07 00:10:28,,,
2023-01-28,100.80,67.80,21.00,0.00,12.00,0.00,122,2023-01-28 00:00:00,1,0,2025-06-07 00:10:28,0,2025-06-07 00:10:28,,,
2023-01-20,100.80,67.80,21.00,0.00,12.00,0.00,123,2023-01-20 00:00:00,1,0,2025-06-07 00:10:28,0,2025-06-07 00:10:28,,,
2023-01-13,111.90,77.90,21.00,1.00,12.00,0.00,124,2023-01-13 00:00:00,1,0,2025-06-07 00:10:28,0,2025-06-07 00:10:28,,,
2023-01-06,106.90,67.90,26.00,1.00,12.00,0.00,125,2023-01-06 00:00:00,1,0,2025-06-07 00:10:28,0,2025-06-07 00:10:28,,,
2025-06-13,312.02,164.02,140.00,8.00,0.00,0.00,126,2025-06-13 00:00:00,1,0,2025-06-13 23:19:50,0,2025-06-13 23:19:50,,,
2025-06-06,313.02,164.02,141.00,8.00,0.00,0.00,127,2025-06-06 00:00:00,1,0,2025-06-13 23:19:50,0,2025-06-13 23:19:50,,,
2025-05-30,303.09,153.59,143.00,6.50,0.00,0.00,128,2025-05-30 00:00:00,1,0,2025-06-13 23:19:50,0,2025-06-13 23:19:50,,,
2025-09-05,275.50,150.00,119.00,6.50,0.00,0.00,129,2025-09-05 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-08-29,275.35,148.85,120.00,6.50,0.00,0.00,130,2025-08-29 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-08-22,261.50,139.00,116.00,6.50,0.00,0.00,131,2025-08-22 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-08-15,255.50,139.00,110.00,6.50,0.00,0.00,132,2025-08-15 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-08-08,277.34,146.84,124.00,6.50,0.00,0.00,133,2025-08-08 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-08-01,282.11,150.61,125.00,6.50,0.00,0.00,134,2025-08-01 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-07-25,292.34,155.84,130.00,6.50,0.00,0.00,135,2025-07-25 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-07-18,321.50,167.00,148.00,6.50,0.00,0.00,136,2025-07-18 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-07-11,321.64,166.14,149.00,6.50,0.00,0.00,137,2025-07-11 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-07-04,304.27,151.77,146.00,6.50,0.00,0.00,138,2025-07-04 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-06-27,285.59,137.09,142.00,6.50,0.00,0.00,139,2025-06-27 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
2025-06-20,303.31,157.81,139.00,6.50,0.00,0.00,140,2025-06-20 00:00:00,1,0,2025-09-08 23:20:31,0,2025-09-08 23:20:31,,,
