时间,海关,当月数量(吨),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-04,南昌海关,0.00,107.00,0.00,48.51,51,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,西安海关,3580.00,8525.00,586.84,1540.92,52,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,石家庄海关,58163.00,131853.00,10422.67,26537.30,53,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,呼和浩特海关,0.00,362.00,0.00,62.47,54,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,上海海关,63.00,63.00,11.39,11.39,55,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,青岛海关,156428.00,564241.00,41215.39,132561.00,56,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,大连海关,0.00,116.00,0.00,11.48,57,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,南宁海关,555.00,4289.00,132.16,999.20,58,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,南京海关,879.00,9900.00,334.83,4063.83,59,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,长沙海关,33.00,69.00,11.67,24.39,60,2020-04-30 00:00:00,1,0,2024-07-21 00:52:53,0,2024-07-21 00:52:53,,,
2020-04,天津海关,108902.00,260399.00,24078.52,60724.49,61,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-04,乌鲁木齐海关,3674.00,19479.00,879.23,4553.14,62,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-04,海关合计,346000.00,1032282.00,81915.38,241262.07,63,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-04,黄埔海关,26.00,26.00,22.45,22.45,64,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-04,昆明海关,12473.00,28354.00,3948.97,9009.43,65,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-04,济南海关,1225.00,4500.00,271.27,1092.08,66,2020-04-30 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,南昌海关,107.00,107.00,48.51,48.51,67,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,南宁海关,2630.00,3734.00,603.81,867.04,68,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,长沙海关,0.00,36.00,0.00,12.72,69,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,呼和浩特海关,0.00,362.00,0.00,62.47,70,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,乌鲁木齐海关,7760.00,15805.00,1800.72,3673.91,71,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,石家庄海关,42433.00,73690.00,7934.23,16114.63,72,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,昆明海关,13842.00,15882.00,4360.75,5060.46,73,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,海关合计,324362.00,686282.00,68452.60,159346.69,74,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,南京海关,5485.00,9021.00,2227.15,3729.00,75,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,济南海关,1810.00,3275.00,435.42,820.81,76,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,大连海关,48.00,116.00,4.80,11.48,77,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,天津海关,67996.00,151496.00,16586.40,36645.98,78,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,西安海关,2549.00,4945.00,461.30,954.08,79,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-03,青岛海关,179701.00,407814.00,33989.51,91345.61,80,2020-03-31 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,西安海关,0.00,2397.00,0.00,492.77,81,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,济南海关,0.00,1465.00,0.00,385.40,82,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,海关合计,0.00,361920.00,0.00,90894.09,83,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,乌鲁木齐海关,0.00,8045.00,0.00,1873.19,84,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,天津海关,0.00,83501.00,0.00,20059.57,85,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,石家庄海关,0.00,31256.00,0.00,8180.40,86,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,青岛海关,0.00,228112.00,0.00,57356.10,87,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,南宁海关,0.00,1104.00,0.00,263.23,88,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,南京海关,0.00,3536.00,0.00,1501.85,89,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,昆明海关,0.00,2040.00,0.00,699.72,90,2020-02-29 00:00:00,1,0,2024-07-21 00:52:56,0,2024-07-21 00:52:56,,,
2020-02,呼和浩特海关,0.00,362.00,0.00,62.47,91,2020-02-29 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2020-02,大连海关,0.00,68.00,0.00,6.68,92,2020-02-29 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2020-02,长沙海关,0.00,36.00,0.00,12.72,93,2020-02-29 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,石家庄海关,33768.00,283509.00,9334.86,64878.40,94,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,昆明海关,14822.00,238796.00,4423.58,87435.03,95,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,乌鲁木齐海关,8485.00,75392.00,1855.96,18433.02,96,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,郑州海关,0.00,1085.00,0.00,127.33,97,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,海关合计,269806.00,5437181.00,66588.06,1541068.24,98,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,济南海关,353.00,2519.00,84.43,673.48,99,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,西安海关,2411.00,155018.00,460.70,26201.21,100,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,南昌海关,0.00,325.00,0.00,158.63,101,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,南京海关,4007.00,96482.00,1694.72,33182.59,102,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,南宁海关,670.00,16498.00,152.47,3852.29,103,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,宁波海关,0.00,98.00,0.00,32.57,104,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,青岛海关,129465.00,3588814.00,31194.84,1041271.22,105,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,上海海关,0.00,37.00,0.00,13.90,106,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,深圳海关,0.00,24.00,0.00,8.08,107,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,北京海关,0.00,0.00,0.00,0.04,108,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,长沙海关,0.00,72.00,0.00,25.59,109,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,大连海关,2024.00,14199.00,440.96,2946.00,110,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,广州海关,0.00,19.00,0.00,4.25,111,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,呼和浩特海关,257.00,1555.00,40.75,216.67,112,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,黄埔海关,0.00,325.00,0.00,606.13,113,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-10,天津海关,73545.00,962414.00,16904.79,261001.82,114,2019-10-31 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,乌鲁木齐海关,7794.24,66906.90,1535.07,16577.06,115,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,南昌海关,0.00,325.49,0.00,158.63,116,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,海关合计,394927.89,5167375.52,96065.99,1474480.18,117,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,济南海关,1289.63,2165.52,344.74,589.05,118,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,西安海关,14159.28,152607.57,2411.14,25740.52,119,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,南京海关,12542.69,92474.89,3957.41,31487.87,120,2019-09-30 00:00:00,1,0,2024-07-21 00:52:59,0,2024-07-21 00:52:59,,,
2019-09,南宁海关,1765.70,15827.69,390.45,3699.82,121,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,宁波海关,0.00,97.58,0.00,32.57,122,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,青岛海关,307181.93,3459348.76,75559.68,1010076.38,123,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,上海海关,0.00,37.04,0.00,13.90,124,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,深圳海关,0.00,24.00,0.00,8.08,125,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,石家庄海关,0.00,249741.71,0.00,55543.54,126,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,天津海关,32860.17,888869.45,6607.94,244097.02,127,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,北京海关,0.00,0.12,0.00,0.04,128,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,长沙海关,0.00,72.46,0.00,25.59,129,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,大连海关,6148.38,12174.75,1150.25,2505.03,130,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,广州海关,0.00,19.00,0.00,4.25,131,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,呼和浩特海关,156.98,1298.27,25.56,175.92,132,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,黄埔海关,0.00,325.45,0.00,606.13,133,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,昆明海关,11028.90,223973.91,4083.76,83011.46,134,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-09,郑州海关,0.00,1084.96,0.00,127.33,135,2019-09-30 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,海关合计,440896.00,4772448.00,116417.96,1378414.19,136,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,北京海关,0.00,0.00,0.00,0.04,137,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,长沙海关,0.00,72.00,0.00,25.59,138,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,大连海关,959.00,6026.00,252.44,1354.78,139,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,广州海关,0.00,19.00,0.00,4.25,140,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,呼和浩特海关,99.00,1141.00,16.81,150.36,141,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,黄埔海关,272.00,325.00,505.06,606.13,142,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,昆明海关,8522.00,212945.00,2502.66,78927.70,143,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,南昌海关,0.00,325.00,0.00,158.63,144,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,南京海关,3528.00,79932.00,1348.20,27530.46,145,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,南宁海关,1552.00,14062.00,360.93,3309.37,146,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,宁波海关,38.00,98.00,19.81,32.57,147,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,青岛海关,331439.00,3152167.00,91425.42,934516.70,148,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,上海海关,0.00,37.00,0.00,13.90,149,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,深圳海关,0.00,24.00,0.00,8.08,150,2019-08-31 00:00:00,1,0,2024-07-21 00:53:03,0,2024-07-21 00:53:03,,,
2019-08,石家庄海关,10470.00,249742.00,1159.13,55543.54,151,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-08,天津海关,77296.00,856009.00,17409.70,237489.09,152,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-08,乌鲁木齐海关,2876.00,59113.00,635.50,15041.99,153,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-08,郑州海关,0.00,1085.00,0.00,127.33,154,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-08,济南海关,637.00,876.00,156.20,244.30,155,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-08,西安海关,3208.00,138448.00,626.10,23329.38,156,2019-08-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,海关合计,484768.00,4331552.00,122568.32,1261996.23,157,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,北京海关,0.00,0.00,0.00,0.04,158,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,长沙海关,10.00,72.00,3.55,25.59,159,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,大连海关,0.00,5068.00,0.00,1102.35,160,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,广州海关,0.00,19.00,0.00,4.25,161,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,呼和浩特海关,160.00,1042.00,26.07,133.54,162,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,黄埔海关,53.00,53.00,101.08,101.08,163,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,昆明海关,20133.00,204423.00,8042.17,76425.04,164,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,南昌海关,217.00,325.00,105.21,158.63,165,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,南京海关,12825.00,76404.00,4459.19,26182.26,166,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,南宁海关,1111.00,12510.00,262.47,2948.44,167,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,宁波海关,0.00,60.00,0.00,12.76,168,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,青岛海关,238369.00,2820728.00,60901.65,843091.28,169,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,上海海关,0.00,37.00,0.00,13.90,170,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,深圳海关,6.00,24.00,0.10,8.08,171,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,石家庄海关,100718.00,239272.00,25083.06,54384.40,172,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
2019-07,天津海关,96224.00,778714.00,20667.01,220079.39,173,2019-07-31 00:00:00,1,0,2024-07-21 00:53:06,0,2024-07-21 00:53:06,,,
