时间,煤炭产地,产品名称,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-08,贵州省,1/3焦煤,2100.00,到厂价,1,2024-07-08 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-07-08,山西省,主焦煤,2200.00,到厂价,2,2024-07-08 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-07-01,贵州省,1/3焦煤,2100.00,到厂价,3,2024-07-01 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-07-01,山西省,主焦煤,2200.00,到厂价,4,2024-07-01 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-24,贵州省,1/3焦煤,2100.00,到厂价,5,2024-06-24 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-24,山西省,主焦煤,2200.00,到厂价,6,2024-06-24 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-17,贵州省,1/3焦煤,2100.00,到厂价,7,2024-06-17 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-17,山西省,主焦煤,2200.00,到厂价,8,2024-06-17 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-03,贵州省,1/3焦煤,2100.00,到厂价,9,2024-06-03 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-06-03,山西省,主焦煤,2200.00,到厂价,10,2024-06-03 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-27,贵州省,1/3焦煤,2100.00,到厂价,11,2024-05-27 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-27,山西省,主焦煤,2200.00,到厂价,12,2024-05-27 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-20,贵州省,1/3焦煤,2100.00,到厂价,13,2024-05-20 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-20,山西省,主焦煤,2200.00,到厂价,14,2024-05-20 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-13,贵州省,1/3焦煤,2100.00,到厂价,15,2024-05-13 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-13,山西省,主焦煤,2200.00,到厂价,16,2024-05-13 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-06,贵州省,1/3焦煤,2000.00,到厂价,17,2024-05-06 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-05-06,山西省,主焦煤,2100.00,到厂价,18,2024-05-06 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-29,贵州省,1/3焦煤,1800.00,到厂价,19,2024-04-29 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-29,山西省,主焦煤,1900.00,到厂价,20,2024-04-29 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-22,贵州省,1/3焦煤,1800.00,到厂价,21,2024-04-22 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-22,山西省,主焦煤,1900.00,到厂价,22,2024-04-22 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-15,贵州省,1/3焦煤,2070.00,到厂价,23,2024-04-15 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-15,山西省,主焦煤,2200.00,到厂价,24,2024-04-15 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-08,贵州省,1/3焦煤,2070.00,到厂价,25,2024-04-08 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-08,山西省,主焦煤,2200.00,到厂价,26,2024-04-08 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-01,贵州省,1/3焦煤,2070.00,到厂价,27,2024-04-01 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-04-01,山西省,主焦煤,2200.00,到厂价,28,2024-04-01 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-03-25,贵州省,1/3焦煤,2070.00,到厂价,29,2024-03-25 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-03-25,山西省,主焦煤,2200.00,到厂价,30,2024-03-25 00:00:00,1,0,2024-07-17 09:19:53,0,2024-07-17 09:19:53,,,
2024-03-18,贵州省,1/3焦煤,2270.00,到厂价,31,2024-03-18 00:00:00,1,0,2024-07-17 09:19:57,0,2024-07-17 09:19:57,,,
