时间,库存合计(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-08-03,44.70,48,2023-08-03 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-07-27,44.30,49,2023-07-27 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-07-20,46.90,50,2023-07-20 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-07-13,67.30,51,2023-07-13 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-07-06,69.40,52,2023-07-06 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-06-29,71.70,53,2023-06-29 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-06-22,63.70,54,2023-06-22 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-06-15,60.60,55,2023-06-15 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-06-08,53.90,56,2023-06-08 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-06-01,48.60,57,2023-06-01 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-05-25,45.70,58,2023-05-25 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-05-18,41.80,59,2023-05-18 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-05-18,41.80,60,2023-05-18 00:00:00,1,0,2024-07-20 11:22:13,0,2024-07-20 11:22:13,,,
2023-05-11,40.70,61,2023-05-11 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-05-04,37.40,62,2023-05-04 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-04-27,39.90,63,2023-04-27 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-04-20,41.80,64,2023-04-20 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-04-13,46.50,65,2023-04-13 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-04-06,42.30,66,2023-04-06 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-03-30,35.50,67,2023-03-30 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-03-23,39.70,68,2023-03-23 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-03-16,42.60,69,2023-03-16 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-03-09,42.00,70,2023-03-09 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-03-02,35.70,71,2023-03-02 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-02-23,38.90,72,2023-02-23 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-02-16,41.30,73,2023-02-16 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-02-09,40.00,74,2023-02-09 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-02-02,36.90,75,2023-02-02 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-01-19,38.00,76,2023-01-19 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-01-12,37.10,77,2023-01-12 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2023-01-05,45.50,78,2023-01-05 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-12-29,44.00,79,2022-12-29 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-12-22,47.70,80,2022-12-22 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-12-15,61.60,81,2022-12-15 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-12-08,65.60,82,2022-12-08 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-12-01,70.70,83,2022-12-01 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-11-24,71.70,84,2022-11-24 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-11-17,74.80,85,2022-11-17 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-11-10,66.80,86,2022-11-10 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-11-03,56.40,87,2022-11-03 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-10-27,56.10,88,2022-10-27 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-10-20,53.20,89,2022-10-20 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-10-13,65.50,90,2022-10-13 00:00:00,1,0,2024-07-20 11:22:16,0,2024-07-20 11:22:16,,,
2022-09-29,60.80,91,2022-09-29 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-09-22,65.50,92,2022-09-22 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-09-15,57.70,93,2022-09-15 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-09-08,57.70,94,2022-09-08 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-09-01,54.50,95,2022-09-01 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-08-25,51.80,96,2022-08-25 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-08-18,42.30,97,2022-08-18 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-08-11,27.40,98,2022-08-11 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-08-04,29.30,99,2022-08-04 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-07-28,34.70,100,2022-07-28 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-07-21,28.20,101,2022-07-21 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-07-14,17.50,102,2022-07-14 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-07-07,21.10,103,2022-07-07 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-06-30,20.00,104,2022-06-30 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-06-23,22.30,105,2022-06-23 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-06-16,38.50,106,2022-06-16 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-06-09,33.90,107,2022-06-09 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-06-02,34.70,108,2022-06-02 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-05-26,29.30,109,2022-05-26 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-05-19,32.20,110,2022-05-19 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-05-12,24.70,111,2022-05-12 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-05-05,21.20,112,2022-05-05 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-04-28,23.10,113,2022-04-28 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-04-21,27.60,114,2022-04-21 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-04-14,24.00,115,2022-04-14 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-04-07,20.30,116,2022-04-07 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-03-31,22.40,117,2022-03-31 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-03-24,28.20,118,2022-03-24 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-03-17,30.80,119,2022-03-17 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-03-10,22.70,120,2022-03-10 00:00:00,1,0,2024-07-20 11:22:20,0,2024-07-20 11:22:20,,,
2022-02-24,30.00,121,2022-02-24 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-02-17,31.00,122,2022-02-17 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-02-10,44.00,123,2022-02-10 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-01-27,73.00,124,2022-01-27 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-01-20,90.70,125,2022-01-20 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-01-13,103.90,126,2022-01-13 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2022-01-06,119.90,127,2022-01-06 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-12-30,137.00,128,2021-12-30 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-12-23,126.70,129,2021-12-23 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-12-16,147.80,130,2021-12-16 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-12-09,163.10,131,2021-12-09 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-12-02,182.50,132,2021-12-02 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-11-25,168.00,133,2021-11-25 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-11-18,174.60,134,2021-11-18 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-11-11,172.50,135,2021-11-11 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-11-04,172.50,136,2021-11-04 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-10-28,160.90,137,2021-10-28 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-10-21,157.50,138,2021-10-21 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-10-14,143.50,139,2021-10-14 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-09-30,113.40,140,2021-09-30 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-09-23,89.00,141,2021-09-23 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-09-16,61.30,142,2021-09-16 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-09-09,56.30,143,2021-09-09 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-09-02,60.40,144,2021-09-02 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-08-26,56.40,145,2021-08-26 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-08-19,47.20,146,2021-08-19 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-08-12,42.50,147,2021-08-12 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-08-05,36.10,148,2021-08-05 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-07-29,39.70,149,2021-07-29 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-07-22,33.60,150,2021-07-22 00:00:00,1,0,2024-07-20 11:22:23,0,2024-07-20 11:22:23,,,
2021-07-15,32.10,151,2021-07-15 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-07-08,32.10,152,2021-07-08 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-07-01,31.50,153,2021-07-01 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-06-24,26.40,154,2021-06-24 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-06-17,28.70,155,2021-06-17 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-06-10,28.90,156,2021-06-10 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-06-03,21.90,157,2021-06-03 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-05-27,18.60,158,2021-05-27 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-05-20,18.30,159,2021-05-20 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-05-13,22.00,160,2021-05-13 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-05-06,14.00,161,2021-05-06 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-04-29,14.00,162,2021-04-29 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-04-22,17.00,163,2021-04-22 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-04-15,18.00,164,2021-04-15 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-04-08,20.00,165,2021-04-08 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-04-01,23.00,166,2021-04-01 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-03-25,26.00,167,2021-03-25 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-03-18,22.00,168,2021-03-18 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-03-11,23.00,169,2021-03-11 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-03-04,37.00,170,2021-03-04 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-02-25,46.00,171,2021-02-25 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-02-18,110.00,172,2021-02-18 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-02-04,110.00,173,2021-02-04 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-01-28,151.00,174,2021-01-28 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-01-21,147.00,175,2021-01-21 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-01-14,63.00,176,2021-01-14 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2021-01-07,51.00,177,2021-01-07 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2020-12-31,40.00,178,2020-12-31 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2020-12-24,43.00,179,2020-12-24 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2020-12-17,46.00,180,2020-12-17 00:00:00,1,0,2024-07-20 11:22:26,0,2024-07-20 11:22:26,,,
2020-12-10,40.00,181,2020-12-10 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-12-03,35.00,182,2020-12-03 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-11-26,31.00,183,2020-11-26 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-11-19,28.00,184,2020-11-19 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-11-12,17.70,185,2020-11-12 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-11-05,16.50,186,2020-11-05 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-10-29,18.90,187,2020-10-29 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-10-22,20.60,188,2020-10-22 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-10-15,22.40,189,2020-10-15 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-10-08,16.40,190,2020-10-08 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-09-24,16.80,191,2020-09-24 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-09-17,20.00,192,2020-09-17 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-09-10,16.70,193,2020-09-10 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-09-03,2.50,194,2020-09-03 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-08-27,2.20,195,2020-08-27 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-08-20,2.60,196,2020-08-20 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-08-13,2.00,197,2020-08-13 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-08-06,2.20,198,2020-08-06 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-07-30,2.50,199,2020-07-30 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-07-23,3.30,200,2020-07-23 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-07-16,4.60,201,2020-07-16 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-07-09,8.70,202,2020-07-09 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-07-02,11.40,203,2020-07-02 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-06-18,13.60,204,2020-06-18 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-06-11,11.20,205,2020-06-11 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-06-04,9.50,206,2020-06-04 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-05-28,4.50,207,2020-05-28 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-05-21,3.00,208,2020-05-21 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-05-14,3.70,209,2020-05-14 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-05-07,3.30,210,2020-05-07 00:00:00,1,0,2024-07-20 11:22:30,0,2024-07-20 11:22:30,,,
2020-04-30,3.00,211,2020-04-30 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-04-23,4.70,212,2020-04-23 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-04-16,7.00,213,2020-04-16 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-04-09,6.20,214,2020-04-09 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-04-02,6.00,215,2020-04-02 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-03-26,4.20,216,2020-03-26 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-03-19,5.00,217,2020-03-19 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-03-12,4.40,218,2020-03-12 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-03-05,5.00,219,2020-03-05 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-02-27,4.30,220,2020-02-27 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-02-20,9.60,221,2020-02-20 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-02-13,10.20,222,2020-02-13 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-02-06,20.00,223,2020-02-06 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-01-16,22.90,224,2020-01-16 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-01-09,16.00,225,2020-01-09 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
2020-01-02,16.50,226,2020-01-02 00:00:00,1,0,2024-07-20 11:22:32,0,2024-07-20 11:22:32,,,
