时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,不黏煤,策克口岸,蒙古,5400.00,1.70,25.00,32.00,,460.00,0.00,场地价,1,2024-07-16 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-16,1/3焦煤,策克口岸,蒙古,,1.00,10.00,31.50,65.00,950.00,-10.00,场地价,2,2024-07-16 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-16,1/2中黏煤,策克口岸,蒙古,,1.20,12.50,31.50,50.00,760.00,-10.00,场地价,3,2024-07-16 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-15,不黏煤,策克口岸,蒙古,5400.00,1.70,25.00,32.00,,460.00,0.00,场地价,4,2024-07-15 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-15,1/3焦煤,策克口岸,蒙古,,1.00,10.00,31.50,65.00,960.00,0.00,场地价,5,2024-07-15 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-15,1/2中黏煤,策克口岸,蒙古,,1.20,12.50,31.50,50.00,770.00,0.00,场地价,6,2024-07-15 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-12,不黏煤,策克口岸,蒙古,5400.00,1.70,25.00,32.00,,460.00,0.00,场地价,7,2024-07-12 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-12,1/3焦煤,策克口岸,蒙古,,1.00,10.00,31.50,65.00,960.00,0.00,场地价,8,2024-07-12 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-12,1/2中黏煤,策克口岸,蒙古,,1.20,12.50,31.50,50.00,770.00,0.00,场地价,9,2024-07-12 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-11,不黏煤,策克口岸,蒙古,5400.00,1.70,25.00,32.00,,460.00,0.00,场地价,10,2024-07-11 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-11,1/3焦煤,策克口岸,蒙古,,1.00,10.00,31.50,65.00,960.00,0.00,场地价,11,2024-07-11 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-11,1/2中黏煤,策克口岸,蒙古,,1.20,12.50,31.50,50.00,770.00,0.00,场地价,12,2024-07-11 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
2024-07-10,不黏煤,策克口岸,蒙古,5400.00,1.70,25.00,32.00,,460.00,0.00,场地价,13,2024-07-10 00:00:00,1,0,2024-07-17 08:48:27,0,2024-07-17 08:48:27,,,
