时间,项目名称,累计值(万百万千焦),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,供热量,306900.00,10.10,1,2024-05-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2024-04,供热量,276905.00,10.30,2,2024-04-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2024-03,供热量,242132.00,10.90,3,2024-03-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2024-02,供热量,178401.00,11.10,4,2024-02-29 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-11,供热量,494676.00,4.00,5,2023-11-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-10,供热量,424773.00,2.30,6,2023-10-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-09,供热量,389489.00,2.20,7,2023-09-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-08,供热量,361909.00,3.90,8,2023-08-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-07,供热量,332703.00,3.80,9,2023-07-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-06,供热量,305991.00,2.20,10,2023-06-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-05,供热量,278643.75,3.21,11,2023-05-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-04,供热量,251115.00,-0.20,12,2023-04-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-03,供热量,218306.00,-0.70,13,2023-03-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2023-02,供热量,160527.00,0.30,14,2023-02-28 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-11,供热量,447380.00,-6.80,15,2022-11-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-10,供热量,415267.00,0.60,16,2022-10-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-09,供热量,381125.00,1.80,17,2022-09-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-08,供热量,348395.00,-1.90,18,2022-08-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-07,供热量,318740.00,-2.90,19,2022-07-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-06,供热量,294603.00,-1.00,20,2022-06-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-05,供热量,269968.00,-2.20,21,2022-05-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-04,供热量,249560.00,0.40,22,2022-04-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-03,供热量,219279.00,2.00,23,2022-03-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2022-02,供热量,159264.00,3.50,24,2022-02-28 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-11,供热量,480138.00,6.80,25,2021-11-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-10,供热量,446058.00,15.00,26,2021-10-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-09,供热量,407675.00,15.30,27,2021-09-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-08,供热量,374865.00,14.20,28,2021-08-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-07,供热量,328328.00,9.70,29,2021-07-31 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-06,供热量,297462.00,6.60,30,2021-06-30 00:00:00,1,0,2024-07-20 16:07:37,0,2024-07-20 16:07:37,,,
2021-05,供热量,276015.00,8.20,31,2021-05-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2021-04,供热量,248500.00,7.80,32,2021-04-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2021-03,供热量,213973.00,10.80,33,2021-03-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2021-02,供热量,153917.00,8.90,34,2021-02-28 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-11,供热量,429366.00,3.80,35,2020-11-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-10,供热量,370044.00,4.80,36,2020-10-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-09,供热量,333651.00,1.60,37,2020-09-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-08,供热量,314219.00,3.90,38,2020-08-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-07,供热量,286953.00,2.00,39,2020-07-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-06,供热量,268221.00,4.20,40,2020-06-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-05,供热量,245221.00,4.60,41,2020-05-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-04,供热量,222934.00,4.60,42,2020-04-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-03,供热量,199689.00,8.40,43,2020-03-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2020-02,供热量,143776.00,9.50,44,2020-02-29 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-11,供热量,409486.00,0.60,45,2019-11-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-10,供热量,349399.00,-0.60,46,2019-10-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-09,供热量,325169.00,-1.40,47,2019-09-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-08,供热量,299587.00,-2.50,48,2019-08-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-07,供热量,278993.00,-2.20,49,2019-07-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-06,供热量,255490.00,5.90,50,2019-06-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-05,供热量,233041.00,5.20,51,2019-05-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-04,供热量,211951.00,7.30,52,2019-04-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-03,供热量,180150.00,4.60,53,2019-03-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2019-02,供热量,131298.00,4.90,54,2019-02-28 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-11,供热量,406913.00,15.70,55,2018-11-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-10,供热量,351598.00,15.50,56,2018-10-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-09,供热量,329940.00,18.50,57,2018-09-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-08,供热量,307119.00,21.60,58,2018-08-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-07,供热量,285386.00,19.50,59,2018-07-31 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-06,供热量,241261.00,10.30,60,2018-06-30 00:00:00,1,0,2024-07-20 16:07:41,0,2024-07-20 16:07:41,,,
2018-05,供热量,221422.00,10.90,61,2018-05-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2018-04,供热量,198329.00,10.70,62,2018-04-30 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2018-03,供热量,172258.00,13.30,63,2018-03-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2018-02,供热量,125146.00,15.20,64,2018-02-28 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-11,供热量,355905.00,5.20,65,2017-11-30 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-10,供热量,308345.00,5.40,66,2017-10-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-09,供热量,281948.00,5.10,67,2017-09-30 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-08,供热量,255711.00,4.00,68,2017-08-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-07,供热量,241582.00,6.30,69,2017-07-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-06,供热量,221040.00,6.30,70,2017-06-30 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-05,供热量,201509.00,7.50,71,2017-05-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-04,供热量,180682.00,8.90,72,2017-04-30 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-03,供热量,153145.00,9.60,73,2017-03-31 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2017-02,供热量,109404.00,4.10,74,2017-02-28 00:00:00,1,0,2024-07-20 16:07:43,0,2024-07-20 16:07:43,,,
2024-06,供热量,334927.00,9.50,150,2024-06-30 00:00:00,1,0,2024-08-01 10:44:21,0,2024-08-01 10:44:21,,,
2024-09,供热量,417147.00,7.10,151,2024-09-30 00:00:00,1,0,2024-11-07 01:52:40,0,2024-11-07 01:52:40,,,
2024-08,供热量,392300.00,8.40,152,2024-08-31 00:00:00,1,0,2024-11-07 01:52:40,0,2024-11-07 01:52:40,,,
2024-07,供热量,364785.00,9.60,153,2024-07-31 00:00:00,1,0,2024-11-07 01:52:40,0,2024-11-07 01:52:40,,,
2024-10,供热量,458258.00,7.90,154,2024-10-31 00:00:00,1,0,2024-11-25 23:17:35,0,2024-11-25 23:17:35,,,
2024-11,供热量,521663.00,5.50,155,2024-11-30 00:00:00,1,0,2024-12-23 23:16:59,0,2024-12-23 23:16:59,,,
2025-02,供热量,176553.00,-1.00,156,2025-02-28 00:00:00,1,0,2025-03-21 23:18:17,0,2025-03-21 23:18:17,,,
2025-03,供热量,242847.00,-0.30,157,2025-03-31 00:00:00,1,0,2025-04-21 23:19:26,0,2025-04-21 23:19:26,,,
2025-04,供热量,277584.00,0.20,158,2025-04-30 00:00:00,1,0,2025-05-23 23:17:58,0,2025-05-23 23:17:58,,,
2025-05,供热量,306514.00,-0.10,159,2025-05-31 00:00:00,1,0,2025-06-24 23:17:08,0,2025-06-24 23:17:08,,,
2025-06,供热量,335764.00,0.20,160,2025-06-30 00:00:00,1,0,2025-07-31 23:16:49,0,2025-07-31 23:16:49,,,
2025-07,供热量,364016.00,-0.30,161,2025-07-31 00:00:00,1,0,2025-08-25 23:18:20,0,2025-08-25 23:18:20,,,
