时间,城市,产品名称,本期价格,价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,枣庄市,准一级焦,2260.00,出厂价,A13S0.75 CSR60MT2,1,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,菏泽市,准一级焦,2240.00,出厂价,A13S0.75 CSR60MT0,2,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,临沂市,准一级焦,2260.00,出厂价,A13S0.7 CSR60MT0,3,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,潍坊市,准一级焦,2280.00,出厂价,A13S0.75 CSR60MT0,4,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,日照港,一级焦,2140.00,平仓价,A12.5S0.7 CSR65,5,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,滨州市,准一级焦,2230.00,出厂价,A13S0.75 CSR60MT1.5,6,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,日照港,二级焦,1940.00,平仓价,A13.5S0.8 CSR55,7,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,日照港,准一级焦,2040.00,平仓价,A13S0.75 CSR60,8,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-19,济宁市,准一级焦,2205.00,出厂价,A13S0.75 CSR60MT0,9,2024-07-19 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,枣庄市,准一级焦,2260.00,出厂价,A13S0.75 CSR60MT2,10,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,菏泽市,准一级焦,2240.00,出厂价,A13S0.75 CSR60MT0,11,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,临沂市,准一级焦,2260.00,出厂价,A13S0.7 CSR60MT0,12,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,潍坊市,准一级焦,2280.00,出厂价,A13S0.75 CSR60MT0,13,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,日照港,一级焦,2140.00,平仓价,A12.5S0.7 CSR65,14,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,滨州市,准一级焦,2230.00,出厂价,A13S0.75 CSR60MT1.5,15,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,日照港,二级焦,1940.00,平仓价,A13.5S0.8 CSR55,16,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,日照港,准一级焦,2040.00,平仓价,A13S0.75 CSR60,17,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-18,济宁市,准一级焦,2205.00,出厂价,A13S0.75 CSR60MT0,18,2024-07-18 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,枣庄市,准一级焦,2260.00,出厂价,A13S0.75 CSR60MT2,19,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,菏泽市,准一级焦,2240.00,出厂价,A13S0.75 CSR60MT0,20,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,临沂市,准一级焦,2260.00,出厂价,A13S0.7 CSR60MT0,21,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,潍坊市,准一级焦,2280.00,出厂价,A13S0.75 CSR60MT0,22,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,日照港,一级焦,2140.00,平仓价,A12.5S0.7 CSR65,23,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,滨州市,准一级焦,2230.00,出厂价,A13S0.75 CSR60MT1.5,24,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,日照港,二级焦,1940.00,平仓价,A13.5S0.8 CSR55,25,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,日照港,准一级焦,2040.00,平仓价,A13S0.75 CSR60,26,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-17,济宁市,准一级焦,2205.00,出厂价,A13S0.75 CSR60MT0,27,2024-07-17 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-16,枣庄市,准一级焦,2260.00,出厂价,A13S0.75 CSR60MT2,28,2024-07-16 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-16,菏泽市,准一级焦,2240.00,出厂价,A13S0.75 CSR60MT0,29,2024-07-16 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-16,临沂市,准一级焦,2260.00,出厂价,A13S0.7 CSR60MT0,30,2024-07-16 00:00:00,1,0,2024-07-20 21:08:01,0,2024-07-20 21:08:01,,,
2024-07-16,潍坊市,准一级焦,2280.00,出厂价,A13S0.75 CSR60MT0,31,2024-07-16 00:00:00,1,0,2024-07-20 21:08:04,0,2024-07-20 21:08:04,,,
2024-07-16,日照港,一级焦,2140.00,平仓价,A12.5S0.7 CSR65,32,2024-07-16 00:00:00,1,0,2024-07-20 21:08:04,0,2024-07-20 21:08:04,,,
2024-07-16,滨州市,准一级焦,2230.00,出厂价,A13S0.75 CSR60MT1.5,33,2024-07-16 00:00:00,1,0,2024-07-20 21:08:04,0,2024-07-20 21:08:04,,,
2024-07-16,日照港,二级焦,1940.00,平仓价,A13.5S0.8 CSR55,34,2024-07-16 00:00:00,1,0,2024-07-20 21:08:04,0,2024-07-20 21:08:04,,,
2024-07-16,日照港,准一级焦,2040.00,平仓价,A13S0.75 CSR60,35,2024-07-16 00:00:00,1,0,2024-07-20 21:08:04,0,2024-07-20 21:08:04,,,
