时间,项目名称,累计值(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-02,供热耗用原煤,11073.00,8.30,16,2024-02-29 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-11,供热耗用原煤,29328.00,7.30,17,2023-11-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-10,供热耗用原煤,25158.00,6.60,18,2023-10-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-09,供热耗用原煤,22969.00,6.30,19,2023-09-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-08,供热耗用原煤,21537.00,6.40,20,2023-08-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-07,供热耗用原煤,20067.00,6.40,21,2023-07-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-06,供热耗用原煤,18682.00,5.50,22,2023-06-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-05,供热耗用原煤,17209.24,5.58,23,2023-05-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-04,供热耗用原煤,15709.00,3.20,24,2023-04-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-03,供热耗用原煤,13826.00,2.70,25,2023-03-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2023-02,供热耗用原煤,10224.00,3.90,26,2023-02-28 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2022-11,供热耗用原煤,25563.00,-8.40,27,2022-11-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2022-10,供热耗用原煤,23617.00,-1.30,28,2022-10-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2022-09,供热耗用原煤,21618.00,-0.10,29,2022-09-30 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2022-08,供热耗用原煤,20247.00,-1.70,30,2022-08-31 00:00:00,1,0,2025-09-15 23:25:10,0,2025-09-15 23:25:10,,,
2022-07,供热耗用原煤,18748.00,-2.50,31,2022-07-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2022-06,供热耗用原煤,17610.00,-1.40,32,2022-06-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2022-05,供热耗用原煤,16300.00,-1.50,33,2022-05-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2022-04,供热耗用原煤,15149.00,0.50,34,2022-04-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2022-03,供热耗用原煤,13407.00,3.70,35,2022-03-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2022-02,供热耗用原煤,9813.00,4.60,36,2022-02-28 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-11,供热耗用原煤,27911.00,9.30,37,2021-11-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-10,供热耗用原煤,23931.00,8.80,38,2021-10-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-09,供热耗用原煤,21648.00,7.60,39,2021-09-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-08,供热耗用原煤,20600.00,9.30,40,2021-08-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-07,供热耗用原煤,19222.00,10.60,41,2021-07-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-06,供热耗用原煤,17860.00,9.10,42,2021-06-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-05,供热耗用原煤,16551.00,8.80,43,2021-05-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-04,供热耗用原煤,15077.00,8.40,44,2021-04-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-03,供热耗用原煤,12927.00,9.80,45,2021-03-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2021-02,供热耗用原煤,9385.00,8.10,46,2021-02-28 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-11,供热耗用原煤,24646.00,2.00,47,2020-11-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-10,供热耗用原煤,21231.00,4.60,48,2020-10-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-09,供热耗用原煤,19236.00,1.20,49,2020-09-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-08,供热耗用原煤,18236.00,4.00,50,2020-08-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-07,供热耗用原煤,16847.00,2.60,51,2020-07-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-06,供热耗用原煤,15857.00,3.60,52,2020-06-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-05,供热耗用原煤,14720.00,5.10,53,2020-05-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-04,供热耗用原煤,13528.00,4.00,54,2020-04-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-03,供热耗用原煤,11766.00,3.60,55,2020-03-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2020-02,供热耗用原煤,8482.00,4.10,56,2020-02-29 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2019-11,供热耗用原煤,24158.00,4.70,57,2019-11-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2019-10,供热耗用原煤,20160.00,2.60,58,2019-10-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2019-09,供热耗用原煤,18882.00,7.60,59,2019-09-30 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2019-08,供热耗用原煤,17432.00,6.60,60,2019-08-31 00:00:00,1,0,2025-09-15 23:25:13,0,2025-09-15 23:25:13,,,
2019-07,供热耗用原煤,16334.00,7.30,61,2019-07-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2019-06,供热耗用原煤,15240.00,7.30,62,2019-06-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2019-05,供热耗用原煤,13952.00,5.80,63,2019-05-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2019-04,供热耗用原煤,12962.00,8.30,64,2019-04-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2019-03,供热耗用原煤,11091.00,5.30,65,2019-03-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2019-02,供热耗用原煤,8147.00,5.70,66,2019-02-28 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-11,供热耗用原煤,23069.00,14.70,67,2018-11-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-10,供热耗用原煤,19649.00,13.80,68,2018-10-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-09,供热耗用原煤,17545.00,11.20,69,2018-09-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-08,供热耗用原煤,16347.00,14.00,70,2018-08-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-07,供热耗用原煤,15219.00,10.90,71,2018-07-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-06,供热耗用原煤,14205.00,12.40,72,2018-06-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-05,供热耗用原煤,13187.00,13.10,73,2018-05-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-04,供热耗用原煤,12014.00,13.40,74,2018-04-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-03,供热耗用原煤,10536.00,15.20,75,2018-03-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-02,供热耗用原煤,7705.00,18.00,76,2018-02-28 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2018-01,供热耗用原煤,,,77,2018-01-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-12,供热耗用原煤,,,78,2017-12-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-11,供热耗用原煤,20284.00,5.60,79,2017-11-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-10,供热耗用原煤,17420.00,5.90,80,2017-10-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-09,供热耗用原煤,15927.00,6.20,81,2017-09-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-08,供热耗用原煤,14461.00,4.40,82,2017-08-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-07,供热耗用原煤,13829.00,7.20,83,2017-07-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-06,供热耗用原煤,12733.00,7.00,84,2017-06-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-05,供热耗用原煤,11740.00,6.90,85,2017-05-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-04,供热耗用原煤,10653.00,7.60,86,2017-04-30 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-03,供热耗用原煤,9191.00,12.40,87,2017-03-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-02,供热耗用原煤,6563.00,5.40,88,2017-02-28 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
2017-01,供热耗用原煤,,,89,2017-01-31 00:00:00,1,0,2025-09-15 23:25:17,0,2025-09-15 23:25:17,,,
