时间,单位,如皋港,长宏2号,扬子江港,太和港,张家港,太仓华能,镇江东港,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2018-09-06,万吨,125.00,102.00,95.00,134.00,53.00,63.00,70.00,290,2018-09-06 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-08-30,万吨,126.00,103.00,91.00,133.00,54.00,67.00,74.00,291,2018-08-30 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-08-23,万吨,130.00,100.00,100.00,135.00,55.00,71.00,72.00,292,2018-08-23 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-08-16,万吨,125.00,96.00,115.00,135.00,56.00,65.00,80.00,293,2018-08-16 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-08-09,万吨,130.00,96.00,115.00,132.00,57.00,75.00,80.00,294,2018-08-09 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-08-02,万吨,139.00,95.00,90.00,137.00,59.00,81.00,78.00,295,2018-08-02 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-07-26,万吨,140.00,95.00,110.00,140.00,69.00,83.00,81.00,296,2018-07-26 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-07-19,万吨,135.00,100.00,120.00,142.00,66.00,76.00,83.00,297,2018-07-19 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-07-12,万吨,133.00,91.00,132.00,138.00,69.00,81.00,85.00,298,2018-07-12 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-07-05,万吨,135.00,90.00,130.00,140.00,70.00,85.00,91.00,299,2018-07-05 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-06-28,万吨,130.00,95.00,130.00,145.00,74.00,88.00,90.00,300,2018-06-28 00:00:00,1,0,2024-07-20 11:27:30,0,2024-07-20 11:27:30,,,
2018-06-21,万吨,130.00,90.00,128.00,144.00,77.00,82.00,95.00,301,2018-06-21 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-06-14,万吨,130.00,88.00,130.00,145.00,58.00,70.00,93.00,302,2018-06-14 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-06-07,万吨,135.00,90.00,120.00,140.00,50.00,71.00,86.00,303,2018-06-07 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-05-31,万吨,138.00,90.00,120.00,150.00,42.00,69.00,86.00,304,2018-05-31 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-05-24,万吨,133.00,83.00,109.00,146.00,38.00,75.00,91.00,305,2018-05-24 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-05-17,万吨,134.00,85.00,110.00,150.00,33.00,70.00,94.00,306,2018-05-17 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-05-10,万吨,135.00,75.00,99.00,138.00,26.00,72.00,95.00,307,2018-05-10 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-05-03,万吨,129.00,70.00,85.00,133.00,22.00,65.00,93.00,308,2018-05-03 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-04-26,万吨,117.00,70.00,82.00,130.00,23.00,78.00,95.00,309,2018-04-26 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-04-19,万吨,116.00,69.00,81.00,115.00,23.00,80.00,101.00,310,2018-04-19 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-04-12,万吨,102.00,68.00,85.00,110.00,22.00,81.00,90.00,311,2018-04-12 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-04-05,万吨,100.00,60.00,87.00,97.00,24.00,76.00,80.00,312,2018-04-05 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-03-29,万吨,98.00,65.00,90.00,90.00,22.50,78.00,81.00,313,2018-03-29 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-03-22,万吨,100.00,60.00,85.00,86.00,18.00,77.00,85.00,314,2018-03-22 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-03-15,万吨,92.00,60.00,85.00,90.00,18.00,85.00,83.00,315,2018-03-15 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-03-08,万吨,88.00,50.00,84.00,69.00,16.00,90.00,60.00,316,2018-03-08 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-03-01,万吨,85.00,50.00,80.00,68.00,18.00,84.00,55.00,317,2018-03-01 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-02-22,万吨,65.00,37.00,60.00,55.00,21.40,61.00,50.00,318,2018-02-22 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-02-08,万吨,90.00,15.00,38.00,37.00,9.00,48.00,41.00,319,2018-02-08 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-02-01,万吨,95.00,12.00,38.00,34.00,8.60,45.00,45.00,320,2018-02-01 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-01-25,万吨,99.00,12.00,40.00,35.00,9.00,47.00,55.00,321,2018-01-25 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-01-18,万吨,115.00,15.00,40.00,38.00,10.00,56.00,51.00,322,2018-01-18 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-01-11,万吨,120.00,30.00,45.00,46.00,10.00,51.00,55.00,323,2018-01-11 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2018-01-04,万吨,123.00,38.00,55.00,54.00,10.00,46.00,59.00,324,2018-01-04 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-12-29,万吨,128.00,40.00,59.00,54.00,9.00,57.00,56.00,325,2017-12-29 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-12-22,万吨,120.00,44.00,62.00,50.00,11.00,64.00,55.00,326,2017-12-22 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-12-15,万吨,122.00,39.00,57.00,54.00,58.00,69.00,67.00,327,2017-12-15 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-12-08,万吨,120.00,42.00,45.00,63.00,13.00,69.00,75.00,328,2017-12-08 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-12-01,万吨,118.00,44.00,42.00,52.00,14.00,73.00,74.00,329,2017-12-01 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-11-24,万吨,120.00,45.00,39.00,59.70,19.00,78.00,75.00,330,2017-11-24 00:00:00,1,0,2024-07-20 11:27:33,0,2024-07-20 11:27:33,,,
2017-11-17,万吨,105.00,40.00,42.00,78.00,16.00,82.00,79.00,331,2017-11-17 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-11-10,万吨,104.00,50.00,40.00,80.00,18.20,75.00,73.00,332,2017-11-10 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-11-02,万吨,108.00,43.00,50.00,76.00,13.60,72.00,68.00,333,2017-11-02 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-10-26,万吨,110.00,45.00,65.00,80.00,14.00,53.00,67.00,334,2017-10-26 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-10-19,万吨,125.00,46.00,65.00,86.00,10.00,49.00,68.00,335,2017-10-19 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-10-12,万吨,120.00,53.00,65.00,116.00,10.00,54.00,66.00,336,2017-10-12 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-10-05,万吨,113.00,48.00,63.00,111.00,11.00,50.00,68.00,337,2017-10-05 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-09-28,万吨,108.00,42.00,60.00,105.00,12.00,46.00,70.00,338,2017-09-28 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-09-21,万吨,107.00,49.00,48.00,96.00,10.00,50.00,65.00,339,2017-09-21 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-09-14,万吨,107.00,50.00,50.00,93.00,12.10,60.00,70.00,340,2017-09-14 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-09-07,万吨,98.00,43.00,45.00,76.00,11.00,63.00,74.00,341,2017-09-07 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-08-31,万吨,100.00,45.00,40.00,72.00,13.50,59.00,,342,2017-08-31 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-08-24,万吨,120.00,53.00,50.00,68.00,12.00,64.00,,343,2017-08-24 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-08-17,万吨,135.00,43.00,65.00,72.00,14.00,58.00,,344,2017-08-17 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-08-10,万吨,136.00,43.00,80.00,76.00,13.00,76.00,,345,2017-08-10 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-08-03,万吨,135.00,66.00,80.00,70.00,12.00,86.00,,346,2017-08-03 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-07-27,万吨,135.00,70.00,90.00,82.00,23.00,88.00,,347,2017-07-27 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-07-20,万吨,142.00,76.00,95.00,91.00,21.00,86.00,,348,2017-07-20 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-07-13,万吨,126.00,70.00,98.00,91.00,22.00,83.00,,349,2017-07-13 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-07-06,万吨,126.00,70.00,92.00,89.00,22.00,72.00,,350,2017-07-06 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-06-29,万吨,125.00,74.00,89.00,79.00,20.00,62.00,,351,2017-06-29 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-06-22,万吨,122.00,72.00,80.00,68.00,11.00,52.00,,352,2017-06-22 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-06-15,万吨,110.00,65.00,78.00,80.00,13.20,50.00,,353,2017-06-15 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-06-08,万吨,91.00,63.00,50.00,70.00,17.00,41.00,,354,2017-06-08 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-06-01,万吨,76.00,54.00,56.50,50.80,17.00,46.00,,355,2017-06-01 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-05-25,万吨,72.00,47.00,40.00,60.00,17.00,40.00,,356,2017-05-25 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-05-18,万吨,83.00,43.00,54.00,82.00,16.00,34.00,,357,2017-05-18 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-05-11,万吨,80.00,44.00,50.00,86.00,14.50,42.00,,358,2017-05-11 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-05-04,万吨,80.00,51.00,67.50,61.50,13.60,42.00,,359,2017-05-04 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-04-27,万吨,85.00,54.00,67.00,57.30,17.00,34.00,,360,2017-04-27 00:00:00,1,0,2024-07-20 11:27:36,0,2024-07-20 11:27:36,,,
2017-04-20,万吨,85.00,57.00,68.00,52.50,16.00,34.00,,361,2017-04-20 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-04-13,万吨,93.00,45.00,76.00,60.80,17.00,33.00,,362,2017-04-13 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-04-06,万吨,95.00,47.00,64.50,56.20,16.00,27.00,,363,2017-04-06 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-03-30,万吨,91.00,45.00,69.00,56.20,18.40,29.00,,364,2017-03-30 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-03-23,万吨,90.00,47.00,74.00,60.40,17.50,28.00,,365,2017-03-23 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-03-16,万吨,80.00,43.00,65.00,62.50,17.00,35.00,,366,2017-03-16 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-03-09,万吨,83.00,38.00,52.00,60.00,17.20,42.00,,367,2017-03-09 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-03-02,万吨,81.00,33.00,53.00,64.00,16.80,44.00,,368,2017-03-02 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-02-23,万吨,72.00,36.00,50.00,64.00,15.30,42.00,,369,2017-02-23 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-02-16,万吨,67.00,34.00,52.00,63.00,15.90,45.00,,370,2017-02-16 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-02-09,万吨,65.00,36.00,44.00,62.50,15.60,35.00,,371,2017-02-09 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-02-02,万吨,68.00,30.00,35.00,60.00,14.70,50.00,,372,2017-02-02 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-01-26,万吨,70.00,30.00,35.00,58.00,15.40,50.00,,373,2017-01-26 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-01-19,万吨,72.00,36.00,32.00,56.00,15.10,50.00,,374,2017-01-19 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-01-12,万吨,75.00,41.00,36.00,60.00,14.50,50.00,,375,2017-01-12 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2017-01-05,万吨,65.00,30.50,35.50,59.00,14.80,58.00,,376,2017-01-05 00:00:00,1,0,2024-07-20 11:27:40,0,2024-07-20 11:27:40,,,
2024-07-25,万吨,171.00,92.00,160.00,140.00,0.00,97.00,66.00,379,2024-07-25 00:00:00,1,0,2024-08-01 10:40:07,0,2024-08-01 10:40:07,,,
2024-10-31,万吨,102.00,70.00,110.00,135.00,0.00,87.00,36.00,380,2024-10-31 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-10-24,万吨,105.00,68.00,130.00,135.00,0.00,73.00,36.00,381,2024-10-24 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-10-17,万吨,104.00,65.00,130.00,130.00,0.00,82.00,36.00,382,2024-10-17 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-10-10,万吨,101.00,70.00,102.00,120.00,0.00,63.00,23.00,383,2024-10-10 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-09-26,万吨,105.00,65.00,120.00,115.00,0.00,50.00,28.00,384,2024-09-26 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-09-19,万吨,107.00,56.00,110.00,100.00,0.00,42.00,16.00,385,2024-09-19 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-09-12,万吨,123.00,60.00,105.00,105.00,0.00,52.00,28.00,386,2024-09-12 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-09-05,万吨,128.00,61.00,105.00,110.00,0.00,62.00,40.00,387,2024-09-05 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-08-29,万吨,138.00,60.00,105.00,100.00,0.00,72.00,44.00,388,2024-08-29 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-08-22,万吨,142.00,61.00,130.00,110.00,0.00,66.00,52.00,389,2024-08-22 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-08-15,万吨,143.00,72.00,125.00,110.00,0.00,81.00,65.00,390,2024-08-15 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-08-08,万吨,150.00,82.00,143.00,125.00,0.00,100.00,68.00,391,2024-08-08 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-08-01,万吨,163.00,85.00,140.00,140.00,0.00,103.00,75.00,392,2024-08-01 00:00:00,1,0,2024-11-07 01:42:15,0,2024-11-07 01:42:15,,,
2024-11-07,万吨,105.00,80.00,110.00,135.00,0.00,84.00,33.00,393,2024-11-07 00:00:00,1,0,2024-11-08 23:16:10,0,2024-11-08 23:16:10,,,
2024-11-14,万吨,121.00,91.00,125.00,136.00,0.00,94.00,23.00,394,2024-11-14 00:00:00,1,0,2024-11-15 23:16:24,0,2024-11-15 23:16:24,,,
2024-11-21,万吨,122.00,90.00,115.00,130.00,0.00,99.00,26.00,395,2024-11-21 00:00:00,1,0,2024-11-22 23:16:30,0,2024-11-22 23:16:30,,,
2024-11-28,万吨,120.00,85.00,110.00,120.00,0.00,103.00,28.00,396,2024-11-28 00:00:00,1,0,2024-11-30 23:02:10,0,2024-11-30 23:02:10,,,
2024-12-05,万吨,123.00,88.00,100.00,120.00,0.00,100.00,30.00,397,2024-12-05 00:00:00,1,0,2024-12-07 23:02:08,0,2024-12-07 23:02:08,,,
2024-12-12,万吨,124.00,83.00,98.00,125.00,0.00,97.00,36.00,398,2024-12-12 00:00:00,1,0,2024-12-13 23:16:01,0,2024-12-13 23:16:01,,,
2024-12-19,万吨,131.00,75.00,100.00,130.00,0.00,101.00,44.00,399,2024-12-19 00:00:00,1,0,2024-12-20 23:16:34,0,2024-12-20 23:16:34,,,
2024-12-26,万吨,127.00,65.00,75.00,120.00,0.00,95.00,49.00,400,2024-12-26 00:00:00,1,0,2024-12-27 23:15:57,0,2024-12-27 23:15:57,,,
2025-01-02,万吨,118.00,62.00,75.00,100.00,0.00,97.00,47.00,401,2025-01-02 00:00:00,1,0,2025-01-03 23:16:12,0,2025-01-03 23:16:12,,,
2025-01-09,万吨,114.00,65.00,85.00,100.00,0.00,87.00,48.00,402,2025-01-09 00:00:00,1,0,2025-01-10 23:16:07,0,2025-01-10 23:16:07,,,
2025-01-16,万吨,106.00,68.00,80.00,100.00,0.00,75.00,60.00,403,2025-01-16 00:00:00,1,0,2025-01-17 23:16:10,0,2025-01-17 23:16:10,,,
2025-02-06,万吨,135.00,80.00,120.00,110.00,0.00,102.00,63.00,404,2025-02-06 00:00:00,1,0,2025-02-07 23:15:51,0,2025-02-07 23:15:51,,,
2025-01-23,万吨,119.00,72.00,88.00,95.00,0.00,76.00,61.00,405,2025-01-23 00:00:00,1,0,2025-02-07 23:15:51,0,2025-02-07 23:15:51,,,
2025-02-13,万吨,135.00,85.00,140.00,125.00,0.00,111.00,61.00,406,2025-02-13 00:00:00,1,0,2025-02-14 23:16:22,0,2025-02-14 23:16:22,,,
2025-02-20,万吨,131.00,85.00,120.00,130.00,0.00,112.00,52.00,407,2025-02-20 00:00:00,1,0,2025-02-21 23:16:01,0,2025-02-21 23:16:01,,,
2025-02-27,万吨,119.00,88.00,125.00,125.00,0.00,95.00,46.00,408,2025-02-27 00:00:00,1,0,2025-02-28 23:16:06,0,2025-02-28 23:16:06,,,
2025-03-06,万吨,112.00,84.00,115.00,120.00,26.00,93.00,49.00,409,2025-03-06 00:00:00,1,0,2025-03-10 23:16:59,0,2025-03-10 23:16:59,,,
2025-03-13,万吨,105.00,82.00,102.00,124.00,26.00,97.00,43.00,410,2025-03-13 00:00:00,1,0,2025-03-14 23:06:50,0,2025-03-14 23:06:50,,,
2025-03-20,万吨,106.00,84.00,110.00,135.00,18.00,97.00,39.00,411,2025-03-20 00:00:00,1,0,2025-03-22 23:02:06,0,2025-03-22 23:02:06,,,
2025-03-27,万吨,99.00,85.00,135.00,135.00,15.00,91.00,45.00,412,2025-03-27 00:00:00,1,0,2025-03-29 23:02:00,0,2025-03-29 23:02:00,,,
2025-04-03,万吨,100.00,90.00,142.00,145.00,25.00,89.00,56.00,413,2025-04-03 00:00:00,1,0,2025-04-07 23:16:55,0,2025-04-07 23:16:55,,,
2025-04-10,万吨,111.00,95.00,160.00,150.00,30.00,94.00,38.00,414,2025-04-10 00:00:00,1,0,2025-04-12 23:02:10,0,2025-04-12 23:02:10,,,
2025-04-17,万吨,119.00,96.00,151.00,151.00,40.00,98.00,57.00,415,2025-04-17 00:00:00,1,0,2025-04-19 23:02:05,0,2025-04-19 23:02:05,,,
2025-04-24,万吨,118.00,98.00,170.00,150.00,45.00,85.00,48.00,416,2025-04-24 00:00:00,1,0,2025-04-25 23:16:22,0,2025-04-25 23:16:22,,,
2025-05-06,万吨,118.00,108.00,170.00,155.00,46.00,96.00,40.00,417,2025-05-06 00:00:00,1,0,2025-05-06 23:15:23,0,2025-05-06 23:15:23,,,
2025-05-08,万吨,122.00,110.00,170.00,160.00,46.00,98.00,34.00,418,2025-05-08 00:00:00,1,0,2025-05-10 23:01:55,0,2025-05-10 23:01:55,,,
2025-05-15,万吨,123.00,108.00,172.00,150.00,46.00,103.00,37.00,419,2025-05-15 00:00:00,1,0,2025-05-19 23:18:12,0,2025-05-19 23:18:12,,,
2025-05-22,万吨,127.00,72.00,155.00,155.00,26.00,101.00,21.00,420,2025-05-22 00:00:00,1,0,2025-05-23 23:16:09,0,2025-05-23 23:16:09,,,
2025-05-29,万吨,109.00,95.00,150.00,170.00,38.00,115.00,21.00,421,2025-05-29 00:00:00,1,0,2025-05-30 23:16:07,0,2025-05-30 23:16:07,,,
2025-06-05,万吨,101.00,88.00,150.00,170.00,45.00,118.00,20.00,422,2025-06-05 00:00:00,1,0,2025-06-07 23:02:08,0,2025-06-07 23:02:08,,,
2025-06-12,万吨,99.00,85.00,160.00,180.00,34.00,110.00,21.00,423,2025-06-12 00:00:00,1,0,2025-06-13 23:16:05,0,2025-06-13 23:16:05,,,
2025-06-19,万吨,98.00,88.00,170.00,180.00,38.00,106.00,24.00,424,2025-06-19 00:00:00,1,0,2025-06-20 23:16:24,0,2025-06-20 23:16:24,,,
2025-06-26,万吨,107.00,90.00,180.00,170.00,40.00,111.00,27.00,425,2025-06-26 00:00:00,1,0,2025-06-28 23:02:00,0,2025-06-28 23:02:00,,,
2025-07-03,万吨,118.00,90.00,180.00,175.00,43.00,112.00,29.00,426,2025-07-03 00:00:00,1,0,2025-07-04 23:16:11,0,2025-07-04 23:16:11,,,
2025-07-10,万吨,121.00,89.00,195.00,180.00,46.00,103.00,34.00,427,2025-07-10 00:00:00,1,0,2025-07-14 23:16:05,0,2025-07-14 23:16:05,,,
2025-07-17,万吨,117.00,85.00,195.00,185.00,38.00,91.00,41.00,428,2025-07-17 00:00:00,1,0,2025-07-18 23:15:58,0,2025-07-18 23:15:58,,,
2025-07-24,万吨,126.00,82.00,203.00,180.00,32.00,83.00,36.00,429,2025-07-24 00:00:00,1,0,2025-07-25 23:15:56,0,2025-07-25 23:15:56,,,
2025-07-31,万吨,121.00,75.00,215.00,190.00,28.00,82.00,35.00,430,2025-07-31 00:00:00,1,0,2025-08-04 23:16:06,0,2025-08-04 23:16:06,,,
2025-08-07,万吨,133.00,68.00,215.00,195.00,26.00,83.00,32.00,431,2025-08-07 00:00:00,1,0,2025-08-11 23:16:22,0,2025-08-11 23:16:22,,,
2025-08-14,万吨,137.00,65.00,200.00,200.00,26.00,67.00,28.00,432,2025-08-14 00:00:00,1,0,2025-08-18 23:15:35,0,2025-08-18 23:15:35,,,
2025-08-21,万吨,126.00,63.00,202.00,190.00,25.00,70.00,26.00,433,2025-08-21 00:00:00,1,0,2025-08-23 23:01:59,0,2025-08-23 23:01:59,,,
2025-08-28,万吨,119.00,58.00,170.00,185.00,24.00,60.00,28.00,434,2025-08-28 00:00:00,1,0,2025-09-01 23:16:36,0,2025-09-01 23:16:36,,,
2025-09-04,万吨,130.00,54.00,170.00,180.00,31.00,61.00,30.00,435,2025-09-04 00:00:00,1,0,2025-09-06 23:01:59,0,2025-09-06 23:01:59,,,
2025-09-11,万吨,115.00,50.00,165.00,180.00,28.00,75.00,29.00,436,2025-09-11 00:00:00,1,0,2025-09-13 23:02:00,0,2025-09-13 23:02:00,,,
