时间,项目名称,累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-07,供电量,50191.40,4.60,1,2025-07-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2025-06,供电量,41205.50,3.30,2,2025-06-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2025-05,供电量,33673.10,3.00,3,2025-05-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2025-04,供电量,26757.60,2.90,4,2025-04-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2025-03,供电量,20201.00,2.50,5,2025-03-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2025-02,供电量,13145.80,1.10,6,2025-02-28 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-11,供电量,77493.60,7.80,7,2024-11-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-10,供电量,70760.10,8.20,8,2024-10-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-09,供电量,64109.80,8.60,9,2024-09-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-08,供电量,56716.00,8.60,10,2024-08-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-07,供电量,47963.00,8.00,11,2024-07-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-06,供电量,39877.00,8.60,12,2024-06-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-05,供电量,32678.00,8.80,13,2024-05-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-04,供电量,25994.00,9.60,14,2024-04-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-03,供电量,19702.00,10.00,15,2024-03-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2024-02,供电量,13076.00,11.30,16,2024-02-29 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-11,供电量,71911.00,5.50,17,2023-11-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-10,供电量,65398.00,5.50,18,2023-10-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-09,供电量,59024.00,5.00,19,2023-09-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-08,供电量,52230.00,4.20,20,2023-08-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-07,供电量,44429.00,4.10,21,2023-07-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-06,供电量,36704.00,4.60,22,2023-06-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-05,供电量,30024.40,4.10,23,2023-05-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-04,供电量,23723.00,3.40,24,2023-04-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-03,供电量,17910.00,2.50,25,2023-03-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2023-02,供电量,11683.00,2.00,26,2023-02-28 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2022-11,供电量,68174.00,3.40,27,2022-11-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2022-10,供电量,61990.00,3.30,28,2022-10-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2022-09,供电量,56195.00,3.70,29,2022-09-30 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2022-08,供电量,50127.00,4.60,30,2022-08-31 00:00:00,1,0,2025-09-15 23:25:33,0,2025-09-15 23:25:33,,,
2022-07,供电量,42670.00,4.50,31,2022-07-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2022-06,供电量,35100.00,2.80,32,2022-06-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2022-05,供电量,28843.00,3.10,33,2022-05-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2022-04,供电量,22949.00,4.00,34,2022-04-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2022-03,供电量,17466.00,5.70,35,2022-03-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2022-02,供电量,11514.00,5.70,36,2022-02-28 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-11,供电量,65907.00,11.80,37,2021-11-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-10,供电量,59991.00,12.70,38,2021-10-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-09,供电量,54177.00,13.50,39,2021-09-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-08,供电量,47914.00,14.80,40,2021-08-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-07,供电量,41106.00,16.70,41,2021-07-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-06,供电量,34155.00,17.70,42,2021-06-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-05,供电量,27972.00,19.80,43,2021-05-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-04,供电量,22069.00,21.20,44,2021-04-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-03,供电量,16517.00,23.40,45,2021-03-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2021-02,供电量,10839.00,25.80,46,2021-02-28 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-11,供电量,58455.00,2.26,47,2020-11-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-10,供电量,52817.00,1.60,48,2020-10-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-09,供电量,47343.00,0.90,49,2020-09-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-08,供电量,41493.00,-0.04,50,2020-08-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-07,供电量,34924.00,-1.40,51,2020-07-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-06,供电量,28765.00,-2.50,52,2020-06-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-05,供电量,23152.00,-4.60,53,2020-05-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-04,供电量,18044.00,-6.50,54,2020-04-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-03,供电量,13260.00,-8.40,55,2020-03-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2020-02,供电量,8521.00,-10.30,56,2020-02-29 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2019-11,供电量,57164.00,5.50,57,2019-11-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2019-10,供电量,52003.00,5.40,58,2019-10-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2019-09,供电量,46930.00,5.40,59,2019-09-30 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2019-08,供电量,41511.00,5.50,60,2019-08-31 00:00:00,1,0,2025-09-15 23:25:36,0,2025-09-15 23:25:36,,,
2019-07,供电量,35414.00,5.70,61,2019-07-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2019-06,供电量,29509.00,6.20,62,2019-06-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2019-05,供电量,24274.00,6.30,63,2019-05-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2019-04,供电量,19303.00,7.00,64,2019-04-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2019-03,供电量,14470.00,6.90,65,2019-03-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2019-02,供电量,9495.00,5.10,66,2019-02-28 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-11,供电量,54194.00,9.40,67,2018-11-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-10,供电量,49349.00,9.70,68,2018-10-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-09,供电量,44531.00,9.90,69,2018-09-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-08,供电量,39344.00,10.10,70,2018-08-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-07,供电量,33508.00,10.20,71,2018-07-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-06,供电量,27790.00,10.70,72,2018-06-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-05,供电量,22832.00,11.00,73,2018-05-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-04,供电量,18035.00,10.60,74,2018-04-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-03,供电量,13542.00,11.30,75,2018-03-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2018-02,供电量,9037.00,15.00,76,2018-02-28 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-11,供电量,49544.00,7.30,77,2017-11-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-10,供电量,44982.00,7.40,78,2017-10-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-09,供电量,40510.00,7.50,79,2017-09-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-08,供电量,35744.00,7.20,80,2017-08-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-07,供电量,30412.00,7.40,81,2017-07-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-06,供电量,25100.00,6.80,82,2017-06-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-05,供电量,20567.00,6.80,83,2017-05-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-04,供电量,16300.00,7.00,84,2017-04-30 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
2017-03,供电量,12167.00,7.20,85,2017-03-31 00:00:00,1,0,2025-09-15 23:25:39,0,2025-09-15 23:25:39,,,
