时间,数据项目,本期,环比增幅(%),同比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-12,蒙东3200K(元/吨),292.00,0.00,2.46,13,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,蒙东3600K(元/吨),343.00,0.00,0.00,14,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,锡林郭勒3200K(元/吨),288.00,0.00,5.11,15,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,通辽3200K(元/吨),274.00,0.00,0.00,16,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,通辽3600K(元/吨),308.00,0.00,0.00,17,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,呼伦贝尔3200K(元/吨),277.00,0.00,-4.48,18,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,19,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,赤峰3200K(元/吨),411.00,0.00,0.00,20,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,赤峰3600K(元/吨),462.00,0.00,0.00,21,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-12,赤峰4000K(元/吨),513.00,0.00,0.00,22,2024-07-12 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,褐煤指数(点),303.00,0.33,2.26,23,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,蒙东3200K(元/吨),292.00,0.00,2.46,24,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,蒙东3600K(元/吨),343.00,0.00,0.00,25,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,锡林郭勒3200K(元/吨),288.00,0.00,5.11,26,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,通辽3200K(元/吨),274.00,0.00,0.00,27,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,通辽3600K(元/吨),308.00,0.00,0.00,28,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,呼伦贝尔3200K(元/吨),277.00,1.84,-4.48,29,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,30,2024-07-05 00:00:00,1,0,2024-07-20 06:16:11,0,2024-07-20 06:16:11,,,
2024-07-05,赤峰3200K(元/吨),411.00,0.00,0.00,31,2024-07-05 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-07-05,赤峰3600K(元/吨),462.00,0.00,0.00,32,2024-07-05 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-07-05,赤峰4000K(元/吨),513.00,0.00,0.00,33,2024-07-05 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,褐煤指数(点),302.00,0.00,1.72,34,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,蒙东3200K(元/吨),292.00,0.00,2.46,35,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,蒙东3600K(元/吨),343.00,0.00,0.00,36,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,锡林郭勒3200K(元/吨),288.00,0.00,4.73,37,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,通辽3200K(元/吨),274.00,0.00,0.00,38,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,通辽3600K(元/吨),308.00,0.00,0.00,39,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,呼伦贝尔3200K(元/吨),272.00,0.00,-6.53,40,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,41,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,赤峰3200K(元/吨),411.00,0.00,0.00,42,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,赤峰3600K(元/吨),462.00,0.00,0.00,43,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-28,赤峰4000K(元/吨),513.00,0.00,0.00,44,2024-06-28 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,褐煤指数(点),302.00,0.00,,45,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,蒙东3200K(元/吨),292.00,0.00,,46,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,蒙东3600K(元/吨),343.00,0.00,,47,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,锡林郭勒3200K(元/吨),288.00,0.00,,48,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,通辽3200K(元/吨),274.00,0.00,,49,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,通辽3600K(元/吨),308.00,0.00,,50,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,呼伦贝尔3200K(元/吨),272.00,0.00,,51,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,呼伦贝尔3600K(元/吨),326.00,0.00,,52,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,赤峰3200K(元/吨),411.00,0.00,,53,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,赤峰3600K(元/吨),462.00,0.00,,54,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-21,赤峰4000K(元/吨),513.00,0.00,,55,2024-06-21 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,褐煤指数(点),302.00,0.00,1.72,56,2024-06-14 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,蒙东3200K(元/吨),292.00,0.00,2.46,57,2024-06-14 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,蒙东3600K(元/吨),343.00,0.00,0.00,58,2024-06-14 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,锡林郭勒3200K(元/吨),288.00,0.00,4.73,59,2024-06-14 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,通辽3200K(元/吨),274.00,0.00,0.00,60,2024-06-14 00:00:00,1,0,2024-07-20 06:16:15,0,2024-07-20 06:16:15,,,
2024-06-14,通辽3600K(元/吨),308.00,0.00,0.00,61,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-14,呼伦贝尔3200K(元/吨),272.00,0.00,-6.53,62,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-14,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,63,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-14,赤峰3200K(元/吨),411.00,0.00,0.00,64,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-14,赤峰3600K(元/吨),462.00,0.00,0.00,65,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-14,赤峰4000K(元/吨),513.00,0.00,0.00,66,2024-06-14 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,褐煤指数(点),302.00,0.33,1.72,67,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,蒙东3200K(元/吨),292.00,0.34,2.46,68,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,蒙东3600K(元/吨),343.00,0.00,0.00,69,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,锡林郭勒3200K(元/吨),288.00,0.00,4.73,70,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,通辽3200K(元/吨),274.00,0.00,0.00,71,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,通辽3600K(元/吨),308.00,0.00,0.00,72,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,呼伦贝尔3200K(元/吨),272.00,3.42,-6.53,73,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,74,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,赤峰3200K(元/吨),411.00,0.00,0.00,75,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,赤峰3600K(元/吨),462.00,0.00,0.00,76,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-06-07,赤峰4000K(元/吨),513.00,0.00,0.00,77,2024-06-07 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,褐煤指数(点),301.00,0.00,1.38,78,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,蒙东3200K(元/吨),291.00,0.00,2.46,79,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,蒙东3600K(元/吨),343.00,0.00,0.00,80,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,锡林郭勒3200K(元/吨),288.00,0.00,4.73,81,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,通辽3200K(元/吨),274.00,0.00,0.00,82,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,通辽3600K(元/吨),308.00,0.00,0.00,83,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,呼伦贝尔3200K(元/吨),263.00,0.00,-9.62,84,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,85,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,赤峰3200K(元/吨),411.00,0.00,0.00,86,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,赤峰3600K(元/吨),462.00,0.00,0.00,87,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-31,赤峰4000K(元/吨),513.00,0.00,0.00,88,2024-05-31 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-24,褐煤指数(点),301.00,0.00,1.21,89,2024-05-24 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-24,蒙东3200K(元/吨),291.00,0.00,2.46,90,2024-05-24 00:00:00,1,0,2024-07-20 06:16:18,0,2024-07-20 06:16:18,,,
2024-05-24,蒙东3600K(元/吨),343.00,0.00,0.00,91,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,锡林郭勒3200K(元/吨),288.00,0.00,4.73,92,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,通辽3200K(元/吨),274.00,0.00,0.00,93,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,通辽3600K(元/吨),308.00,0.00,0.00,94,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,呼伦贝尔3200K(元/吨),263.00,0.00,-10.54,95,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,96,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,赤峰3200K(元/吨),411.00,0.00,0.00,97,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,赤峰3600K(元/吨),462.00,0.00,0.00,98,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-24,赤峰4000K(元/吨),513.00,0.00,0.00,99,2024-05-24 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,褐煤指数(点),301.00,0.00,1.21,100,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,蒙东3200K(元/吨),291.00,0.00,2.46,101,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,蒙东3600K(元/吨),343.00,0.00,0.00,102,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,锡林郭勒3200K(元/吨),288.00,0.00,4.73,103,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,通辽3200K(元/吨),274.00,0.00,0.00,104,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,通辽3600K(元/吨),308.00,0.00,0.00,105,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,呼伦贝尔3200K(元/吨),263.00,0.00,-10.54,106,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,107,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,赤峰3200K(元/吨),411.00,0.00,0.00,108,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,赤峰3600K(元/吨),462.00,0.00,0.00,109,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-17,赤峰4000K(元/吨),513.00,0.00,0.00,110,2024-05-17 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,褐煤指数(点),301.00,0.00,1.21,111,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,蒙东3200K(元/吨),291.00,0.00,2.46,112,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,蒙东3600K(元/吨),343.00,0.00,0.00,113,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,锡林郭勒3200K(元/吨),288.00,0.00,4.73,114,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,通辽3200K(元/吨),274.00,0.00,0.00,115,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,通辽3600K(元/吨),308.00,0.00,0.00,116,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,呼伦贝尔3200K(元/吨),263.00,0.00,-10.54,117,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,118,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,赤峰3200K(元/吨),411.00,0.00,0.00,119,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,赤峰3600K(元/吨),462.00,0.00,0.00,120,2024-05-10 00:00:00,1,0,2024-07-20 06:16:21,0,2024-07-20 06:16:21,,,
2024-05-10,赤峰4000K(元/吨),513.00,0.00,0.00,121,2024-05-10 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,褐煤指数(点),301.00,0.00,1.76,122,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,蒙东3200K(元/吨),291.00,0.00,2.46,123,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,蒙东3600K(元/吨),343.00,0.00,0.00,124,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,锡林郭勒3200K(元/吨),288.00,0.00,4.73,125,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,通辽3200K(元/吨),274.00,0.00,0.00,126,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,通辽3600K(元/吨),308.00,0.00,0.00,127,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,呼伦贝尔3200K(元/吨),263.00,0.00,-6.41,128,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,129,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,赤峰3200K(元/吨),411.00,0.00,0.00,130,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,赤峰3600K(元/吨),462.00,0.00,0.00,131,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-26,赤峰4000K(元/吨),513.00,0.00,0.00,132,2024-04-26 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,褐煤指数(点),301.00,0.00,1.76,133,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,蒙东3200K(元/吨),291.00,0.00,2.46,134,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,蒙东3600K(元/吨),343.00,0.00,0.00,135,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,锡林郭勒3200K(元/吨),288.00,0.00,4.73,136,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,通辽3200K(元/吨),274.00,0.00,0.00,137,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,通辽3600K(元/吨),308.00,0.00,0.00,138,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,呼伦贝尔3200K(元/吨),263.00,0.00,-6.41,139,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,140,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,赤峰3200K(元/吨),411.00,0.00,0.00,141,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,赤峰3600K(元/吨),462.00,0.00,0.00,142,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-19,赤峰4000K(元/吨),513.00,0.00,0.00,143,2024-04-19 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,褐煤指数(点),301.00,0.00,1.76,144,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,蒙东3200K(元/吨),291.00,0.00,2.46,145,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,蒙东3600K(元/吨),343.00,0.00,0.00,146,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,锡林郭勒3200K(元/吨),288.00,0.00,4.73,147,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,通辽3200K(元/吨),274.00,0.00,0.00,148,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,通辽3600K(元/吨),308.00,0.00,0.00,149,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,呼伦贝尔3200K(元/吨),263.00,0.00,-6.41,150,2024-04-12 00:00:00,1,0,2024-07-20 06:16:24,0,2024-07-20 06:16:24,,,
2024-04-12,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,151,2024-04-12 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-04-12,赤峰3200K(元/吨),411.00,0.00,0.00,152,2024-04-12 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-04-12,赤峰3600K(元/吨),462.00,0.00,0.00,153,2024-04-12 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-04-12,赤峰4000K(元/吨),513.00,0.00,0.00,154,2024-04-12 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,褐煤指数(点),301.00,0.00,1.76,155,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,蒙东3200K(元/吨),291.00,0.00,2.46,156,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,蒙东3600K(元/吨),343.00,0.00,0.00,157,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,锡林郭勒3200K(元/吨),288.00,0.00,4.73,158,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,通辽3200K(元/吨),274.00,0.00,0.00,159,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,通辽3600K(元/吨),308.00,0.00,0.00,160,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,呼伦贝尔3200K(元/吨),263.00,0.00,-6.41,161,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,呼伦贝尔3600K(元/吨),326.00,0.00,0.00,162,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,赤峰3200K(元/吨),411.00,0.00,0.00,163,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,赤峰3600K(元/吨),462.00,0.00,0.00,164,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-29,赤峰4000K(元/吨),513.00,0.00,0.00,165,2024-03-29 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-22,褐煤指数(点),301.00,0.00,1.76,166,2024-03-22 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
2024-03-22,蒙东3200K(元/吨),291.00,0.00,2.46,167,2024-03-22 00:00:00,1,0,2024-07-20 06:16:27,0,2024-07-20 06:16:27,,,
