时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,动力煤4#,宁波港,中国北方,6000.00,0.60,15.00,28.00,,1145.00,0.00,场地价,1,2024-07-16 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-16,动力煤3#,宁波港,中国北方,5500.00,0.60,16.00,28.00,,1025.00,0.00,场地价,2,2024-07-16 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-16,动力煤2#,宁波港,中国北方,5000.00,0.60,18.00,28.00,,925.00,0.00,场地价,3,2024-07-16 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-16,动力煤1#,宁波港,中国北方,4500.00,0.60,18.00,30.00,,825.00,0.00,场地价,4,2024-07-16 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-16,动力煤,宁波港,澳大利亚,5500.00,0.70,22.00,25.00,,895.00,0.00,到港价,5,2024-07-16 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-15,动力煤4#,宁波港,中国北方,6000.00,0.60,15.00,28.00,,1145.00,0.00,场地价,6,2024-07-15 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-15,动力煤3#,宁波港,中国北方,5500.00,0.60,16.00,28.00,,1025.00,0.00,场地价,7,2024-07-15 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-15,动力煤2#,宁波港,中国北方,5000.00,0.60,18.00,28.00,,925.00,0.00,场地价,8,2024-07-15 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-15,动力煤1#,宁波港,中国北方,4500.00,0.60,18.00,30.00,,825.00,0.00,场地价,9,2024-07-15 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-15,动力煤,宁波港,澳大利亚,5500.00,0.70,22.00,25.00,,895.00,0.00,到港价,10,2024-07-15 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-12,动力煤4#,宁波港,中国北方,6000.00,0.60,15.00,28.00,,1145.00,0.00,场地价,11,2024-07-12 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-12,动力煤3#,宁波港,中国北方,5500.00,0.60,16.00,28.00,,1025.00,0.00,场地价,12,2024-07-12 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
2024-07-12,动力煤2#,宁波港,中国北方,5000.00,0.60,18.00,28.00,,925.00,0.00,场地价,13,2024-07-12 00:00:00,1,0,2024-07-17 07:11:12,0,2024-07-17 07:11:12,,,
