时间,所属行业,当月值(亿吨),同比增长(%),累计值(亿吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-02,钢铁行业,0.50,-7.20,1.00,-8.10,116,2022-02-28 00:00:00,1,0,2024-07-20 14:08:53,0,2024-07-20 14:08:53,,,
2022-01,电力行业,2.40,-1.60,2.40,-1.60,117,2022-01-31 00:00:00,1,0,2024-07-20 14:08:53,0,2024-07-20 14:08:53,,,
2022-01,化工行业,0.30,5.20,0.30,5.20,118,2022-01-31 00:00:00,1,0,2024-07-20 14:08:53,0,2024-07-20 14:08:53,,,
2022-01,建材行业,0.30,-4.80,0.30,-4.80,119,2022-01-31 00:00:00,1,0,2024-07-20 14:08:53,0,2024-07-20 14:08:53,,,
2022-01,钢铁行业,0.60,-8.80,0.60,-8.80,120,2022-01-31 00:00:00,1,0,2024-07-20 14:08:53,0,2024-07-20 14:08:53,,,
2021-12,电力行业,2.20,-4.80,24.20,8.90,121,2021-12-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-12,化工行业,0.30,1.50,3.10,3.60,122,2021-12-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-12,建材行业,0.40,-8.00,5.50,1.10,123,2021-12-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-12,钢铁行业,0.50,-5.80,6.70,-1.90,124,2021-12-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-11,电力行业,1.90,0.80,21.90,10.50,125,2021-11-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-11,化工行业,0.30,1.00,2.80,3.80,126,2021-11-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-11,建材行业,0.50,-11.20,5.00,1.90,127,2021-11-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-11,钢铁行业,0.50,-7.80,6.10,-1.60,128,2021-11-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-10,电力行业,1.80,7.00,20.00,11.50,129,2021-10-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-10,化工行业,0.30,1.50,2.50,4.10,130,2021-10-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-10,建材行业,0.50,-9.50,4.60,3.60,131,2021-10-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-10,钢铁行业,0.50,-8.00,5.60,-1.00,132,2021-10-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-09,电力行业,1.90,13.50,18.20,12.50,133,2021-09-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-09,化工行业,0.30,4.80,2.30,4.40,134,2021-09-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-09,建材行业,0.50,-3.50,4.10,5.40,135,2021-09-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-09,钢铁行业,0.60,-5.50,5.10,-0.20,136,2021-09-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-08,电力行业,2.10,0.30,16.30,12.40,137,2021-08-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-08,化工行业,0.30,4.00,2.00,4.40,138,2021-08-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-08,建材行业,0.50,-4.50,3.60,6.80,139,2021-08-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-08,钢铁行业,0.60,-8.80,4.50,0.50,140,2021-08-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-07,电力行业,2.10,12.90,14.30,14.40,141,2021-07-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-07,化工行业,0.30,4.00,1.80,4.50,142,2021-07-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-07,建材行业,0.50,6.70,3.10,8.80,143,2021-07-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-07,钢铁行业,0.60,-8.90,4.00,2.00,144,2021-07-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-06,电力行业,1.90,9.90,12.20,14.60,145,2021-06-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-06,钢铁行业,0.60,-3.00,3.40,4.00,146,2021-06-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-06,化工行业,0.30,5.00,1.50,4.50,147,2021-06-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-06,建材行业,0.50,-2.50,2.60,9.30,148,2021-06-30 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-05,电力行业,1.90,5.60,10.20,15.60,149,2021-05-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-05,化工行业,0.30,3.00,1.20,4.40,150,2021-05-31 00:00:00,1,0,2024-07-20 14:08:55,0,2024-07-20 14:08:55,,,
2021-05,建材行业,0.50,-3.20,2.00,12.70,151,2021-05-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-05,钢铁行业,0.60,-0.10,2.90,5.50,152,2021-05-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-04,电力行业,1.90,12.00,8.40,18.10,153,2021-04-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-04,化工行业,0.30,3.50,1.00,4.80,154,2021-04-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-04,建材行业,0.50,6.00,1.50,19.90,155,2021-04-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-04,钢铁行业,0.60,3.00,2.30,7.00,156,2021-04-30 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-03,电力行业,2.20,23.20,6.50,19.90,157,2021-03-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-03,化工行业,0.20,4.00,0.70,5.30,158,2021-03-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-03,建材行业,0.50,25.20,1.00,29.40,159,2021-03-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-03,钢铁行业,0.60,9.30,1.70,8.40,160,2021-03-31 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
2021-02,电力行业,,,4.30,19.50,161,2021-02-28 00:00:00,1,0,2024-07-20 14:08:58,0,2024-07-20 14:08:58,,,
