时间,地区,当月值(亿千瓦时),同比增长(%),累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国,1437.60,44.50,5525.80,21.40,1,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,新疆区,40.70,-3.30,147.20,12.10,2,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,宁夏区,1.90,14.20,8.60,17.20,3,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,青海省,54.60,79.00,203.90,30.80,4,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,甘肃省,36.90,5.70,137.20,11.60,5,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,陕西省,6.30,-59.40,30.70,-32.80,6,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,西藏区,11.70,-9.20,49.30,0.70,7,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,云南省,345.70,36.80,1166.20,13.50,8,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,贵州省,83.90,137.60,255.60,84.60,9,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,四川省,411.20,80.90,1546.10,15.50,10,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,重庆市,24.20,5.10,92.50,24.50,11,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,海南省,2.00,123.60,8.20,44.10,12,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,广西区,64.00,74.80,249.30,36.50,13,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,广东省,31.10,58.10,136.00,22.90,14,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,湖南省,61.00,50.90,268.10,50.60,15,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,湖北省,116.00,-6.50,586.80,28.30,16,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,河南省,14.40,-16.20,72.90,11.80,17,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,山东省,4.70,110.20,29.10,63.00,18,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,江西省,12.40,80.40,52.60,38.30,19,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,福建省,42.30,66.90,163.00,22.80,20,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,安徽省,6.80,13.90,36.80,5.70,21,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,浙江省,25.20,109.00,103.30,43.40,22,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,江苏省,2.80,30.30,15.30,3.30,23,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,上海市,,,,,24,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,黑龙江省,6.20,78.70,19.80,26.50,25,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,吉林省,13.50,48.10,50.20,,26,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,辽宁省,5.30,38.50,23.00,18.80,27,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,内蒙古区,4.70,147.90,22.20,22.20,28,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,山西省,3.80,78.50,19.40,7.60,29,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
2024-06,河北省,3.90,-11.10,28.20,13.70,30,2024-06-30 00:00:00,1,0,2024-07-20 15:28:06,0,2024-07-20 15:28:06,,,
