时间,国别(地区),当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,韩国,53124.00,77.02,149381.00,16701.60,49295.70,1,2024-05-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-05,马来西亚,13509.40,115.55,19776.90,3601.60,5769.70,2,2024-05-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-05,日本,60630.00,34.55,177232.10,13812.70,37329.20,3,2024-05-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-04,韩国,30011.00,-54.70,96257.00,9675.20,32594.10,4,2024-04-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-04,马来西亚,6267.40,-86.95,6267.40,2168.10,2168.10,5,2024-04-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-04,日本,45060.00,179.39,116602.10,9423.40,23516.50,6,2024-04-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-03,日本,16128.00,-55.95,71542.20,3177.10,14093.10,7,2024-03-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-02,日本,36613.20,94.74,55414.20,7212.40,10916.00,8,2024-02-29 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-01,韩国,66246.00,0.37,66246.00,22918.90,22918.90,9,2024-01-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-01,日本,18801.00,1040.66,18801.00,3703.60,3703.60,10,2024-01-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-01,印尼,39645.00,288.68,39645.00,10466.70,10466.70,11,2024-01-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-12,日本,1648.30,-0.08,12243.60,511.00,4431.20,12,2023-12-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-12,印尼,10200.00,-85.68,10200.00,3033.40,3033.40,13,2023-12-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-11,韩国,65998.80,48.42,110466.80,21746.60,37585.60,14,2023-11-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-11,印度,42330.00,6.25,82170.00,11005.80,21364.20,15,2023-11-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-10,马来西亚,48024.70,162.79,73279.30,10960.50,17691.40,16,2023-10-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-09,日本,1649.70,-39.64,10595.40,494.90,3920.30,17,2023-09-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-09,印度,39840.00,-49.21,39840.00,10358.40,10358.40,18,2023-09-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-08,马来西亚,18275.00,613.66,25254.60,3454.00,6730.90,19,2023-08-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-07,日本,2733.10,71.42,8945.70,1011.20,3425.40,20,2023-07-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-06,阿拉伯联合酋长国,34757.00,-20.10,78257.00,11625.50,26175.40,21,2023-06-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-06,日本,1594.40,-65.48,6212.70,589.90,2414.10,22,2023-06-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-05,阿拉伯联合酋长国,43500.00,100.00,43500.00,14549.90,14549.90,23,2023-05-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-04,马来西亚,2560.70,-23.97,6979.60,1192.50,3276.90,24,2023-04-30 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-03,韩国,44468.00,64.70,44468.00,15839.10,15839.10,25,2023-03-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-03,马来西亚,3368.20,220.59,4418.80,1615.90,2084.50,26,2023-03-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-03,日本,4618.30,305.61,4618.30,1824.20,1824.20,27,2023-03-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2023-01,马来西亚,1050.60,-95.98,1050.60,468.60,468.60,28,2023-01-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2022-12,日本,1138.60,-27.48,108191.80,2996.30,38894.00,29,2022-12-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2022-08,日本,1570.10,-78.38,107053.20,659.40,35897.70,30,2022-08-31 00:00:00,1,0,2024-07-20 14:59:36,0,2024-07-20 14:59:36,,,
2024-06,马来西亚,8015.20,-40.67,27792.00,2572.10,8341.80,61,2024-06-30 00:00:00,1,0,2024-08-01 10:43:03,0,2024-08-01 10:43:03,,,
2024-06,日本,104299.70,72.03,281531.80,16480.10,53809.30,62,2024-06-30 00:00:00,1,0,2024-08-01 10:43:03,0,2024-08-01 10:43:03,,,
2024-09,马来西亚,317.30,-96.39,36892.40,95.20,11302.60,63,2024-09-30 00:00:00,1,0,2024-11-07 01:49:34,0,2024-11-07 01:49:34,,,
2024-09,日本,15400.00,-69.44,390857.80,1672.40,70631.00,64,2024-09-30 00:00:00,1,0,2024-11-07 01:49:34,0,2024-11-07 01:49:34,,,
2024-08,马来西亚,8783.00,9.58,36575.10,2865.60,11207.40,65,2024-08-31 00:00:00,1,0,2024-11-07 01:49:34,0,2024-11-07 01:49:34,,,
2024-08,日本,50400.00,15.79,375457.80,5663.10,68958.60,66,2024-08-31 00:00:00,1,0,2024-11-07 01:49:34,0,2024-11-07 01:49:34,,,
2024-07,柬埔寨,10488.10,100.00,10488.10,1688.60,1688.60,67,2024-07-31 00:00:00,1,0,2024-11-07 01:49:34,0,2024-11-07 01:49:34,,,
