时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1190.00,-5.00,平仓价,1,2024-07-16 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-16,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,770.00,0.00,平仓价,2,2024-07-16 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-16,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,3,2024-07-16 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-16,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,4,2024-07-16 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-15,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,5,2024-07-15 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-15,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,770.00,0.00,平仓价,6,2024-07-15 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-15,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,7,2024-07-15 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-15,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,8,2024-07-15 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-12,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,9,2024-07-12 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-12,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,770.00,0.00,平仓价,10,2024-07-12 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-12,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,11,2024-07-12 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-12,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,12,2024-07-12 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-11,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,13,2024-07-11 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-11,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,770.00,0.00,平仓价,14,2024-07-11 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-11,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,15,2024-07-11 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-11,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,16,2024-07-11 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-10,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,17,2024-07-10 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-10,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,770.00,5.00,平仓价,18,2024-07-10 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-10,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,19,2024-07-10 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-10,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,20,2024-07-10 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-09,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,21,2024-07-09 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-09,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,765.00,5.00,平仓价,22,2024-07-09 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-09,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,23,2024-07-09 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-09,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,24,2024-07-09 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-08,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,0.00,平仓价,25,2024-07-08 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-08,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,760.00,0.00,平仓价,26,2024-07-08 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-08,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,27,2024-07-08 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-08,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,0.00,车板价,28,2024-07-08 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-05,动力精大块,营口港,内蒙古区,6200.00,1.00,16.00,31.00,,1195.00,-5.00,平仓价,29,2024-07-05 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-05,动力煤,营口港,内蒙古区,5200.00,0.80,19.00,21.50,,760.00,0.00,平仓价,30,2024-07-05 00:00:00,1,0,2024-07-17 06:10:19,0,2024-07-17 06:10:19,,,
2024-07-05,主焦煤,营口港,黑龙江省,,0.50,10.00,25.00,82.50,1605.00,0.00,平仓价,31,2024-07-05 00:00:00,1,0,2024-07-17 06:10:21,0,2024-07-17 06:10:21,,,
2024-07-05,主焦煤,营口港,澳大利亚,,0.25,10.00,21.50,75.00,2100.00,10.00,车板价,32,2024-07-05 00:00:00,1,0,2024-07-17 06:10:21,0,2024-07-17 06:10:21,,,
