时间,地区,当月值(亿千瓦时),同比增长(%),累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国,7685.20,2.30,44354.50,5.20,1,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,新疆区,430.10,5.40,2588.60,7.10,2,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,宁夏区,188.70,6.00,1110.10,7.30,3,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,青海省,89.90,21.40,469.50,10.60,4,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,甘肃省,164.70,3.40,980.70,6.20,5,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,陕西省,258.80,3.90,1510.40,6.30,6,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,西藏区,12.80,-7.90,55.50,3.10,7,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,云南省,428.70,27.40,1861.30,18.00,8,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,贵州省,200.00,8.10,1163.00,6.40,9,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,四川省,471.80,45.10,2178.00,10.70,10,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,重庆市,84.10,-12.50,535.00,3.60,11,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,海南省,41.40,-1.10,226.70,5.70,12,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,广西区,201.20,-0.90,1185.90,4.30,13,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,广东省,551.20,-13.80,3236.10,0.50,14,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,湖南省,130.60,-10.00,819.80,-3.10,15,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,湖北省,277.60,8.70,1489.60,8.70,16,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,河南省,299.10,11.80,1637.30,8.70,17,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,山东省,507.90,4.40,2976.20,2.80,18,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,江西省,127.20,-13.00,785.10,-3.30,19,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,福建省,273.20,-3.30,1514.70,6.60,20,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,安徽省,287.40,-0.20,1655.10,5.70,21,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,浙江省,330.70,-14.50,2087.50,1.50,22,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,江苏省,491.50,-6.00,3004.50,4.30,23,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,上海市,57.10,-30.10,458.80,2.00,24,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,黑龙江省,91.60,3.90,627.20,0.30,25,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,吉林省,81.50,-5.30,539.30,-3.30,26,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,辽宁省,168.00,-7.50,1073.00,-1.60,27,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,内蒙古区,654.90,8.40,3895.70,11.60,28,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,山西省,353.80,-2.10,2124.80,0.20,29,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,河北省,326.00,4.20,1944.00,3.70,30,2024-06-30 00:00:00,1,0,2024-07-20 15:16:02,0,2024-07-20 15:16:02,,,
2024-06,天津市,69.40,-3.00,408.40,4.00,31,2024-06-30 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-06,北京市,34.20,-8.50,212.90,-3.40,32,2024-06-30 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,新疆区,412.30,6.10,2144.40,6.80,33,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,宁夏区,185.10,13.40,921.00,7.50,34,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,青海省,84.60,18.70,376.00,7.30,35,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,甘肃省,150.40,7.60,809.00,5.90,36,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,陕西省,217.00,-1.40,1251.60,6.90,37,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
2024-05,西藏区,12.90,25.40,42.70,7.00,38,2024-05-31 00:00:00,1,0,2024-07-20 15:16:04,0,2024-07-20 15:16:04,,,
