时间,报价地区,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-15,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,1,2024-07-15 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-15,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,2,2024-07-15 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-15,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,3,2024-07-15 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-12,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,4,2024-07-12 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-12,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,5,2024-07-12 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-12,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,6,2024-07-12 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-11,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,7,2024-07-11 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-11,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,8,2024-07-11 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-11,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,9,2024-07-11 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-10,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,10,2024-07-10 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-10,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,11,2024-07-10 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-10,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,12,2024-07-10 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-09,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,13,2024-07-09 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-09,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,14,2024-07-09 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-09,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,15,2024-07-09 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-08,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,16,2024-07-08 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-08,宿州市,动力煤,30.00,22.50,0.70,,4500.00,635.00,0.00,车板价,17,2024-07-08 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-08,宿州市,1/3焦精煤,10.00,37.00,0.50,67.50,,1810.00,0.00,车板价,18,2024-07-08 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
2024-07-05,宿州市,烟煤,21.00,25.00,0.95,,5000.00,675.00,0.00,出厂价,19,2024-07-05 00:00:00,1,0,2024-07-16 11:51:59,0,2024-07-16 11:51:59,,,
