时间,数据项目,本期值(点),环比增减(点),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,中国LNG出厂价格指数,4623.00,15.00,0.33,1,2024-07-18 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-17,中国LNG出厂价格指数,4608.00,13.00,0.28,2,2024-07-17 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-16,中国LNG出厂价格指数,4595.00,14.00,0.31,3,2024-07-16 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-15,中国LNG出厂价格指数,4581.00,47.00,1.04,4,2024-07-15 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-12,中国LNG出厂价格指数,4534.00,23.00,0.51,5,2024-07-12 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-11,中国LNG出厂价格指数,4511.00,-3.00,-0.07,6,2024-07-11 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-10,中国LNG出厂价格指数,4514.00,-1.00,-0.02,7,2024-07-10 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-09,中国LNG出厂价格指数,4515.00,-2.00,-0.04,8,2024-07-09 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-08,中国LNG出厂价格指数,4517.00,18.00,0.40,9,2024-07-08 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-05,中国LNG出厂价格指数,4499.00,-7.00,-0.16,10,2024-07-05 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-04,中国LNG出厂价格指数,4506.00,36.00,0.81,11,2024-07-04 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-03,中国LNG出厂价格指数,4470.00,11.00,0.25,12,2024-07-03 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-02,中国LNG出厂价格指数,4459.00,3.00,0.07,13,2024-07-02 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-07-01,中国LNG出厂价格指数,4456.00,22.00,0.50,14,2024-07-01 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-28,中国LNG出厂价格指数,4434.00,5.00,0.11,15,2024-06-28 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-27,中国LNG出厂价格指数,4429.00,-5.00,-0.11,16,2024-06-27 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-26,中国LNG出厂价格指数,4434.00,3.00,0.07,17,2024-06-26 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-25,中国LNG出厂价格指数,4431.00,-1.00,-0.02,18,2024-06-25 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-24,中国LNG出厂价格指数,4432.00,-6.00,-0.14,19,2024-06-24 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-21,中国LNG出厂价格指数,4438.00,11.00,0.25,20,2024-06-21 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-20,中国LNG出厂价格指数,4427.00,19.00,0.43,21,2024-06-20 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-19,中国LNG出厂价格指数,4408.00,15.00,0.34,22,2024-06-19 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-18,中国LNG出厂价格指数,4393.00,-2.00,-0.05,23,2024-06-18 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-17,中国LNG出厂价格指数,4395.00,-18.00,-0.41,24,2024-06-17 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-14,中国LNG出厂价格指数,4413.00,-15.00,-0.34,25,2024-06-14 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
2024-06-13,中国LNG出厂价格指数,4428.00,4.00,0.09,26,2024-06-13 00:00:00,1,0,2024-07-20 12:33:55,0,2024-07-20 12:33:55,,,
