时间,报价点,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-09-16,高栏港,神优1号,,,,,,1084.00,平仓价,876,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,建优2号,,,,,,824.00,平仓价,877,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,高栏港,建优2号,,,,,,976.00,平仓价,878,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,特低灰,,,,,,1055.00,平仓价,879,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,高栏港,神优4号,,,,,,976.00,平仓价,880,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,建优1号,,,,,,930.00,平仓价,881,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,高栏港,建优2号,,,,,,880.00,平仓价,882,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,巴图塔,神优4号,,,,,,737.00,车板价,883,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,高栏港,神优3号,,,,,,1059.00,平仓价,884,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,巴图塔,神优4号,,,,,,737.00,车板价,885,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,建优2号,,,,,,824.00,平仓价,886,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,巴图塔,神优2号,,,,,,810.00,车板价,887,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,高栏港,建优1号,,,,,,986.00,平仓价,888,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,建优2号,,,,,,824.00,平仓价,889,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,神优1号,,,,,,1028.00,平仓价,890,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-16,黄骅港,神优3号,,,,,,1003.00,平仓价,891,2023-09-16 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-11,巴图塔,神优4号,,,,,,655.00,车板价,892,2023-09-11 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-11,巴图塔,神优2号,,,,,,722.00,车板价,893,2023-09-11 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-11,巴图塔,神优4号,,,,,,655.00,车板价,894,2023-09-11 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-11,巴图塔,神优2号,,,,,,722.00,车板价,895,2023-09-11 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,黄骅港,建优2号,,,,,,778.00,平仓价,896,2023-09-07 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,高栏港,建优2号,,,,,,930.00,平仓价,897,2023-09-07 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,高栏港,建优1号,,,,,,940.00,平仓价,898,2023-09-07 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,高栏港,神优2号,,,,,,997.00,平仓价,899,2023-09-07 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,黄骅港,神优4号,,,,,,874.00,平仓价,900,2023-09-07 00:00:00,1,0,2024-07-17 09:05:51,0,2024-07-17 09:05:51,,,
2023-09-07,高栏港,神优1号,,,,,,1021.00,平仓价,901,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优4号,,,,,,874.00,平仓价,902,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,建优2号,,,,,,778.00,平仓价,903,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优3号,,,,,,933.00,平仓价,904,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,建优2号,,,,,,834.00,平仓价,905,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优1号,,,,,,965.00,平仓价,906,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优4号,,,,,,874.00,平仓价,907,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优3号,,,,,,933.00,平仓价,908,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,建优1号,,,,,,940.00,平仓价,909,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优2号,,,,,,941.00,平仓价,910,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,特低灰,,,,,,991.00,平仓价,911,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优2号,,,,,,941.00,平仓价,912,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优1号,,,,,,1021.00,平仓价,913,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,建优1号,,,,,,884.00,平仓价,914,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,神优1号,,,,,,965.00,平仓价,915,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,特低灰,,,,,,1047.00,平仓价,916,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,特低灰,,,,,,991.00,平仓价,917,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,建优2号,,,,,,930.00,平仓价,918,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,黄骅港,建优2号,,,,,,778.00,平仓价,919,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,建优1号,,,,,,940.00,平仓价,920,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优3号,,,,,,989.00,平仓价,921,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,建优2号,,,,,,834.00,平仓价,922,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优4号,,,,,,930.00,平仓价,923,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优4号,,,,,,930.00,平仓价,924,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优2号,,,,,,997.00,平仓价,925,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,神优3号,,,,,,989.00,平仓价,926,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-07,高栏港,特低灰,,,,,,1047.00,平仓价,927,2023-09-07 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-06,巴图塔,神优4号,,,,,,655.00,车板价,928,2023-09-06 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-06,巴图塔,神优4号,,,,,,655.00,车板价,929,2023-09-06 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-06,巴图塔,神优2号,,,,,,722.00,车板价,930,2023-09-06 00:00:00,1,0,2024-07-17 09:05:54,0,2024-07-17 09:05:54,,,
2023-09-06,巴图塔,神优2号,,,,,,722.00,车板价,931,2023-09-06 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优4号,,,,,,842.00,平仓价,932,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,建优2号,,,,,,746.00,平仓价,933,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,建优2号,,,,,,746.00,平仓价,934,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优1号,,,,,,908.00,平仓价,935,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,建优1号,,,,,,852.00,平仓价,936,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优2号,,,,,,898.00,平仓价,937,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优4号,,,,,,842.00,平仓价,938,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,特低灰,,,,,,945.00,平仓价,939,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优4号,,,,,,898.00,平仓价,940,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优3号,,,,,,946.00,平仓价,941,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,特低灰,,,,,,1001.00,平仓价,942,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,特低灰,,,,,,1001.00,平仓价,943,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优3号,,,,,,890.00,平仓价,944,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优2号,,,,,,953.00,平仓价,945,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优3号,,,,,,890.00,平仓价,946,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优2号,,,,,,953.00,平仓价,947,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优2号,,,,,,897.00,平仓价,948,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,建优2号,,,,,,746.00,平仓价,949,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优1号,,,,,,920.00,平仓价,950,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优2号,,,,,,802.00,平仓价,951,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,特低灰,,,,,,945.00,平仓价,952,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,黄骅港,神优2号,,,,,,897.00,平仓价,953,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优3号,,,,,,946.00,平仓价,954,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优1号,,,,,,908.00,平仓价,955,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优1号,,,,,,976.00,平仓价,956,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优2号,,,,,,898.00,平仓价,957,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,建优2号,,,,,,802.00,平仓价,958,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优1号,,,,,,976.00,平仓价,959,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优4号,,,,,,898.00,平仓价,960,2023-09-02 00:00:00,1,0,2024-07-17 09:05:57,0,2024-07-17 09:05:57,,,
2023-09-02,高栏港,神优4号,,,,,,898.00,平仓价,961,2023-09-02 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-02,高栏港,建优2号,,,,,,802.00,平仓价,962,2023-09-02 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-02,黄骅港,建优2号,,,,,,746.00,平仓价,963,2023-09-02 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-01,巴图塔,神优4号,,,,,,623.00,车板价,964,2023-09-01 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-01,巴图塔,神优4号,,,,,,623.00,车板价,965,2023-09-01 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-01,巴图塔,神优2号,,,,,,678.00,车板价,966,2023-09-01 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-09-01,巴图塔,神优2号,,,,,,678.00,车板价,967,2023-09-01 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,神优1号,,,,,,956.00,平仓价,968,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,特低灰,,,,,,981.00,平仓价,969,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,建优2号,,,,,,782.00,平仓价,970,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,建优2号,,,,,,725.00,平仓价,971,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,特低灰,,,,,,924.00,平仓价,972,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,建优2号,,,,,,725.00,平仓价,973,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,建优1号,,,,,,831.00,平仓价,974,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优3号,,,,,,869.00,平仓价,975,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,神优2号,,,,,,933.00,平仓价,976,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,神优3号,,,,,,926.00,平仓价,977,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优3号,,,,,,869.00,平仓价,978,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优1号,,,,,,899.00,平仓价,979,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,建优2号,,,,,,878.00,平仓价,980,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优2号,,,,,,876.00,平仓价,981,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优4号,,,,,,821.00,平仓价,982,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,特低灰,,,,,,981.00,平仓价,983,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,神优4号,,,,,,878.00,平仓价,984,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,神优2号,,,,,,876.00,平仓价,985,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,建优1号,,,,,,888.00,平仓价,986,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,黄骅港,建优1号,,,,,,831.00,平仓价,987,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,建优1号,,,,,,888.00,平仓价,988,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,建优2号,,,,,,782.00,平仓价,989,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,神优1号,,,,,,956.00,平仓价,990,2023-08-17 00:00:00,1,0,2024-07-17 09:06:01,0,2024-07-17 09:06:01,,,
2023-08-17,高栏港,特低灰,,,,,,981.00,平仓价,991,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,高栏港,神优3号,,,,,,926.00,平仓价,992,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,黄骅港,特低灰,,,,,,924.00,平仓价,993,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,高栏港,神优4号,,,,,,878.00,平仓价,994,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,高栏港,神优2号,,,,,,933.00,平仓价,995,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,高栏港,建优1号,,,,,,888.00,平仓价,996,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,高栏港,建优2号,,,,,,878.00,平仓价,997,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,黄骅港,建优1号,,,,,,831.00,平仓价,998,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-17,黄骅港,神优3号,,,,,,869.00,平仓价,999,2023-08-17 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-16,巴图塔,神优4号,,,,,,623.00,车板价,1000,2023-08-16 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-16,巴图塔,神优2号,,,,,,678.00,车板价,1001,2023-08-16 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-16,巴图塔,神优2号,,,,,,678.00,车板价,1002,2023-08-16 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-16,巴图塔,神优4号,,,,,,623.00,车板价,1003,2023-08-16 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,建优1号,,,,,,909.00,平仓价,1004,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,神优1号,,,,,,978.00,平仓价,1005,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,建优2号,,,,,,747.00,平仓价,1006,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,神优1号,,,,,,921.00,平仓价,1007,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,神优2号,,,,,,898.00,平仓价,1008,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,建优2号,,,,,,747.00,平仓价,1009,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,建优2号,,,,,,804.00,平仓价,1010,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,神优3号,,,,,,890.00,平仓价,1011,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,建优1号,,,,,,909.00,平仓价,1012,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,特低灰,,,,,,1003.00,平仓价,1013,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,建优2号,,,,,,899.00,平仓价,1014,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,神优2号,,,,,,898.00,平仓价,1015,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,特低灰,,,,,,946.00,平仓价,1016,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,建优2号,,,,,,747.00,平仓价,1017,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,神优2号,,,,,,955.00,平仓价,1018,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,建优2号,,,,,,899.00,平仓价,1019,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,高栏港,神优3号,,,,,,947.00,平仓价,1020,2023-08-09 00:00:00,1,0,2024-07-17 09:06:03,0,2024-07-17 09:06:03,,,
2023-08-09,黄骅港,神优3号,,,,,,890.00,平仓价,1021,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,神优3号,,,,,,890.00,平仓价,1022,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,神优2号,,,,,,898.00,平仓价,1023,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,神优1号,,,,,,978.00,平仓价,1024,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,神优1号,,,,,,921.00,平仓价,1025,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,神优1号,,,,,,921.00,平仓价,1026,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,特低灰,,,,,,946.00,平仓价,1027,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,神优3号,,,,,,947.00,平仓价,1028,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,神优2号,,,,,,898.00,平仓价,1029,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,建优1号,,,,,,852.00,平仓价,1030,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,黄骅港,建优2号,,,,,,747.00,平仓价,1031,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,建优2号,,,,,,899.00,平仓价,1032,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,建优1号,,,,,,909.00,平仓价,1033,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,神优2号,,,,,,955.00,平仓价,1034,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-09,高栏港,神优2号,,,,,,955.00,平仓价,1035,2023-08-09 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-08,巴图塔,神优2号,,,,,,710.00,车板价,1036,2023-08-08 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-08,巴图塔,神优4号,,,,,,644.00,车板价,1037,2023-08-08 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-08,巴图塔,神优4号,,,,,,644.00,车板价,1038,2023-08-08 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-08,巴图塔,神优2号,,,,,,710.00,车板价,1039,2023-08-08 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-01,高栏港,神优1号,,,,,,1002.00,平仓价,1040,2023-08-01 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-01,高栏港,神优3号,,,,,,971.00,平仓价,1041,2023-08-01 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-01,黄骅港,建优2号,,,,,,773.00,平仓价,1042,2023-08-01 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-01,黄骅港,神优3号,,,,,,912.00,平仓价,1043,2023-08-01 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
2023-08-01,黄骅港,神优2号,,,,,,919.00,平仓价,1044,2023-08-01 00:00:00,1,0,2024-07-17 09:06:07,0,2024-07-17 09:06:07,,,
