时间,报价点,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-03-21,高栏港,神优2号,,,,,,1305.00,平仓价,1570,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-21,高栏港,神优3号,,,,,,1287.00,平仓价,1571,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-21,高栏港,神优4号,,,,,,1215.00,平仓价,1572,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-21,高栏港,建优1号,,,,,,1215.00,平仓价,1573,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-21,高栏港,建优2号,,,,,,1075.00,平仓价,1574,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-21,高栏港,建优2号,,,,,,1175.00,平仓价,1575,2023-03-21 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,特低灰,,,,,,1293.00,平仓价,1576,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,神优1号,,,,,,1262.00,平仓价,1577,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,神优2号,,,,,,1230.00,平仓价,1578,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,神优3号,,,,,,1212.00,平仓价,1579,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,神优4号,,,,,,1140.00,平仓价,1580,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,建优1号,,,,,,1140.00,平仓价,1581,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,建优2号,,,,,,1000.00,平仓价,1582,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,黄骅港,建优2号,,,,,,1000.00,平仓价,1583,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,特低灰,,,,,,1366.00,平仓价,1584,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,神优1号,,,,,,1335.00,平仓价,1585,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,神优2号,,,,,,1303.00,平仓价,1586,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,神优3号,,,,,,1285.00,平仓价,1587,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,神优4号,,,,,,1213.00,平仓价,1588,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,建优1号,,,,,,1213.00,平仓价,1589,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,建优2号,,,,,,1073.00,平仓价,1590,2023-03-15 00:00:00,1,0,2024-07-17 09:07:04,0,2024-07-17 09:07:04,,,
2023-03-15,高栏港,建优2号,,,,,,1173.00,平仓价,1591,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,特低灰,,,,,,1293.00,平仓价,1592,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,神优1号,,,,,,1262.00,平仓价,1593,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,神优2号,,,,,,1230.00,平仓价,1594,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,神优3号,,,,,,1212.00,平仓价,1595,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,神优4号,,,,,,1140.00,平仓价,1596,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,建优1号,,,,,,1140.00,平仓价,1597,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,建优2号,,,,,,1000.00,平仓价,1598,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,黄骅港,建优2号,,,,,,1000.00,平仓价,1599,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,特低灰,,,,,,1366.00,平仓价,1600,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,神优1号,,,,,,1335.00,平仓价,1601,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,神优2号,,,,,,1303.00,平仓价,1602,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,神优3号,,,,,,1285.00,平仓价,1603,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,神优4号,,,,,,1213.00,平仓价,1604,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,建优1号,,,,,,1213.00,平仓价,1605,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,建优2号,,,,,,1073.00,平仓价,1606,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-15,高栏港,建优2号,,,,,,1173.00,平仓价,1607,2023-03-15 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-14,巴图塔,神优2号,,,,,,1032.00,车板价,1608,2023-03-14 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-14,巴图塔,神优4号,,,,,,942.00,车板价,1609,2023-03-14 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-14,巴图塔,神优2号,,,,,,1032.00,车板价,1610,2023-03-14 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-14,巴图塔,神优4号,,,,,,942.00,车板价,1611,2023-03-14 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神冶2号,,,,,,998.00,平仓价,1612,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神块1号,,,,,,1019.00,平仓价,1613,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神块2号,,,,,,995.00,平仓价,1614,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神块3号,,,,,,1009.00,平仓价,1615,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,疆煤5号,,,,,,840.00,平仓价,1616,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,特低灰,,,,,,1293.00,平仓价,1617,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神优1号,,,,,,1262.00,平仓价,1618,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神优2号,,,,,,1230.00,平仓价,1619,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神优3号,,,,,,1212.00,平仓价,1620,2023-03-08 00:00:00,1,0,2024-07-17 09:07:07,0,2024-07-17 09:07:07,,,
2023-03-08,黄骅港,神优4号,,,,,,1140.00,平仓价,1621,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优1号,,,,,,1140.00,平仓价,1622,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优2号,,,,,,1000.00,平仓价,1623,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优2号,,,,,,1000.00,平仓价,1624,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,特低灰,,,,,,1363.00,平仓价,1625,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优1号,,,,,,1332.00,平仓价,1626,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优2号,,,,,,1300.00,平仓价,1627,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优3号,,,,,,1282.00,平仓价,1628,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优4号,,,,,,1210.00,平仓价,1629,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,建优1号,,,,,,1210.00,平仓价,1630,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,建优2号,,,,,,1070.00,平仓价,1631,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,建优2号,,,,,,1170.00,平仓价,1632,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神冶2号,,,,,,998.00,平仓价,1633,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神块1号,,,,,,1019.00,平仓价,1634,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神块2号,,,,,,995.00,平仓价,1635,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神块3号,,,,,,1009.00,平仓价,1636,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,疆煤5号,,,,,,840.00,平仓价,1637,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,特低灰,,,,,,1293.00,平仓价,1638,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神优1号,,,,,,1262.00,平仓价,1639,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神优2号,,,,,,1230.00,平仓价,1640,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神优3号,,,,,,1212.00,平仓价,1641,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,神优4号,,,,,,1140.00,平仓价,1642,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优1号,,,,,,1140.00,平仓价,1643,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优2号,,,,,,1000.00,平仓价,1644,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,黄骅港,建优2号,,,,,,1000.00,平仓价,1645,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,特低灰,,,,,,1363.00,平仓价,1646,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优1号,,,,,,1332.00,平仓价,1647,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优2号,,,,,,1300.00,平仓价,1648,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优3号,,,,,,1282.00,平仓价,1649,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,神优4号,,,,,,1210.00,平仓价,1650,2023-03-08 00:00:00,1,0,2024-07-17 09:07:11,0,2024-07-17 09:07:11,,,
2023-03-08,高栏港,建优1号,,,,,,1210.00,平仓价,1651,2023-03-08 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-08,高栏港,建优2号,,,,,,1070.00,平仓价,1652,2023-03-08 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-08,高栏港,建优2号,,,,,,1170.00,平仓价,1653,2023-03-08 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-07,巴图塔,神优2号,,,,,,1032.00,车板价,1654,2023-03-07 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-07,巴图塔,神优4号,,,,,,942.00,车板价,1655,2023-03-07 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-07,巴图塔,神优2号,,,,,,1032.00,车板价,1656,2023-03-07 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-07,巴图塔,神优4号,,,,,,942.00,车板价,1657,2023-03-07 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,特低灰,,,,,,1224.00,平仓价,1658,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优1号,,,,,,1192.00,平仓价,1659,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优2号,,,,,,1230.00,平仓价,1660,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优3号,,,,,,1212.00,平仓价,1661,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优4号,,,,,,1140.00,平仓价,1662,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优1号,,,,,,1085.00,平仓价,1663,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优2号,,,,,,910.00,平仓价,1664,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优2号,,,,,,910.00,平仓价,1665,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,特低灰,,,,,,1361.00,平仓价,1666,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,神优1号,,,,,,1330.00,平仓价,1667,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,神优2号,,,,,,1298.00,平仓价,1668,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,神优3号,,,,,,1280.00,平仓价,1669,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,神优4号,,,,,,1208.00,平仓价,1670,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,建优1号,,,,,,1208.00,平仓价,1671,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,建优2号,,,,,,1068.00,平仓价,1672,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,高栏港,建优2号,,,,,,1168.00,平仓价,1673,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,特低灰,,,,,,1224.00,平仓价,1674,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优1号,,,,,,1192.00,平仓价,1675,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优2号,,,,,,1230.00,平仓价,1676,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优3号,,,,,,1212.00,平仓价,1677,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,神优4号,,,,,,1140.00,平仓价,1678,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优1号,,,,,,1085.00,平仓价,1679,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优2号,,,,,,910.00,平仓价,1680,2023-03-01 00:00:00,1,0,2024-07-17 09:07:15,0,2024-07-17 09:07:15,,,
2023-03-01,黄骅港,建优2号,,,,,,910.00,平仓价,1681,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,特低灰,,,,,,1361.00,平仓价,1682,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,神优1号,,,,,,1330.00,平仓价,1683,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,神优2号,,,,,,1298.00,平仓价,1684,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,神优3号,,,,,,1280.00,平仓价,1685,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,神优4号,,,,,,1208.00,平仓价,1686,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,建优1号,,,,,,1208.00,平仓价,1687,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,建优2号,,,,,,1068.00,平仓价,1688,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-03-01,高栏港,建优2号,,,,,,1168.00,平仓价,1689,2023-03-01 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-28,巴图塔,神优2号,,,,,,1032.00,车板价,1690,2023-02-28 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-28,巴图塔,神优4号,,,,,,942.00,车板价,1691,2023-02-28 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-28,巴图塔,神优2号,,,,,,1032.00,车板价,1692,2023-02-28 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-28,巴图塔,神优4号,,,,,,942.00,车板价,1693,2023-02-28 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,特低灰,,,,,,1224.00,平仓价,1694,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,神优1号,,,,,,1192.00,平仓价,1695,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,神优2号,,,,,,1160.00,平仓价,1696,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,神优3号,,,,,,1152.00,平仓价,1697,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,神优4号,,,,,,1085.00,平仓价,1698,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,建优1号,,,,,,1085.00,平仓价,1699,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,建优2号,,,,,,910.00,平仓价,1700,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,建优2号,,,,,,910.00,平仓价,1701,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,特低灰,,,,,,1291.00,平仓价,1702,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,神优1号,,,,,,1259.00,平仓价,1703,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,神优2号,,,,,,1227.00,平仓价,1704,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,神优3号,,,,,,1219.00,平仓价,1705,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,神优4号,,,,,,1152.00,平仓价,1706,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,建优1号,,,,,,1152.00,平仓价,1707,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,建优2号,,,,,,977.00,平仓价,1708,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,高栏港,建优2号,,,,,,1132.00,平仓价,1709,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,特低灰,,,,,,1224.00,平仓价,1710,2023-02-22 00:00:00,1,0,2024-07-17 09:07:18,0,2024-07-17 09:07:18,,,
2023-02-22,黄骅港,神优1号,,,,,,1192.00,平仓价,1711,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,神优2号,,,,,,1160.00,平仓价,1712,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,神优3号,,,,,,1152.00,平仓价,1713,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,神优4号,,,,,,1085.00,平仓价,1714,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,建优1号,,,,,,1085.00,平仓价,1715,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,建优2号,,,,,,910.00,平仓价,1716,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,黄骅港,建优2号,,,,,,910.00,平仓价,1717,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,特低灰,,,,,,1291.00,平仓价,1718,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,神优1号,,,,,,1259.00,平仓价,1719,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,神优2号,,,,,,1227.00,平仓价,1720,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,神优3号,,,,,,1219.00,平仓价,1721,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,神优4号,,,,,,1152.00,平仓价,1722,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,建优1号,,,,,,1152.00,平仓价,1723,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,建优2号,,,,,,977.00,平仓价,1724,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-22,高栏港,建优2号,,,,,,1132.00,平仓价,1725,2023-02-22 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-21,巴图塔,神优2号,,,,,,942.00,车板价,1726,2023-02-21 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-21,巴图塔,神优4号,,,,,,867.00,车板价,1727,2023-02-21 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-21,巴图塔,神优2号,,,,,,942.00,车板价,1728,2023-02-21 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-21,巴图塔,神优4号,,,,,,867.00,车板价,1729,2023-02-21 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,特低灰,,,,,,1224.00,平仓价,1730,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,神优1号,,,,,,1192.00,平仓价,1731,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,神优2号,,,,,,1160.00,平仓价,1732,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,神优3号,,,,,,1152.00,平仓价,1733,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,神优4号,,,,,,995.00,平仓价,1734,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
2023-02-15,黄骅港,建优1号,,,,,,995.00,平仓价,1735,2023-02-15 00:00:00,1,0,2024-07-17 09:07:22,0,2024-07-17 09:07:22,,,
