时间,数据口径,地区,当月值(万吨),同比增长(万吨),累计值(万吨),累计增长(%),平均日产(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,CCTD,河北省,421.80,-6.40,,,,16,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,河南省,715.80,31.30,,,,17,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,云南省,184.30,32.30,,,,18,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,山西省,5104.50,-79.90,,,,19,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,山东省,587.80,32.70,,,,20,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,宁夏区,520.50,-4.60,,,,21,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,新疆区,916.10,227.90,,,,22,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,中煤集团,704.00,-28.00,,,,23,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-06,CCTD,国家能源,2740.50,10.00,,,,24,2024-06-30 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,全国,17708.80,26.50,,,,25,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,新疆区,856.00,140.50,,,,26,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,宁夏区,521.50,-6.80,,,,27,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,甘肃省,274.40,9.50,,,,28,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,陕西省,2331.90,140.90,,,,29,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,云南省,142.50,-23.30,,,,30,2024-05-31 00:00:00,1,0,2024-07-20 13:04:53,0,2024-07-20 13:04:53,,,
2024-05,CCTD,贵州省,369.30,5.10,,,,31,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,四川省,101.30,4.50,,,,32,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,重庆市,0.00,0.00,,,,33,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,湖南省,42.10,-1.90,,,,34,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,河南省,713.40,31.80,,,,35,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,山东省,564.40,-0.70,,,,36,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,江西省,15.00,2.30,,,,37,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,安徽省,828.30,-113.90,,,,38,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,江苏省,15.00,-0.50,,,,39,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,黑龙江省,305.60,4.80,,,,40,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,吉林省,75.00,2.10,,,,41,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,辽宁省,185.50,11.90,,,,42,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,内蒙古区,1707.30,7.10,,,,43,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,山西省,4685.50,-301.40,,,,44,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,河北省,388.90,-39.20,,,,45,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,北京市,0.00,0.00,,,,46,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,中煤集团,738.20,35.80,,,,47,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-05,CCTD,国家能源,2847.60,117.80,,,,48,2024-05-31 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,全国,17091.10,-461.80,,,,49,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,山西省,4263.80,-732.80,,,,50,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,湖南省,45.90,4.60,,,,51,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,河北省,385.80,-42.80,,,,52,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,北京市,0.00,0.00,,,,53,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,新疆区,978.60,318.30,,,,54,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,宁夏区,526.60,-4.50,,,,55,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,甘肃省,294.20,34.70,,,,56,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,陕西省,2188.80,25.50,,,,57,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,云南省,125.80,-39.20,,,,58,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,贵州省,345.90,-9.30,,,,59,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,四川省,87.40,-13.10,,,,60,2024-04-30 00:00:00,1,0,2024-07-20 13:04:56,0,2024-07-20 13:04:56,,,
2024-04,CCTD,重庆市,0.00,0.00,,,,61,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,河南省,659.50,-41.50,,,,62,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,山东省,524.80,-36.80,,,,63,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,江西省,16.40,0.00,,,,64,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,安徽省,772.60,-134.30,,,,65,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,江苏省,17.00,1.50,,,,66,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,黑龙江省,278.40,-40.20,,,,67,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,吉林省,75.20,-1.20,,,,68,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,辽宁省,193.00,7.00,,,,69,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,内蒙古区,1851.60,128.30,,,,70,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,国家能源,2810.00,114.50,,,,71,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-04,CCTD,中煤集团,649.80,-0.60,,,,72,2024-04-30 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,全国,17087.30,-1546.50,,,,73,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,黑龙江省,277.70,-34.00,,,,74,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,河南省,690.30,-25.40,,,,75,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,新疆区,1009.80,79.60,,,,76,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,宁夏区,538.30,17.70,,,,77,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,甘肃省,315.70,18.20,,,,78,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,山东省,556.90,-30.20,,,,79,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,陕西省,1794.00,-452.10,,,,80,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,云南省,139.70,-10.40,,,,81,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,贵州省,360.00,8.00,,,,82,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,江西省,14.90,-2.40,,,,83,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,四川省,83.20,-25.30,,,,84,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,北京市,0.00,0.00,,,,85,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,安徽省,899.00,-37.10,,,,86,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,河北省,430.20,-25.70,,,,87,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,山西省,4111.50,-992.20,,,,88,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,湖南省,44.40,0.70,,,,89,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,内蒙古区,2011.30,29.30,,,,90,2024-03-31 00:00:00,1,0,2024-07-20 13:05:00,0,2024-07-20 13:05:00,,,
2024-03,CCTD,江苏省,14.50,-1.10,,,,91,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-03,CCTD,辽宁省,189.80,26.60,,,,92,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-03,CCTD,吉林省,61.60,-15.90,,,,93,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-03,CCTD,重庆市,0.00,0.00,,,,94,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-03,CCTD,中煤集团,691.10,-43.20,,,,95,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-03,CCTD,国家能源,2853.20,-31.90,,,,96,2024-03-31 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,全国,15672.70,-2044.70,,,,97,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,云南省,127.40,-28.60,,,,98,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,黑龙江省,245.00,-38.10,,,,99,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,河南省,637.70,-39.60,,,,100,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,辽宁省,171.50,-18.20,,,,101,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,贵州省,334.10,-9.90,,,,102,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,内蒙古区,1883.00,-88.20,,,,103,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,江苏省,12.00,-3.30,,,,104,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,山西省,3689.30,-1185.80,,,,105,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,四川省,63.70,-41.90,,,,106,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,河北省,381.10,-59.20,,,,107,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,山东省,507.50,-17.10,,,,108,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,北京市,0.00,0.00,,,,109,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,重庆市,0.00,0.00,,,,110,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,新疆区,925.20,54.00,,,,111,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,安徽省,814.70,-71.10,,,,112,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,宁夏区,500.50,-8.40,,,,113,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,湖南省,42.10,2.90,,,,114,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,甘肃省,281.80,-8.70,,,,115,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,江西省,10.80,-4.90,,,,116,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,陕西省,1729.00,-371.00,,,,117,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,吉林省,58.10,-7.80,,,,118,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,中煤集团,642.60,-22.60,,,,119,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-02,CCTD,国家能源,2615.60,-77.20,,,,120,2024-02-29 00:00:00,1,0,2024-07-20 13:05:03,0,2024-07-20 13:05:03,,,
2024-01,CCTD,全国,17400.20,-479.70,,,,121,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,江苏省,16.50,1.00,,,,122,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,黑龙江省,288.40,26.30,,,,123,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,江西省,15.20,1.90,,,,124,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,山东省,566.40,-23.30,,,,125,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,河南省,622.90,-84.70,,,,126,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,湖南省,45.30,3.90,,,,127,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,重庆市,0.00,0.00,,,,128,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,四川省,89.10,1.30,,,,129,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,贵州省,350.20,13.40,,,,130,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,云南省,180.90,40.00,,,,131,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,陕西省,1921.00,9.80,,,,132,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,甘肃省,306.10,56.10,,,,133,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,宁夏区,540.70,40.00,,,,134,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,新疆区,919.30,31.10,,,,135,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,北京市,0.00,0.00,,,,136,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,河北省,424.50,43.00,,,,137,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,山西省,4326.20,-805.40,,,,138,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,内蒙古区,2087.50,41.00,,,,139,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,辽宁省,205.10,24.60,,,,140,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,吉林省,70.10,13.20,,,,141,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,安徽省,940.30,65.30,,,,142,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,国家能源,2790.10,-33.30,,,,143,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2024-01,CCTD,中煤集团,694.20,54.90,,,,144,2024-01-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,全国,16768.60,459.50,,,,145,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,山西省,4250.60,239.60,,,,146,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,河南省,692.00,-62.20,,,,147,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,辽宁省,211.40,23.70,,,,148,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,吉林省,71.20,4.50,,,,149,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,黑龙江省,280.80,-31.80,,,,150,2023-12-31 00:00:00,1,0,2024-07-20 13:05:06,0,2024-07-20 13:05:06,,,
2023-12,CCTD,甘肃省,255.60,-25.70,,,,151,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,宁夏区,502.20,13.60,,,,152,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,新疆区,774.70,-77.10,,,,153,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,北京市,0.00,0.00,,,,154,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,河北省,428.80,-8.90,,,,155,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,湖南省,46.40,5.50,,,,156,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,重庆市,0.00,0.00,,,,157,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,四川省,81.30,-18.30,,,,158,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,贵州省,355.70,7.30,,,,159,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,云南省,130.30,43.80,,,,160,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,陕西省,1891.30,-108.50,,,,161,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,江苏省,17.80,2.80,,,,162,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,安徽省,917.20,31.30,,,,163,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,江西省,15.50,-1.40,,,,164,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,山东省,545.60,-27.20,,,,165,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,内蒙古区,1867.20,84.20,,,,166,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,中煤集团,638.20,77.80,,,,167,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-12,CCTD,神华集团,2794.80,286.50,,,,168,2023-12-31 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,全国,16915.90,175.60,,,,169,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,内蒙古区,1832.60,-27.70,,,,170,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,湖南省,45.30,3.70,,,,171,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,吉林省,72.20,3.60,,,,172,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,黑龙江省,293.10,-38.60,,,,173,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,宁夏区,516.90,15.50,,,,174,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,新疆区,684.30,-162.30,,,,175,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,北京市,0.00,0.00,,,,176,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,河北省,438.50,2.20,,,,177,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,山西省,4301.90,161.70,,,,178,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
2023-11,CCTD,重庆市,0.00,0.00,,,,179,2023-11-30 00:00:00,1,0,2024-07-20 13:05:08,0,2024-07-20 13:05:08,,,
