时间,报价机构,规格,本期价格(元/吨),价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,华鲁恒升,优等品,5530.00,出厂价,,1,2024-07-18 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-07-11,华鲁恒升,优等品,5270.00,出厂价,,2,2024-07-11 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-07-04,华鲁恒升,优等品,5290.00,出厂价,,3,2024-07-04 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-27,华鲁恒升,优等品,5320.00,出厂价,,4,2024-06-27 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-20,金沂蒙,优等品,7400.00,出厂价,,5,2024-06-20 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-20,华鲁恒升,优等品,5500.00,出厂价,,6,2024-06-20 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-13,金沂蒙,优等品,7400.00,出厂价,,7,2024-06-13 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-13,华鲁恒升,优等品,5500.00,出厂价,,8,2024-06-13 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-06,金沂蒙,优等品,7400.00,出厂价,,9,2024-06-06 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-06-06,华鲁恒升,优等品,5350.00,出厂价,,10,2024-06-06 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-30,金沂蒙,优等品,7300.00,出厂价,,11,2024-05-30 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-30,华鲁恒升,优等品,5350.00,出厂价,,12,2024-05-30 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-23,金沂蒙,优等品,7400.00,出厂价,,13,2024-05-23 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-23,华鲁恒升,优等品,5450.00,出厂价,,14,2024-05-23 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-16,金沂蒙,优等品,5700.00,出厂价,,15,2024-05-16 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-16,华鲁恒升,优等品,5700.00,出厂价,,16,2024-05-16 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-09,金沂蒙,优等品,7300.00,出厂价,,17,2024-05-09 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-05-09,华鲁恒升,优等品,5700.00,出厂价,,18,2024-05-09 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-25,金沂蒙,优等品,7300.00,出厂价,,19,2024-04-25 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-25,华鲁恒升,优等品,5750.00,出厂价,,20,2024-04-25 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-18,金沂蒙,优等品,7400.00,出厂价,,21,2024-04-18 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-18,华鲁恒升,优等品,5750.00,出厂价,,22,2024-04-18 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-11,金沂蒙,优等品,7300.00,出厂价,,23,2024-04-11 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-04-11,华鲁恒升,优等品,5650.00,出厂价,,24,2024-04-11 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-28,金沂蒙,优等品,7100.00,出厂价,,25,2024-03-28 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-28,华鲁恒升,优等品,5400.00,出厂价,,26,2024-03-28 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-21,金沂蒙,优等品,7000.00,出厂价,,27,2024-03-21 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-21,华鲁恒升,优等品,5400.00,出厂价,,28,2024-03-21 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-14,金沂蒙,优等品,7000.00,出厂价,,29,2024-03-14 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-14,华鲁恒升,优等品,5500.00,出厂价,,30,2024-03-14 00:00:00,1,0,2024-07-21 01:02:27,0,2024-07-21 01:02:27,,,
2024-03-07,金沂蒙,优等品,7000.00,出厂价,,31,2024-03-07 00:00:00,1,0,2024-07-21 01:02:32,0,2024-07-21 01:02:32,,,
2024-03-07,华鲁恒升,优等品,5200.00,出厂价,,32,2024-03-07 00:00:00,1,0,2024-07-21 01:02:32,0,2024-07-21 01:02:32,,,
