时间,库存合计(万吨),调入量(万吨),吞吐量(万吨),锚地船舶(艘),预到船舶(艘),铁路到车(车),港口卸车(车),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,505.00,39.40,47.40,13.00,8.00,4778.00,4928.00,1,2024-07-19 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-18,513.00,43.40,52.40,11.00,8.00,5513.00,5432.00,2,2024-07-18 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-17,522.00,36.40,46.40,16.00,4.00,4516.00,4552.00,3,2024-07-17 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-16,532.00,37.10,33.10,19.00,9.00,4515.00,4639.00,4,2024-07-16 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-15,528.00,36.30,50.30,12.00,11.00,4673.00,4549.00,5,2024-07-15 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-14,542.00,43.50,51.50,15.00,2.00,5406.00,5460.00,6,2024-07-14 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-13,550.00,37.70,54.70,15.00,8.00,4828.00,4723.00,7,2024-07-13 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-12,567.00,32.70,52.70,13.00,6.00,3833.00,4098.00,8,2024-07-12 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-11,587.00,37.80,44.80,16.00,9.00,4883.00,4744.00,9,2024-07-11 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-10,594.00,38.30,39.30,8.00,11.00,4725.00,4786.00,10,2024-07-10 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-09,595.00,37.50,37.50,10.00,8.00,4515.00,4700.00,11,2024-07-09 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-08,595.00,36.50,36.50,13.00,5.00,4725.00,4563.00,12,2024-07-08 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-07,595.00,39.00,40.00,17.00,5.00,4935.00,4898.00,13,2024-07-07 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-06,596.00,43.70,45.70,21.00,3.00,5250.00,5474.00,14,2024-07-06 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-05,598.00,42.90,43.90,20.00,6.00,5040.00,5384.00,15,2024-07-05 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-04,599.00,53.20,51.20,20.00,7.00,6825.00,6657.00,16,2024-07-04 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-03,597.00,47.50,45.50,21.00,6.00,5985.00,5934.00,17,2024-07-03 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-02,595.00,47.10,48.10,21.00,7.00,6090.00,5880.00,18,2024-07-02 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-07-01,596.00,49.50,49.50,19.00,8.00,6405.00,6195.00,19,2024-07-01 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-30,596.00,46.80,47.80,25.00,4.00,5880.00,5852.00,20,2024-06-30 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-29,597.00,43.60,45.60,24.00,3.00,5355.00,5463.00,21,2024-06-29 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-28,599.00,44.00,43.00,27.00,6.00,5355.00,5503.00,22,2024-06-28 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-27,598.00,53.60,53.60,14.00,13.00,6825.00,6715.00,23,2024-06-27 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-26,598.00,44.40,45.40,12.00,10.00,5775.00,5552.00,24,2024-06-26 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-25,599.00,41.00,49.00,12.00,5.00,5040.00,5125.00,25,2024-06-25 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-24,607.00,40.00,35.00,21.00,4.00,5145.00,5009.00,26,2024-06-24 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-23,602.00,49.20,43.20,18.00,7.00,6090.00,6155.00,27,2024-06-23 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-22,596.00,41.10,43.10,20.00,6.00,5192.00,5154.00,28,2024-06-22 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-21,598.00,42.20,35.20,21.00,6.00,5145.00,5290.00,29,2024-06-21 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-20,591.00,49.40,44.40,16.00,5.00,6300.00,6182.00,30,2024-06-20 00:00:00,1,0,2024-07-20 10:06:50,0,2024-07-20 10:06:50,,,
2024-06-19,586.00,40.60,27.60,14.00,14.00,5145.00,5091.00,31,2024-06-19 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-18,573.00,46.80,33.80,16.00,7.00,5775.00,5860.00,32,2024-06-18 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-17,560.00,46.00,36.00,11.00,9.00,5775.00,5753.00,33,2024-06-17 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-16,550.00,45.60,35.60,13.00,8.00,5670.00,5712.00,34,2024-06-16 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-15,540.00,42.40,33.40,17.00,3.00,5355.00,5309.00,35,2024-06-15 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-14,531.00,39.20,26.20,15.00,3.00,4935.00,4904.00,36,2024-06-14 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-13,518.00,41.30,40.30,16.00,2.00,5198.00,5170.00,37,2024-06-13 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-12,517.00,44.20,47.20,15.00,8.00,5460.00,5529.00,38,2024-06-12 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-11,520.00,44.30,35.30,11.00,9.00,5550.00,5550.00,39,2024-06-11 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-10,511.00,49.00,42.00,13.00,4.00,6195.00,6141.00,40,2024-06-10 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-09,504.00,52.00,36.00,16.00,8.00,6510.00,6510.00,41,2024-06-09 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-08,488.00,41.00,37.00,16.00,6.00,5144.00,5144.00,42,2024-06-08 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-07,484.00,36.60,40.60,12.00,7.00,4511.00,4576.00,43,2024-06-07 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-06,488.00,47.30,45.30,14.00,10.00,5983.00,5918.00,44,2024-06-06 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-05,486.00,45.30,46.30,12.00,4.00,5565.00,5670.00,45,2024-06-05 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-04,487.00,45.30,36.30,17.00,5.00,5670.00,5678.00,46,2024-06-04 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-03,478.00,45.80,37.80,16.00,3.00,5565.00,5753.00,47,2024-06-03 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-02,470.00,51.80,49.80,17.00,6.00,6615.00,6494.00,48,2024-06-02 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-06-01,468.00,47.00,54.00,20.00,5.00,5984.00,5891.00,49,2024-06-01 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-31,475.00,48.40,47.40,22.00,11.00,6090.00,6054.00,50,2024-05-31 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-30,474.00,45.40,42.40,28.00,6.00,5670.00,5689.00,51,2024-05-30 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-29,471.00,41.10,50.10,28.00,7.00,4986.00,5139.00,52,2024-05-29 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-28,480.00,41.40,56.40,28.00,8.00,5407.00,5184.00,53,2024-05-28 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-27,495.00,40.10,58.10,28.00,11.00,4935.00,5033.00,54,2024-05-27 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-26,513.00,36.20,48.20,29.00,5.00,4620.00,4537.00,55,2024-05-26 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-25,525.00,38.10,47.10,23.00,12.00,4725.00,4761.00,56,2024-05-25 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-24,534.00,40.20,35.20,25.00,6.00,4988.00,5042.00,57,2024-05-24 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-23,529.00,43.10,32.10,19.00,7.00,5513.00,5408.00,58,2024-05-23 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-22,518.00,38.00,33.00,18.00,6.00,4620.00,4756.00,59,2024-05-22 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-21,513.00,53.90,44.90,15.00,7.00,6666.00,6760.00,60,2024-05-21 00:00:00,1,0,2024-07-20 10:06:54,0,2024-07-20 10:06:54,,,
2024-05-20,504.00,51.80,47.80,19.00,6.00,6721.00,6491.00,61,2024-05-20 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-19,500.00,55.20,57.20,17.00,7.00,6609.00,6919.00,62,2024-05-19 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-18,502.00,49.00,53.00,15.00,11.00,6090.00,6133.00,63,2024-05-18 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-17,506.00,49.40,56.40,18.00,11.00,6405.00,6179.00,64,2024-05-17 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-16,513.00,46.30,52.30,21.00,7.00,5880.00,5807.00,65,2024-05-16 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-15,519.00,51.10,48.10,24.00,9.00,6193.00,6401.00,66,2024-05-15 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-14,516.00,44.10,39.10,33.00,6.00,5775.00,5522.00,67,2024-05-14 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-13,511.00,49.50,48.50,24.00,4.00,6035.00,6205.00,68,2024-05-13 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-12,510.00,50.00,40.00,21.00,9.00,6245.00,6262.00,69,2024-05-12 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-11,500.00,34.40,29.40,25.00,4.00,4149.00,4302.00,70,2024-05-11 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-10,495.00,48.90,35.90,24.00,5.00,6033.00,6132.00,71,2024-05-10 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-09,482.00,53.50,41.50,29.00,5.00,6720.00,6720.00,72,2024-05-09 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-08,470.00,45.40,54.40,24.00,9.00,5988.00,5699.00,73,2024-05-08 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-07,479.00,50.30,60.30,24.00,8.00,6196.00,6314.00,74,2024-05-07 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-06,489.00,54.90,55.90,25.00,14.00,6670.00,6889.00,75,2024-05-06 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-05,490.00,57.90,52.90,27.00,8.00,7508.00,7262.00,76,2024-05-05 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-04,485.00,47.90,57.90,23.00,10.00,6039.00,6018.00,77,2024-05-04 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-03,495.00,48.30,61.30,24.00,11.00,6245.00,6048.00,78,2024-05-03 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-02,508.00,50.10,39.10,27.00,10.00,6249.00,6273.00,79,2024-05-02 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-05-01,497.00,52.20,60.20,24.00,7.00,6300.00,6552.00,80,2024-05-01 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-30,505.00,56.30,61.30,30.00,7.00,7037.00,7054.00,81,2024-04-30 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-29,510.00,54.10,45.10,34.00,6.00,6305.00,6795.00,82,2024-04-29 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-28,501.00,48.80,49.80,27.00,10.00,6411.00,6116.00,83,2024-04-28 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-27,502.00,44.70,49.70,27.00,10.00,5313.00,5589.00,84,2024-04-27 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-26,507.00,44.60,45.60,23.00,13.00,5677.00,5574.00,85,2024-04-26 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-25,508.00,47.50,52.50,23.00,10.00,5940.00,5951.00,86,2024-04-25 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-24,513.00,41.00,46.00,20.00,8.00,5420.00,5134.00,87,2024-04-24 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-23,518.00,43.70,46.70,16.00,10.00,5671.00,5469.00,88,2024-04-23 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-22,521.00,41.70,42.70,19.00,7.00,5359.00,5221.00,89,2024-04-22 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-21,522.00,46.40,39.40,22.00,6.00,5618.00,5823.00,90,2024-04-21 00:00:00,1,0,2024-07-20 10:06:57,0,2024-07-20 10:06:57,,,
2024-04-20,515.00,47.20,42.20,18.00,3.00,5934.00,5924.00,91,2024-04-20 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-19,510.00,46.10,29.10,25.00,3.00,5563.00,5767.00,92,2024-04-19 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-18,493.00,45.80,39.80,20.00,5.00,5933.00,5723.00,93,2024-04-18 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-17,487.00,42.40,41.40,21.00,5.00,5198.00,5314.00,94,2024-04-17 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-16,486.00,36.50,49.50,23.00,6.00,4410.00,4578.00,95,2024-04-16 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-15,499.00,40.30,48.30,29.00,4.00,5251.00,5047.00,96,2024-04-15 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-14,507.00,51.90,29.90,33.00,7.00,6296.00,6501.00,97,2024-04-14 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-13,485.00,47.40,53.40,24.00,7.00,5981.00,5936.00,98,2024-04-13 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-12,491.00,47.60,56.60,24.00,5.00,5985.00,5971.00,99,2024-04-12 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-11,500.00,42.70,53.70,23.00,9.00,5461.00,5338.00,100,2024-04-11 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-10,511.00,45.90,52.90,24.00,4.00,5776.00,5757.00,101,2024-04-10 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-09,518.00,43.90,30.90,29.00,4.00,5509.00,5500.00,102,2024-04-09 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-08,505.00,45.80,54.80,17.00,13.00,5561.00,5740.00,103,2024-04-08 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-07,514.00,41.00,51.00,17.00,7.00,5300.00,5145.00,104,2024-04-07 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-06,524.00,45.50,48.50,23.00,7.00,5931.00,5704.00,105,2024-04-06 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-05,527.00,43.50,58.50,23.00,5.00,5410.00,5466.00,106,2024-04-05 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-04,542.00,42.30,52.30,28.00,7.00,5249.00,5312.00,107,2024-04-04 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-03,552.00,38.00,56.00,33.00,3.00,4935.00,4751.00,108,2024-04-03 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-02,570.00,42.20,42.20,37.00,10.00,5145.00,5301.00,109,2024-04-02 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-04-01,570.00,48.40,50.50,36.00,4.00,6195.00,6073.00,110,2024-04-01 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-31,572.00,54.70,44.70,34.00,6.00,6930.00,6857.00,111,2024-03-31 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-30,562.00,41.80,51.80,28.00,5.00,5040.00,5236.00,112,2024-03-30 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-29,572.00,58.00,50.00,34.00,2.00,6878.00,7275.00,113,2024-03-29 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-28,564.00,49.00,46.00,41.00,4.00,6405.00,6130.00,114,2024-03-28 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-27,561.00,41.60,45.60,35.00,10.00,5092.00,5209.00,115,2024-03-27 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-26,565.00,51.80,43.80,37.00,4.00,6405.00,6479.00,116,2024-03-26 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-25,557.00,55.10,43.10,29.00,10.00,6875.00,6901.00,117,2024-03-25 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-24,545.00,58.80,43.80,27.00,8.00,7298.00,7359.00,118,2024-03-24 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-23,530.00,41.90,42.90,28.00,7.00,5456.00,5242.00,119,2024-03-23 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-22,531.00,49.50,45.50,28.00,5.00,6090.00,6211.00,120,2024-03-22 00:00:00,1,0,2024-07-20 10:06:59,0,2024-07-20 10:06:59,,,
2024-03-21,527.00,51.50,45.50,24.00,12.00,6721.00,6450.00,121,2024-03-21 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-20,521.00,47.90,36.90,21.00,9.00,6248.00,6017.00,122,2024-03-20 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-19,510.00,49.00,46.00,18.00,8.00,5933.00,6149.00,123,2024-03-19 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-18,507.00,42.30,42.30,18.00,8.00,5145.00,5291.00,124,2024-03-18 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-17,507.00,56.40,46.40,18.00,8.00,7455.00,7060.00,125,2024-03-17 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-16,497.00,43.60,56.60,17.00,6.00,5460.00,5460.00,126,2024-03-16 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-15,510.00,51.10,53.10,21.00,7.00,5775.00,6405.00,127,2024-03-15 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-14,512.00,46.60,58.60,25.00,9.00,6300.00,5829.00,128,2024-03-14 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-13,524.00,46.40,56.40,29.00,6.00,5460.00,5818.00,129,2024-03-13 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-12,534.00,54.60,50.60,30.00,5.00,6930.00,6833.00,130,2024-03-12 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-11,530.00,48.70,44.70,32.00,7.00,6405.00,6090.00,131,2024-03-11 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-10,526.00,49.50,60.50,24.00,15.00,6300.00,6195.00,132,2024-03-10 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-09,537.00,42.10,53.10,25.00,10.00,5250.00,5273.00,133,2024-03-09 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-08,548.00,50.90,46.90,23.00,6.00,6195.00,6384.00,134,2024-03-08 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-07,544.00,50.40,48.40,22.00,9.00,6510.00,6320.00,135,2024-03-07 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-06,542.00,40.00,43.00,26.00,6.00,4935.00,5018.00,136,2024-03-06 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-05,545.00,54.30,50.30,27.00,7.00,6825.00,6802.00,137,2024-03-05 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-04,541.00,48.40,39.40,22.00,8.00,5986.00,6062.00,138,2024-03-04 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-03,532.00,46.80,28.80,19.00,14.00,5986.00,5869.00,139,2024-03-03 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-02,514.00,42.30,45.30,21.00,5.00,5250.00,5302.00,140,2024-03-02 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-03-01,517.00,45.70,39.70,21.00,7.00,5670.00,5732.00,141,2024-03-01 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-29,511.00,46.10,43.10,26.00,3.00,5670.00,5782.00,142,2024-02-29 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-28,508.00,43.10,48.10,26.00,5.00,5670.00,5403.00,143,2024-02-28 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-27,513.00,44.30,47.30,29.00,5.00,5564.00,5564.00,144,2024-02-27 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-26,516.00,41.60,50.60,28.00,10.00,5145.00,5196.00,145,2024-02-26 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-25,525.00,50.60,43.60,33.00,5.00,6300.00,6336.00,146,2024-02-25 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-24,518.00,32.10,41.10,29.00,9.00,4095.00,4008.00,147,2024-02-24 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-23,527.00,32.20,35.20,26.00,10.00,3885.00,4050.00,148,2024-02-23 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-22,530.00,44.70,13.70,27.00,9.00,5671.00,5591.00,149,2024-02-22 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-21,499.00,40.80,16.80,28.00,11.00,5040.00,5099.00,150,2024-02-21 00:00:00,1,0,2024-07-20 10:07:03,0,2024-07-20 10:07:03,,,
2024-02-20,475.00,45.70,29.70,27.00,9.00,5775.00,5736.00,151,2024-02-20 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-19,459.00,49.40,40.40,23.00,4.00,5985.00,6186.00,152,2024-02-19 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-18,450.00,44.90,32.90,29.00,4.00,5877.00,5625.00,153,2024-02-18 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-17,438.00,40.30,32.30,34.00,5.00,4883.00,5042.00,154,2024-02-17 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-16,430.00,39.20,36.20,34.00,8.00,4884.00,4921.00,155,2024-02-16 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-15,427.00,40.80,40.80,35.00,7.00,5145.00,5105.00,156,2024-02-15 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-14,427.00,28.90,37.90,35.00,8.00,3465.00,3624.00,157,2024-02-14 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-13,436.00,29.70,51.70,35.00,3.00,4095.00,3726.00,158,2024-02-13 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
2024-02-12,458.00,24.30,47.30,37.00,6.00,3045.00,3045.00,159,2024-02-12 00:00:00,1,0,2024-07-20 10:07:07,0,2024-07-20 10:07:07,,,
