时间,库存合计(万吨),调入量(万吨),吞吐量(万吨),锚地船舶(艘),预到船舶(艘),铁路到车(车),港口卸车(车),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-10-07,480.00,51.70,56.70,35.00,7.00,6402.00,6479.00,652,2022-10-07 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-06,485.00,42.90,47.90,38.00,8.00,5559.00,5368.00,653,2022-10-06 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-05,490.00,36.40,38.40,32.00,15.00,4722.00,4566.00,654,2022-10-05 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-04,492.00,39.60,42.60,41.00,12.00,4830.00,4967.00,655,2022-10-04 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-03,495.00,48.30,43.30,40.00,6.00,6076.00,6048.00,656,2022-10-03 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-02,490.00,49.50,48.50,38.00,10.00,6084.00,6195.00,657,2022-10-02 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-10-01,489.00,50.80,51.80,31.00,6.00,6298.00,6370.00,658,2022-10-01 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-09-30,490.00,46.90,51.90,39.00,4.00,5824.00,5883.00,659,2022-09-30 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-09-29,495.00,41.30,49.30,40.00,5.00,5391.00,5172.00,660,2022-09-29 00:00:00,1,0,2024-07-20 10:07:57,0,2024-07-20 10:07:57,,,
2022-09-28,503.00,53.90,53.90,44.00,13.00,6718.00,6742.00,661,2022-09-28 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-27,503.00,56.90,54.90,41.00,10.00,7032.00,7119.00,662,2022-09-27 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-26,501.00,57.10,53.10,43.00,9.00,7136.00,7146.00,663,2022-09-26 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-25,497.00,61.70,59.70,40.00,11.00,7655.00,7723.00,664,2022-09-25 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-24,495.00,50.30,50.30,38.00,10.00,6507.00,6295.00,665,2022-09-24 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-23,495.00,45.60,40.60,44.00,5.00,5663.00,5713.00,666,2022-09-23 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-22,490.00,54.90,46.90,38.00,14.00,6927.00,6870.00,667,2022-09-22 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-21,482.00,47.10,46.10,29.00,18.00,5671.00,5902.00,668,2022-09-21 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-20,481.00,42.90,41.90,28.00,13.00,5244.00,5385.00,669,2022-09-20 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-19,480.00,50.60,47.60,29.00,8.00,6714.00,6324.00,670,2022-09-19 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-18,477.00,52.90,50.90,25.00,9.00,6392.00,6634.00,671,2022-09-18 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-17,475.00,40.80,35.80,25.00,4.00,4926.00,5112.00,672,2022-09-17 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-16,470.00,49.60,44.60,34.00,6.00,6718.00,6206.00,673,2022-09-16 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-15,465.00,44.20,32.20,33.00,5.00,5145.00,5551.00,674,2022-09-15 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-14,453.00,42.20,40.20,32.00,10.00,5351.00,5284.00,675,2022-09-14 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-13,451.00,40.50,42.50,33.00,7.00,5250.00,5073.00,676,2022-09-13 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-12,453.00,54.40,54.40,28.00,13.00,6607.00,6805.00,677,2022-09-12 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-11,453.00,52.00,50.00,29.00,7.00,6820.00,6502.00,678,2022-09-11 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-10,451.00,37.00,38.00,27.00,8.00,4512.00,4634.00,679,2022-09-10 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-09,452.00,47.80,48.80,27.00,7.00,6089.00,5992.00,680,2022-09-09 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-08,453.00,46.80,44.80,25.00,7.00,5562.00,5848.00,681,2022-09-08 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-07,451.00,42.30,41.30,30.00,1.00,5435.00,5288.00,682,2022-09-07 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-06,450.00,37.80,39.80,35.00,4.00,4827.00,4727.00,683,2022-09-06 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-05,452.00,47.00,46.00,31.00,10.00,5984.00,5878.00,684,2022-09-05 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-04,451.00,51.10,50.10,28.00,9.00,6292.00,6386.00,685,2022-09-04 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-03,450.00,46.10,51.10,33.00,5.00,5756.00,5767.00,686,2022-09-03 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-02,455.00,48.10,34.10,38.00,4.00,5976.00,6019.00,687,2022-09-02 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-09-01,441.00,53.40,48.40,39.00,7.00,6822.00,6674.00,688,2022-09-01 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-08-31,436.00,41.90,45.90,40.00,10.00,5247.00,5249.00,689,2022-08-31 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-08-30,440.00,47.90,47.90,39.00,6.00,5982.00,5996.00,690,2022-08-30 00:00:00,1,0,2024-07-20 10:08:00,0,2024-07-20 10:08:00,,,
2022-08-29,440.00,48.60,53.60,42.00,8.00,6087.00,6082.00,691,2022-08-29 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-28,445.00,52.60,54.60,53.00,4.00,6399.00,6581.00,692,2022-08-28 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-27,447.00,43.40,56.40,52.00,7.00,5136.00,5434.00,693,2022-08-27 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-26,460.00,41.30,54.30,58.00,5.00,5034.00,5166.00,694,2022-08-26 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-25,473.00,42.70,50.70,54.00,8.00,5348.00,5348.00,695,2022-08-25 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-24,481.00,44.40,53.40,51.00,11.00,5559.00,5559.00,696,2022-08-24 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-23,490.00,44.00,54.00,51.00,10.00,5347.00,5492.00,697,2022-08-23 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-22,500.00,48.40,48.40,49.00,13.00,5982.00,6047.00,698,2022-08-22 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-21,500.00,42.70,34.70,53.00,9.00,6020.00,5337.00,699,2022-08-21 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-20,492.00,32.80,28.80,40.00,14.00,4092.00,4092.00,700,2022-08-20 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-19,488.00,22.60,29.60,36.00,6.00,2931.00,2832.00,701,2022-08-19 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-18,495.00,50.80,52.80,32.00,11.00,6181.00,6369.00,702,2022-08-18 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-17,497.00,45.10,56.10,33.00,5.00,5853.00,5641.00,703,2022-08-17 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-16,508.00,43.30,56.30,35.00,8.00,5349.00,5433.00,704,2022-08-16 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-15,521.00,51.40,53.40,34.00,6.00,6399.00,6452.00,705,2022-08-15 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-14,523.00,53.30,55.30,35.00,7.00,6552.00,6665.00,706,2022-08-14 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-13,525.00,51.20,56.20,39.00,3.00,6609.00,6416.00,707,2022-08-13 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-12,530.00,49.90,52.90,40.00,4.00,6193.00,6254.00,708,2022-08-12 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-11,533.00,49.70,51.70,48.00,7.00,6241.00,6228.00,709,2022-08-11 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-10,535.00,46.30,51.30,42.00,11.00,5768.00,5800.00,710,2022-08-10 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-09,540.00,50.20,50.20,41.00,11.00,6350.00,6288.00,711,2022-08-09 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-08,540.00,49.20,59.20,34.00,18.00,5770.00,6168.00,712,2022-08-08 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-07,550.00,50.10,45.10,33.00,13.00,6628.00,6260.00,713,2022-08-07 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-06,545.00,44.50,50.50,28.00,9.00,5667.00,5562.00,714,2022-08-06 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-05,551.00,45.20,41.20,26.00,6.00,5460.00,5667.00,715,2022-08-05 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-04,547.00,55.00,60.00,26.00,8.00,6603.00,6875.00,716,2022-08-04 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-03,552.00,57.40,60.40,27.00,5.00,6504.00,7191.00,717,2022-08-03 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-02,555.00,49.20,52.20,29.00,8.00,6450.00,6148.00,718,2022-08-02 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-08-01,558.00,45.70,45.70,32.00,5.00,6039.00,5721.00,719,2022-08-01 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-07-31,558.00,53.40,53.40,36.00,5.00,6511.00,6687.00,720,2022-07-31 00:00:00,1,0,2024-07-20 10:08:03,0,2024-07-20 10:08:03,,,
2022-07-30,558.00,41.80,39.80,32.00,6.00,5668.00,5226.00,721,2022-07-30 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-29,556.00,40.80,30.80,39.00,6.00,5248.00,5100.00,722,2022-07-29 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-28,546.00,43.30,53.30,34.00,8.00,5562.00,5430.00,723,2022-07-28 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-27,556.00,46.10,54.10,33.00,7.00,5566.00,5774.00,724,2022-07-27 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-26,564.00,50.20,51.20,31.00,7.00,6401.00,6283.00,725,2022-07-26 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-25,565.00,52.10,60.10,28.00,9.00,6405.00,6526.00,726,2022-07-25 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-24,573.00,55.70,57.70,31.00,10.00,7139.00,6972.00,727,2022-07-24 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-23,575.00,46.30,56.30,34.00,3.00,5670.00,5784.00,728,2022-07-23 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-22,585.00,51.20,61.20,31.00,14.00,6397.00,6409.00,729,2022-07-22 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-21,595.00,49.70,51.70,38.00,4.00,6090.00,6221.00,730,2022-07-21 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-20,597.00,50.60,55.60,23.00,9.00,6295.00,6348.00,731,2022-07-20 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-19,602.00,51.60,53.60,32.00,5.00,6610.00,6451.00,732,2022-07-19 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-18,604.00,55.20,53.20,32.00,9.00,6667.00,6905.00,733,2022-07-18 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-17,602.00,55.80,58.80,26.00,9.00,7129.00,6995.00,734,2022-07-17 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-16,605.00,50.60,60.60,29.00,6.00,6086.00,6347.00,735,2022-07-16 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-15,615.00,49.80,49.80,32.00,5.00,6442.00,6226.00,736,2022-07-15 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-14,615.00,50.60,47.60,34.00,9.00,6456.00,6338.00,737,2022-07-14 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-13,612.00,44.70,44.70,31.00,5.00,5249.00,5592.00,738,2022-07-13 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-12,612.00,51.50,50.50,34.00,4.00,6504.00,6459.00,739,2022-07-12 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-11,611.00,56.70,48.70,35.00,9.00,7140.00,7115.00,740,2022-07-11 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-10,603.00,53.90,49.90,37.00,10.00,6952.00,6748.00,741,2022-07-10 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-09,599.00,47.80,47.80,36.00,9.00,5618.00,5996.00,742,2022-07-09 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-08,599.00,53.50,46.50,34.00,11.00,6923.00,6702.00,743,2022-07-08 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-07,592.00,50.40,32.40,40.00,4.00,6735.00,6300.00,744,2022-07-07 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-06,574.00,48.50,48.50,34.00,7.00,6081.00,6064.00,745,2022-07-06 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-05,574.00,37.90,36.90,34.00,7.00,4515.00,4731.00,746,2022-07-05 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-04,573.00,47.60,55.60,34.00,5.00,6081.00,5968.00,747,2022-07-04 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-03,581.00,54.30,51.30,27.00,10.00,6604.00,6802.00,748,2022-07-03 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-02,578.00,45.40,47.40,25.00,9.00,5669.00,5682.00,749,2022-07-02 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-07-01,580.00,51.10,48.10,21.00,5.00,6511.00,6403.00,750,2022-07-01 00:00:00,1,0,2024-07-20 10:08:07,0,2024-07-20 10:08:07,,,
2022-06-30,577.00,50.40,48.40,22.00,14.00,6510.00,6304.00,751,2022-06-30 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-29,575.00,52.30,54.30,24.00,8.00,6510.00,6554.00,752,2022-06-29 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-28,577.00,57.00,50.00,19.00,13.00,6825.00,7150.00,753,2022-06-28 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-27,570.00,53.60,33.60,24.00,9.00,6721.00,6723.00,754,2022-06-27 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-26,550.00,49.00,31.00,21.00,9.00,6507.00,6156.00,755,2022-06-26 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-25,532.00,48.00,54.00,23.00,5.00,5565.00,6005.00,756,2022-06-25 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-24,538.00,56.30,48.30,20.00,10.00,7247.00,7045.00,757,2022-06-24 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-23,530.00,50.30,50.30,19.00,7.00,6512.00,6308.00,758,2022-06-23 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-22,530.00,46.10,38.10,27.00,5.00,5768.00,5789.00,759,2022-06-22 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-21,522.00,50.40,43.40,23.00,6.00,6222.00,6303.00,760,2022-06-21 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-20,515.00,54.00,45.00,23.00,8.00,6613.00,6752.00,761,2022-06-20 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-19,506.00,62.60,45.60,23.00,4.00,8083.00,7849.00,762,2022-06-19 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-18,489.00,48.20,44.20,21.00,6.00,5896.00,6040.00,763,2022-06-18 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-17,485.00,48.00,61.00,21.00,6.00,5826.00,6020.00,764,2022-06-17 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-16,498.00,53.10,55.10,28.00,6.00,6880.00,6637.00,765,2022-06-16 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-15,500.00,49.70,50.70,33.00,6.00,6320.00,6221.00,766,2022-06-15 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-14,501.00,48.00,47.00,29.00,8.00,5875.00,5998.00,767,2022-06-14 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-13,500.00,47.80,43.80,29.00,5.00,5874.00,5990.00,768,2022-06-13 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-12,496.00,50.90,54.90,26.00,11.00,6540.00,6383.00,769,2022-06-12 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-11,500.00,52.00,57.00,32.00,4.00,6405.00,6503.00,770,2022-06-11 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-10,505.00,50.70,58.70,33.00,6.00,6553.00,6351.00,771,2022-06-10 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-09,513.00,52.50,59.50,38.00,8.00,6455.00,6565.00,772,2022-06-09 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-08,520.00,51.10,54.10,48.00,5.00,6504.00,6399.00,773,2022-06-08 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-07,523.00,47.30,52.30,48.00,5.00,5961.00,5921.00,774,2022-06-07 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-06,528.00,54.60,59.60,48.00,8.00,6508.00,6827.00,775,2022-06-06 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-05,533.00,57.40,46.40,46.00,10.00,6985.00,7201.00,776,2022-06-05 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-04,522.00,56.50,54.50,47.00,7.00,7444.00,7087.00,777,2022-06-04 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-03,520.00,54.20,49.20,52.00,4.00,6462.00,6796.00,778,2022-06-03 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-02,515.00,51.40,36.40,45.00,11.00,6710.00,6448.00,779,2022-06-02 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-06-01,500.00,52.60,55.60,47.00,3.00,6708.00,6591.00,780,2022-06-01 00:00:00,1,0,2024-07-20 10:08:09,0,2024-07-20 10:08:09,,,
2022-05-31,503.00,57.20,49.20,45.00,5.00,7035.00,7163.00,781,2022-05-31 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-30,495.00,60.20,49.20,52.00,5.00,7658.00,7528.00,782,2022-05-30 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-29,484.00,54.20,55.20,55.00,5.00,6765.00,6789.00,783,2022-05-29 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-28,485.00,56.40,44.40,54.00,5.00,7031.00,7055.00,784,2022-05-28 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-27,473.00,54.00,53.00,56.00,5.00,6927.00,6761.00,785,2022-05-27 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-26,472.00,56.00,44.00,62.00,14.00,6937.00,7005.00,786,2022-05-26 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-25,460.00,47.30,36.30,56.00,8.00,5901.00,5924.00,787,2022-05-25 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-24,449.00,56.70,52.70,52.00,3.00,7053.00,7107.00,788,2022-05-24 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-23,445.00,58.60,58.60,49.00,6.00,7307.00,7329.00,789,2022-05-23 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-22,445.00,50.50,55.50,55.00,3.00,6413.00,6317.00,790,2022-05-22 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-21,450.00,44.30,46.30,58.00,5.00,5379.00,5545.00,791,2022-05-21 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-20,452.00,40.50,43.50,59.00,6.00,5291.00,5070.00,792,2022-05-20 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-19,455.00,38.00,53.00,58.00,7.00,4791.00,4762.00,793,2022-05-19 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-18,470.00,41.10,44.10,55.00,8.00,5131.00,5146.00,794,2022-05-18 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-17,473.00,48.40,48.40,54.00,9.00,6076.00,6061.00,795,2022-05-17 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-16,473.00,46.80,45.80,52.00,9.00,5652.00,5866.00,796,2022-05-16 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-15,472.00,46.00,46.00,51.00,7.00,5775.00,5769.00,797,2022-05-15 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-14,472.00,45.00,44.00,54.00,7.00,5759.00,5631.00,798,2022-05-14 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-13,471.00,48.60,47.60,45.00,11.00,6082.00,6081.00,799,2022-05-13 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-12,470.00,42.40,47.40,42.00,6.00,5348.00,5324.00,800,2022-05-12 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-11,475.00,46.30,51.30,46.00,9.00,5746.00,5799.00,801,2022-05-11 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-10,480.00,41.10,46.10,49.00,11.00,5240.00,5153.00,802,2022-05-10 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-09,485.00,50.60,53.60,43.00,12.00,5874.00,6342.00,803,2022-05-09 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-08,488.00,48.40,48.40,46.00,9.00,6498.00,6071.00,804,2022-05-08 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-07,488.00,40.40,42.40,49.00,11.00,5037.00,5067.00,805,2022-05-07 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-06,490.00,46.20,40.20,48.00,10.00,5736.00,5800.00,806,2022-05-06 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-05,484.00,48.70,49.70,46.00,7.00,6162.00,6090.00,807,2022-05-05 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-04,485.00,46.40,51.40,52.00,8.00,5561.00,5813.00,808,2022-05-04 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-03,490.00,45.70,51.70,50.00,7.00,5769.00,5731.00,809,2022-05-03 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
2022-05-02,496.00,49.70,50.70,52.00,8.00,6520.00,6222.00,810,2022-05-02 00:00:00,1,0,2024-07-20 10:08:12,0,2024-07-20 10:08:12,,,
