时间,国别(地区),当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,俄罗斯,816583.90,349.65,1219436.30,53263.30,67154.00,1,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-05,菲律宾,488564.00,-61.01,3724224.10,29119.20,251398.60,2,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-05,老挝,9581.80,298.10,29133.20,507.60,1571.50,3,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-05,蒙古,283553.70,181.79,844569.80,8693.30,27058.40,4,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-05,缅甸,59990.90,41.85,166487.70,2448.80,6801.60,5,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-05,印尼,12332404.10,-4.45,64692000.40,763660.00,4122795.40,6,2024-05-31 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,俄罗斯,181606.10,46.37,402852.40,6005.80,13890.60,7,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,菲律宾,1253023.10,12.96,3235660.10,76398.70,222279.40,8,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,老挝,2406.90,152.60,19551.40,128.90,1064.00,9,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,蒙古,100626.00,-48.92,561016.10,3273.70,18365.10,10,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,缅甸,42292.70,26.09,106496.90,1728.50,4352.80,11,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
2024-04,尼日利亚,0.00,8.33,0.00,0.30,0.30,12,2024-04-30 00:00:00,1,0,2024-07-20 14:30:05,0,2024-07-20 14:30:05,,,
