时间,5500大卡,环比增减,5000大卡,环比增减_1,4500大卡,环比增减_2,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,728.00,0.00,657.00,0.00,587.00,0.00,1,2024-07-19 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-07-12,728.00,1.00,657.00,1.00,587.00,1.00,2,2024-07-12 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-07-05,727.00,-2.00,656.00,-3.00,586.00,-3.00,3,2024-07-05 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-06-28,729.00,-2.00,659.00,-2.00,589.00,-3.00,4,2024-06-28 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-06-21,731.00,-1.00,661.00,-1.00,592.00,-1.00,5,2024-06-21 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-06-14,732.00,0.00,662.00,0.00,593.00,0.00,6,2024-06-14 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-06-07,732.00,2.00,662.00,1.00,593.00,2.00,7,2024-06-07 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-05-31,730.00,1.00,661.00,1.00,591.00,1.00,8,2024-05-31 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-05-24,729.00,4.00,660.00,3.00,590.00,3.00,9,2024-05-24 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-05-17,725.00,1.00,657.00,1.00,587.00,2.00,10,2024-05-17 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-05-10,724.00,1.00,656.00,3.00,585.00,1.00,11,2024-05-10 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-04-26,723.00,-1.00,653.00,0.00,584.00,0.00,12,2024-04-26 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-04-19,724.00,2.00,653.00,2.00,584.00,2.00,13,2024-04-19 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-04-12,722.00,-11.00,651.00,-10.00,582.00,-8.00,14,2024-04-12 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-03-29,733.00,-2.00,661.00,-1.00,590.00,-1.00,15,2024-03-29 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-03-22,735.00,-8.00,662.00,-8.00,591.00,-7.00,16,2024-03-22 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-03-15,743.00,-3.00,670.00,-4.00,598.00,-4.00,17,2024-03-15 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-03-08,746.00,-2.00,674.00,-3.00,602.00,-2.00,18,2024-03-08 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-03-01,748.00,-1.00,677.00,-1.00,604.00,0.00,19,2024-03-01 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-02-23,749.00,5.00,678.00,5.00,604.00,4.00,20,2024-02-23 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-02-09,744.00,0.00,673.00,2.00,600.00,1.00,21,2024-02-09 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-02-02,744.00,-3.00,671.00,-3.00,599.00,-3.00,22,2024-02-02 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-01-26,747.00,0.00,674.00,0.00,602.00,0.00,23,2024-01-26 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-01-19,747.00,-1.00,674.00,-2.00,602.00,-2.00,24,2024-01-19 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-01-12,748.00,-2.00,676.00,-1.00,604.00,-1.00,25,2024-01-12 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2024-01-05,750.00,0.00,677.00,-1.00,605.00,0.00,26,2024-01-05 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2023-12-29,750.00,-4.00,678.00,-4.00,605.00,-3.00,27,2023-12-29 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2023-12-22,754.00,1.00,682.00,1.00,608.00,0.00,28,2023-12-22 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2023-12-15,753.00,2.00,681.00,4.00,608.00,2.00,29,2023-12-15 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2023-12-08,751.00,-2.00,677.00,-1.00,606.00,-1.00,30,2023-12-08 00:00:00,1,0,2024-07-20 05:45:41,0,2024-07-20 05:45:41,,,
2023-12-01,753.00,0.00,678.00,0.00,607.00,0.00,31,2023-12-01 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-11-24,753.00,-3.00,678.00,-3.00,607.00,-1.00,32,2023-11-24 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-11-17,756.00,2.00,681.00,3.00,608.00,3.00,33,2023-11-17 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-11-10,754.00,-3.00,678.00,-3.00,605.00,0.00,34,2023-11-10 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-11-03,757.00,-3.00,681.00,-6.00,605.00,-3.00,35,2023-11-03 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-10-27,760.00,-4.00,687.00,-4.00,608.00,-4.00,36,2023-10-27 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-10-20,764.00,-2.00,691.00,-3.00,612.00,-4.00,37,2023-10-20 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-10-13,766.00,16.00,694.00,15.00,616.00,12.00,38,2023-10-13 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-09-28,750.00,-4.00,679.00,-3.00,604.00,-3.00,39,2023-09-28 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-09-22,754.00,17.00,682.00,17.00,607.00,14.00,40,2023-09-22 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-09-15,737.00,3.00,665.00,3.00,593.00,3.00,41,2023-09-15 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-09-08,734.00,9.00,662.00,9.00,590.00,8.00,42,2023-09-08 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-09-01,725.00,-2.00,653.00,-2.00,582.00,-1.00,43,2023-09-01 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-08-25,727.00,1.00,655.00,2.00,583.00,1.00,44,2023-08-25 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-08-18,726.00,-5.00,653.00,-6.00,582.00,-6.00,45,2023-08-18 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-08-11,731.00,-2.00,659.00,-2.00,588.00,-2.00,46,2023-08-11 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-08-04,733.00,-1.00,661.00,-1.00,590.00,-1.00,47,2023-08-04 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-07-28,734.00,-1.00,662.00,-2.00,591.00,-3.00,48,2023-07-28 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-07-21,735.00,5.00,664.00,5.00,594.00,5.00,49,2023-07-21 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-07-14,730.00,-1.00,659.00,-1.00,589.00,0.00,50,2023-07-14 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-07-07,731.00,0.00,660.00,0.00,589.00,1.00,51,2023-07-07 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-06-30,731.00,8.00,660.00,8.00,588.00,5.00,52,2023-06-30 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-06-16,723.00,-2.00,652.00,-3.00,583.00,-2.00,53,2023-06-16 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-06-09,725.00,-4.00,655.00,-2.00,585.00,-2.00,54,2023-06-09 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-06-02,729.00,-18.00,657.00,-17.00,587.00,-17.00,55,2023-06-02 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-05-31,747.00,-14.00,674.00,-14.00,604.00,-15.00,56,2023-05-31 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-05-26,761.00,-9.00,688.00,-8.00,619.00,-7.00,57,2023-05-26 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-05-19,770.00,-3.00,696.00,-2.00,626.00,-2.00,58,2023-05-19 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-05-12,773.00,-4.00,698.00,-4.00,628.00,-4.00,59,2023-05-12 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-05-05,777.00,-1.00,702.00,-1.00,632.00,-1.00,60,2023-05-05 00:00:00,1,0,2024-07-20 05:45:44,0,2024-07-20 05:45:44,,,
2023-04-28,778.00,-5.00,703.00,-2.00,633.00,-2.00,61,2023-04-28 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-04-21,783.00,1.00,705.00,4.00,635.00,4.00,62,2023-04-21 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-04-14,782.00,-12.00,701.00,-10.00,631.00,-10.00,63,2023-04-14 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-04-07,794.00,-4.00,711.00,-1.00,641.00,0.00,64,2023-04-07 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-03-31,798.00,-3.00,712.00,-2.00,641.00,-2.00,65,2023-03-31 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-03-24,801.00,-4.00,714.00,-4.00,643.00,-3.00,66,2023-03-24 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-03-17,805.00,0.00,718.00,-2.00,646.00,-2.00,67,2023-03-17 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-03-10,805.00,-4.00,720.00,-10.00,648.00,-9.00,68,2023-03-10 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-03-03,809.00,7.00,730.00,13.00,657.00,12.00,69,2023-03-03 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-02-24,802.00,20.00,717.00,24.00,645.00,22.00,70,2023-02-24 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-02-17,782.00,-17.00,693.00,-18.00,623.00,-17.00,71,2023-02-17 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-02-10,799.00,-14.00,711.00,-25.00,640.00,-22.00,72,2023-02-10 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-02-03,813.00,0.00,736.00,-4.00,662.00,-4.00,73,2023-02-03 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-01-20,813.00,0.00,740.00,0.00,666.00,0.00,74,2023-01-20 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-01-13,813.00,0.00,740.00,4.00,666.00,3.00,75,2023-01-13 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2023-01-06,813.00,0.00,736.00,-1.00,663.00,-1.00,76,2023-01-06 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-12-30,813.00,0.00,737.00,-3.00,664.00,-2.00,77,2022-12-30 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-12-23,813.00,0.00,740.00,0.00,666.00,0.00,78,2022-12-23 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-12-16,813.00,0.00,740.00,0.00,666.00,0.00,79,2022-12-16 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-12-09,813.00,0.00,740.00,0.00,666.00,0.00,80,2022-12-09 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-12-02,813.00,0.00,740.00,0.00,666.00,0.00,81,2022-12-02 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-11-25,813.00,0.00,740.00,0.00,666.00,0.00,82,2022-11-25 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-11-18,813.00,0.00,740.00,0.00,666.00,0.00,83,2022-11-18 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-11-11,813.00,0.00,740.00,0.00,666.00,0.00,84,2022-11-11 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-11-04,813.00,7.00,740.00,7.00,666.00,7.00,85,2022-11-04 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-10-28,806.00,20.00,733.00,18.00,659.00,24.00,86,2022-10-28 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-10-21,786.00,0.00,715.00,0.00,635.00,0.00,87,2022-10-21 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-10-14,786.00,0.00,715.00,0.00,635.00,0.00,88,2022-10-14 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-09-30,786.00,0.00,715.00,0.00,635.00,0.00,89,2022-09-30 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-09-23,786.00,0.00,715.00,0.00,635.00,0.00,90,2022-09-23 00:00:00,1,0,2024-07-20 05:45:48,0,2024-07-20 05:45:48,,,
2022-09-16,786.00,0.00,715.00,0.00,635.00,0.00,91,2022-09-16 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-09-09,786.00,0.00,715.00,0.00,635.00,0.00,92,2022-09-09 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-09-02,786.00,0.00,715.00,0.00,635.00,0.00,93,2022-09-02 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-08-26,786.00,0.00,715.00,0.00,635.00,0.00,94,2022-08-26 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-08-19,786.00,0.00,715.00,0.00,635.00,0.00,95,2022-08-19 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-08-12,786.00,0.00,715.00,0.00,635.00,0.00,96,2022-08-12 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
2022-08-05,786.00,0.00,715.00,0.00,635.00,0.00,97,2022-08-05 00:00:00,1,0,2024-07-20 05:45:51,0,2024-07-20 05:45:51,,,
