时间,项目名称,累计值(小时),累计同比变化(小时),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2018-07,水力发电,1924.00,3.00,254,2018-07-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-07,火力发电,2529.00,128.00,255,2018-07-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-06,合计,1858.00,68.00,256,2018-06-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-06,水力发电,1505.00,-9.00,257,2018-06-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-06,火力发电,2126.00,116.00,258,2018-06-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-06,风力发电,1143.00,159.00,259,2018-06-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-05,合计,1539.00,61.00,260,2018-05-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-05,水力发电,1155.00,-6.00,261,2018-05-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-05,火力发电,1776.00,99.00,262,2018-05-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-05,风力发电,1001.00,149.00,263,2018-05-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-04,合计,1221.00,41.00,264,2018-04-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-04,水力发电,845.00,-26.00,265,2018-04-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-04,火力发电,1426.00,69.00,266,2018-04-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-04,风力发电,812.00,150.00,267,2018-04-30 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-03,合计,922.00,34.00,268,2018-03-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-03,水力发电,617.00,-6.00,269,2018-03-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-03,火力发电,1089.00,52.00,270,2018-03-31 00:00:00,1,0,2024-07-20 16:06:09,0,2024-07-20 16:06:09,,,
2018-03,风力发电,592.00,124.00,271,2018-03-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2018-02,合计,614.00,36.00,272,2018-02-28 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2018-02,水力发电,410.00,14.00,273,2018-02-28 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2018-02,火力发电,729.00,51.00,274,2018-02-28 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2018-02,风力发电,387.00,83.00,275,2018-02-28 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-12,合计,3786.00,-11.00,276,2017-12-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-12,水力发电,3579.00,-40.00,277,2017-12-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-12,火力发电,4209.00,23.00,278,2017-12-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-11,合计,3416.00,-18.00,279,2017-11-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-11,水力发电,3298.00,-36.00,280,2017-11-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-11,火力发电,3772.00,16.00,281,2017-11-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-11,风力发电,1752.00,179.00,282,2017-11-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-10,合计,3109.00,-13.00,283,2017-10-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-10,水力发电,3024.00,-44.00,284,2017-10-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-10,火力发电,3431.00,26.00,285,2017-10-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-10,风力发电,1552.00,151.00,286,2017-10-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-09,合计,2811.00,-7.00,287,2017-09-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-09,水力发电,2674.00,-92.00,288,2017-09-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-09,火力发电,3117.00,47.00,289,2017-09-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-09,风力发电,1386.00,135.00,290,2017-09-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-08,合计,2503.00,-3.00,291,2017-08-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-08,水力发电,2304.00,-152.00,292,2017-08-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-08,火力发电,2793.00,67.00,293,2017-08-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-08,风力发电,1245.00,101.00,294,2017-08-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-07,合计,2148.00,-1.00,295,2017-07-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-07,水力发电,1920.00,-159.00,296,2017-07-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-07,火力发电,2402.00,66.00,297,2017-07-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-07,风力发电,1118.00,79.00,298,2017-07-31 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-06,水力发电,1514.00,-144.00,299,2017-06-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-06,火力发电,2010.00,46.00,300,2017-06-30 00:00:00,1,0,2024-07-20 16:06:11,0,2024-07-20 16:06:11,,,
2017-06,火力发电,2010.00,46.00,301,2017-06-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-06,风力发电,984.00,67.00,302,2017-06-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-05,合计,1479.00,-5.00,303,2017-05-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-05,水力发电,1161.00,-134.00,304,2017-05-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-05,火力发电,1677.00,42.00,305,2017-05-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-05,风力发电,852.00,59.00,306,2017-05-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-04,合计,1179.00,-1.00,307,2017-04-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-04,水力发电,870.00,-95.00,308,2017-04-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-04,火力发电,1357.00,35.00,309,2017-04-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-04,风力发电,663.00,65.00,310,2017-04-30 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-03,合计,888.00,2.00,311,2017-03-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-03,水力发电,623.00,-68.00,312,2017-03-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-03,火力发电,1037.00,31.00,313,2017-03-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-03,风力发电,468.00,46.00,314,2017-03-31 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-02,合计,578.00,3.00,315,2017-02-28 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-02,水力发电,397.00,-49.00,316,2017-02-28 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2017-02,火力发电,678.00,21.00,317,2017-02-28 00:00:00,1,0,2024-07-20 16:06:15,0,2024-07-20 16:06:15,,,
2024-06,合计,1666.00,-71.00,574,2024-06-30 00:00:00,1,0,2024-08-01 10:44:16,0,2024-08-01 10:44:16,,,
2024-09,合计,2619.00,-106.00,575,2024-09-30 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-09,水力发电设备,2672.50,305.30,576,2024-09-30 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-09,火力发电设备,3304.90,-39.40,577,2024-09-30 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-09,风力发电设备,1567.40,-97.40,578,2024-09-30 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-08,合计,2328.00,-103.00,579,2024-08-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-08,水力发电设备,2359.80,376.20,580,2024-08-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-08,火力发电设备,2928.50,-70.70,581,2024-08-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-08,风力发电设备,1407.80,-129.90,582,2024-08-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-07,合计,1994.00,-91.00,583,2024-07-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-07,水力发电设备,1927.90,350.40,584,2024-07-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-07,火力发电设备,2498.90,-74.60,585,2024-07-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-07,风力发电设备,1293.10,-122.70,586,2024-07-31 00:00:00,1,0,2024-11-07 01:52:34,0,2024-11-07 01:52:34,,,
2024-10,合计,2880.00,-128.00,587,2024-10-31 00:00:00,1,0,2024-11-25 23:17:27,0,2024-11-25 23:17:27,,,
2024-11,合计,3147.00,-151.00,588,2024-11-30 00:00:00,1,0,2024-12-23 23:16:51,0,2024-12-23 23:16:51,,,
2024-12,合计,3442.00,-157.00,589,2024-12-31 00:00:00,1,0,2025-01-22 23:16:37,0,2025-01-22 23:16:37,,,
2025-02,合计,505.00,-61.00,590,2025-02-28 00:00:00,1,0,2025-03-21 23:18:12,0,2025-03-21 23:18:12,,,
2025-03,合计,769.00,-81.00,591,2025-03-31 00:00:00,1,0,2025-04-21 23:19:18,0,2025-04-21 23:19:18,,,
2025-04,合计,1008.00,-103.00,592,2025-04-30 00:00:00,1,0,2025-05-23 23:17:52,0,2025-05-23 23:17:52,,,
2025-05,合计,1249.00,-132.00,593,2025-05-31 00:00:00,1,0,2025-06-24 23:17:02,0,2025-06-24 23:17:02,,,
2025-06,合计,1504.00,-162.00,594,2025-06-30 00:00:00,1,0,2025-07-31 23:16:43,0,2025-07-31 23:16:43,,,
2025-07,合计,1806.00,-188.00,595,2025-07-31 00:00:00,1,0,2025-08-25 23:18:13,0,2025-08-25 23:18:13,,,
