时间,省份,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,北京市,104096.00,-13.97,435736.00,21119.00,89466.30,1,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,福建省,140.00,0.00,15280.00,79.80,2522.80,2,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,广东省,374.20,-98.87,90002.60,97.40,17468.10,3,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,河南省,45.00,800.00,154.00,16.60,52.80,4,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,江苏省,12.00,0.00,180.00,5.80,51.20,5,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,辽宁省,5000.00,0.00,15000.00,742.80,2437.90,6,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,宁夏区,20.00,-50.00,60.00,6.50,21.10,7,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,山东省,121851.00,19.85,389724.30,23997.70,90440.20,8,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,山西省,14371.80,-68.52,145379.50,2668.00,30173.80,9,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,陕西省,44.00,0.00,110.00,19.20,48.00,10,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,天津市,13300.00,-20.04,30256.10,2795.70,6075.60,11,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-05,浙江省,125.70,-17.68,670.00,37.70,220.00,12,2024-05-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,北京市,120996.00,46.62,331640.00,23974.50,68347.30,13,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,福建省,140.00,-99.07,15140.00,79.80,2443.00,14,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,广东省,33248.00,19.05,89628.50,4098.00,17370.70,15,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,河南省,5.00,-90.38,109.00,4.80,36.20,16,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,江苏省,12.00,-85.71,168.00,5.80,45.40,17,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,辽宁省,5000.00,0.00,10000.00,742.80,1695.10,18,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,山东省,101666.00,54.86,267873.40,27729.90,66442.50,19,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,山西省,45650.30,171.16,131007.80,8644.60,27505.80,20,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,陕西省,44.00,100.00,66.00,19.20,28.80,21,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,天津市,16633.50,5647.57,16956.10,3198.30,3279.90,22,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,云南省,96.20,0.21,192.20,12.90,25.70,23,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-04,浙江省,152.70,-56.55,544.30,47.60,182.30,24,2024-04-30 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,北京市,82524.00,-35.59,210644.00,17343.00,44372.80,25,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,广东省,27928.20,3003.24,56380.50,6548.50,13272.70,26,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,河南省,52.00,0.00,104.00,15.70,31.40,27,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,黑龙江省,1.70,-83.00,1.70,0.80,0.80,28,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,宁夏区,40.00,100.00,40.00,14.60,14.60,29,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,山东省,65650.60,129.41,166207.40,13165.00,38712.60,30,2024-03-31 00:00:00,1,0,2024-07-20 15:10:50,0,2024-07-20 15:10:50,,,
2024-03,山西省,16835.40,9.19,85357.50,3410.70,18861.30,31,2024-03-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-03,陕西省,22.00,-89.00,22.00,9.60,9.60,32,2024-03-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-03,天津市,289.40,771.69,322.60,60.80,81.60,33,2024-03-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-03,云南省,96.00,-81.37,96.00,12.80,12.80,34,2024-03-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-03,浙江省,351.40,774.20,391.60,119.60,134.70,35,2024-03-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,北京市,128120.00,191.14,128120.00,27029.80,27029.80,36,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,广东省,900.00,-96.73,28452.30,273.70,6724.20,37,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,河北省,5000.00,-54.55,5000.00,875.00,875.00,38,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,江苏省,84.00,16.67,156.00,18.50,39.60,39,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,山东省,28617.40,-60.22,100556.80,7292.90,25547.60,40,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,山西省,15418.10,-70.97,68522.10,3225.60,15450.60,41,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-02,天津市,33.20,-99.77,33.20,20.80,20.80,42,2024-02-29 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,福建省,15000.00,191.83,15000.00,2363.20,2363.20,43,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,广东省,27552.30,1.51,27552.30,6450.50,6450.50,44,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,河南省,52.00,940.00,52.00,15.70,15.70,45,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,湖南省,50.70,-27.54,50.70,2.20,2.20,46,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,江苏省,72.00,183.46,72.00,21.10,21.10,47,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,辽宁省,5000.00,-83.39,5000.00,952.30,952.30,48,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,山东省,71939.40,51.96,71939.40,18254.70,18254.70,49,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,山西省,53104.00,12.61,53104.00,12225.00,12225.00,50,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,上海市,13.00,441.67,13.00,3.90,3.90,51,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2024-01,浙江省,40.20,48.89,40.20,15.20,15.20,52,2024-01-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,北京市,44007.00,-67.31,1134712.10,10447.40,315673.50,53,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,广东省,27143.10,-1.71,250533.00,6314.40,75455.70,54,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,广西区,104.30,-8.11,322.60,17.20,55.40,55,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,江苏省,25.40,1.60,382.70,7.00,180.80,56,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,宁夏区,20.00,-80.39,664.40,7.30,245.10,57,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,山东省,47342.10,52.97,589508.60,11223.50,168376.60,58,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,山西省,47159.00,85.17,232028.10,10942.50,55816.90,59,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,陕西省,200.00,-20.00,874.40,46.10,180.30,60,2023-12-31 00:00:00,1,0,2024-07-20 15:10:54,0,2024-07-20 15:10:54,,,
2023-12,天津市,14180.50,11866.65,28499.20,3894.30,7283.60,61,2023-12-31 00:00:00,1,0,2024-07-20 15:10:58,0,2024-07-20 15:10:58,,,
2023-12,云南省,515.20,345.40,2256.30,67.80,307.10,62,2023-12-31 00:00:00,1,0,2024-07-20 15:10:58,0,2024-07-20 15:10:58,,,
2023-12,浙江省,27.00,-99.70,10495.00,7.90,2064.50,63,2023-12-31 00:00:00,1,0,2024-07-20 15:10:58,0,2024-07-20 15:10:58,,,
2023-11,北京市,134603.00,29.45,1090705.10,30793.50,305226.10,64,2023-11-30 00:00:00,1,0,2024-07-20 15:10:58,0,2024-07-20 15:10:58,,,
2023-11,福建省,5140.00,0.00,91188.20,867.70,23167.30,65,2023-11-30 00:00:00,1,0,2024-07-20 15:10:58,0,2024-07-20 15:10:58,,,
