CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
683.6861678320544,786.2089723657365,883.2539219723969,601.7955512550998,754.1337570207086,934.8984178115228
684.3602757376776,787.1850818132625,884.3258763127836,602.7678421774551,755.3005907758406,935.3989477885888
684.90238595327,787.7782894772478,884.967688705676,603.0968647748557,755.872160578268,935.9291684960168
684.2989227352543,787.1145105513933,884.2465963639676,602.661770289168,755.2366592596336,935.328266505666
680.2692236229831,782.8013547711912,879.2742184790594,599.3723069901047,751.2143840475726,928.8811614921576
677.99314353186,780.2437727351187,876.2495835053192,597.5267829093364,748.8631940452015,925.0523863433605
675.842391506129,777.8303632002859,873.587629550711,595.7202735937612,746.7688033383387,921.4879298405826
675.9476357381924,777.7205060473668,873.2635900703867,595.3968210942511,746.9635482823379,921.26006332953
677.447469403931,779.3850113263535,875.0845395523756,596.0803146952117,748.3652692296537,924.0900728868373
677.6603817229118,779.6299611972069,875.560244963647,596.4500933561,748.5178021982405,924.417655112884
680.0015759609469,782.0318542990258,878.4098843511756,597.7031518324254,750.344312246849,929.122255861243
681.3125719389491,783.5094577297915,880.0451775273226,598.8371280428929,751.4382141945741,931.69650776237
680.0804717503486,782.122587942393,878.5118000579832,597.8059667559353,750.0814373999074,929.6924093828975
680.7976362238326,783.1477548447285,879.6389094516063,598.86206519976,751.0965613185482,930.4689313053221
678.7167692048564,780.8148036327734,876.8666660997532,597.6088278804455,749.2098065989798,926.1457790397731
677.4770675330961,779.4495957180575,875.5825983251767,596.7766293761085,748.4777904969797,924.049697007422
676.3533846287587,777.956635021616,873.7294464638757,595.1866605296071,746.7120505648807,922.9458312458979
675.6112343479679,777.1332660565021,872.8289897105359,594.1228153650243,745.503945598285,923.3179384589366
674.806364720055,775.8069310798621,871.5886669840119,593.0399221795332,744.1380011400923,922.5686439776488
676.1193338431974,777.2569825396315,873.168530648149,594.0604618896706,744.9872814816044,924.6070264094088
675.2687113357069,776.3087572628226,872.1278425695209,593.6760079318138,744.1360669047476,922.9258428132107
673.8417350025111,774.9280075013666,870.6012308069521,593.1560168676866,743.0012538549424,919.8806845671786
671.8372108283017,773.1135140606262,868.3870567652111,592.5004886972897,741.5828423321896,915.4715516713137
669.4540715008475,770.8632696802918,865.4835093371039,591.7094234206228,739.880832336489,909.6984441256161
