label,file,recent_slope,forecast_slope_before,target_slope,applied,first_value_after,day10_delta_after,day20_delta_after
CCI4500,teninfer/CCI4500infer.csv,-5.900914455779698e-14,-0.1270676691729427,0.0,0,640.0,-8.0,-7.0
CCI5000,teninfer/CCI5000infer.csv,0.19999999999993573,-0.1864661654135328,0.0,0,736.0,-17.0,-10.0
CCI5500,teninfer/CCI5500infer.csv,0.8999999999999585,-0.2390977443609008,0.7199999999999669,1,827.0,7.0,14.0
CCI3800out,teninfer/CCI3800outinfer.csv,-1.937000000000026,0.22927695054984282,-1.549600000000021,1,563.94,-15.496000000000208,-30.992000000000417
CCI4700out,teninfer/CCI4700outinfer.csv,0.44399999999986467,0.1330722625264529,0.35519999999989177,0,709.72,-14.824363183437072,-9.349832798621264
CCI5500out,teninfer/CCI5500outinfer.csv,0.5639999999999076,-0.10946689596520064,0.4511999999999261,1,867.02,4.5119999999992615,9.023999999998523
