stage,mean_pairwise_corr,direction_agreement,terminal_pct_std,terminal_pct_range
before,-0.01824182144308016,0.4705361184953742,0.08114365324653153,0.16753185464841913
after,0.8264069814566112,0.889075630252101,0.016218122883933758,0.03343184088759377
