CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
639.4580123951653,756.1292626102868,852.0820573203889,589.420149902902,724.3618019542398,923.7321690781796
641.2801588858764,760.2502271527361,857.2260108415824,591.1406992381563,726.6100184335397,926.9530389074793
642.931100464501,763.7258044029563,861.107851220869,592.7959071487265,728.4023017729559,929.1556191592358
643.3807487906374,764.6379056787218,861.710086364953,593.279870370045,728.8581753149858,930.2804898441602
642.4644048050252,763.1714253758927,859.5545369774695,592.5547467168237,727.77161661545,928.305623834704
641.9814388135804,762.2198211612355,858.7223842806756,591.9952278063286,727.3513908563259,927.2390620043367
640.6995379666879,760.3199369533229,856.0771768420944,590.7864294747111,725.8814171717136,924.1433383142202
639.7993027548923,759.0626627068625,854.3148452451106,589.6486974387824,725.069687169244,921.9490785699073
637.6952454435971,756.0002418365667,850.7595368632237,586.8457872210611,722.5027008261969,917.454616581357
637.7903494137987,756.7385357107283,852.2834544954476,586.9430422147951,722.907717371447,917.3944786002365
637.2887548800031,755.9547350165287,851.055222886067,586.3474787355913,722.223402540582,916.777031690483
637.2365221736594,756.3295591144,851.8228409943797,586.3307710846896,722.4591216939873,916.9908266248852
636.5535065810024,755.5188948412658,850.5383278310211,585.7118242256186,721.6229869627143,914.9985529866633
637.084299756459,756.9624961523914,852.8262995409884,586.3627867240349,722.422105260117,915.9781044488051
637.4052483463979,758.3446047446473,853.7219563854017,587.1133465340433,722.8424611229776,916.9019565899367
638.8776114557899,761.2204602228827,856.987987710931,588.2715686554048,724.707754901078,919.5150184082961
639.037528004885,761.0369342247717,857.3867645456402,588.2676655330681,724.874207513899,920.600400317249
640.9012216641107,764.631798721743,862.0108120141288,590.6964425285771,727.1428058275637,924.3512737292982
640.7678119914736,764.2858577077006,861.2811536304853,590.4480969848682,726.95226500464,924.9326552015348
640.4411352295375,763.961644934246,861.3099733034923,590.2887094195797,726.7345387316935,925.0464056144456
640.0549366507271,763.9404826070584,861.4419210857716,590.0121671350682,726.3285917103503,924.5492728496858
639.1455586635391,762.7344192272276,860.5031243404549,589.026344161146,725.4396391442177,923.4507606515892
638.4016975540507,762.9128312012353,860.2556490069576,588.571312490695,725.1059001717426,922.2517648746756
639.4949508766757,765.590718315565,863.4750728390765,589.6388943180142,726.8171087062827,924.2929565477132
639.1292860131945,765.2226143658905,863.2692840214402,589.3981880616803,726.6408131360939,924.4357562704189
640.7352749459134,768.2594098935482,866.3475626782578,591.0984917585082,728.5890432776243,927.4303942691992
640.9149632624325,769.2866124090053,867.6051265599502,591.2982133125395,728.9251937026255,928.1198330081754
642.4559355881307,772.2439264667795,871.3174150622335,593.1951303808268,730.5274219952718,930.0749459651961
643.3561931951316,774.428970572865,873.7966717888385,594.0669935121978,731.2495825386549,930.9852926147538
642.3697283502624,773.0584280112208,871.560201353696,592.9133835761693,729.9339501220128,929.2222477119341
642.0760562836166,772.7050090125156,870.6222195022822,592.5240939765677,729.6811787384023,928.8180500107236
641.118194718221,770.819553101509,868.2419327639639,591.2513838937458,728.57064975215,928.0289746395232
642.0234889644861,772.0171912868983,869.3582526680284,591.4511122358201,729.3650094520377,930.2596174486498
642.8536573814201,773.1989750045608,870.1201279761423,592.2447404880932,730.4652678128367,933.1903547779559
643.4476887684631,774.096974782243,871.2867488590831,592.960612670979,731.0898922488012,934.5353301875476
643.3463141760664,773.1660332854866,869.5878342876903,592.8862384752896,730.9423085351325,934.4944211586995
642.6974920618006,771.6501533665536,866.8838869954792,592.4544279203927,730.2708219523439,934.6494431098731
642.1584399721888,770.1928999631998,864.5817859059874,591.6607722182986,729.3730275548754,933.8722281953101
641.4179439010187,768.3098935419857,861.6346663270539,590.9175979486175,728.1843937580866,932.7119406328668
643.489006377559,771.2053596548759,864.771429781482,592.3139893330042,730.1140190070391,936.053922176212
647.7011258567161,778.7648878793823,873.4723876575025,596.2917518676369,734.6979087491968,942.8269681646126
649.6723988491456,782.1590162317405,877.125681001502,598.087748607412,736.6923893454672,945.6921118113553
650.4598075206134,783.8366605625763,878.188765054959,598.8953903973653,737.5627917600457,947.5751116472271
649.960424415015,781.8823299092286,875.2035220182302,598.0071632726589,737.0308614956739,948.1834184094345
649.5607785354199,780.0449255534339,871.9661259461947,597.7645148760768,736.5109680088806,948.8502583878724
648.5273724477178,777.8844405275429,868.8964171532592,596.5989098313482,735.1111488726958,948.6654116799759
647.6978877827912,775.7118296695694,865.6181038009533,595.5979903868204,733.8311636012371,947.9207611322179
649.2965974209515,777.7416538295925,868.2263042308903,597.0029088960652,735.6079363946299,950.9274632004386
649.9641688626169,778.1011028165564,869.4001836161921,597.7118619965618,736.083210048372,951.4759387804642
650.4311989871394,778.2201518363818,869.9287589010006,598.0038008807014,736.3056925529738,952.1085019278995
650.1451558289983,777.6923920907791,869.357891287629,597.5725068489792,736.0331982774204,951.6966156538039
651.9030691129102,780.7235077825451,873.4019104743918,599.3431908165733,738.27886103389,954.5706999767638
652.5682986392526,781.2650424813123,874.0077298659901,600.0758378174322,738.8685119960172,955.3095335073167
651.2415798249849,778.5636404873895,870.1621050539485,598.8965496057956,737.2558882359776,954.1610849018207
650.7116502597804,778.3700229321859,869.5490345667888,598.3707231771829,736.837657854134,953.7384519106806
649.7446149498782,776.0301493768804,866.4585176717807,597.3945536669772,735.5057763942824,951.7349501913383
648.6528461142026,774.1673507002711,863.6706529812284,596.2920179855992,734.0013265757576,950.3936681045661
648.3367152479901,773.4167776048645,862.6766492511032,595.9979995232936,733.4966427589803,950.5209634913763
648.9467241908413,774.2656437250763,863.7803098930581,596.1505141581366,733.9090267900478,950.972067304843
650.0502207705837,776.3283501589591,866.2030891041888,597.3193887317042,735.1015256969706,952.8756253768884
650.693770224835,776.844035938428,866.7784752988208,597.8576638601357,735.678749156068,953.8070911477108
650.5327169316629,776.4654223619636,865.4181914273744,598.0538548951237,735.5461762474255,954.0944064783279
650.5254161061534,775.8313623174909,864.5523562856192,598.0257072670443,735.4777319994411,953.5679343594451
649.6975364691606,773.0955160134754,860.8604450359078,597.5516647417495,734.6066308226967,952.6907330477243
649.9023327237337,773.0887757783402,860.2711506653233,597.714688350535,734.843022879694,952.4225049872443
651.7853575649598,776.0175397845053,863.843312702958,599.5665120737193,736.9786031276261,954.7686140224441
653.2723014097095,777.8486985799152,865.8362018698352,600.7058975933651,738.3919338728776,956.1993615979784
654.3359065022697,779.6128181009522,867.3535432657361,601.3076068528803,739.3561867802936,957.9586156737718
656.1241378652619,782.6121843300933,870.4105968015979,602.5101918117867,741.1786607104402,961.328721843403
656.1484960815872,781.8312470079067,869.391464372342,602.1351898540383,741.1081260183998,962.0242072786903
654.3180347241221,777.9066889932753,863.1897662398711,600.2130905875665,739.0664852037773,959.7054757098803
654.4681590291043,777.4611977541039,861.932943656097,600.3851801816041,739.0815363416768,960.4888868048532
656.1278952296028,780.1228422546922,864.631359180329,602.0529312249885,741.0042174606497,962.5595111858513
659.0406060982443,785.021703189659,869.9635409392868,604.9524577070879,744.2889910399051,967.1572194613416
660.5919603249321,787.3652209614531,872.7134322045471,606.8250351039633,746.0445003000547,968.4277717660287
662.2365883582605,790.0052436890054,876.1697074208639,608.1582935559344,747.4934723878307,970.7010852627044
663.0412105999093,791.3365382449616,878.0117787941882,608.9484142352942,748.1621415712425,972.5630085156699
664.0208580195417,792.254392996602,879.805839444997,609.5479187614735,749.1380818306592,974.2465949098327
662.6944131879443,789.7426778769222,876.3027068232681,608.1586923789037,747.6415152782748,972.7368133434256
