window,col,group,short,latest,prev,delta,pct,z,corr,down_pressure
3,输入00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#--本期价格(美元/吨),国际/进口相关,00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#,48.2,48.2,0.0,0.0,0.0,0.7518969611003333,-0.0
3,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#,103.35,103.35,0.0,0.0,0.0,0.5662782430926718,-0.0
3,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#,88.35,88.35,0.0,0.0,0.0,0.702420511745469,-0.0
3,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#,72.85,72.85,0.0,0.0,0.0,0.7886603833465644,-0.0
3,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#,104.6,104.6,0.0,0.0,0.0,0.5602950286433569,-0.0
3,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#,74.1,74.1,0.0,0.0,0.0,0.7871182208879841,-0.0
3,输入00000004-易煤北方港指数_处理后_Q5000S0.8,指数,00000004-易煤北方港指数_处理后_Q5000S0.8,732.0,732.0,0.0,0.0,0.0,0.00590115130777951,-0.0
3,输入00000004-易煤北方港指数_处理后_Q5500S0.8,指数,00000004-易煤北方港指数_处理后_Q5500S0.8,827.0,827.0,0.0,0.0,0.0,-0.024682682165673462,0.0
3,输入00000005-易煤长江口指数_处理后_Q5000S0.8,指数,00000005-易煤长江口指数_处理后_Q5000S0.8,766.0,766.0,0.0,0.0,0.0,0.4362696483645727,-0.0
3,输入00000005-易煤长江口指数_处理后_Q5500S0.8,指数,00000005-易煤长江口指数_处理后_Q5500S0.8,856.0,856.0,0.0,0.0,0.0,0.7497524625912476,-0.0
3,输入00000010-API指数_处理后_API4(6000NAR),国际/进口相关,API API4(6000NAR),118.27,118.27,0.0,0.0,0.0,0.2771973393069793,-0.0
3,输入00000010-API指数_处理后_API5(5500NAR),国际/进口相关,API API5(5500NAR),104.12,104.12,0.0,0.0,0.0,0.4620544389947298,-0.0
3,输入00000010-API指数_处理后_API8(5800GAR),国际/进口相关,API API8(5800GAR),120.13,120.13,0.0,0.0,0.0,0.6193943639594193,-0.0
3,输入00000011-ICI指数_处理后_ICI1,国际/进口相关,ICI ICI1,129.46,129.46,0.0,0.0,0.0,0.566813216424634,-0.0
3,输入00000011-ICI指数_处理后_ICI2,国际/进口相关,ICI ICI2,108.3,108.3,0.0,0.0,0.0,0.625233052762662,-0.0
3,输入00000011-ICI指数_处理后_ICI3,国际/进口相关,ICI ICI3,86.81,86.81,0.0,0.0,0.0,0.6794314212412725,-0.0
3,输入00000011-ICI指数_处理后_ICI4,国际/进口相关,ICI ICI4,67.79,67.79,0.0,0.0,0.0,0.6653151791086732,-0.0
3,输入00000019-CCI指数_处理后_内蒙古鄂尔多斯5500,指数,CCI 内蒙古鄂尔多斯5500,622.0,631.0,-9.0,-1.4263074484944533,-0.3332173800364957,0.6893781812336272,0.22971279140499376
3,输入00000019-CCI指数_处理后_山西大同5500,指数,CCI 山西大同5500,718.0,720.0,-2.0,-0.2777777777777778,-0.06668181419380395,0.7089608217989826,0.04727479378988631
3,输入00000019-CCI指数_处理后_陕西榆林5800,指数,CCI 陕西榆林5800,705.0,712.0,-7.0,-0.9831460674157303,-0.2313561365410259,0.6136260725026529,0.14196615741505722
3,输入00000268-CCTD-煤炭价格_鄂尔多斯市_伊金霍洛旗_动力煤1#_价格(元/吨),国内/其它价格,00000268-鄂尔多斯市_伊金霍洛旗_动力煤1#,550.0,550.0,0.0,0.0,0.0,0.13121871375786476,-0.0
3,输入00000269-CCTD-煤炭价格_榆林市_神木县_动力煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_动力煤,605.0,605.0,0.0,0.0,0.0,0.5122799133122896,-0.0
3,输入00000269-CCTD-煤炭价格_榆林市_神木县_混煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_混煤,555.0,555.0,0.0,0.0,0.0,0.31131757225764145,-0.0
3,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力混煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力混煤,545.0,545.0,0.0,0.0,0.0,0.6930407522910431,-0.0
3,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力煤,500.0,500.0,0.0,0.0,0.0,0.6897948047681322,-0.0
3,输入00000270-CCTD-煤炭价格_朔州_朔州市_块煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_块煤,655.0,655.0,0.0,0.0,0.0,0.5991798656502978,-0.0
3,输入00000270-CCTD-煤炭价格_朔州_朔州市_气煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_气煤,465.0,465.0,0.0,0.0,0.0,0.6798978403802743,-0.0
3,输入00000271-CCTD-煤炭价格_朔州_右玉县_动力煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_动力煤,570.0,570.0,0.0,0.0,0.0,0.7002015060052996,-0.0
3,输入00000271-CCTD-煤炭价格_朔州_右玉县_气煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_气煤,540.0,540.0,0.0,0.0,0.0,0.6956793560437232,-0.0
3,输入00000273-CCTD-煤炭价格_到岸价格_印尼_气煤_价格(元/吨),国际/进口相关,00000273-到岸价格_印尼_气煤,1220.0,1220.0,0.0,0.0,0.0,0.027503674360005413,-0.0
3,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_喷吹煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_喷吹煤,1080.0,1080.0,0.0,0.0,0.0,0.11906092617355257,-0.0
3,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_气肥煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_气肥煤,1100.0,1100.0,0.0,0.0,0.0,0.08190661134112942,-0.0
3,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦焦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦焦煤,1200.0,1200.0,0.0,0.0,0.0,0.08774863752579341,-0.0
3,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦煤,1180.0,1180.0,0.0,0.0,0.0,0.08406386993393192,-0.0
3,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼塔巴尼奥-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼塔巴尼奥-中国广州,12.39,12.39,0.0,0.0,0.0,0.5339209717906246,-0.0
3,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼萨马林达-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼萨马林达-中国广州,9.99,9.99,0.0,0.0,0.0,0.49546459523053865,-0.0
3,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚海波因特-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚海波因特-中国舟山,19.16,19.16,0.0,0.0,0.0,0.3967954585541153,-0.0
3,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚纽卡斯尔-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚纽卡斯尔-中国舟山,18.96,18.96,0.0,0.0,0.0,0.22177537946766365,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-上海(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-上海(2-3万DWT),42.3,42.3,0.0,0.0,0.0,0.20785073389288522,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(1-1.5万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(1-1.5万DWT),62.8,62.8,0.0,0.0,0.0,0.19487353329634133,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(2-3万DWT),44.4,44.4,0.0,0.0,0.0,0.20939161496066896,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_曹妃甸-宁波(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_曹妃甸-宁波(4-5万DWT),41.5,41.5,0.0,0.0,0.0,0.1934326529457184,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-上海(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-上海(4-5万DWT),39.7,39.7,0.0,0.0,0.0,0.19343030430710398,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-南京(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-南京(3-4万DWT),45.7,45.7,0.0,0.0,0.0,0.20589104293951319,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-厦门(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-厦门(5-6万DWT),52.9,52.9,0.0,0.0,0.0,0.2040949187523752,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT),51.9,51.9,0.0,0.0,0.0,0.21031265149342726,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(5-6万DWT),60.4,60.4,0.0,0.0,0.0,0.19865284515299095,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(6-7万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(6-7万DWT),58.1,58.1,0.0,0.0,0.0,0.19204252276125702,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(2-3万DWT),43.6,43.6,0.0,0.0,0.0,0.2104369284665302,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(4-5万DWT),41.3,41.3,0.0,0.0,0.0,0.18947229971055451,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-福州(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-福州(3-4万DWT),49.4,49.4,0.0,0.0,0.0,0.2103360335122069,-0.0
3,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_黄骅-上海(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_黄骅-上海(3-4万DWT),40.1,40.1,0.0,0.0,0.0,0.1950220746894581,-0.0
3,00000259_动力煤_价格(元/吨)--原产地_南非,国际/进口相关,00000259_动力煤--原产地_南非,870.0,870.0,0.0,0.0,0.0,0.7422402747203688,-0.0
3,00000259_动力煤_价格(元/吨)--原产地_广西区,国内/其它价格,00000259_动力煤--原产地_广西区,765.0,765.0,0.0,0.0,0.0,0.6826891184010089,-0.0
3,00000259_动力煤_价格(元/吨)--原产地_澳大利亚,国际/进口相关,00000259_动力煤--原产地_澳大利亚,860.0,860.0,0.0,0.0,0.0,0.8574153066024744,-0.0
3,00000268_动力煤2#_价格(元/吨)--发热量_4500,国内/其它价格,00000268_动力煤2#--发热量_4500,360.0,360.0,0.0,0.0,0.0,0.08126001790743848,-0.0
3,00000268_动力煤2#_价格(元/吨)--发热量_5000,国内/其它价格,00000268_动力煤2#--发热量_5000,455.0,455.0,0.0,0.0,0.0,0.08905767022309008,-0.0
3,00000275_1/3焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_1/3焦煤--到岸港口_京唐,1170.0,1170.0,0.0,0.0,0.0,0.0954375715974532,-0.0
3,00000275_1/3焦煤_价格(元/吨)--到岸港口_大连,国内/其它价格,00000275_1/3焦煤--到岸港口_大连,1160.0,1160.0,0.0,0.0,0.0,0.08312286327358911,-0.0
3,00000275_主焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_主焦煤--到岸港口_京唐,1320.0,1320.0,0.0,0.0,0.0,0.09222791757905686,-0.0
3,00000275_主焦煤_价格(元/吨)--到岸港口_天津,国内/其它价格,00000275_主焦煤--到岸港口_天津,1300.0,1300.0,0.0,0.0,0.0,0.08053931597869299,-0.0
3,CCI4500,国内CCI目标,CCI4500,664.0,674.0,-10.0,-1.483679525222552,-0.2727741206474941,0.739241432288224,0.20164593163861438
3,CCI5000,国内CCI目标,CCI5000,764.0,773.0,-9.0,-1.1642949547218628,-0.21395430818173672,0.7471603091580847,0.15985816704677056
3,CCI5500,国内CCI目标,CCI5500,856.0,865.0,-9.0,-1.0404624277456647,-0.2098430482262348,0.7826920652138825,0.16424248878696807
3,CCI进口3800,进口CCI目标,CCI进口3800,574.14,594.63,-20.49000000000001,-3.4458402704202626,-0.8945692745157418,0.9644504936650692,0.86276777842431
3,CCI进口4700,进口CCI目标,CCI进口4700,735.98,744.25,-8.269999999999982,-1.1111857574739645,-0.2962405382289494,0.9595404777565797,0.28425478758307243
3,CCI进口5500,进口CCI目标,CCI进口5500,897.82,939.91,-42.08999999999992,-4.478088327605826,-1.8048286017575852,0.918316492289372,1.6574038707495575
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力煤1#--镇江港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力煤1#--镇江港,815.0,815.0,0.0,0.0,0.0,0.3105410214116877,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力煤3#--防城港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力煤3#--防城港,780.0,780.0,0.0,0.0,0.0,0.837067798603087,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力末煤3#--上海港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力末煤3#--上海港,790.0,790.0,0.0,0.0,0.0,0.845881234809105,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力末煤4#--上海港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力末煤4#--上海港,825.0,825.0,0.0,0.0,0.0,0.8407766250106555,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--榆神煤--徐州市--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--榆神煤--徐州市,890.0,890.0,0.0,0.0,0.0,0.5160765389068153,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--黄陵煤--徐州市--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--黄陵煤--徐州市,845.0,845.0,0.0,0.0,0.0,0.518219173345838,-0.0
5,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--优混--广州港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--优混--广州港,840.0,840.0,0.0,0.0,0.0,0.8537333933635171,-0.0
5,00000232_优混_价格(元/吨),国内/其它价格,00000232_优混,1030.0,1030.0,0.0,0.0,0.0,0.7471113549733789,-0.0
5,00000232_动力煤_价格(元/吨),国内/其它价格,00000232_动力煤,825.0,825.0,0.0,0.0,0.0,0.7980883318624034,-0.0
5,00000232_混煤_价格(元/吨),国内/其它价格,00000232_混煤,1000.0,1000.0,0.0,0.0,0.0,0.7882244431927885,-0.0
5,00000232_电煤_价格(元/吨),国内/其它价格,00000232_电煤,915.0,915.0,0.0,0.0,0.0,0.8007106649946794,-0.0
5,00000233_动力煤_价格(元/吨),国内/其它价格,00000233_动力煤,755.0,755.0,0.0,0.0,0.0,0.8021123081667361,-0.0
5,00000233_混煤_价格(元/吨),国内/其它价格,00000233_混煤,930.0,930.0,0.0,0.0,0.0,0.791744181993348,-0.0
5,00000234_动力煤_价格(元/吨),国内/其它价格,00000234_动力煤,830.0,830.0,0.0,0.0,0.0,0.8008504735775145,-0.0
5,00000234_混煤_价格(元/吨),国内/其它价格,00000234_混煤,1010.0,1010.0,0.0,0.0,0.0,0.7898908651665905,-0.0
5,00000235_动力煤_价格(元/吨),国内/其它价格,00000235_动力煤,805.0,805.0,0.0,0.0,0.0,0.7988583778885138,-0.0
5,00000235_混煤_价格(元/吨),国内/其它价格,00000235_混煤,980.0,980.0,0.0,0.0,0.0,0.7906317188459243,-0.0
5,00000236_混煤_价格(元/吨),国内/其它价格,00000236_混煤,940.0,940.0,0.0,0.0,0.0,0.7893657607174203,-0.0
5,00000238_动力煤2#_价格(元/吨),国内/其它价格,00000238_动力煤2#,745.0,745.0,0.0,0.0,0.0,0.8138286439940257,-0.0
5,00000238_混煤_价格(元/吨),国内/其它价格,00000238_混煤,920.0,920.0,0.0,0.0,0.0,0.7795662857235113,-0.0
5,00000257_动力末煤1#_价格(元/吨),国内/其它价格,00000257_动力末煤1#,620.0,620.0,0.0,0.0,0.0,0.8408755087436848,-0.0
5,00000257_动力末煤2#_价格(元/吨),国内/其它价格,00000257_动力末煤2#,705.0,705.0,0.0,0.0,0.0,0.8393728625312104,-0.0
5,00000258_动力煤1#_价格(元/吨),国内/其它价格,00000258_动力煤1#,755.0,755.0,0.0,0.0,0.0,0.8733555023265194,-0.0
5,00000258_动力煤2#_价格(元/吨),国内/其它价格,00000258_动力煤2#,845.0,845.0,0.0,0.0,0.0,0.8695095022833913,-0.0
5,00000258_动力煤3#_价格(元/吨),国内/其它价格,00000258_动力煤3#,930.0,930.0,0.0,0.0,0.0,0.8540793498374317,-0.0
5,00000259_动力煤1#_价格(元/吨),国内/其它价格,00000259_动力煤1#,585.0,585.0,0.0,0.0,0.0,0.9305212379123972,-0.0
5,00000259_动力煤2#_价格(元/吨),国内/其它价格,00000259_动力煤2#,690.0,690.0,0.0,0.0,0.0,0.9166114642380156,-0.0
5,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--大混1#--广州港--价格(元/吨),国内/其它价格,动力煤_4800～5500大卡--大混1#--广州港,770.0,770.0,0.0,0.0,0.0,0.857942136582855,-0.0
5,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--动力煤--防城港--价格(元/吨),国内/其它价格,动力煤_4800～5500大卡--动力煤--防城港,765.0,765.0,0.0,0.0,0.0,0.7707409364392377,-0.0
5,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--印尼煤1#--广州港--价格(元/吨),国际/进口相关,动力煤_4800～5500大卡--印尼煤1#--广州港,710.0,710.0,0.0,0.0,0.0,0.8813696066099027,-0.0
5,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--大混2#--广州港--价格(元/吨),国内/其它价格,动力煤_4800大卡以下--大混2#--广州港,690.0,690.0,0.0,0.0,0.0,0.8579258575292389,-0.0
5,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--印尼煤2#--广州港--价格(元/吨),国际/进口相关,动力煤_4800大卡以下--印尼煤2#--广州港,675.0,675.0,0.0,0.0,0.0,0.9007849596139108,-0.0
5,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--印尼煤3#--广州港--价格(元/吨),国际/进口相关,动力煤_4800大卡以下--印尼煤3#--广州港,580.0,580.0,0.0,0.0,0.0,0.9078545620481123,-0.0
5,输入00000299--煤炭价格_国际煤价_到岸价格_印尼--气煤-天津港--价格(元/吨),国际/进口相关,00000299--煤炭价格_国际煤价_到岸价格_印尼--气煤-天津港,1220.0,1220.0,0.0,0.0,0.0,0.04369573345048343,-0.0
5,输入00000301--煤炭价格_国际煤价_到岸价格_南非--动力煤-防城港--价格(元/吨),国际/进口相关,00000301--煤炭价格_国际煤价_到岸价格_南非--动力煤-防城港,870.0,870.0,0.0,0.0,0.0,0.8142593782187028,-0.0
5,输入00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤1#--本期价格(美元/吨),国际/进口相关,00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤1#,60.0,60.0,0.0,0.0,0.0,0.8339363366995297,-0.0
5,输入00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#--本期价格(美元/吨),国际/进口相关,00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#,48.2,48.2,0.0,0.0,0.0,0.8280295364728347,-0.0
5,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#,103.35,103.35,0.0,0.0,0.0,0.6130226154212716,-0.0
5,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#,88.35,88.35,0.0,0.0,0.0,0.8016715501675152,-0.0
5,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#,72.85,72.85,0.0,0.0,0.0,0.8649586970198415,-0.0
5,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#,104.6,104.6,0.0,0.0,0.0,0.6109607485544464,-0.0
5,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#,74.1,74.1,0.0,0.0,0.0,0.8633316144172212,-0.0
5,输入00000004-易煤北方港指数_处理后_Q5000S0.8,指数,00000004-易煤北方港指数_处理后_Q5000S0.8,732.0,732.0,0.0,0.0,0.0,-0.008864536985464112,0.0
5,输入00000004-易煤北方港指数_处理后_Q5500S0.8,指数,00000004-易煤北方港指数_处理后_Q5500S0.8,827.0,827.0,0.0,0.0,0.0,-0.04757549615823013,0.0
5,输入00000005-易煤长江口指数_处理后_Q5000S0.8,指数,00000005-易煤长江口指数_处理后_Q5000S0.8,766.0,766.0,0.0,0.0,0.0,0.5191629287291284,-0.0
5,输入00000005-易煤长江口指数_处理后_Q5500S0.8,指数,00000005-易煤长江口指数_处理后_Q5500S0.8,856.0,856.0,0.0,0.0,0.0,0.8045442942773264,-0.0
5,输入00000010-API指数_处理后_API4(6000NAR),国际/进口相关,API API4(6000NAR),118.27,118.27,0.0,0.0,0.0,0.2926605900422746,-0.0
5,输入00000010-API指数_处理后_API5(5500NAR),国际/进口相关,API API5(5500NAR),104.12,104.12,0.0,0.0,0.0,0.5410409711977304,-0.0
5,输入00000010-API指数_处理后_API8(5800GAR),国际/进口相关,API API8(5800GAR),120.13,120.13,0.0,0.0,0.0,0.7765913640607609,-0.0
5,输入00000011-ICI指数_处理后_ICI1,国际/进口相关,ICI ICI1,129.46,129.46,0.0,0.0,0.0,0.68421691161093,-0.0
5,输入00000011-ICI指数_处理后_ICI2,国际/进口相关,ICI ICI2,108.3,108.3,0.0,0.0,0.0,0.7650118261210196,-0.0
5,输入00000011-ICI指数_处理后_ICI3,国际/进口相关,ICI ICI3,86.81,86.81,0.0,0.0,0.0,0.8391969403968942,-0.0
5,输入00000011-ICI指数_处理后_ICI4,国际/进口相关,ICI ICI4,67.79,67.79,0.0,0.0,0.0,0.8211103599684553,-0.0
5,输入00000019-CCI指数_处理后_内蒙古鄂尔多斯5500,指数,CCI 内蒙古鄂尔多斯5500,622.0,631.0,-9.0,-1.4263074484944533,-0.21528157579382756,0.7438350032529408,0.16013397163089996
5,输入00000019-CCI指数_处理后_山西大同5500,指数,CCI 山西大同5500,718.0,720.0,-2.0,-0.2777777777777778,-0.04344610773371305,0.7760167734991186,0.033714908344611105
5,输入00000019-CCI指数_处理后_陕西榆林5800,指数,CCI 陕西榆林5800,705.0,710.0,-5.0,-0.7042253521126761,-0.1100816211679531,0.6913995456013615,0.07611038285458399
5,输入00000268-CCTD-煤炭价格_鄂尔多斯市_伊金霍洛旗_动力煤1#_价格(元/吨),国内/其它价格,00000268-鄂尔多斯市_伊金霍洛旗_动力煤1#,550.0,550.0,0.0,0.0,0.0,0.170114334855612,-0.0
5,输入00000269-CCTD-煤炭价格_榆林市_神木县_动力煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_动力煤,605.0,605.0,0.0,0.0,0.0,0.6068570135286073,-0.0
5,输入00000269-CCTD-煤炭价格_榆林市_神木县_混煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_混煤,555.0,555.0,0.0,0.0,0.0,0.38358536133535415,-0.0
5,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力混煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力混煤,545.0,545.0,0.0,0.0,0.0,0.7579648224341345,-0.0
5,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力煤,500.0,500.0,0.0,0.0,0.0,0.7538920906259715,-0.0
5,输入00000270-CCTD-煤炭价格_朔州_朔州市_块煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_块煤,655.0,655.0,0.0,0.0,0.0,0.6842319724599988,-0.0
5,输入00000270-CCTD-煤炭价格_朔州_朔州市_气煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_气煤,465.0,465.0,0.0,0.0,0.0,0.74166983680533,-0.0
5,输入00000271-CCTD-煤炭价格_朔州_右玉县_动力煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_动力煤,570.0,570.0,0.0,0.0,0.0,0.7634291119950205,-0.0
5,输入00000271-CCTD-煤炭价格_朔州_右玉县_气煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_气煤,540.0,540.0,0.0,0.0,0.0,0.7571513702965186,-0.0
5,输入00000273-CCTD-煤炭价格_到岸价格_印尼_气煤_价格(元/吨),国际/进口相关,00000273-到岸价格_印尼_气煤,1220.0,1220.0,0.0,0.0,0.0,0.04369573345048343,-0.0
5,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_喷吹煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_喷吹煤,1080.0,1080.0,0.0,0.0,0.0,0.1373591195107379,-0.0
5,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_气肥煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_气肥煤,1100.0,1100.0,0.0,0.0,0.0,0.10841617982413025,-0.0
5,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦焦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦焦煤,1200.0,1200.0,0.0,0.0,0.0,0.12159943023628043,-0.0
5,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦煤,1180.0,1180.0,0.0,0.0,0.0,0.11134567515786283,-0.0
5,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼塔巴尼奥-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼塔巴尼奥-中国广州,12.39,12.39,0.0,0.0,0.0,0.5561200746151906,-0.0
