window,col,group,short,latest,prev,delta,pct,z,corr,down_pressure
5,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼萨马林达-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼萨马林达-中国广州,9.99,9.99,0.0,0.0,0.0,0.5263676689683182,-0.0
5,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚海波因特-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚海波因特-中国舟山,19.16,19.16,0.0,0.0,0.0,0.4272318110729958,-0.0
5,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚纽卡斯尔-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚纽卡斯尔-中国舟山,18.96,18.96,0.0,0.0,0.0,0.2655992730110428,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-上海(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-上海(2-3万DWT),42.3,42.3,0.0,0.0,0.0,0.22223691515553481,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(1-1.5万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(1-1.5万DWT),62.8,62.8,0.0,0.0,0.0,0.20883627372550584,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(2-3万DWT),44.4,44.4,0.0,0.0,0.0,0.2247267132786148,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_曹妃甸-宁波(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_曹妃甸-宁波(4-5万DWT),41.5,41.5,0.0,0.0,0.0,0.20819168713161942,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-上海(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-上海(4-5万DWT),39.7,39.7,0.0,0.0,0.0,0.2087499101806814,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-南京(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-南京(3-4万DWT),45.7,45.7,0.0,0.0,0.0,0.22058306379352413,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-厦门(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-厦门(5-6万DWT),52.9,52.9,0.0,0.0,0.0,0.21968425578771664,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT),51.9,51.9,0.0,0.0,0.0,0.226286707778621,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(5-6万DWT),60.4,60.4,0.0,0.0,0.0,0.21517804001835647,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(6-7万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(6-7万DWT),58.1,58.1,0.0,0.0,0.0,0.21050631668364633,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(2-3万DWT),43.6,43.6,0.0,0.0,0.0,0.22422786894091404,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(4-5万DWT),41.3,41.3,0.0,0.0,0.0,0.20571574209853793,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-福州(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-福州(3-4万DWT),49.4,49.4,0.0,0.0,0.0,0.2268082720698366,-0.0
5,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_黄骅-上海(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_黄骅-上海(3-4万DWT),40.1,40.1,0.0,0.0,0.0,0.21083569669749205,-0.0
5,00000259_动力煤_价格(元/吨)--原产地_南非,国际/进口相关,00000259_动力煤--原产地_南非,870.0,870.0,0.0,0.0,0.0,0.8142593782187028,-0.0
5,00000259_动力煤_价格(元/吨)--原产地_广西区,国内/其它价格,00000259_动力煤--原产地_广西区,765.0,765.0,0.0,0.0,0.0,0.7712867545182531,-0.0
5,00000259_动力煤_价格(元/吨)--原产地_澳大利亚,国际/进口相关,00000259_动力煤--原产地_澳大利亚,860.0,860.0,0.0,0.0,0.0,0.899412817950939,-0.0
5,00000268_动力煤2#_价格(元/吨)--发热量_4500,国内/其它价格,00000268_动力煤2#--发热量_4500,360.0,360.0,0.0,0.0,0.0,0.1093450534985985,-0.0
5,00000268_动力煤2#_价格(元/吨)--发热量_5000,国内/其它价格,00000268_动力煤2#--发热量_5000,455.0,455.0,0.0,0.0,0.0,0.11874285155937594,-0.0
5,00000275_1/3焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_1/3焦煤--到岸港口_京唐,1170.0,1170.0,0.0,0.0,0.0,0.13009582008573575,-0.0
5,00000275_1/3焦煤_价格(元/吨)--到岸港口_大连,国内/其它价格,00000275_1/3焦煤--到岸港口_大连,1160.0,1160.0,0.0,0.0,0.0,0.11741584789722097,-0.0
5,00000275_主焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_主焦煤--到岸港口_京唐,1320.0,1320.0,0.0,0.0,0.0,0.12781133107477421,-0.0
5,00000275_主焦煤_价格(元/吨)--到岸港口_天津,国内/其它价格,00000275_主焦煤--到岸港口_天津,1300.0,1300.0,0.0,0.0,0.0,0.11170310579801522,-0.0
5,CCI4500,国内CCI目标,CCI4500,664.0,675.0,-11.0,-1.6296296296296295,-0.1987950906608746,0.7849507989594183,0.15604436524346352
5,CCI5000,国内CCI目标,CCI5000,764.0,774.0,-10.0,-1.2919896640826873,-0.15726016210759114,0.7921503703949225,0.12457369566189389
5,CCI5500,国内CCI目标,CCI5500,856.0,865.0,-9.0,-1.0404624277456647,-0.13765419672241477,0.8298100802514281,0.11422684002917287
5,CCI进口3800,进口CCI目标,CCI进口3800,574.14,608.18,-34.039999999999964,-5.597027195895946,-0.9702204409720603,0.9731106552850871,0.9441318490853078
5,CCI进口4700,进口CCI目标,CCI进口4700,735.98,749.71,-13.730000000000018,-1.8313747982553277,-0.3172524221102745,0.9716839307920268,0.30826908056940283
5,CCI进口5500,进口CCI目标,CCI进口5500,897.82,956.26,-58.43999999999994,-6.111308639909642,-1.6243687395255793,0.9435712605103,1.532707659087678
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力煤1#--镇江港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力煤1#--镇江港,815.0,815.0,0.0,0.0,0.0,0.36135171218259315,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力煤3#--防城港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力煤3#--防城港,780.0,780.0,0.0,0.0,0.0,0.9023386633965568,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力末煤3#--上海港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力末煤3#--上海港,790.0,790.0,0.0,0.0,0.0,0.8936319582015683,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力末煤4#--上海港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力末煤4#--上海港,825.0,825.0,0.0,0.0,0.0,0.8845696811101699,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--榆神煤--徐州市--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--榆神煤--徐州市,890.0,890.0,0.0,0.0,0.0,0.5331502333430314,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--黄陵煤--徐州市--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--黄陵煤--徐州市,845.0,845.0,0.0,0.0,0.0,0.5348652577369716,-0.0
10,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--优混--广州港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--优混--广州港,840.0,840.0,0.0,0.0,0.0,0.902133409165508,-0.0
10,00000232_优混_价格(元/吨),国内/其它价格,00000232_优混,1030.0,1030.0,0.0,0.0,0.0,0.7988081917549135,-0.0
10,00000232_动力煤_价格(元/吨),国内/其它价格,00000232_动力煤,825.0,825.0,0.0,0.0,0.0,0.8610449633000966,-0.0
10,00000232_混煤_价格(元/吨),国内/其它价格,00000232_混煤,1000.0,1000.0,0.0,0.0,0.0,0.8505583202479358,-0.0
10,00000232_电煤_价格(元/吨),国内/其它价格,00000232_电煤,915.0,915.0,0.0,0.0,0.0,0.8547577930309165,-0.0
10,00000233_动力煤_价格(元/吨),国内/其它价格,00000233_动力煤,755.0,755.0,0.0,0.0,0.0,0.8632426479997942,-0.0
10,00000233_混煤_价格(元/吨),国内/其它价格,00000233_混煤,930.0,930.0,0.0,0.0,0.0,0.8533603671485729,-0.0
10,00000234_动力煤_价格(元/吨),国内/其它价格,00000234_动力煤,830.0,830.0,0.0,0.0,0.0,0.8623051005302447,-0.0
10,00000234_混煤_价格(元/吨),国内/其它价格,00000234_混煤,1010.0,1010.0,0.0,0.0,0.0,0.8514953272731624,-0.0
10,00000235_动力煤_价格(元/吨),国内/其它价格,00000235_动力煤,805.0,805.0,0.0,0.0,0.0,0.8618634897411345,-0.0
10,00000235_混煤_价格(元/吨),国内/其它价格,00000235_混煤,980.0,980.0,0.0,0.0,0.0,0.8522681072181586,-0.0
10,00000236_混煤_价格(元/吨),国内/其它价格,00000236_混煤,940.0,940.0,0.0,0.0,0.0,0.8512025584371576,-0.0
10,00000238_动力煤2#_价格(元/吨),国内/其它价格,00000238_动力煤2#,745.0,745.0,0.0,0.0,0.0,0.8796127587738706,-0.0
10,00000238_混煤_价格(元/吨),国内/其它价格,00000238_混煤,920.0,920.0,0.0,0.0,0.0,0.8420279350130012,-0.0
10,00000257_动力末煤1#_价格(元/吨),国内/其它价格,00000257_动力末煤1#,620.0,620.0,0.0,0.0,0.0,0.8848380095327628,-0.0
10,00000257_动力末煤2#_价格(元/吨),国内/其它价格,00000257_动力末煤2#,705.0,705.0,0.0,0.0,0.0,0.8839419084245905,-0.0
10,00000258_动力煤1#_价格(元/吨),国内/其它价格,00000258_动力煤1#,755.0,755.0,0.0,0.0,0.0,0.9220204921524722,-0.0
10,00000258_动力煤2#_价格(元/吨),国内/其它价格,00000258_动力煤2#,845.0,845.0,0.0,0.0,0.0,0.9085467434025724,-0.0
10,00000258_动力煤3#_价格(元/吨),国内/其它价格,00000258_动力煤3#,930.0,930.0,0.0,0.0,0.0,0.9014484009599252,-0.0
10,00000259_动力煤1#_价格(元/吨),国内/其它价格,00000259_动力煤1#,585.0,585.0,0.0,0.0,0.0,0.9580420418072317,-0.0
10,00000259_动力煤2#_价格(元/吨),国内/其它价格,00000259_动力煤2#,690.0,690.0,0.0,0.0,0.0,0.9520082244873368,-0.0
10,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--大混1#--广州港--价格(元/吨),国内/其它价格,动力煤_4800～5500大卡--大混1#--广州港,770.0,770.0,0.0,0.0,0.0,0.9086957552430259,-0.0
10,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--动力煤--防城港--价格(元/吨),国内/其它价格,动力煤_4800～5500大卡--动力煤--防城港,765.0,765.0,0.0,0.0,0.0,0.8456376809944199,-0.0
10,输入00000311--煤炭价格_分煤种价格_动力煤_4800～5500大卡--印尼煤1#--广州港--价格(元/吨),国际/进口相关,动力煤_4800～5500大卡--印尼煤1#--广州港,710.0,710.0,0.0,0.0,0.0,0.9258115806703675,-0.0
10,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--大混2#--广州港--价格(元/吨),国内/其它价格,动力煤_4800大卡以下--大混2#--广州港,690.0,690.0,0.0,0.0,0.0,0.9113574696155367,-0.0
10,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--印尼煤2#--广州港--价格(元/吨),国际/进口相关,动力煤_4800大卡以下--印尼煤2#--广州港,675.0,675.0,0.0,0.0,0.0,0.9345502902345543,-0.0
10,输入00000312--煤炭价格_分煤种价格_动力煤_4800大卡以下--印尼煤3#--广州港--价格(元/吨),国际/进口相关,动力煤_4800大卡以下--印尼煤3#--广州港,580.0,580.0,0.0,0.0,0.0,0.9384414455530208,-0.0
10,输入00000299--煤炭价格_国际煤价_到岸价格_印尼--气煤-天津港--价格(元/吨),国际/进口相关,00000299--煤炭价格_国际煤价_到岸价格_印尼--气煤-天津港,1220.0,1220.0,0.0,0.0,0.0,0.07448583628755058,-0.0
10,输入00000301--煤炭价格_国际煤价_到岸价格_南非--动力煤-防城港--价格(元/吨),国际/进口相关,00000301--煤炭价格_国际煤价_到岸价格_南非--动力煤-防城港,870.0,870.0,0.0,0.0,0.0,0.8732773741039243,-0.0
10,输入00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤1#--本期价格(美元/吨),国际/进口相关,00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤1#,60.0,60.0,0.0,0.0,0.0,0.9143071611071508,-0.0
10,输入00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#--本期价格(美元/吨),国际/进口相关,00000307--煤炭价格_国际煤价_国际港口_卡里曼丹--动力煤2#,48.2,48.2,0.0,0.0,0.0,0.8962106662282239,-0.0
10,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤1#,103.35,103.35,0.0,0.0,0.0,0.6763331255202218,-0.0
10,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤2#,88.35,88.35,0.0,0.0,0.0,0.8904409374823852,-0.0
10,输入00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000308--煤炭价格_国际煤价_国际港口_印度东海岸--动力煤3#,72.85,72.85,0.0,0.0,0.0,0.9276010997522609,-0.0
10,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤1#,104.6,104.6,0.0,0.0,0.0,0.6776007241270442,-0.0
10,输入00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#--本期价格(美元/吨),国际/进口相关,00000309--煤炭价格_国际煤价_国际港口_印度西海岸--动力煤3#,74.1,74.1,0.0,0.0,0.0,0.9263882647084654,-0.0
10,输入00000004-易煤北方港指数_处理后_Q5000S0.8,指数,00000004-易煤北方港指数_处理后_Q5000S0.8,732.0,732.0,0.0,0.0,0.0,-0.051808911953297905,0.0
10,输入00000004-易煤北方港指数_处理后_Q5500S0.8,指数,00000004-易煤北方港指数_处理后_Q5500S0.8,827.0,827.0,0.0,0.0,0.0,-0.11250831210248628,0.0
10,输入00000005-易煤长江口指数_处理后_Q5000S0.8,指数,00000005-易煤长江口指数_处理后_Q5000S0.8,766.0,766.0,0.0,0.0,0.0,0.6083553543677785,-0.0
10,输入00000005-易煤长江口指数_处理后_Q5500S0.8,指数,00000005-易煤长江口指数_处理后_Q5500S0.8,856.0,856.0,0.0,0.0,0.0,0.8638410821390807,-0.0
10,输入00000010-API指数_处理后_API4(6000NAR),国际/进口相关,API API4(6000NAR),118.27,118.27,0.0,0.0,0.0,0.3170886816755994,-0.0
10,输入00000010-API指数_处理后_API5(5500NAR),国际/进口相关,API API5(5500NAR),104.12,104.12,0.0,0.0,0.0,0.5860342320814306,-0.0
10,输入00000010-API指数_处理后_API8(5800GAR),国际/进口相关,API API8(5800GAR),120.13,120.13,0.0,0.0,0.0,0.8771864564553361,-0.0
10,输入00000011-ICI指数_处理后_ICI1,国际/进口相关,ICI ICI1,129.46,129.46,0.0,0.0,0.0,0.7428601134818595,-0.0
10,输入00000011-ICI指数_处理后_ICI2,国际/进口相关,ICI ICI2,108.3,108.3,0.0,0.0,0.0,0.8369078277057641,-0.0
10,输入00000011-ICI指数_处理后_ICI3,国际/进口相关,ICI ICI3,86.81,86.81,0.0,0.0,0.0,0.9012806094130539,-0.0
10,输入00000011-ICI指数_处理后_ICI4,国际/进口相关,ICI ICI4,67.79,67.79,0.0,0.0,0.0,0.8944746190877249,-0.0
10,输入00000019-CCI指数_处理后_内蒙古鄂尔多斯5500,指数,CCI 内蒙古鄂尔多斯5500,622.0,609.0,13.0,2.134646962233169,0.18586875266389022,0.7983704622409226,-0.14839212198041374
10,输入00000019-CCI指数_处理后_山西大同5500,指数,CCI 山西大同5500,718.0,720.0,-2.0,-0.2777777777777778,-0.025738344796799092,0.8314369044850441,0.02139980972441938
10,输入00000019-CCI指数_处理后_陕西榆林5800,指数,CCI 陕西榆林5800,705.0,682.0,23.0,3.3724340175953076,0.3104966485165697,0.7626333046538449,-0.23679508514213493
10,输入00000268-CCTD-煤炭价格_鄂尔多斯市_伊金霍洛旗_动力煤1#_价格(元/吨),国内/其它价格,00000268-鄂尔多斯市_伊金霍洛旗_动力煤1#,550.0,550.0,0.0,0.0,0.0,0.22315311629634102,-0.0
10,输入00000269-CCTD-煤炭价格_榆林市_神木县_动力煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_动力煤,605.0,605.0,0.0,0.0,0.0,0.6917469738090798,-0.0
10,输入00000269-CCTD-煤炭价格_榆林市_神木县_混煤_价格(元/吨),国内/其它价格,00000269-榆林市_神木县_混煤,555.0,555.0,0.0,0.0,0.0,0.5169048707075332,-0.0
10,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力混煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力混煤,545.0,545.0,0.0,0.0,0.0,0.8115024875253672,-0.0
10,输入00000270-CCTD-煤炭价格_朔州_朔州市_动力煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_动力煤,500.0,500.0,0.0,0.0,0.0,0.8121614437623776,-0.0
10,输入00000270-CCTD-煤炭价格_朔州_朔州市_块煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_块煤,655.0,655.0,0.0,0.0,0.0,0.7789007869059486,-0.0
10,输入00000270-CCTD-煤炭价格_朔州_朔州市_气煤_价格(元/吨),国内/其它价格,00000270-朔州_朔州市_气煤,465.0,465.0,0.0,0.0,0.0,0.8026717191133409,-0.0
10,输入00000271-CCTD-煤炭价格_朔州_右玉县_动力煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_动力煤,570.0,570.0,0.0,0.0,0.0,0.815284952418408,-0.0
10,输入00000271-CCTD-煤炭价格_朔州_右玉县_气煤_价格(元/吨),国内/其它价格,00000271-朔州_右玉县_气煤,540.0,540.0,0.0,0.0,0.0,0.810379667014867,-0.0
10,输入00000273-CCTD-煤炭价格_到岸价格_印尼_气煤_价格(元/吨),国际/进口相关,00000273-到岸价格_印尼_气煤,1220.0,1220.0,0.0,0.0,0.0,0.07448583628755058,-0.0
10,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_喷吹煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_喷吹煤,1080.0,1080.0,0.0,0.0,0.0,0.15957720713777615,-0.0
10,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_气肥煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_气肥煤,1100.0,1100.0,0.0,0.0,0.0,0.15784915916129755,-0.0
10,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦焦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦焦煤,1200.0,1200.0,0.0,0.0,0.0,0.18957399762517066,-0.0
10,输入00000275-CCTD-煤炭价格_到岸价格_俄罗斯_瘦煤_价格(元/吨),国际/进口相关,00000275-到岸价格_俄罗斯_瘦煤,1180.0,1180.0,0.0,0.0,0.0,0.16333941910300553,-0.0
10,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼塔巴尼奥-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼塔巴尼奥-中国广州,12.39,12.39,0.0,0.0,0.0,0.5637554121893827,-0.0
10,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_印尼萨马林达-中国广州_当期值(美元/吨),运费,进口煤炭运费_印尼萨马林达-中国广州,9.99,9.99,0.0,0.0,0.0,0.5627059322517235,-0.0
10,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚海波因特-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚海波因特-中国舟山,19.16,19.16,0.0,0.0,0.0,0.45222740932615546,-0.0
10,输入00000278-CCTD-煤炭运费_水运价格_进口煤炭运费_澳大利亚纽卡斯尔-中国舟山_当期值(美元/吨),运费,进口煤炭运费_澳大利亚纽卡斯尔-中国舟山,18.96,18.96,0.0,0.0,0.0,0.3331073871925868,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-上海(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-上海(2-3万DWT),42.3,42.3,0.0,0.0,0.0,0.22562809123759783,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(1-1.5万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(1-1.5万DWT),62.8,62.8,0.0,0.0,0.0,0.21008073261479476,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_天津-镇江(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_天津-镇江(2-3万DWT),44.4,44.4,0.0,0.0,0.0,0.22980792212224566,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_曹妃甸-宁波(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_曹妃甸-宁波(4-5万DWT),41.5,41.5,0.0,0.0,0.0,0.21010829214009155,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-上海(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-上海(4-5万DWT),39.7,39.7,0.0,0.0,0.0,0.21266560712603405,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-南京(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-南京(3-4万DWT),45.7,45.7,0.0,0.0,0.0,0.22190113392803418,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-厦门(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-厦门(5-6万DWT),52.9,52.9,0.0,0.0,0.0,0.21687216058092526,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-宁波(1.5-2万DWT),51.9,51.9,0.0,0.0,0.0,0.22571075555036,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(5-6万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(5-6万DWT),60.4,60.4,0.0,0.0,0.0,0.2138419168287923,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-广州(6-7万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-广州(6-7万DWT),58.1,58.1,0.0,0.0,0.0,0.2143338562591191,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(2-3万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(2-3万DWT),43.6,43.6,0.0,0.0,0.0,0.22818936289193886,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-张家港(4-5万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-张家港(4-5万DWT),41.3,41.3,0.0,0.0,0.0,0.21091932433571023,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_秦皇岛-福州(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_秦皇岛-福州(3-4万DWT),49.4,49.4,0.0,0.0,0.0,0.23051749920730977,-0.0
10,输入00000279-CCTD-煤炭运费_水运价格_沿海煤炭运费_黄骅-上海(3-4万DWT)_本期(元/吨),运费,沿海煤炭运费_黄骅-上海(3-4万DWT),40.1,40.1,0.0,0.0,0.0,0.21782338466942439,-0.0
10,00000259_动力煤_价格(元/吨)--原产地_南非,国际/进口相关,00000259_动力煤--原产地_南非,870.0,870.0,0.0,0.0,0.0,0.8732773741039243,-0.0
10,00000259_动力煤_价格(元/吨)--原产地_广西区,国内/其它价格,00000259_动力煤--原产地_广西区,765.0,765.0,0.0,0.0,0.0,0.845777600698404,-0.0
10,00000259_动力煤_价格(元/吨)--原产地_澳大利亚,国际/进口相关,00000259_动力煤--原产地_澳大利亚,860.0,860.0,0.0,0.0,0.0,0.9295924777903938,-0.0
10,00000268_动力煤2#_价格(元/吨)--发热量_4500,国内/其它价格,00000268_动力煤2#--发热量_4500,360.0,360.0,0.0,0.0,0.0,0.15285266532471467,-0.0
10,00000268_动力煤2#_价格(元/吨)--发热量_5000,国内/其它价格,00000268_动力煤2#--发热量_5000,455.0,455.0,0.0,0.0,0.0,0.16452964874095177,-0.0
10,00000275_1/3焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_1/3焦煤--到岸港口_京唐,1170.0,1170.0,0.0,0.0,0.0,0.19678845672177497,-0.0
10,00000275_1/3焦煤_价格(元/吨)--到岸港口_大连,国内/其它价格,00000275_1/3焦煤--到岸港口_大连,1160.0,1160.0,0.0,0.0,0.0,0.18171807254289515,-0.0
10,00000275_主焦煤_价格(元/吨)--到岸港口_京唐,国内/其它价格,00000275_主焦煤--到岸港口_京唐,1320.0,1320.0,0.0,0.0,0.0,0.19744870272647413,-0.0
10,00000275_主焦煤_价格(元/吨)--到岸港口_天津,国内/其它价格,00000275_主焦煤--到岸港口_天津,1300.0,1300.0,0.0,0.0,0.0,0.1650120553843817,-0.0
10,CCI4500,国内CCI目标,CCI4500,664.0,675.0,-11.0,-1.6296296296296295,-0.12335577122486015,0.8445210468290211,0.10417654504722013
10,CCI5000,国内CCI目标,CCI5000,764.0,774.0,-10.0,-1.2919896640826873,-0.09846151529277805,0.8551042024419516,0.084194855505657
10,CCI5500,国内CCI目标,CCI5500,856.0,865.0,-9.0,-1.0404624277456647,-0.08395171835555007,0.8825316689982691,0.07409005011559622
10,CCI进口3800,进口CCI目标,CCI进口3800,574.14,609.98,-35.84000000000003,-5.8756024787698005,-0.6053670093744491,0.980007669093117,0.5932643118029249
10,CCI进口4700,进口CCI目标,CCI进口4700,735.98,751.92,-15.93999999999994,-2.1199063730183982,-0.211201655072964,0.9820298971350001,0.20740633960604463
10,CCI进口5500,进口CCI目标,CCI进口5500,897.82,959.09,-61.26999999999998,-6.388347287532972,-0.9888844030915733,0.9608254106835143,0.9501452627189829
20,输入00000310--煤炭价格_分煤种价格_动力煤_5500大卡以上--动力煤1#--镇江港--价格(元/吨),国内/其它价格,动力煤_5500大卡以上--动力煤1#--镇江港,815.0,815.0,0.0,0.0,0.0,0.5592478016865493,-0.0
