stage,anchor_mode,align_targets,mean_pairwise_corr,direction_agreement,terminal_pct_std,terminal_pct_range
before,imported_mean,domestic,0.9953860179193436,0.84030670110934,0.02280771330079565,0.05626306792592328
after,imported_mean,domestic,0.9984895460293611,0.9422969187675071,0.014449289448901177,0.04399431806722287
