window,feature,recent_delta,recent_pct,corr_same_import,corr_future_import,corr_same_domestic,corr_future_domestic
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_库存合计(万吨),0.0,0.0,-0.08380055727874604,-0.10340224423003515,-0.10253715639004514,-0.08286128949369224
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_调入量(万吨),0.0,0.0,0.05136716789850021,0.002322202790153997,0.0012637552486432443,-0.009421937819915143
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_吞吐量(万吨),0.0,0.0,0.010768257041031903,0.0029991034282076607,-0.006958972664791891,0.005144792883576264
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_锚地船舶(艘),0.0,0.0,0.06253614216009541,0.0853034321212114,0.09332702889896125,0.07935061498622187
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_预到船舶(艘),0.0,0.0,0.007196507927785854,0.0019072960290982264,0.01826870161080809,0.017024964895973882
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_铁路到车(车),0.0,0.0,0.05086286118747425,0.0032700597441710686,0.0011573854993179127,-0.006452105951998557
5,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_港口卸车(车),0.0,0.0,0.051383502143847966,0.0024835521303380463,0.0017308898726621248,-0.009150876530184163
5,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_库存合计(万吨),0.0,0.0,0.028901786902989553,0.029353219759856206,-0.01758593683208612,0.0160774565408911
5,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新沙港库存(万吨),0.0,0.0,0.02885387461133214,0.04342123879599397,-0.00978954829746504,0.03392554769513828
5,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新港库存(万吨),0.0,0.0,-0.04881936213596418,0.006572621176750125,-0.04110309775508083,0.018493893196386033
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_库存合计(万吨),0.0,0.0,-0.10216817710610596,-0.11199065415135769,-0.13293777219614195,-0.07892088097521494
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_调入量(万吨),0.0,0.0,0.08990058028888122,-0.04243297617679682,0.042175559671086674,-0.05045353783133632
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_吞吐量(万吨),0.0,0.0,0.019932315875098583,0.0017489524503657337,0.009656188943174573,0.002492807364656336
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_锚地船舶(艘),0.0,0.0,0.09553859111863486,0.13975448806804058,0.1554173083157019,0.14405033107805795
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_预到船舶(艘),0.0,0.0,-0.024610393431895815,0.009588077916789573,-0.008293246273408163,0.004718881992652235
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_铁路到车(车),0.0,0.0,0.0902601183743583,-0.0376241347343314,0.04359700056267609,-0.04608554630893037
10,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_港口卸车(车),0.0,0.0,0.0900405169519833,-0.042232715067085855,0.042804783990991344,-0.05065873380913377
10,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_库存合计(万吨),0.0,0.0,0.034424658944926585,-0.007413181910944722,-0.009741712601228749,-0.012953074956043439
10,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新沙港库存(万吨),0.0,0.0,0.045527428963362836,0.03047052551958299,0.0026219495964902744,0.019328847024709963
10,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_新港库存(万吨),0.0,0.0,-0.06975978139062966,-0.039269629937297525,-0.05243551745535294,-0.015863258826077357
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_库存合计(万吨),0.0,0.0,-0.09542349785636343,-0.1374437019599109,-0.13607975271295156,-0.14956403233714569
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_调入量(万吨),0.0,0.0,0.11818097921883303,-0.06553313858246763,0.07874124440622017,-0.06154958969798381
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_吞吐量(万吨),0.0,0.0,0.018139281130303535,-0.02958511918761476,0.013250133704098492,-0.032677898771447424
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_锚地船舶(艘),0.0,0.0,0.11959701844309091,0.11290931431506081,0.19024395361071741,0.06260418160743607
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_预到船舶(艘),0.0,0.0,-0.00983498508961185,-0.010230299340044309,-0.023710047640972245,0.001026777064323718
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_铁路到车(车),0.0,0.0,0.11947582496680167,-0.06807102577602372,0.08156220043921202,-0.0643764173342018
20,输入00000357--港口煤炭数据_港口库存及调度_港口库存及调度(日)_秦皇岛港_港口卸车(车),0.0,0.0,0.11853562339773473,-0.06587094579620141,0.07928108705655326,-0.06204115782356864
20,输入00000362--港口煤炭数据_港口库存及调度_港口库存及调度(日)_广州港_库存合计(万吨),0.0,0.0,0.034724850530160375,-0.07456055740082901,-0.007365898299645045,-0.06945429639769979
