period_id,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_供热用厂用电率,可门_可门#1_供热量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#2_上网电量,可门_可门#2_供热用厂用电率,可门_可门#2_供热量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#3_上网电量,可门_可门#3_供热用厂用电率,可门_可门#3_供热量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#4_上网电量,可门_可门#4_供热用厂用电率,可门_可门#4_供热量,可门_可门#4_利用小时,可门_可门#4_发电厂用电率,可门_可门#4_发电标煤量,可门_可门#4_发电用厂用电量,可门_可门#4_开机率,可门_可门#4_综合供电煤耗,可门_可门#4_综合厂用电率,可门_可门#4_综合厂用电量,可门_可门#4_负荷率,可门_可门#4_运行小时,可门_可门#5_上网电量,可门_可门#5_供热用厂用电率,可门_可门#5_供热量,可门_可门#5_利用小时,可门_可门#5_发电厂用电率,可门_可门#5_发电标煤量,可门_可门#5_发电用厂用电量,可门_可门#5_开机率,可门_可门#5_综合供电煤耗,可门_可门#5_综合厂用电率,可门_可门#5_综合厂用电量,可门_可门#5_负荷率,可门_可门#5_运行小时,可门_可门#6_上网电量,可门_可门#6_供热用厂用电率,可门_可门#6_供热量,可门_可门#6_利用小时,可门_可门#6_发电厂用电率,可门_可门#6_发电标煤量,可门_可门#6_发电用厂用电量,可门_可门#6_开机率,可门_可门#6_综合供电煤耗,可门_可门#6_综合厂用电率,可门_可门#6_综合厂用电量,可门_可门#6_负荷率,可门_可门#6_运行小时,发电量1,发电量2,发电量3,发电量4,发电量5,发电量6,总发电量
20250618,6848.5,9.11,7.003921,828,13007,284.069972,16.397615,4.447736,19583.9225,320.901993,29180,89.488636,285.959298,5.079048,366.4508,30008,76.348686,100.92,0,0,1.983333,12.890756,316.141992,15.34,22.916667,313.26,15.193277,18.08,36.060606,5.5,894.94,8.97,632,16.116667,6.322647,2723.30242,61.14,100,304.3,7.451913,72.06,67.152778,24,1143.01,7.16,6729,20.266667,5.092928,3465.60632,61.93,100,303.2,6.002467,72.99,84.444444,24,1168.63,6.6,5646,20.583333,4.560324,3418.593339,56.32,100,292.53,5.374089,66.37,85.763889,24,1798.94,0,0,18.683136,3.420732,4783.38146,63.91,100,265.9,3.713167,69.3736,77.8464,24,1742.06,0,0,18.096372,3.440469,4876.89697,62.26,100,279.95,3.734295,67.5772,75.40155,24,119,967,1216,1235,1868.3136,1809.6372,7214.9508
20250619,7863.35,9.22,6.890367,807,13381,284.134568,18.762522,4.262123,22457.00122,351.86,32880,100,285.590762,4.75028,392.1598,33687,78.177176,892.67,0,0,15.95,5.969697,2735.855016,57.13,100,306.48,6.722048,64.33,66.458333,24,891.85,8.61,60,15.95,6.045977,2682.595615,57.86,100,300.79,6.807732,65.15,66.458333,24,1106.49,7.24,7105,19.566667,5.107325,3313.273656,59.96,100,299.44,5.750426,67.51,81.527778,24,1150.59,6.46,6216,20.183333,4.431049,3324.05451,53.66,100,288.9,4.988439,60.41,84.097222,24,1921.66,0,0,19.903968,3.158164,5089.900842,62.86,100,264.87,3.453422,68.7368,82.9332,24,1900.09,0,0,19.66113,3.071034,5311.321577,60.38,100,279.53,3.358047,66.023,81.921375,24,957,957,1174,1211,1990.3968,1966.113,8255.5098
20250620,6946.6,9.81,7.246805,791,13537,284.98665,16.620935,4.455772,19913.01924,325.86,27862,100,286.658498,5.013004,366.6116,28653,69.253898,842.63,8.49,1760,15.066667,5.941372,2527.721474,53.71,100,299.98,6.788717,61.37,62.777778,24,784.03,0,0,14.116667,6.507674,2372.866795,55.12,100,302.65,7.434475,62.97,58.819444,24,955.93,7.56,4676,16.983333,5.417076,2920.652929,55.2,100,305.53,6.189401,63.07,70.763889,24,1056.26,6.72,7101,18.583333,4.611659,3063.893382,51.42,100,290.07,5.268161,58.74,77.430556,24,1372.51,0,0,14.248548,3.366659,3670.366242,47.97,100,267.42,3.673694,52.3448,59.36895,24,1935.24,0,0,20.033568,3.116769,5357.518416,62.44,100,276.84,3.400133,68.1168,83.4732,24,904,847,1019,1115,1424.8548,2003.3568,7313.2116
20250621,6850.35,10.49,7.522409,828,13945,284.984971,16.412225,4.585412,19636.17351,331.13,27439,100,286.644821,5.137922,371.0288,28267,68.384269,938.39,7.96,4104,16.7,5.570858,2803.721642,55.82,100,298.78,6.348303,63.61,69.583333,24,796.32,0,0,14.333333,6.497674,2408.549472,55.88,100,302.46,7.404651,63.68,59.722222,24,873.42,8.06,2793,15.583333,5.779679,2680.438638,54.04,100,306.89,6.586096,61.58,64.930556,24,981.96,7.04,7048,17.316667,4.817132,2845.72008,50.05,100,289.8,5.489894,57.04,72.152778,24,1641.83,0,0,17.044992,3.388679,4369.566362,57.76,100,266.14,3.676693,62.6692,71.0208,24,1618.42,0,0,16.808796,3.424992,4528.177318,57.57,100,279.79,3.715888,62.4596,70.03665,24,1002,860,935,1039,1704.4992,1680.8796,7221.3788
20250622,6982.95,10.14,7.116788,846,14248,285.596636,16.720292,4.543744,20056.44761,334.28,28504,100,287.220267,5.08335,373.9784,29350,69.667883,1011.1,7.32,5424,17.9,5.143389,3017.52684,55.24,100,298.44,5.856611,62.9,74.583333,24,972.54,0,0,17.366667,5.854127,2931.527322,61,100,301.43,6.666027,69.46,72.361111,24,822.14,7.91,1539,14.65,5.680319,2523.805372,49.93,100,306.98,6.468714,56.86,61.041667,24,1015.17,6.8,7285,17.866667,4.654851,2940.338388,49.9,100,289.64,5.301306,56.83,74.444444,24,1601.08,0,0,16.631406,3.448295,4267.67874,57.35,100,266.55,3.731531,62.0606,69.297525,24,1560.92,0,0,16.267878,3.74173,4375.570944,60.87,100,280.32,4.048948,65.8678,67.782825,24,1074,1042,879,1072,1663.1406,1626.7878,7356.9284
20250623,8133,9.66,6.993918,827,13812,284.024507,19.40187,4.232771,23220.36353,361.344146,32989,100,285.507974,4.730366,403.823,33816,80.841127,1076.33,7.35,4662,19.05,5.160105,3208.647363,58.98,100,298.11,5.832896,66.67,79.375,24,1097.29,0,0,19.533333,5.639078,3299.112114,66.09,100,300.66,6.374573,74.71,81.388889,24,959.51,7.06,2399,16.966667,5.082515,2931.111148,51.74,100,305.48,5.74558,58.49,70.694444,24,1079.63,6.73,6751,18.983333,4.611062,3125.636813,52.52,100,289.51,5.212467,59.37,79.097222,24,1916.95,0,0,19.85715,3.162589,5072.058005,62.8,100,264.59,3.462984,68.765,82.738125,24,2003.3,0,0,20.79108,3.329793,5583.79809,69.23,100,278.73,3.646179,75.808,86.6295,24,1143,1172,1018,1139,1985.715,2079.108,8536.823
20250624,8469.55,9.58,6.99066,814,13704,283.629746,20.238035,4.385044,24148.97137,390.476546,33878,100,285.126971,4.887125,435.1856,34692,84.325148,1130.43,7.6,3137,20.05,5.326683,3374.898765,64.08,100,298.55,6.032419,72.57,83.541667,24,986.34,0,0,17.666667,6.136792,2971.941054,65.05,100,301.31,6.949057,73.66,73.611111,24,1045.16,6.98,4646,18.466667,5.008123,3180.212848,55.49,100,304.28,5.67148,62.84,76.944444,24,1135.87,6.67,5921,19.966667,4.580134,3291.069738,54.87,100,289.74,5.186144,62.13,83.194444,24,2241.2,0,0,23.259312,3.353926,5926.8534,78.01,100,264.45,3.642894,84.7312,96.9138,24,1930.55,0,0,20.098044,3.630702,5403.99556,72.97,100,279.92,3.943389,79.2544,83.74185,24,1203,1060,1108,1198,2325.9312,2009.8044,8904.7356
20250625,9421.95,9.18,6.990025,784,13133,281.319291,22.472804,4.23522,26638.83768,418.78,37728,100,282.731682,4.713576,466.08,38512,93.636684,1303.47,7.36,2962,23.066667,5.16185,3883.297824,71.44,100,297.92,5.818642,80.53,96.111111,24,1279.51,7.27,5682,22.633333,5.12813,3829.317528,69.64,100,299.28,5.779823,78.49,94.305556,24,1004.86,0,0,17.783333,5.166823,3069.445356,55.13,100,305.46,5.823805,62.14,74.097222,24,1308.61,6.4,4489,22.95,4.405955,3794.707278,60.67,100,289.98,4.966594,68.39,95.625,24,2226.46,0,0,23.12226,3.709412,5875.850586,85.77,100,263.91,3.709239,85.766,96.34275,24,2226.46,0,0,23.898078,3.797795,6186.21911,90.76,100,277.85,6.835186,163.3478,99.575325,24,1384,1358,1067,1377,2312.226,2389.8078,9888.0338
20250626,9543.9,9.56,6.957787,776,13740,283.660327,22.764498,4.24964,27205.0649,425.66,38374,100,285.051865,4.717064,472.479,39150,94.852074,1296.87,7.48,3365,22.966667,5.235849,3857.410128,72.15,100,297.44,5.887518,81.13,95.694444,24,1268.75,7.34,5541,22.45,5.166295,3793.181875,69.59,100,298.97,5.809206,78.25,93.541667,24,1186.59,0,0,20.916667,4.847809,3613.522527,60.84,100,304.53,5.450996,68.41,87.152778,24,1300.68,6.17,4834,22.766667,4.252562,3768.06996,58.09,100,289.7,4.781845,65.32,94.861111,24,2205.31,0,0,22.895946,3.385752,5820.033621,77.52,100,263.91,3.681202,84.2846,95.399775,24,2285.69,0,0,23.807844,3.673579,6352.846786,87.46,100,277.94,3.994247,95.0944,99.19935,24,1378,1347,1255,1366,2289.5946,2380.7844,10016.379
20250627,9266,9,6.488825,797,13870,284.889801,22.114848,4.320939,26523.4763,420.450423,37604,100,286.245158,4.773975,464.5332,38401,92.145201,1364.37,7.38,2882,24.133333,5.173343,4057.772817,74.91,100,297.41,5.775552,83.63,100.555556,24,1366.1,0,0,24.2,5.298898,4094.06509,76.94,100,299.69,5.915978,85.9,100.833333,24,1204.1,6.27,6457,21.133333,4.513407,3652.63735,57.23,100,303.35,5.039432,63.9,88.055556,24,1366.43,6.23,4531,23.916667,4.280139,3944.88341,61.42,100,288.7,4.778397,68.57,99.652778,24,1677.17,0,0,17.434602,3.507967,4444.835934,61.16,100,265.02,3.80222,66.2902,72.644175,24,2287.83,0,0,23.84073,3.724299,6329.281695,88.79,100,276.65,4.036915,96.243,99.336375,24,1448,1452,1268,1435,1743.4602,2384.073,9730.5332
20250628,9183.1,9.19,6.860257,757,13396,284.364543,21.930266,4.355148,26244.21731,420.242065,37420,100,285.788212,4.831608,466.2172,38177,91.37611,1360.86,7.39,4121,24.083333,5.179931,4052.232822,74.85,100,297.77,5.822837,84.14,100.347222,24,1365.72,7.07,4917,24.116667,4.997236,4090.3314,72.31,100,299.5,5.617139,81.28,100.486111,24,916.12,0,0,16.25,5.372308,2810.747772,52.38,100,306.81,6.038974,58.88,67.708333,24,1370.91,6.12,4358,23.983333,4.209173,3964.67172,60.57,100,289.2,4.731758,68.09,99.930556,24,2299.58,0,0,23.924808,3.57704,6083.53889,85.58,100,264.55,3.883032,92.9008,99.6867,24,1869.92,0,0,19.508364,3.820925,5242.694704,74.54,100,280.37,4.14778,80.9164,81.28485,24,1445,1447,975,1439,2392.4808,1950.8364,9649.3172
20250629,9480.45,8.79,6.565581,759,13388,284.05013,22.600606,4.203025,27059.4863,417.96,38538,100,285.424071,4.664161,463.8166,39297,94.169191,1275.38,0,0,22.65,5.496689,3800.249786,74.7,100,297.97,6.153054,83.62,94.375,24,1251.49,7.67,2322,22.2,5.399399,3747.711954,71.92,100,299.46,6.044294,80.51,92.5,24,1289.21,6.3,6567,22.633333,4.525037,3903.856801,61.45,100,302.81,5.065538,68.79,94.305556,24,1294.12,6.38,4499,22.683333,4.390154,3749.06564,59.75,100,289.7,4.914034,66.88,94.513889,24,2259.35,0,0,23.440914,3.309598,5965.813675,77.58,100,264.05,3.615106,84.7414,97.670475,24,2110.9,0,0,21.901752,3.313434,5892.78844,72.57,100,279.16,3.619583,79.2752,91.2573,24,1359,1332,1358,1361,2344.0914,2190.1752,9944.2666
20250630,9270.5,9.01,6.958066,730,12949,283.396216,22.101825,4.198748,26402.56032,408.32,37414,100,284.801902,4.671591,454.303,38144,92.090938,1287.59,7.56,3794,22.816667,5.295836,3833.15543,72.5,100,297.7,5.946676,81.41,95.069444,24,1269.05,7.49,3460,22.483333,5.277984,3802.200705,71.2,100,299.61,5.926612,79.95,93.680556,24,907.23,0,5695,16.1,5.418219,2783.835255,52.34,100,306.85,6.083851,58.77,67.083333,24,1296.38,6.23,24,22.7,4.290749,3758.464896,58.44,100,289.92,4.817915,65.62,94.583333,24,2297.22,0,0,23.800878,3.177614,6060.06636,75.63,100,263.8,3.481712,82.8678,99.170325,24,2213.03,0,0,22.987152,3.402335,6164.837671,78.21,100,278.57,3.727526,85.6852,95.7798,24,1369,1349,966,1362,2380.0878,2298.7152,9724.803
20250701,8714.45,9.47,7.317827,823,12941,283.331969,20.788437,4.222627,24821.78506,386.24,36868,100,284.834787,4.727958,432.4622,37691,86.618487,1051.71,7.99,4505,18.716667,5.586821,3137.145759,62.74,100,298.29,6.348175,71.29,77.986111,24,1168.59,7.67,3063,20.75,5.400803,3506.704872,67.24,100,300.08,6.137349,76.41,86.458333,24,1011.4,0,0,17.883333,5.05219,3097.21022,54.21,100,306.23,5.740913,61.6,74.513889,24,1062.49,6.56,5373,18.666667,4.51875,3090.464663,50.61,100,290.87,5.134821,57.51,77.777778,24,2222.7,0,0,23.05179,3.270896,5864.14941,75.4,100,263.83,3.577987,82.479,96.049125,24,2197.55,0,0,22.807332,3.334454,6126.110135,76.05,100,278.77,3.647213,83.1832,95.03055,24,1123,1245,1073,1120,2305.179,2280.7332,9146.9122
20250702,8811.85,9.31,7.032784,830,13238,283.270955,21.02441,4.262362,25087.72332,394.3,37643,100,284.704385,4.744381,438.8904,38473,87.601708,1022.39,8.3,1156,18.233333,5.805302,3057.96849,63.51,100,299.1,6.545704,71.61,75.972222,24,1271.34,7.33,3885,22.5,5.168148,3807.409032,69.77,100,299.48,5.826667,78.66,93.75,24,982.48,0,0,17.35,4.986551,3008.35376,51.91,100,306.2,5.621518,58.52,72.291667,24,1068.38,6.71,8197,18.783333,4.613132,3101.613978,51.99,100,290.31,5.20142,58.62,78.263889,24,2239.05,0,0,23.23809,3.341927,5907.50952,77.66,100,263.84,3.647417,84.759,96.825375,24,2228.2,0,0,23.149314,3.432931,6204.86854,79.47,100,278.47,3.746608,86.7314,96.455475,24,1094,1350,1041,1127,2323.809,2314.9314,9250.7404
20250703,9216.25,9.22,6.889337,876,13383,283.602321,21.989855,4.268619,26268.73484,413.011754,39968,100,285.026283,4.746883,459.2864,40844,91.624398,1213.74,0,0,21.55,5.437742,3617.794818,70.31,100,298.07,6.12993,79.26,89.791667,24,1311.06,7.23,4528,23.183333,5.097771,3921.511566,70.91,100,299.11,5.746945,79.94,96.597222,24,1142.37,0,0,20.116667,4.749793,3491.768142,57.33,100,305.66,5.354598,64.63,83.819444,24,1046.58,6.72,8855,18.4,4.61413,3034.244736,50.94,100,289.92,5.201087,57.42,76.666667,24,2260.15,0,0,23.46813,3.391834,5963.17976,79.6,100,263.84,3.692795,86.663,97.783875,24,2242.35,0,0,23.337234,3.59597,6240.235815,83.92,100,278.29,3.915348,91.3734,97.238475,24,1293,1391,1207,1104,2346.813,2333.7234,9675.5364
20250704,8446.4,9.18,6.979927,873,13152,283.896329,20.155424,4.272651,24101.29771,378.91518,35709,100,285.344025,4.758324,421.9866,36582,83.980934,1054.75,0,0,18.716667,5.371327,3154.33535,60.32,100,299.06,6.077471,68.25,77.986111,24,1121.61,7.5,3700,19.883333,5.288349,3362.474619,63.09,100,299.79,5.984074,71.39,82.847222,24,1060.69,6.58,2518,18.683333,4.754683,3240.514019,53.3,100,305.51,5.380018,60.31,77.847222,24,1039.6,6.84,6934,18.3,4.701275,3018.16672,51.62,100,290.32,5.318761,58.4,76.25,24,2212.13,0,0,22.95702,3.350173,5849.756572,76.91,100,264.44,3.640368,83.572,95.65425,24,1957.62,0,0,20.376846,3.615869,5476.050426,73.68,100,279.73,3.929195,80.0646,84.903525,24,1123,1193,1121,1098,2295.702,2037.6846,8868.3866
20250705,9008,8.65,6.830385,827,12664,283.418153,21.486843,4.245939,25657.25305,401.42,38770,100,284.82741,4.719696,446.21,39597,89.528513,1154.87,7.5,2261,20.466667,5.275244,3452.252891,64.78,100,298.93,5.955212,73.13,85.277778,24,1274.62,6.99,5007,22.5,4.945926,3819.271368,66.77,100,299.64,5.583704,75.38,93.75,24,836.44,0,0,14.833333,5.331461,2572.47122,47.45,100,307.55,6.017978,53.56,61.805556,24,1244.58,6.4,5396,21.833333,4.423664,3623.968044,57.95,100,291.18,4.993893,65.42,90.972222,24,2250.73,0,0,23.351652,3.328244,5938.326032,77.72,100,263.84,3.615813,84.4352,97.29855,24,2246.77,0,0,23.410458,3.706036,6250.963494,86.76,100,278.22,4.027081,94.2758,97.543575,24,1228,1350,890,1310,2335.1652,2341.0458,9454.211
20250706,6780.2,8.66,6.798022,790,12739,287.252707,16.253006,4.68277,19580.41646,334.88,29327,100,288.788184,5.189529,371.12,30117,67.72086,673.9,0,0,12.133333,6.556319,2026.95642,47.73,100,300.78,7.431319,54.1,50.555556,24,1190.55,7.06,4371,21.033333,4.995246,3571.769055,63.04,100,300.01,5.661648,71.45,87.638889,24,880.02,7.05,2110,15.566667,5.098501,2701.6614,47.62,100,307,5.779443,53.98,64.861111,24,1181.48,6.53,6258,20.75,4.501205,3437.161616,56.04,100,290.92,5.102008,63.52,86.458333,24,1230.39,0,0,12.872196,4.152361,3312.948114,53.45,100,269.26,4.414911,56.8296,53.63415,24,1623.86,0,0,16.951032,3.952562,4529.919856,67,100,278.96,4.202883,71.2432,70.6293,24,728,1262,934,1245,1287.2196,1695.1032,7151.3228
20250707,8067.35,8.54,6.666667,839,12810,284.72148,19.262087,4.308215,23091.43381,365.134935,35235,100,286.233197,4.813603,407.9682,36074,80.258695,674.35,0,0,12.1,6.263085,2026.82636,45.47,100,300.56,7.114325,51.65,50.416667,24,1256.55,6.88,5276,22.166667,4.862406,3761.85939,64.67,100,299.38,5.522556,73.45,92.361111,24,1119.21,6.47,3817,19.7,4.676819,3418.291182,55.28,100,305.42,5.312183,62.79,82.083333,24,1207.48,6.57,3717,21.216667,4.531029,3514.853532,57.68,100,291.09,5.146897,65.52,88.402778,24,1971.57,0,0,20.478744,3.42355,5220.125889,70.11,100,264.77,3.726029,76.3044,85.3281,24,1838.18,0,0,19.164438,3.752784,5149.477452,71.92,100,280.14,4.083804,78.2638,79.851825,24,726,1330,1182,1273,2047.8744,1916.4438,8475.3182
20250708,8860.4,8.67,6.474981,820,13390,282.986603,21.11819,4.1252,25210.39893,383.313705,36326,97.443182,284.528903,4.644893,431.6036,37146,90.301298,516.55,0,0,9.233333,5.862816,1558.792935,32.48,81.25,301.77,6.759928,37.45,47.350427,19.5,1310.33,6.95,3440,23.15,4.912887,3929.548637,68.24,100,299.89,5.663787,78.67,96.458333,24,1207.68,6.25,4448,21.233333,4.515699,3683.061696,57.53,100,304.97,5.205651,66.32,88.472222,24,1264.59,6.36,5502,22.2,4.38964,3681.853785,58.47,100,291.15,5.060811,67.41,92.5,24,2290.06,0,0,23.784678,3.406815,6042.552316,81.03,100,263.86,3.717006,88.4078,99.102825,24,2271.19,0,0,23.645358,3.618469,6314.589557,85.56,100,278.03,3.947743,93.3458,98.522325,24,554,1389,1274,1332,2378.4678,2364.5358,9292.0036
20250709,6249.9,9.59,7.149247,878,13414,283.724983,14.938673,4.24554,17857.52558,279.06,26743,86.363636,285.724981,4.915795,323.116,27621,72.072544,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.6,7.62,5141,18.85,5.362511,3183.376,60.65,100,301,6.489832,73.4,78.541667,24,874.5,7.18,2026,15.55,5.181136,2692.9353,48.34,100,307.94,6.270096,58.5,64.791667,24,1034.3,6.76,6247,18.266667,4.652372,3018.70798,50.99,100,291.86,5.629562,61.7,76.111111,24,1699.5,0,0,17.644878,3.386252,4525.0887,59.75,100,266.26,3.683097,64.9878,73.520325,24,1584,0,0,16.485282,3.598968,4437.4176,59.33,100,280.14,3.914292,64.5282,68.688675,24,0,1131,933,1096,1764.4878,1648.5282,6573.016
20250710,6843.4,9.32,6.930914,869,13447,284.476435,16.360085,4.323994,19592.39674,311.26,29037,86.363636,286.296238,4.932145,355.0374,29906,78.930235,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.07,7.84,3775,20.683333,5.514102,3485.082294,68.43,100,300.42,6.521354,80.93,86.180556,24,1140.49,6.45,3707,20.116667,4.658658,3488.530812,56.23,100,305.88,5.510356,66.51,83.819444,24,1198.33,6.66,5965,21.116667,4.582478,3490.255958,58.06,100,291.26,5.41989,68.67,87.986111,24,1674.34,0,0,17.420022,3.593566,4455.921042,62.6,100,266.13,3.884163,67.6622,72.583425,24,1670.16,0,0,17.414352,3.786532,4672.606632,65.94,100,279.77,4.0929,71.2752,72.5598,24,0,1241,1207,1267,1742.0022,1741.4352,7198.4374
20250711,6162.25,9.15,6.804998,889,13446,285.254874,14.699462,4.076371,17697.53589,263.65,26796,86.363636,287.192761,4.723633,305.5134,27685,70.918458,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.96,7.49,5229,19.133333,5.284843,3235.09212,60.67,100,300.95,6.362369,73.04,79.722222,24,943.89,6.89,1738,16.733333,4.973108,2899.63008,49.93,100,307.2,5.987052,60.11,69.722222,24,1123.65,6.22,6479,19.75,4.300422,3280.046715,50.96,100,291.91,5.177215,61.35,82.291667,24,1517.8,0,0,15.728256,3.217776,4066.79332,50.61,100,267.94,3.498519,55.0256,65.5344,24,1501.95,0,0,15.579378,3.30501,4215.97365,51.49,100,280.7,3.593712,55.9878,64.914075,24,0,1148,1004,1185,1572.8256,1557.9378,6467.7634
20250712,5615.55,9.54,7.054126,874,13524,287.646291,13.491224,4.654709,16280.28707,276.31,24586,87.119318,289.914382,5.400625,320.5886,25460,64.524648,5.76,0,0,0.333333,58.6,18.15552,11.72,5.541667,315.2,71.2,14.24,25.062657,1.33,1129.56,7.56,6583,20.133333,5.343543,3428.553468,64.55,100,303.53,6.493377,78.44,83.888889,24,737.3,7.71,905,13.183333,5.586599,2301.77687,44.19,100,312.19,6.788875,53.7,54.930556,24,1108.94,6.39,6036,19.533333,4.427474,3268.157074,51.89,100,294.71,5.380546,63.06,81.388889,24,1317.05,0,0,13.722372,3.76174,3553.4009,51.62,100,269.8,4.021695,55.1872,57.17655,24,1316.95,0,0,13.729014,3.812364,3710.243235,52.34,100,281.73,4.075413,55.9514,57.204225,24,20,1208,791,1172,1372.2372,1372.9014,5936.1386
20250713,6028.25,9.27,6.990423,859,13261,288.885357,14.496418,4.917827,17520.1572,313.679847,26720,100,290.634217,5.489974,350.1738,27579,60.401741,973.82,0,0,17.366667,5.733205,2921.46,59.74,100,300,6.543186,68.18,72.361111,24,1111.3,7.32,5706,19.683333,5.171041,3335.90034,61.07,100,300.18,5.901778,69.7,82.013889,24,634.96,8.4,1067,11.366667,6.042522,1960.375504,41.21,100,308.74,6.897361,47.04,47.361111,24,1048.67,6.47,6488,18.416667,4.466063,3053.831907,49.35,100,291.21,5.097738,56.33,76.736111,24,1129.32,0,0,11.827458,4.24267,3050.632116,50.18,100,270.13,4.517099,53.4258,49.281075,24,1130.18,0,0,11.85678,4.396641,3197.957328,52.13,100,282.96,4.680697,55.498,49.40325,24,1042,1181,682,1105,1182.7458,1185.678,6378.4238
20250714,7523.7,9.03,6.741321,863,13395,285.197546,17.960205,4.286426,21571.64588,338.734421,32276,100,286.715923,4.793302,378.7902,33139,74.834188,882.11,0,0,15.766667,5.937632,2644.389358,56.17,100,299.78,6.7537,63.89,65.694444,24,1028.23,7.71,4102,18.266667,5.437044,3090.242442,59.59,100,300.54,6.183394,67.77,76.111111,24,940.52,6.65,2700,16.583333,4.81407,2879.87224,47.9,100,306.2,5.475377,54.48,69.097222,24,1149.34,6.18,6593,20.133333,4.269868,3344.464466,51.58,100,290.99,4.85596,58.66,83.888889,24,1797.9,0,0,18.635184,3.245474,4781.51505,60.48,100,265.95,3.52121,65.6184,77.6466,24,1725.6,0,0,17.939718,3.512876,4831.16232,63.02,100,279.97,3.811197,68.3718,74.748825,24,946,1096,995,1208,1863.5184,1793.9718,7902.4902
20250715,7385.45,9.52,6.894055,933,13809,286.435885,17.707754,4.395609,21336.41376,342.48,32813,92.585227,288.897951,5.210352,405.96,33746,79.691232,1057.03,7.95,2425,18.916667,5.569163,3177.854992,63.21,100,300.64,6.869604,77.97,78.819444,24,1074.74,0,0,19.25,5.633766,3253.667876,65.07,100,302.74,6.948918,80.26,80.208333,24,938.95,6.87,5207,16.666667,4.949,2884.736085,49.49,100,307.23,6.105,61.05,69.444444,24,1161.98,6.5,6177,20.5,4.482927,3399.721084,55.14,100,292.58,5.530081,68.02,85.416667,24,1278.35,0,0,13.269096,3.379281,3422.90996,44.84,67.375,267.76,3.659601,48.5596,82.059963,16.17,1874.4,0,0,19.445022,3.328873,5197.52376,64.73,100,277.29,3.605149,70.1022,81.020925,24,1135,1155,1000,1230,1326.9096,1944.5022,7791.4118
20250716,7587.9,10.21,7.17347,889,14233,285.85582,18.180255,4.461883,21846.22348,356.92,32657,96.590909,287.90869,3.43592,274.85,33546,78.424631,1068.82,7.98,3332,19.083333,5.588646,3202.826012,63.99,100,299.66,6.653275,76.18,79.513889,24,1072.37,7.25,6038,19.033333,5.120841,3226.332382,58.48,100,300.86,6.097198,69.63,79.305556,24,922.2,0,0,16.4,5.275407,2839.08492,51.91,100,307.86,6.280488,61.8,68.333333,24,1187.77,6.52,4863,20.916667,4.499602,3469.951278,56.47,100,292.14,5.356972,67.23,87.152778,24,1461.6,0,0,15.23772,3.766311,3899.98728,57.39,85,266.83,4.080138,62.172,74.694706,20.4,1875.15,0,0,19.495404,3.522882,5208.04161,68.68,100,277.74,3.815792,74.3904,81.23085,24,1145,1142,984,1255,1523.772,1949.5404,7999.3124
20250717,8861.05,9.77,7.137639,841,13688,286.404923,21.151312,4.291055,25510.73618,399.350355,37174,100,287.897441,4.787229,445.5272,38015,88.130466,1231.76,7.73,3171,21.866667,5.40625,3669.043512,70.93,100,297.87,6.115854,80.24,91.111111,24,1195.69,7.23,5264,21.15,5.106383,3583.363361,64.8,100,299.69,5.77699,73.31,88.125,24,1059.34,0,0,18.716667,5.010686,3244.970288,56.27,100,306.32,5.668744,63.66,77.986111,24,1158.26,6.69,5253,20.366667,4.610475,3369.841644,56.34,100,290.94,5.216039,63.74,84.861111,24,2175.73,0,0,22.601106,3.425496,5903.625782,77.42,100,271.34,3.733472,84.3806,94.171275,24,2040.27,0,0,21.204666,3.470463,5739.891591,73.59,100,281.33,3.782026,80.1966,88.352775,24,1312,1269,1123,1222,2260.1106,2120.4666,9306.5772
