period_id,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_供热用厂用电率,可门_可门#1_供热量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#2_上网电量,可门_可门#2_供热用厂用电率,可门_可门#2_供热量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#3_上网电量,可门_可门#3_供热用厂用电率,可门_可门#3_供热量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#4_上网电量,可门_可门#4_供热用厂用电率,可门_可门#4_供热量,可门_可门#4_利用小时,可门_可门#4_发电厂用电率,可门_可门#4_发电标煤量,可门_可门#4_发电用厂用电量,可门_可门#4_开机率,可门_可门#4_综合供电煤耗,可门_可门#4_综合厂用电率,可门_可门#4_综合厂用电量,可门_可门#4_负荷率,可门_可门#4_运行小时,可门_可门#5_上网电量,可门_可门#5_供热用厂用电率,可门_可门#5_供热量,可门_可门#5_利用小时,可门_可门#5_发电厂用电率,可门_可门#5_发电标煤量,可门_可门#5_发电用厂用电量,可门_可门#5_开机率,可门_可门#5_综合供电煤耗,可门_可门#5_综合厂用电率,可门_可门#5_综合厂用电量,可门_可门#5_负荷率,可门_可门#5_运行小时,可门_可门#6_上网电量,可门_可门#6_供热用厂用电率,可门_可门#6_供热量,可门_可门#6_利用小时,可门_可门#6_发电厂用电率,可门_可门#6_发电标煤量,可门_可门#6_发电用厂用电量,可门_可门#6_开机率,可门_可门#6_综合供电煤耗,可门_可门#6_综合厂用电率,可门_可门#6_综合厂用电量,可门_可门#6_负荷率,可门_可门#6_运行小时,发电量1,发电量2,发电量3,发电量4,发电量5,发电量6,总发电量
20240101,3328.8,4.81,7.29783,451,6591,297.357897,14.708333,5.341076,9936.0952,188.54,17129,100,298.488801,5.699717,201.2,17580,61.284722,961.65,7.13,3415,16.916667,4.925123,2839.75245,49.99,100,295.3,5.256158,53.35,70.486111,24,600.51,0,0,10.733333,6.329193,1828.55295,40.76,100,304.5,6.753106,43.49,44.722222,24,733.57,8.85,1256,13.083333,6.138854,2203.497566,48.19,100,300.38,6.551592,51.43,54.513889,24,1033.07,6.56,1920,18.1,4.567219,3064.292234,49.6,100,296.62,4.873849,52.93,75.416667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,644,785,1086,,,3530
20240102,4551,4.35,6.639194,445,6552,296.644695,19.966667,4.743948,13540.85138,227.33,23052,100,297.535737,5.029215,241,23497,83.194444,1230.68,6.67,2200,21.566667,4.61592,3628.783048,59.73,100,294.86,4.893354,63.32,89.861111,24,1004.21,0,0,17.666667,4.964151,3033.015463,52.62,100,302.03,5.263208,55.79,73.611111,24,1091.46,7.32,1419,19.233333,5.111785,3263.028816,58.99,100,298.96,5.419411,62.54,80.138889,24,1224.65,6.27,2933,21.4,4.360592,3616.024055,55.99,100,295.27,4.622274,59.35,89.166667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,1060,1154,1284,,,4792
20240103,4500.15,4.28,6.385201,446,6703,296.640231,19.725,4.710182,13381.50016,222.98,22537,100,297.356758,4.939797,233.85,22983,82.1875,1224.73,6.57,3577,21.433333,4.542768,3604.747809,58.42,100,294.33,4.764386,61.27,89.305556,24,1089.94,0,0,19.133333,4.8223,3288.34898,55.36,100,301.7,5.057491,58.06,79.722222,24,965.04,0,0,17.033333,5.31409,2889.233256,54.31,100,299.39,5.573386,56.96,70.972222,24,1220.43,6.18,3126,21.3,4.294992,3599.170113,54.89,100,294.91,4.504695,57.57,88.75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,1148,1022,1278,,,4734
20240104,4429.65,4.81,6.639061,495,7245,296.597908,19.458333,4.81863,13183.68804,225.03,22808,100,297.623696,5.146681,240.35,23303,81.076389,1232.21,6.56,3567,21.583333,4.539768,3631.815754,58.79,100,294.74,4.848649,62.79,89.930556,24,976.32,0,0,17.216667,5.137464,2949.560352,53.07,100,302.11,5.486931,56.68,71.736111,24,998.44,7.68,1016,17.65,5.354108,2991.126552,56.7,100,299.58,5.718602,60.56,73.541667,24,1222.68,6.34,2662,21.383333,4.401403,3611.18538,56.47,100,295.35,4.701481,60.32,89.097222,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1033,1059,1283,,,4670
20240105,5077.95,4.57,6.229553,504,7336,296.659512,22.225,4.566929,15101.1558,243.6,26042,100,297.386855,4.800337,256.05,26546,92.604167,1322.86,6.34,1856,23.116667,4.399423,3897.542418,61.02,100,294.63,4.624369,64.14,96.319444,24,1274.54,6.47,1759,22.316667,4.580284,3842.10083,61.33,100,301.45,4.81404,64.46,92.986111,24,1162.56,0,0,20.483333,5.143206,3474.89184,63.21,100,298.9,5.406021,66.44,85.347222,24,1317.99,6.05,3721,22.983333,4.208847,3886.620711,58.04,100,294.89,4.42422,61.01,95.763889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1339,1229,1379,,,5334
20240106,4909.8,4.41,6.081081,500,7252,296.649396,21.4875,4.514059,14607.63922,232.79,25266,100,297.520046,4.793485,247.2,25766,89.53125,1292.13,6.39,519,22.6,4.435841,3810.103731,60.15,100,294.87,4.710177,63.87,94.166667,24,1277.47,6.2,2689,22.333333,4.394776,3850.039086,58.89,100,301.38,4.666418,62.53,93.055556,24,1042.12,0,0,18.383333,5.197643,3119.169372,57.33,100,299.31,5.519492,60.88,76.597222,24,1298.09,5.97,4044,22.633333,4.154639,3828.327028,56.42,100,294.92,4.411635,59.91,94.305556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,1340,1103,1358,,,5157
20240107,4086.9,4.71,6.460019,500,7291,296.869166,17.941667,4.777984,12172.40769,205.74,20995,100,297.839626,5.088249,219.1,21495,74.756944,1156.4,0,0,20.25,4.528395,3416.69944,55.02,100,295.46,4.823045,58.6,84.375,24,828.2,7.25,960,14.6,5.124429,2508.12088,44.89,100,302.84,5.456621,47.8,60.833333,24,929.27,7.74,764,16.433333,5.402637,2785.858533,53.27,100,299.79,5.75355,56.73,68.472222,24,1173.03,6.15,5567,20.483333,4.275834,3461.728833,52.55,100,295.11,4.554109,55.97,85.347222,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,876,986,1229,,,4306
20240108,4563.45,4.59,6.282508,498,7306,296.617015,19.9875,4.424432,13599.17823,212.24,22920,100,298.002131,4.868668,233.55,23418,83.28125,1233.44,0,0,21.566667,4.253478,3646.04864,55.04,100,295.6,4.680062,60.56,89.861111,24,1048.76,6.41,1811,18.4,4.547101,3168.094208,50.2,100,302.08,5.003623,55.24,76.666667,24,1049.38,6.98,1836,18.483333,4.885482,3143.627666,54.18,100,299.57,5.376014,59.62,77.013889,24,1231.87,5.88,3659,21.5,4.095349,3641.40772,52.83,100,295.6,4.506202,58.13,89.583333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,1104,1109,1290,,,4797
20240109,4979.85,4.15,5.884855,472,7052,296.663836,21.783333,4.333206,14837.5231,226.54,25017,100,297.951205,4.746557,248.15,25489,90.763889,1253.51,0,0,21.9,4.202435,3702.743189,55.22,100,295.39,4.603501,60.49,91.25,24,1305.61,5.95,2911,22.816667,4.227173,3940.461541,57.87,100,301.81,4.630387,63.39,95.069444,24,1107.99,0,0,19.516667,4.912041,3317.432859,57.52,100,299.41,5.380871,63.01,81.319444,24,1312.73,5.84,4141,22.9,4.070597,3876.885509,55.93,100,295.33,4.459243,61.27,95.416667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,1369,1171,1374,,,5228
20240110,4721.4,4.12,5.782456,455,7125,296.662283,20.666667,4.390927,14068.34845,217.79,23548,100,297.969849,4.810484,238.6,24003,86.111111,1240.35,0,0,21.65,4.121632,3664.862145,53.54,100,295.47,4.515012,58.65,90.208333,24,1164.5,0,0,20.45,4.649552,3520.2835,57.05,100,302.3,5.093725,62.5,85.208333,24,1076.6,7.04,601,18.966667,4.925308,3223.98636,56.05,100,299.46,5.395431,61.4,79.027778,24,1239.95,5.67,6524,21.6,3.947531,3659.216445,51.16,100,295.11,4.324846,56.05,90,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,1227,1138,1296,,,4960
20240111,4634.4,4.46,6.048278,469,7374,296.633839,20.291667,4.419507,13807.62294,215.23,22135,100,297.93766,4.837782,235.6,22604,84.548611,1129.07,0,0,19.766667,4.385329,3336.176036,52.01,100,295.48,4.800169,56.93,82.361111,24,1054.73,6.76,965,18.55,4.78257,3186.550276,53.23,100,302.12,5.2354,58.27,77.291667,24,1215.75,6.53,1835,21.333333,4.585156,3637.76715,58.69,100,299.22,5.019531,64.25,88.888889,24,1234.85,5.7,4574,21.516667,3.972889,3647.129475,51.29,100,295.35,4.349342,56.15,89.652778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,1113,1280,1291,,,4870
20240112,4729.5,4.63,6.23569,471,7425,296.643843,20.741667,4.782041,14060.76983,238.05,22554,96.875,297.299288,4.991965,248.5,23025,89.21147,994.17,0,0,17.666667,5.949057,2929.918407,63.06,87.5,294.71,6.210377,65.83,84.126984,21,1257.9,6.57,1027,22.033333,4.645234,3789.54954,61.41,100,301.26,4.848714,64.1,91.805556,24,1182.13,6.7,2410,20.716667,4.69107,3525.348086,58.31,100,298.22,4.897023,60.87,86.319444,24,1295.3,5.87,3988,22.55,4.084996,3815.9538,55.27,100,294.6,4.264597,57.7,93.958333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,1322,1243,1353,,,4978
20240113,3748.95,4.81,6.533551,475,7362,296.544693,16.4875,4.586808,11196.04488,181.5,17963,75,298.644817,5.257771,208.05,18438,91.597222,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.47,6.68,893,22.066667,4.712991,3781.707918,62.4,100,301.94,5.402568,71.53,91.944444,24,1238.63,6.91,3271,21.85,4.816171,3700.283262,63.14,100,298.74,5.520214,72.37,91.041667,24,1257.85,6.11,3198,22.033333,4.23298,3714.053695,55.96,100,295.27,4.852496,64.15,91.805556,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1324,1311,1322,,,3957
20240114,3797.85,4.9,6.456714,489,7589,296.530807,16.683333,4.543706,11333.61503,181.93,18074,75,298.421871,5.148601,206.15,18563,92.685185,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.51,6.57,1613,22.35,4.639075,3831.985211,62.21,100,301.61,5.256525,70.49,93.125,24,1248.72,6.93,2773,22.016667,4.828917,3728.67792,63.79,100,298.6,5.471612,72.28,91.736111,24,1278.62,6.01,3203,22.366667,4.16766,3772.951896,55.93,100,295.08,4.722802,63.38,93.194444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1341,1321,1342,,,4004
20240115,3391.05,4.83,6.720468,475,7187,296.544199,14.925,4.694305,10123.57414,168.15,16654,75,298.538038,5.330821,190.95,17129,82.916667,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.24,6.41,2256,21.216667,4.549097,3660.230956,57.91,100,303.19,5.16575,65.76,88.402778,24,1219.41,6.81,3759,21.483333,4.754073,3646.523664,61.28,100,299.04,5.398759,69.59,89.513889,24,964.4,7.04,1172,17,4.8,2816.81952,48.96,100,292.08,5.45098,55.6,70.833333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1273,1289,1020,,,3582
20240116,3437.4,4.28,6.648027,454,6438,296.594714,15.1125,4.649021,10257.37228,168.62,17917,75,298.404965,5.227461,189.6,18371,83.958333,0,0,0,0,0,0,0,0,0,0,0,0,0,1253.95,6.36,2174,22.016667,4.514005,3799.97008,59.63,100,303.04,5.0757,67.05,91.736111,24,1192.95,6.77,3277,21,4.73254,3565.608255,59.63,100,298.89,5.321429,67.05,87.5,24,990.51,6.91,987,17.433333,4.717973,2891.793945,49.35,100,291.95,5.304971,55.49,72.638889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1321,1260,1046,,,3627
20240117,3700.65,4.12,6.385617,445,6452,296.626252,16.2375,4.53554,11035.23816,176.75,18860,75,298.197294,5.038491,196.35,19305,90.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.14,6.35,2087,22.85,4.520788,3951.083402,61.98,100,303.43,5.022611,68.86,95.208333,24,1099.26,7.16,1367,19.4,5.006014,3292.943256,58.27,100,299.56,5.561856,64.74,80.833333,24,1299.25,6.04,2998,22.7,4.147577,3791.2115,56.49,100,291.8,4.607195,62.75,94.583333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1371,1164,1362,,,3897
20240118,3789.45,4.4,6.594724,460,6672,296.608489,16.65,4.638388,11302.71139,185.35,19434,75,298.267859,5.168919,206.55,19894,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1254.37,6.64,608,22.066667,4.719789,3809.772564,62.49,100,303.72,5.259063,69.63,91.944444,24,1245.77,7.03,2650,21.966667,4.918058,3730.831996,64.82,100,299.48,5.480273,72.23,91.527778,24,1289.32,6.25,3414,22.566667,4.287297,3762.106828,58.05,100,291.79,4.776957,64.68,94.027778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1324,1318,1354,,,3996
20240119,3551.55,5.01,6.588638,526,7604,295.777902,15.608333,4.608115,10569.26839,172.62,18226,75,297.595934,5.19087,194.45,18752,86.712963,0,0,0,0,0,0,0,0,0,0,0,0,0,1238.65,0,0,21.8,4.706422,3769.088085,61.56,100,304.29,5.301988,69.35,90.833333,24,1110.59,6.9,3396,19.583333,4.866383,3352.315915,57.18,100,301.85,5.481702,64.41,81.597222,24,1202.31,6.33,4208,21.05,4.266033,3447.864387,53.88,100,286.77,4.805226,60.69,87.708333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1308,1175,1263,,,3746
20240120,3619.5,4.72,6.51304,481,7247,295.799207,15.883333,4.514166,10766.8545,172.08,17812,75,297.468007,5.049843,192.5,18293,88.240741,0,0,0,0,0,0,0,0,0,0,0,0,0,1253.14,0,0,22.016667,4.591976,3811.550624,60.66,100,304.16,5.137017,67.86,91.736111,24,1136.2,6.74,4001,20,4.7525,3427.23368,57.03,100,301.64,5.316667,63.8,83.333333,24,1230.15,6.25,3246,21.516667,4.213013,3528.0702,54.39,100,286.8,4.7134,60.85,89.652778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1321,1200,1291,,,3812
20240121,3261,4.49,6.483755,455,6925,295.79582,14.345833,4.690096,9706.599004,161.48,16082,75,297.65713,5.286088,182,16537,79.699074,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.36,0,0,21.733333,4.670245,3762.28888,60.9,100,304.55,5.263804,68.64,90.555556,24,848.26,7.65,1182,15.05,5.37763,2567.937498,48.56,100,302.73,6.062016,54.74,62.708333,24,1177.38,6.24,5743,20.6,4.207929,3376.372626,52.01,100,286.77,4.742718,58.62,85.833333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1304,903,1236,,,3443
20240122,3484.5,4.54,6.309061,467,7196,295.797814,15.291667,4.483924,10369.0149,164.56,16644,75,297.575403,5.054496,185.5,17111,84.953704,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.23,6.18,1024,21.683333,4.416603,3761.106152,57.46,100,304.24,4.978478,64.77,90.347222,24,1013.46,6.97,989,17.883333,4.922647,3067.338036,52.82,100,302.66,5.548928,59.54,74.513889,24,1234.81,6.21,5183,21.6,4.188272,3540.570713,54.28,100,286.73,4.721451,61.19,90,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1301,1073,1296,,,3670
20240123,3532.5,4.15,6.333944,407,6552,295.866893,15.4875,4.405165,10512.91995,163.74,16131,75,297.60566,4.96368,184.5,16538,86.041667,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.91,6.23,2071,22.066667,4.430514,3814.737866,58.66,100,303.26,4.991692,66.09,91.944444,24,1217.89,6.18,2203,21.35,4.372365,3670.842249,56.01,100,301.41,4.92662,63.11,88.958333,24,1056.7,6.57,2278,18.533333,4.41277,3027.33983,49.07,100,286.49,4.973022,55.3,77.222222,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1324,1281,1112,,,3717
20240124,3416.1,3.86,6.278465,388,6148,295.83011,14.9875,4.457048,10166.73421,160.32,15705,75,297.612313,5.029191,180.9,16093,83.263889,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.81,6.34,2839,21.983333,4.514784,3805.752762,59.55,100,304.02,5.094011,67.19,91.597222,24,932.78,6.89,769,16.45,4.868288,2824.084728,48.05,100,302.76,5.493414,54.22,68.541667,24,1231.51,6.04,2540,21.516667,4.083656,3536.89672,52.72,100,287.2,4.608056,59.49,89.652778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1319,987,1291,,,3597
20240125,3771,3.62,6.317627,366,5730,295.910775,16.525,4.416541,11217.50401,175.16,17970,75,297.467622,4.916793,195,18336,91.805556,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.5,6.3,2348,22.55,4.481153,3900.33555,60.63,100,303.41,4.988914,67.5,93.958333,24,1281.64,6.34,3018,22.483333,4.485545,3864.016436,60.51,100,301.49,4.993328,67.36,93.680556,24,1203.86,6.33,364,21.066667,4.273734,3453.152024,54.02,100,286.84,4.757911,60.14,87.777778,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1353,1349,1264,,,3966
20240126,3600.6,3.9,6.429278,392,6066,295.873933,15.8,4.504219,10714.18686,170.8,17103,75,297.566707,5.047468,191.4,17495,87.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.78,6.31,2966,21.966667,4.483308,3795.522138,59.09,100,303.21,5.024279,66.22,91.527778,24,1247.39,6.49,1610,21.916667,4.587833,3762.627196,60.33,100,301.64,5.141445,67.61,91.319444,24,1101.43,6.59,1490,19.316667,4.432269,3156.037522,51.37,100,286.54,4.967213,57.57,80.486111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1318,1315,1159,,,3792
20240127,3466.05,4.13,6.591127,403,6266,295.832636,15.233333,4.681072,10309.35322,171.14,16683,75,297.438099,5.195569,189.95,17086,84.62963,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.28,6.57,2102,22.166667,4.655639,3818.777456,61.92,100,302.77,5.166917,68.72,92.361111,24,1231.29,6.58,3909,21.633333,4.630971,3701.750256,60.11,100,300.64,5.139445,66.71,90.138889,24,973.48,7.14,255,17.133333,4.77821,2788.825504,49.12,100,286.48,5.303502,54.52,71.388889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1330,1298,1028,,,3656
20240128,3254.1,3.88,6.272228,380,6186,295.888487,14.295833,4.60274,9684.666888,157.92,15300,75,297.614299,5.155931,176.9,15680,79.421296,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.44,6.4,1726,21.15,4.542159,3646.321656,57.64,100,302.74,5.08747,64.56,88.125,24,1182.83,6.22,4460,20.733333,4.389068,3554.877282,54.6,100,300.54,4.917203,61.17,86.388889,24,866.83,0,0,15.3,4.976035,2483.46795,45.68,100,286.5,5.574074,51.17,63.75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1269,1244,918,,,3431
20240129,3477.3,3.9,6.230032,393,6260,295.837293,15.254167,4.547391,10338.09336,166.48,16341,75,297.302314,5.017755,183.7,16734,84.74537,0,0,0,0,0,0,0,0,0,0,0,0,0,976.29,7.39,192,17.266667,5.222973,2970.655212,54.11,100,304.28,5.763514,59.71,71.944444,24,1274.45,6.35,3410,22.35,4.49739,3847.946885,60.31,100,301.93,4.962714,66.55,93.125,24,1226.56,5.99,2658,21.4,4.053738,3519.491264,52.05,100,286.94,4.47352,57.44,89.166667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1036,1341,1284,,,3661
20240130,3534.6,4.25,6.575894,399,6463,295.838918,15.516667,4.612245,10508.90837,171.76,16391,75,297.31535,5.085929,189.4,16790,86.203704,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.82,6.89,1165,20.766667,4.889246,3576.421998,60.92,100,303.39,5.391653,67.18,86.527778,24,1243.61,6.51,4314,21.833333,4.596183,3745.007154,60.21,100,301.14,5.067939,66.39,90.972222,24,1112.17,6.43,984,19.466667,4.33476,3187.47922,50.63,100,286.6,4.779966,55.83,81.111111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1246,1310,1168,,,3724
20240131,3505.35,4.3,6.476879,406,6639,295.824312,15.3875,4.535066,10429.34527,167.48,15806,75,297.526503,5.081235,187.65,16212,85.486111,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.64,6.61,935,20.716667,4.693484,3574.843984,58.34,100,303.56,5.258246,65.36,86.319444,24,1243.04,6.46,3716,21.833333,4.562595,3746.025344,59.77,100,301.36,5.11145,66.96,90.972222,24,1084.68,6.44,1988,19,4.331579,3108.475944,49.38,100,286.58,4.852632,55.32,79.166667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1243,1310,1140,,,3693
20240201,2604.3,4.91,6.837488,441,7181,295.808349,11.504167,4.960159,7762.158992,136.95,12005,74.479167,298.051645,5.67548,156.7,12446,64.358974,0,0,0,0,0,0,0,0,0,0,0,0,0,894.54,6.92,493,15.783333,4.841605,2710.635108,45.85,97.916667,303.02,5.539599,52.46,67.163121,23.5,1095.24,6.62,6014,19.266667,4.593426,3285.610476,53.1,100,299.99,5.256055,60.76,80.277778,24,614.53,8.79,674,10.966667,5.773556,1765.913408,37.99,100,287.36,6.606383,43.47,45.694444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,947,1156,658,,,2761
20240202,1875.9,4.51,6.607091,418,6826,295.651802,8.320833,4.971958,5610.613812,99.29,8892,50,299.089174,6.064096,121.1,9310,69.340278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.46,6.61,6826,20.816667,4.630104,3583.225476,57.83,100,304.06,5.647718,70.54,86.736111,24,697.44,0,0,12.466667,5.542781,2027.388336,41.46,100,290.69,6.759358,50.56,51.944444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1249,748,,,1997
20240203,1922.55,4.56,6.550783,454,6961,295.649825,8.508333,4.742409,5750.862141,96.84,9456,50,299.126792,5.849657,119.45,9910,70.902778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.71,6.41,6195,21.1,4.50158,3638.665101,56.99,100,304.31,5.552133,70.29,87.916667,24,726.84,7.71,766,12.933333,5.135309,2112.19704,39.85,100,290.6,6.335052,49.16,53.888889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1266,776,,,2042
20240204,1642.8,4.79,6.835046,462,7008,295.498812,7.291667,4.920571,4916.77518,86.11,8188,50,299.292378,6.125714,107.2,8650,60.763889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.62,6.69,6219,17.516667,4.690771,3014.976292,49.3,100,304.66,5.840152,61.38,72.986111,24,653.18,7.9,789,11.65,5.266094,1901.798888,36.81,100,291.16,6.555079,45.82,48.541667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1051,699,,,1750
20240205,1687.2,4.75,6.610995,472,7185,295.539062,7.5,4.948333,5056.466472,89.07,8463,50,299.695737,6.266667,112.8,8935,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.82,6.48,6748,18.883333,4.542807,3250.230516,51.47,100,304.38,5.752868,65.18,78.680556,24,619.38,8.5,437,11.116667,5.637181,1806.235956,37.6,100,291.62,7.13943,47.62,46.319444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1133,667,,,1800
20240206,1695.6,4.49,6.272702,455,7158,295.5998,7.520833,4.845983,5077.015243,87.47,8371,50,299.422932,6.060942,109.4,8826,62.673611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.51,6.27,7158,18.933333,4.397887,3263.685102,49.96,100,304.02,5.50088,62.49,78.888889,24,622.09,0,0,11.15,5.605381,1813.330141,37.5,100,291.49,7.011958,46.91,46.458333,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1136,669,,,1805
20240207,1839.15,4.53,6.508621,459,6960,295.601071,8.1375,4.642601,5505.067421,90.67,9128,50,299.326723,5.829493,113.85,9587,67.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.78,6.42,6183,19.483333,4.511548,3361.27344,52.74,100,304.8,5.664671,66.22,81.180556,24,736.37,7.23,777,13.066667,4.83801,2143.793981,37.93,100,291.13,6.075255,47.63,54.444444,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1169,784,,,1953
20240208,1792.05,4.61,6.668595,428,6913,295.598467,7.929167,4.687861,5361.535434,89.21,8251,50,299.184478,5.830268,110.95,8679,66.076389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.36,6.46,5305,19.083333,4.538865,3292.93728,51.97,100,304.8,5.645415,64.64,79.513889,24,711.69,7.36,1608,12.633333,4.912929,2068.598154,37.24,100,290.66,6.109499,46.31,52.638889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1145,758,,,1903
20240209,2164.5,4.31,6.420378,425,6713,295.53077,9.525,4.428696,6456.638052,101.24,10008,50,298.296976,5.314961,121.5,10433,79.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.69,6.51,4033,20.966667,4.59062,3623.959203,57.75,100,304.87,5.509539,69.31,87.361111,24,975.81,6.28,2680,17.133333,4.230545,2832.678849,43.49,100,290.29,5.076848,52.19,71.388889,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1258,1028,,,2286
20240210,2082.9,4.16,6.269781,408,6635,295.672433,9.158333,4.338944,6216.897281,95.37,9491,50,298.473152,5.236579,115.1,9899,76.319444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.33,6.28,4886,20.466667,4.430782,3542.549374,54.41,100,304.78,5.34772,65.67,85.277778,24,920.57,6.27,1749,16.166667,4.22268,2674.347907,40.96,100,290.51,5.095876,49.43,67.361111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1228,970,,,2198
