period_id,漳平_厂级_上网电量,漳平_厂级_供热厂用电量,漳平_厂级_供热用厂用电率,漳平_厂级_供热耗煤量,漳平_厂级_供热量,漳平_厂级_供煤量,漳平_厂级_供电煤耗,漳平_厂级_利用小时,漳平_厂级_发电厂用电率,漳平_厂级_发电标煤量,漳平_厂级_发电用厂用电量,漳平_厂级_发电耗煤量,漳平_厂级_开机率,漳平_厂级_日电网调度发电量,漳平_厂级_综合供电煤耗,漳平_厂级_综合厂用电率,漳平_厂级_综合厂用电量,漳平_厂级_耗煤量,漳平_厂级_负荷率,漳平_漳平#5_上网电量,漳平_漳平#5_供热用厂用电率,漳平_漳平#5_供热量,漳平_漳平#5_利用小时,漳平_漳平#5_发电厂用电率,漳平_漳平#5_发电标煤量,漳平_漳平#5_发电用厂用电量,漳平_漳平#5_开机率,漳平_漳平#5_综合供电煤耗,漳平_漳平#5_综合厂用电率,漳平_漳平#5_综合厂用电量,漳平_漳平#5_负荷率,漳平_漳平#5_运行小时,漳平_漳平#6_上网电量,漳平_漳平#6_供热用厂用电率,漳平_漳平#6_供热量,漳平_漳平#6_利用小时,漳平_漳平#6_发电厂用电率,漳平_漳平#6_发电标煤量,漳平_漳平#6_发电用厂用电量,漳平_漳平#6_开机率,漳平_漳平#6_综合供电煤耗,漳平_漳平#6_综合厂用电率,漳平_漳平#6_综合厂用电量,漳平_漳平#6_负荷率,漳平_漳平#6_运行小时,发电量5,发电量6,总发电量
20240530,586.74,2.79,8.194073,199,3404.9,0,320.612028,10.608333,6.386489,1910.366766,40.65,2901,50,636.5,325.59,6.823252,43.43,3100,88.402778,0,0,0,0,0,0,0,0,0,0,0,0,0,586.74,8.18,3404.9,21.216667,6.386033,1910.366766,40.6471,100,325.59,7.817753,49.76,88.402778,24,0,636.5,636.5
20240531,659.630358,2.58,8.122045,177,3176.54,0,276.815333,11.9267,5.630225,1869.367162,40.29,2767,50,715.602,283.396169,6.900484,49.38,2944,99.389167,0,0,0,0,0,0,0,0,0,0,0,0,0,580.7472,8.12,3176.54,23.8534,5.629931,1869.367162,40.2879,100,321.89,18.844945,134.8548,99.389167,24,0,715.602,715.602
20240601,560.21,4.54,8.074183,307,5622.86,0,322.977864,10.144333,6.281011,1842.362627,38.23,2585,50,608.66,328.87,7.960109,48.45,2892,84.536111,0,0,0,0,0,0,0,0,0,0,0,0,0,560.21,8.07,5622.86,20.288667,6.280797,1842.362627,38.2287,100,328.87,7.960109,48.45,84.536111,24,0,608.66,608.66
20240602,513.24,4.72,7.607173,354,6204.67,0,324.107282,9.286167,5.874329,1699.748232,32.73,2454,50,557,331.18,7.882693,43.92,2808,77.384722,0,0,0,0,0,0,0,0,0,0,0,0,0,513.24,7.61,6204.67,18.572333,5.874921,1699.748232,32.7333,100,331.18,7.884488,43.93,77.384722,24,0,557.17,557.17
20240603,570.06,4.57,8.055972,346,5672.81,0,322.276901,10.3225,6.146767,1873.331172,38.07,2882,50,619.35,328.62,7.958343,49.29,3228,86.020833,0,0,0,0,0,0,0,0,0,0,0,0,0,570.06,8.06,5672.81,20.645,6.146718,1873.331172,38.0697,100,328.62,7.958343,49.29,86.020833,24,0,619.35,619.35
20240604,544.5,4.38,7.834664,324,5590.54,0,324.004144,9.829333,6.094004,1794.39975,35.94,2656,50,589.76,329.55,7.674308,45.26,2980,81.911111,0,0,0,0,0,0,0,0,0,0,0,0,0,544.5,7.84,5590.54,19.658667,6.094021,1794.39975,35.9401,100,329.55,7.674308,45.26,81.911111,24,0,589.76,589.76
20240605,564.72,4.58,7.889669,324,5805.06,0,323.243774,10.212167,6.063029,1860.526512,37.15,2624,50,612.73,329.46,7.833793,48,2948,85.101389,0,0,0,0,0,0,0,0,0,0,0,0,0,564.72,7.9,5805.06,20.424333,6.062752,1860.526512,37.1483,100,329.46,7.835425,48.01,85.101389,24,0,612.73,612.73
20240606,539.67,4.66,8.027424,327,5805.1,0,295.22459,9.763667,6.225462,1621.816284,36.47,2561,50,585.82,300.52,7.877846,46.15,2888,81.363889,0,0,0,0,0,0,0,0,0,0,0,0,0,539.67,8.03,5805.1,19.527333,6.225445,1621.816284,36.4699,100,300.52,7.877846,46.15,81.363889,24,0,585.82,585.82
20240607,534.44,4.47,7.966935,318,5610.69,0,286.764551,9.680667,6.173817,1562.809448,35.86,2546,50,580.84,292.42,7.988431,46.4,2864,80.672222,0,0,0,0,0,0,0,0,0,0,0,0,0,534.44,7.97,5610.69,19.361333,6.174626,1562.809448,35.8647,100,292.42,7.988431,46.4,80.672222,24,0,580.84,580.84
20240608,546.98,4.68,8.319216,323,5625.53,0,298.736442,9.912333,6.523859,1660.795374,38.8,2673,50,594.74,303.63,8.0304,47.76,2996,82.602778,0,0,0,0,0,0,0,0,0,0,0,0,0,546.98,8.33,5625.53,19.824667,6.523422,1660.795374,38.7974,100,303.63,8.0304,47.76,82.602778,24,0,594.74,594.74
20240609,560.79,5.08,8.174431,357,6214.5,0,308.429102,10.165,6.310871,1762.394733,38.49,2699,50,609.9,314.27,8.05214,49.11,3056,84.708333,0,0,0,0,0,0,0,0,0,0,0,0,0,560.79,8.18,6214.5,20.33,6.310608,1762.394733,38.4884,100,314.27,8.05214,49.11,84.708333,24,0,609.9,609.9
20240610,542.89,4.6,8.080538,343,5692.69,0,318.779324,9.8325,6.236122,1763.35971,36.79,2749,50,589.95,324.809761,7.976947,47.06,3092,81.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,542.8896,8.07,5692.69,19.665,6.23624,1763.35971,36.7907,100,324.81,7.977015,47.0604,81.9375,24,0,589.95,589.95
20240611,514.62,7.86,13.310235,350,5905.23,0,317.476445,9.574667,6.163835,1711.420272,35.41,3274,50,574.48,332.56,10.421599,59.87,3624,79.788889,0,0,0,0,0,0,0,0,0,0,0,0,0,514.62,7.86,5905.23,19.149333,6.163365,1711.420272,35.4073,100,332.56,10.419858,59.86,79.788889,24,0,574.48,574.48
20240612,816.92,4.49,7.582692,365,5921.38,0,345.708806,14.8345,7.349984,2850.887665,65.42,4839,87.645833,890.07,348.98003,8.218455,73.15,5204,70.522938,277.59,0,0,10.308667,10.07159,1062.253653,31.1474,75.291667,382.67,10.240574,31.67,57.048515,18.07,539.33,7.58,5921.38,19.360333,5.900794,1788.634012,34.2724,100,331.64,7.14175,41.48,80.668056,24,309.26,580.81,890.07
20240613,1001.75,4.81,8.494436,361,5662.53,0,323.74584,18.023167,6.690463,3266.725024,72.35,5591,100,1081.39,326.101824,7.364596,79.64,5952,75.096528,528.4,8.49,5662.53,19.087667,6.578943,1729.50604,37.673,100,327.31,7.72401,44.23,79.531944,24,473.34,0,0,16.958667,6.816809,1537.218984,34.6812,100,324.76,6.962025,35.42,70.661111,24,572.63,508.76,1081.39
20240614,1037.18,5.04,8.757572,371,5755.02,0,326.255556,18.662667,6.570158,3413.253,73.57,5741,100,1119.76,329.089743,7.375688,82.59,6112,77.761111,548.7,8.76,5755.02,19.837,6.622742,1803.46716,39.4126,100,328.68,7.798558,46.41,82.654167,24,488.48,0,0,17.488333,6.510264,1609.78584,34.1561,100,329.55,6.89412,36.17,72.868056,24,595.11,524.65,1119.76
20240615,853.64,5.06,8.757128,372,5778.15,0,326.155593,15.458833,7.110282,2810.091356,65.95,5004,100,927.53,329.189278,7.965241,73.88,5376,64.411806,482.17,8.76,5280.33,17.461,6.765859,1588.846584,35.4416,100,329.52,7.952962,41.66,72.754167,24,371.47,8.78,497.82,13.456667,7.556378,1221.244772,30.5051,100,328.76,7.983651,32.23,56.069444,24,523.83,403.7,927.53
20240616,874.68,4.95,8.539135,352,5796.84,0,324.939737,15.818333,7.081446,2865.611044,67.21,4680,100,949.1,327.61822,7.841113,74.42,5032,65.909722,514.91,8.51,5537.88,18.590667,6.523542,1589.939098,36.3831,100,308.78,7.675895,42.81,77.461111,24,359.78,9.18,258.96,13.046,7.875185,1275.671946,30.8219,100,354.57,8.073995,31.6,54.358333,24,557.72,391.38,949.1
20240617,846.57,4.87,8.537165,339,5704.47,0,336.530712,15.333,7.124068,2875.453017,65.54,4485,100,919.98,339.659215,7.979521,73.41,4824,63.8875,519.68,8.53,5704.47,18.752,6.452841,1618.855168,36.3011,100,311.51,7.622298,42.88,78.133333,24,326.89,0,0,11.914,8.181383,1256.597849,29.2419,100,384.41,8.541772,30.53,49.641667,24,562.56,357.42,919.98
20240618,974.61,5.01,8.559201,358,5853.35,0,321.442931,17.522833,6.485823,3160.362606,68.19,5074,100,1051.37,324.269462,7.30095,76.76,5432,73.011806,539.72,8.55,5853.35,19.453333,6.360041,1651.381284,37.1172,100,305.97,7.518849,43.88,81.055556,24,434.89,0,0,15.592333,6.642859,1508.981322,31.0733,100,346.98,7.029095,32.88,64.968056,24,583.6,467.77,1051.37
20240619,1001.67,5.03,8.384032,378,5999.5,0,332.780686,17.986833,6.405612,3361.351154,69.13,5298,100,1079.21,335.574706,7.184885,77.54,5676,74.945139,521.56,8.39,5999.5,18.792,6.286328,1687.194444,35.4398,100,323.49,7.485455,42.2,78.3,24,480.1,0,0,17.181667,6.535416,1674.15671,33.6868,100,348.71,6.858085,35.35,71.590278,24,563.76,515.45,1079.21
20240620,969.8,4.87,8.367712,344,5819.99,0,334.388197,17.467833,6.768632,3267.40739,70.94,5056,100,1048.07,336.91559,7.467058,78.26,5400,72.782639,518.65,8.36,5819.99,18.694333,6.354564,1625.086045,35.6383,100,313.33,7.520996,42.18,77.893056,24,451.15,0,0,16.241333,7.245259,1642.321345,35.3018,100,364.03,7.407027,36.09,67.672222,24,560.83,487.24,1048.07
20240621,1007.69,4.48,8.445468,326,5304.62,0,316.547277,18.130167,6.579274,3216.880048,71.57,4978,100,1087.81,319.233102,7.365257,80.12,5304,75.542361,530.1,8.45,5304.62,19.100667,6.385292,1718.10711,36.589,100,324.11,7.49014,42.92,79.586111,24,477.59,0,0,17.159667,6.795781,1498.772938,34.984,100,313.82,7.226248,37.2,71.498611,24,573.02,514.79,1087.81
20240622,1005.84,5.07,8.2762,394,6126,0,323.954578,18.0775,6.52192,3284.607864,70.74,5484,100,1084.64,326.553713,7.265016,78.8,5878,75.322917,521.88,8.28,6126,18.808667,6.28439,1712.705784,35.4603,100,328.18,7.510722,42.38,78.369444,24,483.96,0,0,17.346333,6.779127,1571.90208,35.2779,100,324.8,7.000519,36.43,72.276389,24,564.26,520.39,1084.65
20240623,1020.97,5.61,8.518159,408,6585.93,0,323.780377,18.377667,6.565941,3335.779711,72.4,5256,100,1102.67,326.726516,7.409356,81.7,5664,76.573611,528.22,8.52,6585.93,19.056667,6.32008,1731.927736,36.1319,100,327.88,7.605387,43.48,79.402778,24,492.75,0,0,17.698667,6.83155,1603.851975,36.2728,100,325.49,7.196399,38.21,73.744444,24,571.7,530.96,1102.66
20240624,984.83,5.45,8.105777,395,6723.6,0,324.952445,17.729667,6.656452,3226.680289,70.81,5129,100,1063.78,327.638302,7.422587,78.96,5524,73.873611,525.9,8.1,6723.6,18.981333,6.355507,1729.05402,36.1908,100,328.78,7.646108,43.54,79.088889,24,458.93,0,0,16.478,7.003459,1497.626269,34.6209,100,326.33,7.163086,35.41,68.658333,24,569.44,494.34,1063.78
20240625,961.88,5.57,8.280915,418,6726.31,0,324.965198,17.312667,6.566483,3153.949728,68.21,5306,100,1038.76,327.894304,7.400169,76.87,5724,72.136111,524.66,8.28,6726.31,18.921,6.279601,1724.81975,35.6449,100,328.75,7.570072,42.97,78.8375,24,437.23,0,0,15.704333,6.911808,1429.129978,32.5636,100,326.86,7.195466,33.9,65.434722,24,567.63,471.13,1038.76
20240626,1009.75,5.45,8.374154,311.1,6508.12,0,311.098749,18.174833,6.570441,3169.598492,71.65,5360,100,1090.49,313.899331,7.404011,80.74,5671.1,75.728472,524.44,8.37,6508.12,18.906333,6.260054,1571.117352,35.5064,100,299.58,7.537157,42.75,78.776389,24,485.3,0,0,17.443333,6.907701,1598.48114,36.148,100,329.38,7.261609,38,72.680556,24,567.19,523.3,1090.49
20240627,1018.3,4.7,8.524577,354,5513.47,0,336.632299,18.314833,6.560256,3456.540451,72.09,5470,100,1098.88,339.442252,7.332854,80.58,5824,76.311806,538.57,8.52,5513.47,19.407333,6.371818,1765.540174,37.098,100,327.82,7.497166,43.65,80.863889,24,479.73,0,0,17.222333,6.771905,1691.000277,34.9884,100,352.49,7.149631,36.94,71.759722,24,582.22,516.67,1098.89
20240628,974.56,4.86,8.319838,358,5841.46,0,324.557466,17.549833,6.682874,3189.16657,70.37,5066,100,1052.99,327.241685,7.448314,78.43,5424,73.124306,533.31,8.31,5841.46,19.204333,6.282801,1678.32657,36.1971,100,314.7,7.43235,42.82,80.018056,24,441.25,0,0,15.895333,7.167219,1510.84,34.1776,100,342.4,7.467601,35.61,66.230556,24,576.13,476.86,1052.99
20240629,871.25,4.56,8.175178,368,5577.86,0,328.816455,15.715,6.832114,2888.586792,64.42,5188,100,942.91,331.545112,7.598897,71.65,5556,65.479167,517.66,8.17,5577.86,18.651333,6.346678,1698.545992,35.5122,100,328.12,7.48472,41.88,77.713889,24,353.6,0,0,12.778667,7.541006,1190.0408,28.9092,100,336.55,7.762938,29.76,53.244444,24,559.54,383.36,942.9
20240630,912.2256,3.99,8.039881,352,4962.76,0,325.360937,16.4613,6.268237,3012.087439,61.91,5312,100,987.678,330.191067,6.966845,68.81,5664,68.58875,563.024242,8.05,4962.76,20.229,5.749403,1838.386754,34.8914,100,326.52,7.224901,43.845758,84.2875,24,349.201358,0,0,12.6936,7.096069,1173.700686,27.0224,100,336.11,8.299889,31.606642,52.89,24,606.87,380.808,987.678
20240701,871.75,3.54,8.206983,252,4313.4,0,323.085487,15.680667,6.641937,2837.821377,62.49,4724,100,940.84,325.53156,7.342375,69.08,4976,65.336111,518.31,8.2,4313.4,18.640667,6.368156,1691.297361,35.612,100,326.31,7.315547,40.91,77.669444,24,353.44,0,0,12.720667,7.043237,1146.524016,26.8784,100,324.39,7.384309,28.18,53.002778,24,559.22,381.62,940.84
20240702,919.91,3.93,8.247899,282,4764.85,0,325.38889,16.564167,6.689138,3017.558951,66.48,4944,100,993.85,328.027628,7.439754,73.94,5226,69.017361,527.9,8.24,4764.85,18.976667,6.256508,1721.53469,35.6183,100,326.11,7.272089,41.4,79.069444,24,392.01,0,0,14.151667,7.268425,1296.024261,30.8581,100,330.61,7.664586,32.54,58.965278,24,569.3,424.55,993.85
20240703,1026.99,4.71,8.466137,370,5563.34,0,325.015408,18.535833,6.915434,3364.68951,76.91,6150,100,1112.14,327.626317,7.65724,85.16,6520,77.232639,559.74,8.47,5563.34,20.171333,6.40741,1839.58551,38.7738,100,328.65,7.502396,45.4,84.047222,24,467.25,0,0,16.900333,7.520956,1525.104,38.132,100,326.4,7.842054,39.76,70.418056,24,605.14,507.01,1112.15
20240704,1153.47,5.29,8.57048,414,6172.35,0,325.536408,20.759333,6.644401,3785.337351,82.76,6286,100,1245.56,328.169554,7.393462,92.09,6700,86.497222,585.95,8.58,6172.35,21.13,6.38495,1924.552775,40.4742,100,328.45,7.564285,47.95,88.041667,24,567.52,0,0,20.388667,6.913056,1860.784576,42.2844,100,327.88,7.216427,44.14,84.952778,24,633.9,611.66,1245.56
20240705,1182.56,5.8,8.819629,488,6576.24,0,325.581476,21.287,6.630808,3882.656774,84.69,6748,100,1277.23,328.326408,7.411409,94.66,7236,88.695833,563.82,8.82,6576.24,20.364667,6.42045,1852.261464,39.2251,100,328.52,7.712705,47.12,84.852778,24,618.74,0,0,22.209333,6.823618,2030.39531,45.4644,100,328.15,7.135138,47.54,92.538889,24,610.94,666.28,1277.22
20240706,1208.94,5.66,8.632681,442,6556.48,0,339.516414,21.754,6.253256,4154.390744,81.62,6670,100,1305.24,343.639117,7.377953,96.3,7112,90.641667,558.42,8.64,6576.24,20.163667,6.408193,1885.281762,38.7638,100,337.61,7.685441,46.49,84.015278,24,650.51,0,0,23.344333,6.119858,2269.108982,42.8592,100,348.82,7.113789,49.82,97.268056,24,604.91,700.33,1305.24
20240707,1111.6,5.88,8.274383,431,7106.27,0,332.0244,20.003167,6.551463,3723.852865,78.63,5909,100,1200.19,334.999358,7.381331,88.59,6340,83.346528,560.56,0,7106.27,20.106667,6.718568,1963.697736,40.5264,100,350.31,7.068966,42.64,83.777778,24,551.03,8.28,0,19.899667,6.382234,1760.155129,38.1013,100,319.43,7.698621,45.96,82.915278,24,603.2,596.99,1200.19
20240708,1145.07,6.27,8.315606,478,7540.04,0,325.121039,20.625667,6.632513,3756.643561,82.08,6526,100,1237.54,328.071084,7.472082,92.47,7004,85.940278,589.61,0,7540.04,21.166,6.807521,1944.53378,43.2264,100,329.8,7.145107,45.37,88.191667,24,555.47,8.31,0,20.085333,6.447341,1812.109781,38.8491,100,326.23,7.814989,47.09,83.688889,24,634.98,602.56,1237.54
20240709,1197.98,5.21,8.083798,384,6444.99,0,333.955809,21.562,6.662183,4032.616576,86.19,6460,100,1293.71,336.618022,7.399592,95.73,6844,89.841667,628.8,0,0,22.574667,6.799716,2186.652,46.0504,100,347.75,7.15256,48.44,94.061111,24,569.18,8.09,6444.99,20.549333,6.511257,1845.964576,40.1406,100,324.32,7.672593,47.3,85.622222,24,677.24,616.48,1293.72
20240710,1191.64,5.39,8.534031,403,6315.89,0,326.057106,21.466167,6.722983,3917.184861,86.59,6701,100,1287.98,328.72217,7.479211,96.33,7104,89.442361,620.23,0,0,22.264667,6.784082,2039.874447,45.3136,100,328.89,7.142857,47.71,92.769444,24,571.41,8.53,6315.89,20.667667,6.657291,1877.310414,41.2772,100,328.54,7.841556,48.62,86.115278,24,667.94,620.03,1287.97
20240711,1118.94,5.08,8.249124,415,6158.23,0,324.999614,20.209333,6.640496,3679.125632,80.52,6505,100,1212.56,328.80455,7.720855,93.62,6920,84.205556,575.38,0,0,20.741333,6.852597,1892.770048,42.6396,100,328.96,7.530856,46.86,86.422222,24,543.56,8.26,6158.23,19.677333,6.417282,1786.355584,37.8825,100,328.64,7.921128,46.76,81.988889,24,622.24,590.32,1212.56
20240712,1155.16,5.02,8.432836,361,5952.92,0,323.855665,20.804333,6.718953,3770.942972,83.87,5963,100,1248.25,326.443347,7.457581,93.09,6324,86.684722,595.56,0,0,21.397333,6.872632,1948.493652,44.1168,100,327.17,7.222084,46.36,89.155556,24,559.6,8.44,5952.92,20.211333,6.555629,1822.44932,39.7494,100,325.67,7.708546,46.74,84.213889,24,641.92,606.34,1248.26
20240713,1198.08,4.4,8.358678,330,5263.99,0,323.847259,21.569167,6.540973,3916.932594,84.65,6402,100,1294.15,326.934144,7.422633,96.06,6732,89.871528,629.93,0,0,22.622,6.519435,2065.729449,44.2448,100,327.93,7.180326,48.73,94.258333,24,568.15,8.37,5263.99,20.516333,6.565257,1851.203145,40.4085,100,325.83,7.691433,47.34,85.484722,24,678.66,615.49,1294.15
20240714,1192.54,4,8.547812,283,4679.56,0,325.651654,21.461167,6.771921,3909.35041,87.2,6293,100,1287.67,327.817131,7.387762,95.13,6576,89.421528,622.23,0,0,22.338667,6.801898,2043.776658,45.5836,100,328.46,7.152023,47.93,93.077778,24,570.32,8.59,4679.56,20.583667,6.673576,1865.573752,41.21,100,327.11,7.641982,47.19,85.765278,24,670.16,617.51,1287.67
20240715,1221.53,4.49,8.696646,309,5162.91,0,325.56216,22.017333,6.849906,4006.205163,90.49,6159,100,1321.04,327.966171,7.532702,99.51,6468,91.738889,644.35,0,0,23.165667,6.923637,2115.594355,48.1172,100,328.33,7.283768,50.62,96.523611,24,577.18,8.71,5162.91,20.869,6.768796,1890.610808,42.3774,100,327.56,7.809031,48.89,86.954167,24,694.97,626.07,1321.04
20240716,1211.5,5.2,8.425733,374,6171.57,0,330.665894,21.831333,6.762452,4038.422566,88.58,6314,100,1309.88,333.340699,7.511375,98.39,6688,90.963889,631.76,0,0,22.719333,6.946976,2141.919104,47.3492,100,339.04,7.309487,49.82,94.663889,24,579.74,8.43,6171.57,20.943333,6.561658,1896.503462,41.2269,100,327.13,7.728792,48.56,87.263889,24,681.58,628.3,1309.88
20240717,1228.74,5.05,8.558727,344,5900.41,0,324.703178,22.146,6.803335,4020.994278,90.4,6144,100,1328.77,327.245331,7.528071,100.03,6488,92.275,646.98,0,0,23.277667,6.992568,2168.612262,48.8312,100,335.19,7.353257,51.35,96.990278,24,581.76,8.56,5900.41,21.014333,6.59434,1852.382016,41.5727,100,318.41,7.720128,48.67,87.559722,24,698.33,630.43,1328.76
20240718,1204.66,4.52,8.468654,304,5337.33,0,322.088734,21.6985,6.77543,3909.190962,88.21,5920,100,1301.92,324.50575,7.470562,97.26,6224,90.410417,633.29,0,0,22.778333,6.963225,2047.553228,47.5832,100,323.32,7.325675,50.06,94.909722,24,571.37,8.47,5337.33,20.618667,6.567592,1861.637734,40.6245,100,325.82,7.629009,47.19,85.911111,24,683.35,618.56,1301.91
20240719,1226.86,4.52,8.672927,326,5211.62,0,329.670079,22.0975,6.801674,4073.63427,90.18,6502,100,1325.86,332.037418,7.466908,99,6828,92.072917,644.13,0,0,23.155667,6.931637,2132.585604,48.152,100,331.08,7.275397,50.54,96.481944,24,582.74,8.67,5211.62,21.039333,6.657974,1941.048666,42.0238,100,333.09,7.674514,48.44,87.663889,24,694.67,631.18,1325.85
20240720,1226.76,4.57,8.670592,306,5270.69,0,325.449491,22.087,6.746804,4021.937351,89.41,6002,100,1325.22,327.850382,7.42971,98.46,6308,92.029167,647.69,0,0,23.259667,6.827097,2125.135659,47.6388,100,328.11,7.179811,50.1,96.915278,24,579.07,8.68,5270.69,20.914333,6.657794,1896.801692,41.773,100,327.56,7.707633,48.36,87.143056,24,697.79,627.43,1325.22
20240721,1228.5,4.37,8.592907,295,5085.59,0,326.341525,22.109667,6.719534,4038.280568,89.14,6097,100,1326.58,328.716367,7.393448,98.08,6392,92.123611,646.13,0,0,23.204667,6.827994,2123.506245,47.5324,100,328.65,7.1839,50.01,96.686111,24,582.37,8.6,5085.59,21.014667,6.59993,1914.774323,41.6086,100,328.79,7.624833,48.07,87.561111,24,696.14,630.44,1326.58
20240722,1179.08,4.59,8.419176,334,5451.84,0,324.460632,21.219,6.685832,3854.657196,85.12,5982,100,1273.15,326.920751,7.388818,94.07,6316,88.4125,619.26,0,0,22.244333,6.851782,2028.0765,45.724,100,327.5,7.203333,48.07,92.684722,24,559.82,8.42,5451.84,20.193667,6.503722,1826.580696,39.4002,100,326.28,7.591489,45.99,84.140278,24,667.33,605.81,1273.14
20240723,989.82,4.98,8.331577,336,5977.26,0,323.896109,17.842,6.712626,3234.620879,71.86,4932,100,1070.51,326.788798,7.538393,80.7,5268,74.341667,460.86,0,0,16.596667,7.046556,1516.644174,35.0848,100,329.09,7.439245,37.04,69.152778,24,528.95,8.33,5977.26,19.087333,6.42227,1717.976705,36.7752,100,324.79,7.626349,43.67,79.530556,24,497.9,572.62,1070.52
20240724,867.13,4.98,8.324432,322,5982.39,0,324.801055,15.694667,7.006626,2844.282836,65.98,4274,100,941.68,328.011121,7.916702,74.55,4596,65.394444,350.06,0,0,12.727333,7.889267,1155.758096,30.1228,100,330.16,8.318056,31.76,53.030556,24,517.08,8.32,5982.39,18.662,6.404458,1688.52474,35.856,100,326.55,7.641196,42.78,77.758333,24,381.82,559.86,941.68
20240725,893.72,4.69,8.563457,319,5476.76,0,325.426682,16.1375,6.873225,2934.372392,66.55,4753,100,968.24,328.332407,7.696359,74.52,5072,67.239583,371.28,0,0,13.388333,7.185659,1223.590368,28.8612,100,329.56,7.56131,30.37,55.784722,24,522.44,8.57,5476.76,18.886667,6.65203,1710.782024,37.6904,100,327.46,7.793858,44.16,78.694444,24,401.65,566.6,968.25
20240726,860.46,4.75,8.319555,297,5709.44,0,323.696627,15.546667,6.86428,2812.179185,64.03,4399,100,932.8,326.822767,7.374571,68.79,4696,64.777778,347.39,0,0,12.558667,7.418436,1369.272424,27.9497,100,394.16,7.795414,29.37,52.327778,24,513.07,8.33,5709.44,18.534667,6.489641,1442.906761,36.085,100,281.23,7.727861,42.97,77.227778,24,376.76,556.04,932.8
20240727,816.87,4.63,8.156233,335,5676.64,0,322.674914,14.771,7.032925,2658.615416,62.33,4545,100,886.26,325.463711,7.829531,69.39,4880,61.545833,310.1,0,0,11.274333,7.956745,1025.90383,26.9121,100,330.83,8.316826,28.13,46.976389,24,506.77,8.15,5676.64,18.267667,6.46284,1632.711586,35.4183,100,322.18,7.528785,41.26,76.115278,24,338.23,548.03,886.26
20240728,914.68,4.6,8.212321,334,5601.34,0,318.578712,16.474333,6.682112,2938.601898,66.05,4654,100,988.46,321.271034,7.464136,73.78,4988,68.643056,387.39,0,0,13.939333,7.019202,1257.390462,29.3529,100,324.58,7.362858,30.79,58.080556,24,527.29,8.21,5601.34,19.009333,6.434103,1681.211436,36.6924,100,318.84,7.538402,42.99,79.205556,24,418.18,570.28,988.46
20240729,910.38,4.84,8.355026,346,5792.92,0,327.130517,16.419,6.842682,3002.174896,67.41,5058,100,985.14,329.771622,7.588769,74.76,5404,68.4125,384.95,0,0,13.884667,7.234383,1276.03226,30.1341,100,331.48,7.583906,31.59,57.852778,24,525.43,8.36,5792.92,18.953333,6.556367,1726.142636,37.2795,100,328.52,7.592332,43.17,78.972222,24,416.54,568.6,985.14
20240730,966.16,4.57,8.060988,335,5669.28,0,325.321011,17.413833,6.693912,3171.522008,69.94,5029,100,1044.83,328.260537,7.529455,78.67,5364,72.557639,425.68,0,0,15.362333,7.297003,1401.12572,33.6297,100,329.15,7.635559,35.19,64.009722,24,540.48,8.06,5669.28,19.465333,6.217121,1770.396288,36.3055,100,327.56,7.445715,43.48,81.105556,24,460.87,583.96,1044.83
20240731,1203.5232,3.97,8.13103,300,4882.53,0,325.605115,21.5664,6.416177,3942.946722,83.0243,5932,100,1293.984,327.61701,7.037181,91.06,6232,89.86,631.749707,0,0,22.6311,6.662469,2069.35934,45.2337,100,327.56,6.949624,47.183293,94.29625,24,571.773493,8.14,4882.53,20.5017,6.144303,1873.587382,37.7906,100,327.68,7.03641,43.277507,85.42375,24,678.933,615.051,1293.984
20240801,951.4,4.67,8.158573,364,5724.04,0,322.741278,17.117333,6.656995,3094.023812,68.37,5568,100,1027.04,325.207464,7.364854,75.64,5932,71.322222,426.28,0,0,15.313333,6.872747,1383.91802,31.5734,100,324.65,7.209404,33.12,63.805556,24,525.12,8.17,5724.04,18.921333,6.482101,1710.105792,36.795,100,325.66,7.490663,42.52,78.838889,24,459.4,567.64,1027.04
20240802,1025.48,5.16,8.131824,377,6345.44,0,323.529723,18.465667,6.618589,3347.270862,73.33,5227,100,1107.94,326.410155,7.441739,82.45,5604,76.940278,489.5,0,0,17.583,6.879088,1594.93785,36.2865,100,325.83,7.202032,37.99,73.2625,24,535.98,8.13,6345.44,19.348333,6.381876,1752.333012,37.0436,100,326.94,7.661297,44.47,80.618056,24,527.49,580.45,1107.94
20240803,1197.5,5.6,8.520467,396,6572.41,0,324.41633,21.560167,6.63724,3918.13823,85.86,6164,100,1293.61,327.193172,7.428823,96.1,6560,89.834028,618.7,0,0,22.202333,6.768027,2022.22095,45.0798,100,326.85,7.111865,47.37,92.509722,24,578.8,8.53,6572.41,20.918,6.498948,1895.91728,40.7835,100,327.56,7.766836,48.74,87.158333,24,666.07,627.54,1293.61
20240804,1222.98,5.69,8.413401,447,6763.02,0,325.939872,22.035833,6.674734,4021.772076,88.25,6561,100,1322.15,328.850192,7.500662,99.17,7008,91.815972,640.56,0,0,23.010667,6.85359,2055.172704,47.3117,100,320.84,7.208251,49.76,95.877778,24,582.42,8.42,6763.02,21.061,6.479876,1966.599372,40.9418,100,337.66,7.820141,49.41,87.754167,24,690.32,631.83,1322.15
