period_id,漳平_厂级_上网电量,漳平_厂级_供热厂用电量,漳平_厂级_供热用厂用电率,漳平_厂级_供热耗煤量,漳平_厂级_供热量,漳平_厂级_供煤量,漳平_厂级_供电煤耗,漳平_厂级_利用小时,漳平_厂级_发电厂用电率,漳平_厂级_发电标煤量,漳平_厂级_发电用厂用电量,漳平_厂级_发电耗煤量,漳平_厂级_开机率,漳平_厂级_日电网调度发电量,漳平_厂级_综合供电煤耗,漳平_厂级_综合厂用电率,漳平_厂级_综合厂用电量,漳平_厂级_耗煤量,漳平_厂级_负荷率,漳平_漳平#5_上网电量,漳平_漳平#5_供热用厂用电率,漳平_漳平#5_供热量,漳平_漳平#5_利用小时,漳平_漳平#5_发电厂用电率,漳平_漳平#5_发电标煤量,漳平_漳平#5_发电用厂用电量,漳平_漳平#5_开机率,漳平_漳平#5_综合供电煤耗,漳平_漳平#5_综合厂用电率,漳平_漳平#5_综合厂用电量,漳平_漳平#5_负荷率,漳平_漳平#5_运行小时,漳平_漳平#6_上网电量,漳平_漳平#6_供热用厂用电率,漳平_漳平#6_供热量,漳平_漳平#6_利用小时,漳平_漳平#6_发电厂用电率,漳平_漳平#6_发电标煤量,漳平_漳平#6_发电用厂用电量,漳平_漳平#6_开机率,漳平_漳平#6_综合供电煤耗,漳平_漳平#6_综合厂用电率,漳平_漳平#6_综合厂用电量,漳平_漳平#6_负荷率,漳平_漳平#6_运行小时,发电量5,发电量6,总发电量
20241111,523.88,4.08,7.634673,367,5344.04,0,323.835029,9.4355,5.915602,1724.8749,33.49,3017,50,566.13,329.25,7.46295,42.25,3384,78.629167,0,0,0,0,0,0,0,0,0,0,0,0,0,523.88,7.63,5344.04,18.871,5.91585,1724.8749,33.4914,100,329.25,7.46295,42.25,78.629167,24,0,566.13,566.13
20241112,527.34,4.13,7.775698,377,5311.42,0,315.40269,9.503167,5.973447,1690.968444,34.06,3111,50,570.19,320.66,7.515039,42.85,3488,79.193056,0,0,0,0,0,0,0,0,0,0,0,0,0,527.34,7.77,5311.42,19.006333,5.974149,1690.968444,34.064,100,320.66,7.515039,42.85,79.193056,24,0,570.19,570.19
20241113,536.55,4.2,7.909947,392,5309.77,0,321.282713,9.6775,6.065616,1752.3723,35.22,3288,50,580.65,326.6,7.594937,44.1,3680,80.645833,0,0,0,0,0,0,0,0,0,0,0,0,0,536.55,7.92,5309.77,19.355,6.065943,1752.3723,35.2219,100,326.6,7.594937,44.1,80.645833,24,0,580.65,580.65
20241114,600.86,4.06,8.208936,355,4945.83,0,313.142262,10.848,6.285337,1910.073854,40.91,3577,50,650.88,317.89,6.909108,44.97,3932,90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,600.86,8.21,4945.83,21.696,6.284983,1910.073854,40.9077,100,317.89,7.68498,50.02,90.4,24,0,650.88,650.88
20241115,598.09,4.25,8.199362,362,5183.33,0,313.287582,10.807167,6.290579,1903.660661,40.79,3474,50,648.43,318.29,7.761825,50.33,3836,90.059722,0,0,0,0,0,0,0,0,0,0,0,0,0,598.09,8.2,5183.33,21.614333,6.290162,1903.660661,40.7873,100,318.29,7.763367,50.34,90.059722,24,0,648.43,648.43
20241116,536.37,4.03,8.215872,354,4905.14,0,308.423768,9.748667,6.371812,1689.082767,37.27,3274,50,584.92,314.91,8.30028,48.55,3628,81.238889,0,0,0,0,0,0,0,0,0,0,0,0,0,536.37,8.21,4905.14,19.497333,6.371521,1689.082767,37.2683,100,314.91,8.30028,48.55,81.238889,24,0,584.92,584.92
20241117,593.23,4.69,8.25479,440,5681.55,0,327.084596,10.723333,6.268262,1972.549073,40.33,3786,50,643.4,332.51,7.796083,50.16,4226,89.361111,0,0,0,0,0,0,0,0,0,0,0,0,0,593.23,8.25,5681.55,21.446667,6.267485,1972.549073,40.325,100,332.51,7.797638,50.17,89.361111,24,0,643.4,643.4
20241118,596.8,5.3,8.163064,462,6492.66,0,297.889041,10.781333,6.109325,1809.25888,39.52,3450,50,646.88,303.16,7.743322,50.09,3912,89.844444,0,0,0,0,0,0,0,0,0,0,0,0,0,596.8,8.16,6492.66,21.562667,6.10985,1809.25888,39.5234,100,303.16,7.741776,50.08,89.844444,24,0,646.88,646.88
20241119,599.23,5.3,7.996934,432,6627.54,0,281.655223,10.829167,5.969988,1720.80075,38.79,3164,50,649.75,287.168658,7.775298,50.52,3596,90.243056,0,0,0,0,0,0,0,0,0,0,0,0,0,599.2272,7.99,6627.54,21.658333,5.970281,1720.80075,38.7919,100,287.17,7.775729,50.5228,90.243056,24,0,649.75,649.75
20241120,600.21,5.2,7.81882,475,6650.62,0,326.13569,10.840333,5.825467,1997.678943,37.89,3461,50,650.42,332.83,7.719627,50.21,3936,90.336111,0,0,0,0,0,0,0,0,0,0,0,0,0,600.21,7.82,6650.62,21.680667,5.825098,1997.678943,37.8876,100,332.83,7.719627,50.21,90.336111,24,0,650.42,650.42
20241121,601,5.25,7.847111,516,6690.36,0,319.488771,10.829667,5.845055,1954.6323,37.98,3732,50,649.78,325.23,7.508695,48.79,4248,90.247222,0,0,0,0,0,0,0,0,0,0,0,0,0,601,7.85,6690.36,21.659333,5.845425,1954.6323,37.9824,100,325.23,7.507156,48.78,90.247222,24,0,649.78,649.78
20241122,586.11,5.28,7.820033,478,6751.89,0,281.238306,10.588333,5.88226,1681.608201,37.37,3378,50,635.3,286.91,7.742799,49.19,3856,88.236111,0,0,0,0,0,0,0,0,0,0,0,0,0,586.11,7.82,6751.89,21.176667,5.881521,1681.608201,37.3653,100,286.91,7.742799,49.19,88.236111,24,0,635.3,635.3
20241123,593.5,5.01,7.627579,462,6568.27,0,296.082494,10.852,5.777737,1816.4661,37.62,3466,50,651.12,306.06,8.849367,57.62,3928,90.433333,0,0,0,0,0,0,0,0,0,0,0,0,0,593.5,7.63,6568.27,21.704,5.777307,1816.4661,37.6172,100,306.06,8.849367,57.62,90.433333,24,0,651.12,651.12
20241124,664.38,4.7,7.588246,420,6193.79,0,343.433812,12.249833,5.774228,2378.450866,42.44,4540,62.5625,734.99,357.995555,9.606933,70.61,4960,81.583972,76.36,0,0,2.813333,6.076777,532.244472,5.1288,25.125,697.02,9.526066,8.04,46.655611,6.03,588.02,7.59,6193.79,21.686333,5.735317,1846.206394,37.3134,100,313.97,9.617424,62.57,90.359722,24,84.4,650.59,734.99
20241125,1125.91,5.09,8.049887,461,6323.07,0,308.275514,20.152833,6.193505,3496.707498,74.89,6439,100,1209.17,310.56723,6.885715,83.26,6900,83.970139,562.29,0,0,20.077,6.386944,1746.360282,38.4692,100,310.58,6.644419,40.02,83.654167,24,563.61,8.05,6323.07,20.228667,6.000758,1750.347216,36.4162,100,310.56,7.12685,43.25,84.286111,24,602.31,606.86,1209.17
20241126,1077.57,4.87,7.454473,420,6532.99,0,312.893949,19.212667,5.82515,3396.807999,67.15,5684,100,1152.76,315.228523,6.522607,75.19,6104,80.052778,525.65,0,0,18.719333,6.141885,1650.698695,34.4916,100,314.03,6.39802,35.93,77.997222,24,551.92,7.45,6532.99,19.706,5.524375,1746.109304,32.659,100,316.37,6.640955,39.26,82.108333,24,561.58,591.18,1152.76
20241127,1083.93,4.77,6.67229,417,7148.97,0,316.940528,19.315167,5.801141,3459.976351,67.23,5843,100,1158.92,319.206623,6.470735,74.99,6260,80.479861,526.21,0,0,18.723667,6.074594,1747.385547,34.1216,100,332.07,6.319987,35.5,78.015278,24,557.72,6.67,7148.97,19.906667,5.543922,1712.590804,33.1083,100,307.07,6.610851,39.48,82.944444,24,561.71,597.2,1158.91
20241128,1188.82,6.27,7.303862,581,8584.5,0,336.838179,21.138,5.495632,4037.275048,69.7,6579,100,1268.27,339.603561,6.265178,79.46,7160,88.075,579.62,0,0,20.554667,5.737805,2084.545368,35.3816,100,359.64,6.003503,37.02,85.644444,24,609.2,7.3,8584.5,21.721333,5.26708,1952.72968,34.3224,100,320.54,6.512798,42.44,90.505556,24,616.64,651.64,1268.28
20241129,1168.17,6.46,7.000085,541,9228.46,0,306.752056,20.7695,5.458324,3613.999346,68.02,5807,100,1246.17,309.372724,6.259178,78,6348,86.539583,559.22,0,0,19.857333,5.851071,1884.459556,34.856,100,336.98,6.12704,36.5,82.738889,24,608.95,7,9228.46,21.681667,5.0993,1729.53979,33.1684,100,284.02,6.380198,41.5,90.340278,24,595.72,650.45,1246.17
20241130,1232.2412,6.48,7.051143,521,9190,0,306.989829,21.880433,5.404372,3812.433011,70.95,5587,100,1312.826,309.390159,6.165326,80.94,6108,91.168472,614.309876,7.65,483.03,21.790433,5.74021,1973.654771,37.5245,100,321.28,6.027588,39.403124,90.793472,24,617.931324,7.01,8706.97,21.970433,5.071998,1838.77824,33.4302,100,297.57,6.248045,41.181676,91.543472,24,653.713,659.113,1312.826
20241201,1053.31,5.25,7.184114,516,7307.79,0,368.174487,18.736333,5.557829,3908.908533,62.48,6128,100,1124.18,371.107132,6.304151,70.87,6644,78.068056,492.42,7.59,3177.6,17.563,5.818102,1847.80605,30.655,100,375.25,6.542163,34.47,73.179167,24,560.89,6.88,4130.19,19.909667,5.328065,2061.102483,31.824,100,367.47,6.094192,36.4,82.956944,24,526.89,597.29,1124.18
20241202,1023.42,2.69,7.226365,253,3722.48,0,345.970766,18.1965,5.737367,3560.558136,62.64,5879,100,1091.79,347.907813,6.262193,68.37,6132,75.81875,462.89,7.76,1496.92,16.523333,6.111983,1633.399943,30.2971,100,352.87,6.618923,32.81,68.847222,24,560.53,6.86,2225.56,19.869667,5.426647,1927.158193,32.3477,100,343.81,5.965542,35.56,82.790278,24,495.7,596.09,1091.79
20241203,969.78,2.4,7.652817,198,3136.1,0,327.164133,17.281167,5.967961,3189.817584,61.88,5522,100,1036.87,328.921774,6.470435,67.09,5720,72.004861,533.9,7.64,3136.1,19.012667,5.717785,1560.80326,32.6131,100,292.34,6.395736,36.48,79.219444,24,435.88,0,0,15.549667,6.273318,1629.014324,29.2644,100,373.73,6.56177,30.61,64.790278,24,570.38,466.49,1036.87
20241204,1096.63,3.86,7.502167,364,5145.18,0,310.686082,19.5485,5.912645,3428.607327,69.35,6388,100,1172.92,312.649419,6.504335,76.29,6752,81.452083,547.32,7.51,5145.18,19.510667,5.5838,1712.947404,32.6831,100,312.97,6.492175,38,81.294444,24,549.31,0,0,19.586333,6.240746,1715.659923,36.67,100,312.33,6.514747,38.28,81.609722,24,585.32,587.59,1172.91
20241205,1146.66,5.01,7.666681,437,6534.77,0,309.525376,20.457833,5.910531,3574.770468,72.55,6235,100,1227.47,311.755051,6.58346,80.81,6672,85.240972,554.97,7.66,6534.77,19.817333,5.57263,1727.455119,33.1304,100,311.27,6.652425,39.55,82.572222,24,591.69,0,0,21.098333,6.228549,1847.315349,39.4236,100,312.21,6.518682,41.26,87.909722,24,594.52,632.95,1227.47
20241206,1142.88,5.21,7.578744,482,6874.49,0,316.320133,20.3942,5.910177,3641.894919,72.32,6430,100,1223.65,318.659432,6.600733,80.77,6912,84.975833,551.51,7.57,6874.49,19.6864,5.539814,1720.7112,32.7177,100,312,6.617428,39.082,82.026667,24,591.37,0,0,21.102,6.256168,1921.183719,39.6053,100,324.87,6.585474,41.69,87.925,24,590.592,633.06,1223.652
20241207,1068.33,5.16,7.567614,517,6818.53,0,315.359315,19.069667,5.914279,3394.874557,67.67,5955,100,1144.18,317.773961,6.629202,75.85,6472,79.456944,544.16,7.54,6818.53,19.409,5.49149,1864.455408,31.9753,100,342.63,6.545074,38.11,80.870833,24,524.17,0,0,18.730333,6.352619,1530.419149,35.696,100,291.97,6.716378,37.74,78.043056,24,582.27,561.91,1144.18
20241208,1004.6256,5.03,7.44259,527,6758.4,0,304.830363,17.917,5.801269,3086.880522,62.3648,5653,100,1075.02,307.266759,6.547785,70.39,6180,74.654167,537.17,7.43,6758.4,19.142667,5.378718,1781.685456,30.8889,100,331.68,6.462005,37.11,79.761111,24,467.46,0,0,16.691333,6.285877,1305.195066,31.4759,100,279.21,6.646164,33.28,69.547222,24,574.28,500.74,1075.02
20241209,1146.47,4.8,7.459161,499,6435.04,0,338.364624,20.3885,5.602832,3907.333165,68.54,6441,100,1223,340.814253,6.281319,76.84,6940,84.952083,561.41,7.47,6435.04,20.020333,5.446496,2075.420488,32.7122,100,369.68,6.526698,39.2,83.418056,24,585.07,0,0,20.756667,5.754248,1831.912677,35.8317,100,313.11,6.043038,37.63,86.486111,24,600.61,622.7,1223.31
20241210,1220.18,4.92,7.623805,471,6453.47,0,310.787591,21.709333,5.671908,3818.584968,73.88,6673,100,1302,312.952595,6.324469,82.38,7144,90.455556,581.4,7.62,6453.47,20.745333,5.627675,1983.21354,35.0244,100,341.11,6.5814,40.96,86.438889,24,638.79,0,0,22.673333,5.712658,1835.371428,38.8575,100,287.32,6.087915,41.41,94.472222,24,622.36,680.2,1302.56
20241211,1190.48,5.01,7.823504,476,6403.78,0,328.375887,21.22,5.817625,3937.653772,74.07,6520,100,1273.2,330.761858,6.497015,82.72,6996,88.416667,565.58,7.9,5448.82,20.215667,5.776081,2056.392322,35.0302,100,363.59,6.742296,40.89,84.231944,24,624.9,7.42,954.96,22.224333,5.855759,1881.26145,39.0421,100,301.05,6.273904,41.83,92.601389,24,606.47,666.73,1273.2
20241212,1031.98,5.04,7.017163,516,7182.39,0,327.245098,18.396167,5.553693,3411.43197,61.3,5756,100,1103.77,330.57152,6.504072,71.79,6272,76.650694,536.45,6.91,6009.85,19.123333,5.090622,1851.50353,29.2049,100,345.14,6.492941,37.25,79.680556,24,495.53,7.53,1172.54,17.669,6.055785,1559.92844,32.0999,100,314.8,6.516121,34.54,73.620833,24,573.7,530.07,1103.77
20241213,1221.45,6.67,7.528157,629,8860.07,0,320.524145,21.729833,5.520828,3948.248466,71.98,6635,100,1303.79,323.242741,6.315434,82.34,7264,90.540972,573.81,7.61,7220.4,20.476667,5.428797,1895.29443,33.3491,100,330.3,6.591242,40.49,85.319444,24,647.64,7.13,1639.67,22.983,5.602909,2052.954036,38.6315,100,316.99,6.069704,41.85,95.7625,24,614.3,689.49,1303.79
20241214,890.31,6.35,6.991475,684,9082.49,0,312.885703,15.9245,5.871456,2814.000149,56.1,4880,100,955.46,316.0697,6.818634,65.15,5564,66.352083,523.31,6.99,9082.49,18.643667,5.047112,1755.286402,28.229,100,335.42,6.436502,36,77.681944,24,367.01,0,0,13.205333,7.036349,1058.713747,27.8752,100,288.47,7.358138,29.15,55.022222,24,559.31,396.16,955.47
20241215,980.71,4.82,7.116828,502,6772.68,0,310.293325,17.447167,5.573971,3067.18746,58.35,5430,100,1046.83,312.751727,6.316212,66.12,5932,72.696528,534.6,7.11,6772.68,18.998333,5.087604,1669.2885,28.9968,100,312.25,6.202298,35.35,79.159722,24,446.1,0,0,15.896,6.155175,1397.89896,29.3528,100,313.36,6.454454,30.78,66.233333,24,569.95,476.88,1046.83
20241216,1074.59,5.22,7.312788,513,7138.18,0,293.055321,19.096333,5.466145,3174.228705,62.63,5239,100,1145.78,295.389749,6.214107,71.2,5752,79.568056,547.65,7.32,7138.18,19.499,5.197925,1809.21654,30.4063,100,330.36,6.379814,37.32,81.245833,24,526.93,0,0,18.693667,5.746046,1365.012165,32.2244,100,259.05,6.041262,33.88,77.890278,24,584.97,560.81,1145.78
20241217,1072.61,5.34,7.253129,541,7362.34,0,282.694265,19.066333,5.48611,3056.546933,62.76,5149,100,1143.98,284.963494,6.238745,71.37,5690,79.443056,542.41,7.25,7362.34,19.305667,5.159228,1799.336693,29.8807,100,331.73,6.347014,36.76,80.440278,24,530.2,0,0,18.827,5.821143,1257.21024,32.8784,100,237.12,6.127724,34.61,78.445833,24,579.17,564.81,1143.98
20241218,1005.42,5.24,7.207168,509,7270.54,0,309.558385,17.9055,5.624901,3138.612466,60.43,5135,100,1074.33,312.169289,6.41423,68.91,5644,74.60625,530.54,7.2,7270.54,18.882667,5.133526,1709.983474,29.0804,100,322.31,6.344443,35.94,78.677778,24,474.88,0,0,16.928333,6.172216,1428.628992,31.3456,100,300.84,6.492074,32.97,70.534722,24,566.48,507.85,1074.33
20241219,1201.7,5.39,7.415815,489,7268.25,0,306.206096,21.335167,5.409691,3707.727135,69.25,5811,100,1280,308.540163,6.125255,78.41,6300,88.896528,578.99,6.41,7268.25,20.621,5.252898,1882.87548,32.496,100,325.2,6.407707,39.64,85.920833,24,622.71,5.86,0,22.049333,5.556691,1824.851655,36.7564,100,293.05,5.861099,38.77,91.872222,24,618.63,661.48,1280.11
20241220,1040.32,5.53,7.365016,567,7508.47,0,309.210856,18.518333,5.571956,3244.209379,61.91,5257,100,1111,311.847257,6.370264,70.78,5824,77.159722,533.09,7.73,7487.91,19,5.226228,1794.647485,29.7895,100,336.65,6.475439,36.91,79.166667,24,507.23,0,0,18.036667,5.936315,1449.561894,32.1214,100,285.78,6.259471,33.87,75.152778,24,570,541.1,1111.1
20241221,956.66,5.13,6.831738,528,7509.07,0,283.71143,17.074333,5.815747,2737.474842,59.58,4812,100,1024.46,286.14919,6.619097,67.81,5340,71.143056,529.71,6.83,7509.07,18.855333,5.166867,1650.417447,29.2269,100,311.57,6.355408,35.95,78.563889,24,426.95,0,0,15.293333,6.615759,1087.057395,30.3531,100,254.61,6.942023,31.85,63.722222,24,565.66,458.8,1024.46
20241222,830.54,5.21,7.141682,505,7295.2,0,285.69907,14.899667,6.203718,2395.643844,55.46,4139,100,893.98,288.444126,7.096356,63.44,4644,62.081944,517.54,7.15,7295.2,18.418,5.115811,1585.949576,28.2669,100,306.44,6.334383,35,76.741667,24,313.01,0,0,11.381333,7.965206,809.694268,27.1964,100,258.68,8.3265,28.43,47.422222,24,552.54,341.44,893.98
20241223,936.94,5.44,7.237998,536,7515.89,0,293.004864,16.7195,5.763729,2769.921486,57.82,4776,100,1003.17,295.634884,6.602071,66.23,5312,69.664583,528.3,7.23,7515.89,18.819333,5.181144,1669.90347,29.2517,100,316.09,6.426016,36.28,78.413889,24,408.64,0,0,14.619667,6.513783,1100.018016,28.5688,100,269.19,6.828701,29.95,60.915278,24,564.58,438.59,1003.17
20241224,952.59,5.47,7.157756,529,7642.06,0,309.405855,16.9925,5.720171,2974.1019,58.32,4831,100,1019.55,312.212169,6.567603,66.96,5360,70.802083,525.53,7.16,7642.06,18.716,5.13598,1718.588206,28.8375,100,327.02,6.402721,35.95,77.983333,24,427.06,0,0,15.269,6.436484,1255.513694,29.4836,100,293.99,6.769708,31.01,63.620833,24,561.48,458.07,1019.55
20241225,920.73,5.47,7.077654,525,7728.55,0,308.648614,16.432167,5.764101,2867.654277,56.83,4737,100,985.93,311.45442,6.61406,65.21,5262,68.467361,525.87,7.07,7728.55,18.71,5.067041,1648.129167,28.4413,100,313.41,6.312133,35.43,77.958333,24,394.86,0,0,14.154333,6.685255,1219.52511,28.3876,100,308.85,7.010809,29.77,58.976389,24,561.3,424.63,985.93
20241226,907.18,5.18,7.033762,545,7364.48,0,296.582448,16.191667,5.785898,2714.589484,56.21,4711,100,971.5,299.233833,6.62069,64.32,5256,67.465278,524.14,7.04,7364.48,18.647667,5.103373,1660.99966,28.5498,100,316.9,6.308207,35.29,77.698611,24,383.04,0,0,13.735667,6.712646,1053.589824,27.6608,100,275.06,7.04492,29.03,57.231944,24,559.43,412.07,971.5
20241227,888.84,4.98,7.004022,539,7110.2,0,298.442809,15.875833,5.86111,2676.196355,55.83,4726,100,952.55,301.08865,6.689413,63.72,5265,66.149306,519.19,7.01,7110.2,18.464667,5.087771,1726.30675,28.1832,100,332.5,6.273243,34.75,76.936111,24,369.65,0,0,13.287,6.936003,949.889605,27.6476,100,256.97,7.265247,28.96,55.3625,24,553.94,398.61,952.55
20241228,876.9,5.25,7.027689,538,7470.45,0,297.832814,15.6375,5.676525,2635.790622,53.26,4482,100,938.25,300.580525,6.538769,61.35,5020,65.15625,520.56,7.02,7470.45,18.5,4.99045,1671.570216,27.697,100,321.11,6.205405,34.44,77.083333,24,356.34,0,0,12.775,6.669172,964.220406,25.5596,100,270.59,7.021526,26.91,53.229167,24,555,383.25,938.25
20241229,883.69,5.79,7.367509,583,7858.83,0,312.429443,15.747167,5.566081,2787.620465,52.59,4709,100,944,315.452304,6.471005,61.14,5292,65.613194,520.73,7.37,7858.83,18.523667,4.974087,1646.287895,27.6415,100,316.15,6.29465,34.98,77.181944,24,362.95,0,0,12.970667,6.412212,1141.33257,24.9512,100,314.46,6.725432,26.17,54.044444,24,555.71,389.12,944.83
20241230,1092.56,8,8.605732,757,9296.13,0,314.730844,19.435333,5.33307,3474.408201,62.19,5871,100,1166,318.006169,6.307241,73.55,6628,80.980556,549.63,8.61,9296.13,19.625,5.372637,1773.051417,31.6314,100,322.59,6.644586,39.12,81.770833,24,542.94,0,0,19.245667,5.292204,1701.356784,30.5556,100,313.36,5.963247,34.43,80.190278,24,588.75,577.37,1166.12
20241231,1052.9903,6.66,7.346136,630,9065.99,0,305.915372,18.7796,4.681498,3285.610629,52.75,4746,95.833333,1126.776,312.026676,5.532599,62.34,5376,81.650435,557.26895,7.5,6397.46,19.8903,4.675495,1926.144399,27.8991,91.666667,345.64,6.609595,39.44005,90.410455,22,495.72135,6.96,2668.53,17.6689,4.689068,1359.46623,24.8552,100,274.24,6.479492,34.34565,73.620417,24,596.709,530.067,1126.776
20250101,529.03,5.76,6.745291,454,8539.29,0,244.293156,9.5,4.970175,1323.262739,28.33,2234,50,570,250.13,7.187719,40.97,2688,79.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,529.03,6.74,8539.29,19,4.970105,1323.262739,28.3296,100,250.13,7.187719,40.97,79.166667,24,0,570,570
20250102,531.19,6.26,6.965881,535,8986.66,0,271.943069,9.567333,5.104174,1481.382672,29.3,2501,50,574.04,278.88,7.464637,42.85,3036,79.727778,0,0,0,0,0,0,0,0,0,0,0,0,0,531.19,6.97,8986.66,19.134667,5.104035,1481.382672,29.2992,100,278.88,7.464637,42.85,79.727778,24,0,574.04,574.04
20250103,508.38,6.25,6.848234,601,9126.44,0,301.392761,9.1975,5.120957,1578.062358,28.26,2719,50,551.85,310.41,7.877141,43.47,3320,76.645833,0,0,0,0,0,0,0,0,0,0,0,0,0,508.38,6.25,9126.44,18.395,5.121102,1578.062358,28.2608,100,310.41,7.877141,43.47,76.645833,24,0,551.85,551.85
20250104,513.43,5.91,7.029304,604,8407.66,0,306.109815,9.220833,5.205603,1605.392924,28.8,2948,50,553.25,312.68,7.199277,39.83,3552,76.840278,0,0,0,0,0,0,0,0,0,0,0,0,0,513.43,7.02,8407.66,18.441667,5.205404,1605.392924,28.7989,100,312.68,7.197469,39.82,76.840278,24,0,553.25,553.25
20250105,557.88,5.28,7.31827,518,7214.82,0,303.674468,10.017667,5.427079,1726.207148,32.62,3202,50,601.06,309.422662,7.182311,43.17,3720,83.480556,0,0,0,0,0,0,0,0,0,0,0,0,0,557.8848,7.32,7214.82,20.035333,5.426447,1726.207148,32.6162,100,309.42,7.183176,43.1752,83.480556,24,0,601.06,601.06
20250106,538.64,5.17,7.106998,543,7274.52,0,301.982672,9.663833,5.234293,1659.334384,30.35,3189,50,579.83,308.06,7.103806,41.19,3732,80.531944,0,0,0,0,0,0,0,0,0,0,0,0,0,538.64,7.11,7274.52,19.327667,5.23481,1659.334384,30.353,100,308.06,7.103806,41.19,80.531944,24,0,579.83,579.83
20250107,526.71,5.1,6.953572,634,7334.36,0,361.439401,9.4455,5.161188,1942.664493,29.25,3638,50,566.73,368.83,7.061564,40.02,4272,78.7125,0,0,0,0,0,0,0,0,0,0,0,0,0,526.71,6.95,7334.36,18.891,5.160659,1942.664493,29.247,100,368.83,7.061564,40.02,78.7125,24,0,566.73,566.73
20250108,550.07,5.07,7.196828,595,7044.77,0,342.560855,9.873833,5.391354,1920.019335,31.94,3749,50,592.43,349.05,7.150212,42.36,4344,82.281944,0,0,0,0,0,0,0,0,0,0,0,0,0,550.07,7.2,7044.77,19.747667,5.391844,1920.019335,31.9429,100,349.05,7.150212,42.36,82.281944,24,0,592.43,592.43
20250109,523.75,4.68,6.89186,540,6790.62,0,323.647627,9.383333,5.168739,1727.95468,29.1,3356,50,563,329.919748,6.971581,39.25,3896,78.194444,0,0,0,0,0,0,0,0,0,0,0,0,0,523.7496,6.9,6790.62,18.766667,5.169538,1727.95468,29.1045,100,329.92,6.971652,39.2504,78.194444,24,0,563,563
20250110,516.49,4.53,6.786395,459,6675.12,0,300.244239,9.235167,5.067586,1579.374771,28.08,2845,50,554.11,305.79,6.789266,37.62,3304,76.959722,0,0,0,0,0,0,0,0,0,0,0,0,0,516.49,6.78,6675.12,18.470333,5.067676,1579.374771,28.0805,100,305.79,6.789266,37.62,76.959722,24,0,554.11,554.11
20250111,533.76,4.86,6.967153,531,6975.59,0,325.161994,9.559167,5.192224,1768.133376,29.78,3253,50,573.55,331.26,6.937495,39.79,3784,79.659722,0,0,0,0,0,0,0,0,0,0,0,0,0,533.76,6.97,6975.59,19.118333,5.192067,1768.133376,29.7791,100,331.26,6.937495,39.79,79.659722,24,0,573.55,573.55
20250112,546.27,5.2,7.191807,548,7230.45,0,332.866868,9.794833,5.315728,1852.237689,31.24,3296,50,587.69,339.07,7.049635,41.43,3844,81.623611,0,0,0,0,0,0,0,0,0,0,0,0,0,546.27,7.19,7230.45,19.589667,5.315881,1852.237689,31.2409,100,339.07,7.047933,41.42,81.623611,24,0,587.69,587.69
20250113,527.2,5.02,6.916649,481,7257.85,0,298.948578,9.439,5.127662,1606.250707,29.04,2779,50,566.34,304.675779,6.909277,39.13,3260,78.658333,0,0,0,0,0,0,0,0,0,0,0,0,0,527.21,6.92,7257.85,18.878,5.126885,1606.250707,29.0356,100,304.67,6.909277,39.13,78.658333,24,0,566.34,566.34
20250114,528.11,5.1,6.936039,514,7352.9,0,305.33139,9.448333,5.119069,1642.316478,29.02,2926,50,566.9,310.98,6.842477,38.79,3440,78.736111,0,0,0,0,0,0,0,0,0,0,0,0,0,528.11,6.93,7352.9,18.896667,5.11921,1642.316478,29.0208,100,310.98,6.842477,38.79,78.736111,24,0,566.9,566.9
20250115,521.69,5.04,6.897665,505,7306.82,0,305.702819,9.330167,5.091013,1624.229646,28.5,2859,50,559.81,311.34,6.809453,38.12,3364,77.751389,0,0,0,0,0,0,0,0,0,0,0,0,0,521.69,6.89,7306.82,18.660333,5.091513,1624.229646,28.5028,100,311.34,6.809453,38.12,77.751389,24,0,559.81,559.81
20250116,523.7,4.8,7.034616,506,6823.4,0,331.156589,9.373167,5.222355,1765.13085,29.37,3094,50,562.39,337.05,6.879568,38.69,3600,78.109722,0,0,0,0,0,0,0,0,0,0,0,0,0,523.7,7.04,6823.4,18.746333,5.22287,1765.13085,29.3729,100,337.05,6.879568,38.69,78.109722,24,0,562.39,562.39
20250117,531.62,4.59,6.997399,460,6559.58,0,289.005545,9.502333,5.177676,1562.421775,29.52,2960,50,570.14,293.898231,6.757989,38.53,3420,79.186111,0,0,0,0,0,0,0,0,0,0,0,0,0,531.6168,6.99,6559.58,19.004667,5.17757,1562.421775,29.5194,100,293.9,6.756797,38.5232,79.186111,24,0,570.14,570.14
20250118,526.44,4.08,6.726402,423,6065.65,0,308.830198,9.387,5.031782,1651.870963,28.34,2943,50,563.22,313.78143,6.530308,36.78,3366,78.225,0,0,0,0,0,0,0,0,0,0,0,0,0,526.4424,6.72,6065.65,18.774,5.032119,1651.870963,28.3419,100,313.78,6.529882,36.7776,78.225,24,0,563.22,563.22
20250119,521.74,4.14,7.121074,443,5813.73,0,320.595006,9.334,5.346047,1699.474125,29.94,3201,50,560.04,325.731998,6.838797,38.3,3644,77.783333,0,0,0,0,0,0,0,0,0,0,0,0,0,521.7432,7.13,5813.73,18.668,5.345654,1699.474125,29.9378,100,325.73,6.838226,38.2968,77.783333,24,0,560.04,560.04
