period_id,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,发电量7,发电量8,总发电量
20250204,547.25,0.16,6.75134,9.6755,5.202143,1697.076975,30.2,50,576,310.11,5.732693,33.28,3335,80.629167,547.25,19.351,5.202126,1697.076975,30.1999,100,310.11,5.732693,33.28,80.629167,24,0,0,0,0,0,0,0,0,0,0,0,580.53,0,580.53
20250205,546.26,1.93,6.739039,9.670833,5.00991,1692.58661,29.07,50,576,309.85,5.85782,33.99,3445,80.590278,546.26,19.341667,5.01003,1692.58661,29.0707,100,309.85,5.85782,33.99,80.590278,24,0,0,0,0,0,0,0,0,0,0,0,580.25,0,580.25
20250206,544.72,3.56,6.707034,9.669667,4.976042,1684.982376,28.87,50,576,309.33,6.111896,35.46,3684,80.580556,544.72,19.339333,4.976369,1684.982376,28.8719,100,309.33,6.111896,35.46,80.580556,24,0,0,0,0,0,0,0,0,0,0,0,580.18,0,580.18
20250207,545,4.75,6.521142,9.69,4.898521,1681.418574,28.48,50,576,308.51717,6.26247,36.41,3730,80.75,544.995,19.38,4.898039,1681.418574,28.4772,100,308.52,6.26161,36.405,80.75,24,0,0,0,0,0,0,0,0,0,0,0,581.4,0,581.4
20250208,544.06,5.64,6.340455,9.672667,4.784961,1677.88104,27.77,50,576,308.4,6.254738,36.3,3835,80.605556,544.06,19.345333,4.785375,1677.88104,27.7724,100,308.4,6.254738,36.3,80.605556,24,0,0,0,0,0,0,0,0,0,0,0,580.36,0,580.36
20250209,544.78,6.3,6.328605,9.667833,4.597721,1678.99655,26.67,50,576,308.197171,6.085472,35.3,3613,80.565278,544.775,19.335667,4.598031,1678.99655,26.6718,100,308.2,6.08461,35.295,80.565278,24,0,0,0,0,0,0,0,0,0,0,0,580.07,0,580.07
20250210,544.72,6.54,6.283471,9.673667,4.596671,1679.153872,26.68,50,576,308.26,6.150718,35.7,3948,80.613889,544.72,19.347333,4.597464,1679.153872,26.6846,100,308.26,6.150718,35.7,80.613889,24,0,0,0,0,0,0,0,0,0,0,0,580.42,0,580.42
20250211,516.23,6.99,6.322262,9.186667,4.640784,1601.397083,25.58,50,547.9,310.21,6.34434,34.97,3782,76.555556,516.23,18.373333,4.640929,1601.397083,25.5808,100,310.21,6.34434,34.97,76.555556,24,0,0,0,0,0,0,0,0,0,0,0,551.2,0,551.2
20250212,521.24,6.37,6.447218,9.270333,4.731941,1623.334284,26.32,50,552,311.437013,6.290676,34.99,3714,77.252778,521.235,18.540667,4.731689,1623.334284,26.3186,100,311.44,6.289777,34.985,77.252778,24,0,0,0,0,0,0,0,0,0,0,0,556.22,0,556.22
20250213,516.84,6.35,6.330054,9.195167,4.687245,1607.511901,25.86,50,548.2,311.026991,6.322162,34.88,3728,76.626389,516.835,18.390333,4.686955,1607.511901,25.8584,100,311.03,6.321256,34.875,76.626389,24,0,0,0,0,0,0,0,0,0,0,0,551.71,0,551.71
20250214,518.21,7.3,6.401532,9.262833,4.732173,1605.051833,26.3,50,552,309.73,6.758191,37.56,3970,77.190278,518.21,18.525667,4.732785,1605.051833,26.3034,100,309.73,6.758191,37.56,77.190278,24,0,0,0,0,0,0,0,0,0,0,0,555.77,0,555.77
20250215,540.6,8.22,6.653505,9.656,4.832919,1665.681314,28,50,575.9,308.11715,6.691867,38.77,3899,80.466667,540.595,19.312,4.832246,1665.681314,27.9961,100,308.12,6.691004,38.765,80.466667,24,0,0,0,0,0,0,0,0,0,0,0,579.36,0,579.36
20250216,539.28,9.49,6.567574,9.651333,4.785176,1655.682105,27.71,50,576,307.017153,6.874698,39.81,4245,80.427778,539.275,19.302667,4.785004,1655.682105,27.709,100,307.02,6.873834,39.805,80.427778,24,0,0,0,0,0,0,0,0,0,0,0,579.08,0,579.08
20250217,531.69,11.24,6.49557,9.491833,4.739162,1640.445158,26.99,50,568.3,308.534138,6.642552,37.83,4578,79.098611,529.21,18.983667,4.738372,1640.445158,26.9855,100,309.98,7.076259,40.3,79.098611,24,0,0,0,0,0,0,0,0,0,0,0,569.51,0,569.51
20250218,531.91,11.77,6.491512,9.549667,4.712206,1649.91612,27,50,576,310.187084,7.169535,41.08,4647,79.580556,531.905,19.099333,4.711648,1649.91612,26.9968,100,310.19,7.168662,41.075,79.580556,24,0,0,0,0,0,0,0,0,0,0,0,572.98,0,572.98
20250219,530.31,12,6.44647,9.5255,4.710164,1643.43069,26.92,50,576,309.9,7.21222,41.22,4693,79.379167,530.31,19.051,4.709657,1643.43069,26.9171,100,309.9,7.21222,41.22,79.379167,24,0,0,0,0,0,0,0,0,0,0,0,571.53,0,571.53
20250220,531.14,12.25,6.429248,9.546667,4.607193,1636.95807,26.39,50,576,308.197099,7.273045,41.66,4804,79.555556,531.135,19.093333,4.606774,1636.95807,26.3876,100,308.2,7.273918,41.665,79.555556,24,0,0,0,0,0,0,0,0,0,0,0,572.8,0,572.8
20250221,529.05,12.9,6.574317,9.514667,4.733044,1629.511505,27.02,50,576,308.007089,7.327284,41.83,4731,79.288889,529.045,19.029333,4.733604,1629.511505,27.0232,100,308.01,7.32816,41.835,79.288889,24,0,0,0,0,0,0,0,0,0,0,0,570.88,0,570.88
20250222,508.365,12.76,6.563813,9.1595,4.725476,1566.628421,25.9698,50,552,308.17,7.49768,41.205,4526,76.329167,508.365,18.319,4.725476,1566.628421,25.9698,100,308.17,7.49768,41.205,76.329167,24,0,0,0,0,0,0,0,0,0,0,0,549.57,0,549.57
20250223,511.94,12.44,6.434025,9.206167,4.640006,1576.416842,25.63,50,552,307.93,7.319369,40.43,4077,76.718056,511.94,18.412333,4.640549,1576.416842,25.633,100,307.93,7.319369,40.43,76.718056,24,0,0,0,0,0,0,0,0,0,0,0,552.37,0,552.37
20250224,528.5,12.96,6.610994,9.525167,4.762821,1621.739757,27.22,50,576,306.857097,7.527427,43.02,4854,79.376389,528.495,19.050333,4.763259,1621.739757,27.2225,100,306.86,7.526552,43.015,79.376389,24,0,0,0,0,0,0,0,0,0,0,0,571.51,0,571.51
20250225,530.7,12.7,6.541085,9.552667,4.702003,1627.535426,26.95,50,576,306.677111,7.408054,42.46,4808,79.605556,530.695,19.105333,4.702073,1627.535426,26.9504,100,306.68,7.408926,42.465,79.605556,24,0,0,0,0,0,0,0,0,0,0,0,573.16,0,573.16
20250226,528.44,12.88,6.842881,9.542333,4.927167,1629.70896,28.21,50,576,308.4,7.702519,44.1,4746,79.519444,528.44,19.084667,4.926451,1629.70896,28.2059,100,308.4,7.702519,44.1,79.519444,24,0,0,0,0,0,0,0,0,0,0,0,572.54,0,572.54
20250227,529.1,12.76,6.814052,9.545667,4.860844,1625.44811,27.84,50,576,307.21,7.619513,43.64,4911,79.547222,529.1,19.091333,4.86046,1625.44811,27.8378,100,307.21,7.619513,43.64,79.547222,24,0,0,0,0,0,0,0,0,0,0,0,572.74,0,572.74
20250228,530.81,12.03,6.850739,9.562833,4.880004,1631.429168,28,50,576,307.347105,7.489064,42.97,4338,79.690278,530.805,19.125667,4.879917,1631.429168,27.9995,100,307.35,7.488192,42.965,79.690278,24,0,0,0,0,0,0,0,0,0,0,0,573.77,0,573.77
20250301,447.54,11.13,6.727527,8.073167,4.828754,1403.559267,23.39,50,480,313.616496,7.609571,36.86,3702,67.276389,447.535,16.146333,4.828609,1403.559267,23.3893,100,313.62,7.608539,36.855,67.276389,24,0,0,0,0,0,0,0,0,0,0,0,484.39,0,484.39
20250302,440.55,11.65,6.879642,7.985833,4.975477,1383.76755,23.84,50,480,314.1,8.055932,38.6,3590,66.548611,440.55,15.971667,4.97529,1383.76755,23.8391,100,314.1,8.055932,38.6,66.548611,24,0,0,0,0,0,0,0,0,0,0,0,479.15,0,479.15
20250303,444.13,12.15,6.753497,8.042,4.880627,1388.290338,23.55,50,480,312.586481,7.958219,38.4,4030,67.016667,444.125,16.084,4.879984,1388.290338,23.5469,100,312.59,7.957183,38.395,67.016667,24,0,0,0,0,0,0,0,0,0,0,0,482.52,0,482.52
20250304,446.27,12.07,6.45172,8.059667,4.654266,1389.149256,22.5071,50,484,311.28,7.714546,37.306,3950,67.163889,446.27,16.119333,4.654266,1389.149256,22.5071,100,311.28,7.715373,37.31,67.163889,24,0,0,0,0,0,0,0,0,0,0,0,483.58,0,483.58
20250305,497.15,12.11,6.455214,8.960333,4.737547,1541.447787,25.47,50,542.9,310.056882,7.527622,40.47,4228,74.669444,497.145,17.920667,4.737993,1541.447787,25.4724,100,310.06,7.528552,40.475,74.669444,24,0,0,0,0,0,0,0,0,0,0,0,537.62,0,537.62
20250306,467.01,12.37,6.237215,8.420833,4.552202,1450.51753,23,50,501.8,310.596675,7.56853,38.24,4203,70.173611,467.005,16.841667,4.552618,1450.51753,23.0021,100,310.6,7.56952,38.245,70.173611,24,0,0,0,0,0,0,0,0,0,0,0,505.25,0,505.25
20250307,458.54,12.75,6.290729,8.277167,4.540604,1416.093641,22.55,50,497,308.826632,7.671707,38.1,4104,68.976389,458.535,16.554333,4.540946,1416.093641,22.5517,100,308.83,7.670701,38.095,68.976389,24,0,0,0,0,0,0,0,0,0,0,0,496.63,0,496.63
20250308,459.86,13.11,6.596452,8.322333,4.75027,1420.124211,23.72,50,504.7,308.816642,7.906436,39.48,3975,69.352778,459.855,16.644667,4.74999,1420.124211,23.7186,100,308.82,7.907438,39.485,69.352778,24,0,0,0,0,0,0,0,0,0,0,0,499.34,0,499.34
20250309,440.83,11.98,6.243095,7.947667,4.517049,1363.471725,21.54,50,482,309.296492,7.555677,36.03,3772,66.230556,440.825,15.895333,4.516483,1363.471725,21.5373,100,309.3,7.556725,36.035,66.230556,24,0,0,0,0,0,0,0,0,0,0,0,476.86,0,476.86
20250310,442.15,12.14,6.252991,7.982833,4.559785,1364.503685,21.84,50,484,308.60651,7.687329,36.82,4086,66.523611,442.145,15.965667,4.558887,1364.503685,21.8357,100,308.61,7.688373,36.825,66.523611,24,0,0,0,0,0,0,0,0,0,0,0,478.97,0,478.97
20250311,474.38,13.01,6.666079,8.580833,4.824706,1454.576063,24.84,50,520.9,306.626768,7.860542,40.47,4250,71.506944,474.375,17.161667,4.824978,1454.576063,24.8414,100,306.63,7.861513,40.475,71.506944,24,0,0,0,0,0,0,0,0,0,0,0,514.85,0,514.85
20250312,437.36,13.04,6.662661,7.932333,4.801025,1346.325288,22.85,50,482,307.83,8.106064,38.58,4034,66.102778,437.36,15.864667,4.800374,1346.325288,22.8469,100,307.83,8.106064,38.58,66.102778,24,0,0,0,0,0,0,0,0,0,0,0,475.94,0,475.94
20250313,438.57,12.93,6.739423,7.955,4.85858,1349.304462,23.19,50,482.1,307.66,8.114393,38.73,3700,66.291667,438.57,15.91,4.857616,1349.304462,23.1854,100,307.66,8.114393,38.73,66.291667,24,0,0,0,0,0,0,0,0,0,0,0,477.3,0,477.3
20250314,440.33,12.74,6.548499,7.972667,4.739109,1353.838618,22.67,50,482,307.46,7.950079,38.03,3866,66.438889,440.33,15.945333,4.738816,1353.838618,22.6686,100,307.46,7.950079,38.03,66.438889,24,0,0,0,0,0,0,0,0,0,0,0,478.36,0,478.36
20250315,438.96,12.63,6.296579,7.929667,4.533608,1349.698834,21.57,50,480,307.476498,7.738871,36.82,3660,66.080556,438.955,15.859333,4.533545,1349.698834,21.5697,100,307.48,7.739922,36.825,66.080556,24,0,0,0,0,0,0,0,0,0,0,0,475.78,0,475.78
20250316,439.23,12.68,6.400265,7.940667,4.581899,1351.291095,21.83,50,480,307.65,7.810008,37.21,3668,66.172222,439.23,15.881333,4.582823,1351.291095,21.8344,100,307.65,7.810008,37.21,66.172222,24,0,0,0,0,0,0,0,0,0,0,0,476.44,0,476.44
20250317,449.96,12.77,6.317401,8.123333,4.524005,1382.036783,22.05,50,491.3,307.146587,7.683627,37.45,4014,67.694444,449.955,16.246667,4.524908,1382.036783,22.0544,100,307.15,7.682602,37.445,67.694444,24,0,0,0,0,0,0,0,0,0,0,0,487.4,0,487.4
20250318,466.46,12.59,6.347276,8.414667,4.569403,1429.078184,23.07,50,507,306.366716,7.61171,38.43,4042,70.122222,466.455,16.829333,4.569779,1429.078184,23.0719,100,306.37,7.610719,38.425,70.122222,24,0,0,0,0,0,0,0,0,0,0,0,504.88,0,504.88
20250319,446.6,11.92,6.19033,8.045333,4.4705,1371.24064,21.58,50,487,307.04,7.482599,36.12,3948,67.044444,446.6,16.090667,4.470998,1371.24064,21.5824,100,307.04,7.482599,36.12,67.044444,24,0,0,0,0,0,0,0,0,0,0,0,482.72,0,482.72
20250320,470.64,11.83,6.122295,8.463833,4.405017,1441.696196,22.37,50,510.3,306.326746,7.325286,37.2,3980,70.531944,470.635,16.927667,4.404624,1441.696196,22.368,100,306.33,7.324301,37.195,70.531944,24,0,0,0,0,0,0,0,0,0,0,0,507.83,0,507.83
20250321,477.4,11.8,6.218987,8.584333,4.473265,1460.08016,23.04,50,516.2,305.84,7.31177,37.66,3897,71.536111,477.4,17.168667,4.472372,1460.08016,23.0354,100,305.84,7.31177,37.66,71.536111,24,0,0,0,0,0,0,0,0,0,0,0,515.06,0,515.06
20250322,472.07,12.02,6.169373,8.493667,4.462148,1442.819466,22.74,50,512.5,305.636763,7.042502,35.89,3995,70.780556,472.065,16.987333,4.46207,1442.819466,22.7396,100,305.64,7.369216,37.555,70.780556,24,0,0,0,0,0,0,0,0,0,0,0,509.62,0,509.62
20250323,505.5,11.8,6.315686,8.357167,4.556967,1425.88314,22.85,50,512.5,282.073816,7.424765,37.23,3813,69.643056,464.2,16.714333,4.556887,1425.88314,22.8496,100,307.17,7.424765,37.23,69.643056,24,0,0,0,0,0,0,0,0,0,0,0,501.43,0,501.43
20250324,442.26,11.97,6.274236,7.975833,4.509456,1359.138066,21.58,50,482.7,307.316526,7.585414,36.3,3674,66.465278,442.255,15.951667,4.509832,1359.138066,21.5818,100,307.32,7.584369,36.295,66.465278,24,0,0,0,0,0,0,0,0,0,0,0,478.55,0,478.55
20250325,442.53,12.1,6.318749,7.985,4.560635,1356.531462,21.85,50,483.7,306.54,7.633062,36.57,3709,66.541667,442.53,15.97,4.560739,1356.531462,21.8505,100,306.54,7.633062,36.57,66.541667,24,0,0,0,0,0,0,0,0,0,0,0,479.1,0,479.1
20250326,438.68,12.55,6.480784,7.936333,4.653702,1346.835336,22.16,50,481,307.02,7.875173,37.5,3653,66.136111,438.68,15.872667,4.653324,1346.835336,22.1582,100,307.02,7.875173,37.5,66.136111,24,0,0,0,0,0,0,0,0,0,0,0,476.18,0,476.18
20250327,438.46,12.88,6.619413,7.945667,4.755212,1348.527576,22.67,50,481.5,307.56,8.029534,38.28,3671,66.213889,438.46,15.891333,4.755674,1348.527576,22.6722,100,307.56,8.029534,38.28,66.213889,24,0,0,0,0,0,0,0,0,0,0,0,476.74,0,476.74
20250328,440.44,12.38,6.270939,7.9525,4.505921,1351.71036,21.5,50,481.8,306.9,7.693597,36.71,3667,66.270833,440.44,15.905,4.505229,1351.71036,21.4967,100,306.9,7.693597,36.71,66.270833,24,0,0,0,0,0,0,0,0,0,0,0,477.15,0,477.15
20250329,439.23,12.54,6.131004,7.924667,4.422899,1346.635257,21.03,50,480,306.59,7.623875,36.25,3662,66.038889,439.23,15.849333,4.422836,1346.635257,21.0297,100,306.59,7.623875,36.25,66.038889,24,0,0,0,0,0,0,0,0,0,0,0,475.48,0,475.48
20250330,438.85,12.03,6.258382,7.9185,4.523163,1348.570685,21.49,50,480,307.296499,7.634022,36.27,3550,65.9875,438.845,15.837,4.523331,1348.570685,21.4908,100,307.3,7.632969,36.265,65.9875,24,0,0,0,0,0,0,0,0,0,0,0,475.11,0,475.11
20250331,427.74,17.89,9.174096,7.972167,6.539418,1392.619474,31.28,50.333333,482.7,325.576162,10.578471,50.6,3852.2,65.994757,427.6629,15.929333,6.465703,1327.679473,30.8983,100,310.45,10.508308,50.2171,66.372222,24,0.0721,0.015,83.955556,64.940001,0.3778,0.666667,90069.35,83.977778,0.3779,9.375,0.16,477.88,0.45,478.33
20250401,828.685,14.78,7.896046,14.9369,5.549032,2379.012799,49.7312,100,955,287.082884,7.534919,67.529,5092,62.237083,435.1118,15.5136,5.035087,1007.370839,23.4337,100,231.52,6.5096,30.2962,64.64,24,393.5732,14.3602,6.104256,1371.641959,26.2975,100,348.51,8.642591,37.2328,59.834167,24,465.408,430.806,896.214
20250402,475.09,14.45,7.935728,8.6955,5.803768,1518.983857,30.28,51.979167,510.6,319.725496,8.93949,46.64,3465,69.703407,10.8506,0.392667,5.918506,34.299832,0.6972,3.958333,316.11,7.889643,0.9294,41.333333,0.95,464.2394,16.998333,5.801549,1484.684025,29.585,100,319.81,8.963742,45.7106,70.826389,24,11.78,509.95,521.73
20250403,462.22,11.79,7.397782,8.4285,5.380554,1469.212492,27.21,50,505.9,317.86,8.59979,43.49,3443,70.2375,0,0,0,0,0,0,0,0,0,0,0,462.22,16.857,5.379803,1469.212492,27.2062,100,317.86,8.59979,43.49,70.2375,24,0,505.71,505.71
20250404,476.58,9.47,7.834624,8.715667,5.692814,1518.844525,29.77,50,527.9,318.696656,8.867174,46.37,3242,72.630556,0,0,0,0,0,0,0,0,0,0,0,476.575,17.431333,5.693139,1518.844525,29.7717,100,318.7,8.866218,46.365,72.630556,24,0,522.94,522.94
20250405,511.34,10.65,7.52185,9.282833,5.440149,1614.693663,30.3,50,557,315.776912,8.192542,45.63,3597,77.356944,0,0,0,0,0,0,0,0,0,0,0,511.335,18.565667,5.440616,1614.693663,30.3026,100,315.78,8.19344,45.635,77.356944,24,0,556.97,556.97
20250406,499.13,12.47,7.482483,9.087333,5.331597,1578.0336,29.07,50,547.8,316.156833,8.45866,46.12,3665,75.727778,0,0,0,0,0,0,0,0,0,0,0,499.125,18.174667,5.331047,1578.0336,29.067,100,316.16,8.457743,46.115,75.727778,24,0,545.24,545.24
20250407,480.48,13.49,7.336514,8.74,5.207857,1507.938432,27.31,50,528.5,313.84,8.375286,43.92,3801,72.833333,0,0,0,0,0,0,0,0,0,0,0,480.48,17.48,5.207475,1507.938432,27.308,100,313.84,8.375286,43.92,72.833333,24,0,524.4,524.4
20250408,501.33,13.99,7.576595,9.129667,5.350688,1563.632675,29.31,50,551.7,311.896889,8.479682,46.45,3728,76.080556,0,0,0,0,0,0,0,0,0,0,0,501.325,18.259333,5.3514,1563.632675,29.3139,100,311.9,8.480594,46.455,76.080556,24,0,547.78,547.78
20250409,508.59,14.39,7.7251,9.257167,5.285995,1581.445057,29.36,50,556.8,310.946943,8.434906,46.85,4097,77.143056,0,0,0,0,0,0,0,0,0,0,0,508.585,18.514333,5.286247,1581.445057,29.3614,100,310.95,8.434006,46.845,77.143056,24,0,555.43,555.43
20250410,500.12,14.59,7.765504,9.108333,5.333943,1558.308328,29.15,50,550,311.586885,8.486734,46.38,4065,75.902778,0,0,0,0,0,0,0,0,0,0,0,500.115,18.216667,5.333449,1558.308328,29.1473,100,311.59,8.487649,46.385,75.902778,24,0,546.5,546.5
20250411,495.39,14.21,7.997614,9.024833,5.446084,1543.124275,29.49,50,545,311.496856,8.515393,46.11,4128,75.206944,0,0,0,0,0,0,0,0,0,0,0,495.385,18.049667,5.445548,1543.124275,29.4871,100,311.5,8.514469,46.105,75.206944,24,0,541.49,541.49
20250412,488.79,13.47,7.662635,8.879833,5.264738,1522.174247,28.05,50,536,311.416814,8.258413,44,3845,73.998611,0,0,0,0,0,0,0,0,0,0,0,488.785,17.759667,5.265377,1522.174247,28.0534,100,311.42,8.259352,44.005,73.998611,24,0,532.79,532.79
20250413,484.39,12.03,7.135231,8.735333,4.857666,1496.023073,25.46,50,529.3,308.846812,7.582233,39.74,3797,72.794444,0,0,0,0,0,0,0,0,0,0,0,484.385,17.470667,4.856712,1496.023073,25.455,100,308.85,7.581279,39.735,72.794444,24,0,524.12,524.12
20250414,489.56,12.55,7.230212,8.839333,4.907987,1513.067639,26.03,50,535,309.066843,7.694773,40.81,3234,73.661111,0,0,0,0,0,0,0,0,0,0,0,489.555,17.678667,4.908119,1513.067639,26.0307,100,309.07,7.693831,40.805,73.661111,24,0,530.36,530.36
20250415,490.6,12.61,7.075406,8.853333,4.81363,1522.92052,25.57,50,536,310.42,7.643072,40.6,3267,73.777778,0,0,0,0,0,0,0,0,0,0,0,490.6,17.706667,4.813309,1522.92052,25.5683,100,310.42,7.643072,40.6,73.777778,24,0,531.2,531.2
20250416,490.16,12.15,7.197032,8.8495,4.900465,1523.760392,26.02,50,534.7,310.87,7.685933,40.81,3206,73.745833,0,0,0,0,0,0,0,0,0,0,0,490.16,17.699,4.900672,1523.760392,26.0211,100,310.87,7.685933,40.81,73.745833,24,0,530.97,530.97
20250417,499.46,12.66,7.411471,9.021667,5.052651,1547.960882,27.35,50,545.8,309.926897,7.72954,41.84,3242,75.180556,0,0,0,0,0,0,0,0,0,0,0,499.455,18.043333,5.052263,1547.960882,27.3479,100,309.93,7.730464,41.845,75.180556,24,0,541.3,541.3
20250418,517.61,12.66,7.822942,9.374667,5.313967,1603.592051,29.89,50,566,309.807007,7.980728,44.89,3423,78.122222,0,0,0,0,0,0,0,0,0,0,0,517.605,18.749333,5.314465,1603.592051,29.8928,100,309.81,7.978061,44.875,78.122222,24,0,562.48,562.48
20250419,508.86,14.61,8.132815,9.269167,5.467949,1577.415114,30.41,50,559.7,309.99,8.503102,47.29,3472,77.243056,0,0,0,0,0,0,0,0,0,0,0,508.86,18.538333,5.467949,1577.415114,30.41,100,309.99,8.503102,47.29,77.243056,24,0,556.15,556.15
20250420,504.3,13.99,8.112525,9.178833,5.467289,1563.516218,30.11,50,554.3,310.036926,8.430628,46.43,3355,76.490278,0,0,0,0,0,0,0,0,0,0,0,504.295,18.357667,5.468088,1563.516218,30.1144,100,310.04,8.431536,46.435,76.490278,24,0,550.73,550.73
20250421,504.24,14.68,8.218247,9.200333,5.519728,1565.060112,30.47,50,552,310.38,8.655483,47.78,3480,76.669444,0,0,0,0,0,0,0,0,0,0,0,504.24,18.400667,5.519329,1565.060112,30.4678,100,310.38,8.655483,47.78,76.669444,24,0,552.02,552.02
20250422,492.8,14.84,8.244142,9.008167,5.548669,1530.19328,29.99,50,543.8,310.51,8.823475,47.69,3118,75.068056,0,0,0,0,0,0,0,0,0,0,0,492.8,18.016333,5.549538,1530.19328,29.9947,100,310.51,8.823475,47.69,75.068056,24,0,540.49,540.49
20250423,528.06,14.97,8.191572,9.635167,5.478196,1635.243402,31.67,50,575,309.67,8.659252,50.06,3369,80.293056,0,0,0,0,0,0,0,0,0,0,0,528.06,19.270333,5.478196,1635.243402,31.67,100,309.67,8.657522,50.05,80.293056,24,0,578.11,578.11
20250424,514.03,14.83,8.173672,9.378167,5.505696,1595.137896,30.98,50,564.3,310.32,8.647746,48.66,3292,78.151389,0,0,0,0,0,0,0,0,0,0,0,514.03,18.756333,5.505678,1595.137896,30.9799,100,310.32,8.647746,48.66,78.151389,24,0,562.69,562.69
20250425,479.82,14.04,7.724043,8.7305,5.194433,1498.909698,27.21,50,529,312.39,8.401581,44.01,3186,72.754167,0,0,0,0,0,0,0,0,0,0,0,479.82,17.461,5.194242,1498.909698,27.209,100,312.39,8.401581,44.01,72.754167,24,0,523.83,523.83
20250426,476.8,13.37,7.742345,8.7025,5.222637,1493.464979,27.27,50,528,313.226715,8.687159,45.36,3118,72.520833,0,0,0,0,0,0,0,0,0,0,0,476.795,17.405,5.223231,1493.464979,27.2731,100,313.23,8.686201,45.355,72.520833,24,0,522.15,522.15
20250427,478.28,14.02,7.764938,8.7165,5.239106,1494.959796,27.4,50,528,312.57,8.548921,44.71,3088,72.6375,0,0,0,0,0,0,0,0,0,0,0,478.28,17.433,5.239125,1494.959796,27.4001,100,312.57,8.548921,44.71,72.6375,24,0,522.99,522.99
20250428,475.59,14.64,8.086597,8.708,5.454754,1490.340714,28.5,50,528,313.366705,8.97642,46.9,3263,72.566667,0,0,0,0,0,0,0,0,0,0,0,475.585,17.416,5.455501,1490.340714,28.5039,100,313.37,8.975463,46.895,72.566667,24,0,522.48,522.48
20250429,471.35,14.86,8.066998,8.780333,5.461068,1497.997435,28.77,50,529.6,317.81,10.529213,55.47,3172,73.169444,0,0,0,0,0,0,0,0,0,0,0,471.35,17.560667,5.461353,1497.997435,28.7715,100,317.81,10.529213,55.47,73.169444,24,0,526.82,526.82
20250430,531.52,19.5,10.922216,11.074167,6.861314,1662.327438,45.59,68.708333,883.9,312.749744,10.041388,66.72,3832,67.156863,109.1396,4.587667,13.834484,629.691836,19.0404,37.416667,576.96,20.700719,28.4904,51.087602,8.98,422.3804,17.560667,5.040355,1032.635602,26.5536,100,244.48,19.824532,104.4396,73.169444,24,137.63,526.82,664.45
20250501,448.305,9.17,6.829121,8.093,4.98855,1415.343716,24.2234,50,484.1,315.71,7.676387,37.275,3231,67.441667,448.305,16.186,4.98855,1415.343716,24.2234,100,315.71,7.676387,37.275,67.441667,24,0,0,0,0,0,0,0,0,0,0,0,485.58,0,485.58
20250502,445.72,8.86,6.857145,8.0355,4.998652,1394.88074,24.1,50,491.9,312.95,7.551905,36.41,2890,66.9625,445.72,16.071,4.997698,1394.88074,24.0954,100,312.95,7.551905,36.41,66.9625,24,0,0,0,0,0,0,0,0,0,0,0,482.13,0,482.13
20250503,475.64,9.66,6.901257,8.574833,5.008844,1486.755512,25.77,50,516.4,312.58,7.551167,38.85,3104,71.456944,475.64,17.149667,5.009058,1486.755512,25.7711,100,312.58,7.551167,38.85,71.456944,24,0,0,0,0,0,0,0,0,0,0,0,514.49,0,514.49
20250504,452.54,11.04,6.834521,8.181833,4.982583,1416.857486,24.46,50,493.5,313.09,7.816097,38.37,3078,68.181944,452.54,16.363667,4.982319,1416.857486,24.4587,100,313.09,7.816097,38.37,68.181944,24,0,0,0,0,0,0,0,0,0,0,0,490.91,0,490.91
20250505,482.13,11.85,6.849188,8.713667,5.001721,1506.222333,26.15,50,527,312.41,7.782793,40.69,3281,72.613889,482.13,17.427333,5.002276,1506.222333,26.1529,100,312.41,7.782793,40.69,72.613889,24,0,0,0,0,0,0,0,0,0,0,0,522.82,0,522.82
20250506,520.41,12.25,6.889183,9.399833,5.033777,1619.932248,28.39,50,561.8,311.28,7.727087,43.58,3553,78.331944,520.41,18.799667,5.03399,1619.932248,28.3912,100,311.28,7.727087,43.58,78.331944,24,0,0,0,0,0,0,0,0,0,0,0,563.99,0,563.99
20250507,485.27,12.41,6.6937,8.775333,4.917192,1510.241733,25.89,50,524.5,311.216793,7.836359,41.26,3381,73.127778,485.265,17.550667,4.916527,1510.241733,25.8865,100,311.22,7.83541,41.255,73.127778,24,0,0,0,0,0,0,0,0,0,0,0,526.52,0,526.52
