period_id,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,发电量7,发电量8,总发电量
20250508,570.19,11.64,6.244307,10.504,7.300394,1914.954114,46.01,64.583333,678.4,335.844914,9.529703,60.06,3990,67.767742,489.8311,17.595333,4.606487,1519.211157,24.3158,100,310.15,7.204353,38.0289,73.313889,24,80.3539,3.412667,21.185876,395.742958,21.6901,29.166667,492.5,21.514065,22.0261,48.752381,7,527.86,102.38,630.24
20250509,1077.67,13.14,6.942595,19.3545,5.777296,3348.35808,67.09,100,1159.4,310.70347,7.199015,83.6,6613,80.64375,510.8011,18.391667,4.929805,1585.169054,27.2002,100,310.33,7.42164,40.9489,76.631944,24,566.8689,20.317333,6.544576,1763.189027,39.8905,100,311.04,6.99749,42.6511,84.655556,24,551.75,609.52,1161.27
20250510,1127.56,12.61,6.652286,20.205333,5.67177,3479.37008,68.76,100,1207.4,308.575161,6.992378,84.77,6235,84.188889,524.4322,18.819333,4.695614,1613.730323,26.5105,100,307.71,7.111091,40.1478,78.413889,24,603.1228,21.591333,6.521953,1865.639757,42.2453,100,309.33,6.888134,44.6172,89.963889,24,564.58,647.74,1212.32
20250511,998.69,12.22,6.841496,17.900833,5.601285,3112.435169,60.1606,100,1068.1,311.651781,7.016433,75.36,5595,74.586806,502.137,17.948333,4.671334,1557.57876,25.1528,100,310.19,6.743987,36.313,74.784722,24,496.553,17.853333,6.536184,1554.856409,35.0078,100,313.13,7.290329,39.047,74.388889,24,538.45,535.6,1074.05
20250512,803.22,13.92,7.627422,14.464167,5.610417,2493.572363,48.69,100,864.6,310.446996,7.447139,64.63,4715,60.267361,468.95,16.721333,4.773084,1440.98956,23.9437,100,307.28,6.516625,32.69,69.672222,24,334.27,12.207,6.757489,1052.582803,24.7466,100,314.89,8.721772,31.94,50.8625,24,501.64,366.21,867.85
20250513,909.43,13.91,7.336316,16.377167,5.720363,2880.196375,56.21,100,982.3,316.703471,7.449396,73.2,5312,68.238194,484.0667,17.338,4.824278,1483.277182,25.093,100,306.42,6.935306,36.0733,72.241667,24,425.3583,15.416333,6.728059,1396.919193,31.1166,100,328.41,8.028649,37.1317,64.234722,24,520.14,462.49,982.63
20250514,1095.66,12.93,6.746702,19.640167,5.649986,3477.304485,66.58,100,1176.2,317.370761,7.022174,82.75,6508,81.834028,507.3884,18.247333,4.771236,1562.908489,26.1187,100,308.03,7.312776,40.0316,76.030556,24,588.2666,21.033,6.412495,1914.395996,40.4622,100,325.43,6.770852,42.7234,87.6375,24,547.42,630.99,1178.41
20250515,1135.37,12.79,7.018641,20.388667,5.864369,3608.945775,71.74,100,1221.7,317.865169,7.190269,87.96,6353,84.952778,514.7054,18.551667,4.986201,1588.94704,27.7507,100,308.71,7.51857,41.8446,77.298611,24,620.6596,22.225667,6.597642,2019.998734,43.9911,100,325.46,6.915488,46.1104,92.606944,24,556.55,666.77,1223.32
20250516,1173.87,13.46,7.651379,21.118167,6.005098,3732.936017,76.09,100,1266,318.002506,7.357015,93.22,6273,87.992361,521.5188,18.901,5.407315,1611.44094,30.6611,100,308.99,8.026242,45.5112,78.754167,24,652.3462,23.335333,6.489158,2121.495077,45.428,100,325.21,6.815673,47.7138,97.230556,24,567.03,700.06,1267.09
20250517,1014.04,13.7,7.978434,18.259,5.897548,3232.943822,64.61,100,1095.54,318.818175,7.440166,81.51,5628,76.079167,462.882,16.694667,5.629363,1454.097515,28.1941,100,314.14,7.578868,37.958,69.561111,24,551.153,19.823333,6.123272,1778.846308,36.4151,100,322.75,7.322516,43.547,82.597222,24,500.84,594.7,1095.54
20250518,1013.87,11.42,7.015207,18.232833,5.998336,3238.919013,65.62,100,1092.6,319.460978,7.321956,80.1,5803,75.970139,495.1127,17.825333,4.999383,1523.907379,26.7347,100,307.79,7.414036,39.6473,74.272222,24,518.7573,18.640333,6.953273,1715.011634,38.8834,100,330.6,7.233901,40.4527,77.668056,24,534.76,559.21,1093.97
20250519,985.6,12.5,7.239029,17.753833,6.014663,3127.522018,64.07,100,1069.7,317.321633,7.475381,79.63,5183,73.974306,487.86,17.555333,4.968443,1490.753802,26.1668,100,305.57,7.367182,38.8,73.147222,24,497.74,17.952333,7.037154,1636.768216,37.9,100,328.84,7.581187,40.83,74.801389,24,526.66,538.57,1065.23
20250520,927.85,12.24,6.953929,16.6895,5.827017,2925.537004,58.35,100,1005.8,315.302797,7.340943,73.51,5033,69.539583,475.5058,17.000667,4.635289,1446.869048,23.6409,100,304.28,6.767225,34.5142,70.836111,24,452.3442,16.378333,7.064353,1478.667955,34.7107,100,326.89,7.938496,39.0058,68.243056,24,510.02,491.35,1001.37
20250521,910.14,14.29,7.933701,16.458167,6.057783,2868.114255,59.82,100,989.3,315.128909,7.832991,77.35,5127,68.575694,480.3821,17.298,5.246464,1458.680247,27.226,100,303.65,7.430127,38.5579,72.075,24,429.7579,15.618333,6.9558,1409.434009,32.5914,100,327.96,8.27918,38.7921,65.076389,24,518.94,468.55,987.49
20250522,1165.62,13.83,7.526936,20.964,5.936367,3651.574875,74.67,100,1258.2,313.273183,7.331616,92.22,6101,87.35,521.6947,18.903333,5.293017,1586.264905,30.0167,100,304.06,8.006577,45.4053,78.763889,24,643.9203,23.024667,6.465182,2065.30997,44.6576,100,320.74,6.778194,46.8197,95.936111,24,567.1,690.74,1257.84
20250523,1125.74,14.04,7.477735,20.262833,5.949316,3506.796758,72.33,100,1217,311.510363,7.405184,90.03,5795,84.428472,515.382,18.666667,5.236089,1560.731311,29.3221,100,302.83,7.9675,44.618,77.777778,24,610.358,21.859,6.558824,1946.065447,43.0108,100,318.84,6.924989,45.412,91.079167,24,560,655.77,1215.77
20250524,835.51,14.65,7.767664,15.083333,5.814365,2583.953195,52.62,100,904.2,309.266579,7.678453,69.49,4568,62.847222,469.7445,16.823667,4.934358,1417.36008,24.9042,100,301.73,6.92784,34.9655,70.098611,24,365.7605,13.343,6.92418,1166.593115,27.7168,100,318.95,8.626121,34.5295,55.595833,24,504.71,400.29,905
20250525,705.49,15.04,8.236443,12.772833,5.698292,2170.324206,43.67,100,768,307.633589,7.945248,60.89,3637,53.220139,444.9,15.864333,4.758053,1339.28247,22.645,100,301.03,6.519866,31.03,66.101389,24,260.58,9.681333,7.241014,831.041736,21.0308,100,318.92,10.280953,29.86,40.338889,24,475.93,290.44,766.37
20250526,705.16,14.97,8.244513,12.771,5.725211,2166.725464,43.87,100,768,307.267211,7.973795,61.1,3587,53.2125,444.9152,15.863667,4.752747,1337.237125,22.6188,100,300.56,6.512744,30.9948,66.098611,24,260.2398,9.678333,7.318581,829.488339,21.2495,100,318.74,10.370312,30.1102,40.326389,24,475.91,290.35,766.26
20250527,706.31,14.6,8.091435,12.7725,5.65016,2176.03953,43.3,100,768,308.085618,7.835845,60.05,3601,53.21875,445.5594,15.875333,4.74262,1344.297266,22.5872,100,301.71,6.446185,30.7006,66.147222,24,260.7506,9.669667,7.14137,831.742264,20.7164,100,318.98,10.113896,29.3394,40.290278,24,476.26,290.09,766.35
20250528,705.65,14.47,8.429979,12.782167,5.819306,2184.388521,44.63,100,768,309.556936,7.990299,61.28,3584,53.259028,446.0949,15.887667,4.814594,1349.347854,22.9478,100,302.48,6.406458,30.5351,66.198611,24,259.5551,9.676667,7.46948,835.040668,21.6839,100,321.72,10.590734,30.7449,40.319444,24,476.63,290.3,766.93
20250529,694.1,14.71,8.49137,12.588,5.931575,2131.689935,44.8,97.8125,753.4,307.11568,8.100307,61.18,3510,53.623003,449.3977,16.008333,4.757834,1372.280817,22.8495,100,305.36,6.424217,30.8523,66.701389,24,244.7023,9.167667,7.979457,759.409118,21.9459,95.625,310.34,11.027052,30.3277,39.94626,22.95,480.25,275.03,755.28
20250530,446.6,11.68,7.267266,8.1119,5.089252,1363.42514,24.7701,50,486,305.29,8.241801,40.114,2507,67.599167,446.6,16.2238,5.089252,1363.42514,24.7701,100,305.29,8.241801,40.114,67.599167,24,0,0,0,0,0,0,0,0,0,0,0,486.714,0,486.714
20250531,442.92,8.65,7.543649,8.008,5.323843,1356.250021,25.58,50,480,306.206543,7.819264,37.57,2250,66.733333,442.915,16.016,5.324176,1356.250021,25.5816,100,306.21,7.818223,37.565,66.733333,24,0,0,0,0,0,0,0,0,0,0,0,480.48,0,480.48
20250601,440.06,9.05,8.022744,8.074833,5.694648,1358.449785,27.59,50,486,308.696493,9.170468,44.43,2247,67.290278,440.055,16.149667,5.695536,1358.449785,27.5943,100,308.7,9.1715,44.435,67.290278,24,0,0,0,0,0,0,0,0,0,0,0,484.49,0,484.49
20250602,474.1,11.2,7.696563,8.622167,5.4472,1449.56075,28.18,50,520.3,305.75,8.356368,43.23,2528,71.851389,474.1,17.244333,5.447045,1449.56075,28.1792,100,305.75,8.356368,43.23,71.851389,24,0,0,0,0,0,0,0,0,0,0,0,517.33,0,517.33
20250603,472.78,11.43,6.981828,8.572167,4.979293,1439.095042,25.61,50,515.6,304.39,8.078471,41.55,2552,71.434722,472.78,17.144333,4.978749,1439.095042,25.6072,100,304.39,8.078471,41.55,71.434722,24,0,0,0,0,0,0,0,0,0,0,0,514.33,0,514.33
20250604,437.86,11.73,6.878624,7.931333,4.906699,1333.458844,23.35,50,475.88,304.54,7.99151,38.03,2436,66.094444,437.86,15.862667,4.906048,1333.458844,23.3469,100,304.54,7.989409,38.02,66.094444,24,0,0,0,0,0,0,0,0,0,0,0,475.88,0,475.88
20250605,438.68,12.02,7.046704,7.977167,5.051919,1338.19334,24.18,50,480,305.05,8.34674,39.95,2530,66.476389,438.68,15.954333,5.051188,1338.19334,24.1765,100,305.05,8.34674,39.95,66.476389,24,0,0,0,0,0,0,0,0,0,0,0,478.63,0,478.63
20250606,523.99,12.03,7.199648,9.725833,7.658298,1676.950793,44.69,64.4375,602.9,320.034885,10.208208,59.57,3092,62.88932,461.4706,16.606667,4.712525,1395.948565,23.4778,100,302.5,7.372421,36.7294,69.194444,24,62.5144,2.845,24.855302,281.002228,21.214,28.875,449.5,26.755243,22.8356,41.053391,6.93,498.2,85.35,583.55
20250607,822.64,13.97,8.684554,14.936,6.328111,2536.226808,56.71,100,902.3,308.303366,8.205008,73.53,4102,62.233333,470.9591,16.979,5.566288,1421.590043,28.353,100,301.85,7.540864,38.4109,70.745833,24,351.6759,12.893,7.332558,1114.636765,28.3616,100,316.95,9.078337,35.1141,53.720833,24,509.37,386.79,896.16
20250608,812.46,13.54,8.63603,14.741667,6.332391,2534.399344,56.01,100,885.1,311.94143,8.144715,72.04,4031,61.423611,461.8805,16.654333,5.605228,1392.246391,28.0054,100,301.43,7.555491,37.7495,69.393056,24,350.5795,12.829,7.275833,1142.152953,28.0025,100,325.79,8.909632,34.2905,53.454167,24,499.63,384.87,884.5
20250609,979.11,13.77,7.928771,17.684,6.113813,3056.985218,64.87,100,1061.4,312.220815,7.722612,81.94,4944,73.683333,493.315,17.817667,5.359924,1489.761969,28.6504,100,301.99,7.710512,41.215,74.240278,24,485.795,17.550333,6.879395,1567.22325,36.2207,100,322.61,7.732997,40.715,73.126389,24,534.53,526.51,1061.04
20250610,961.9,14.04,8.027444,17.401167,6.220847,3000.015073,64.95,100,1050.1,311.884299,7.87112,82.18,4960,72.504861,493.0584,17.782667,5.33617,1489.282897,28.4674,100,302.05,7.576966,40.4216,74.094444,24,468.8366,17.019667,7.145342,1510.732176,36.4834,100,322.23,8.177481,41.7534,70.915278,24,533.48,510.59,1044.07
20250611,728.7,16.94,9.269727,13.348833,6.647273,2281.740888,53.24,100,808.8,313.124865,9.019515,72.24,4198,55.620139,445.6829,16.069,5.494057,1353.093284,26.4852,100,303.6,7.548095,36.3871,66.954167,24,283.0121,10.628667,8.390014,928.647604,26.7524,100,328.13,11.24252,35.8479,44.286111,24,482.07,318.86,800.93
20250612,706.75,16.17,8.457821,12.878,6.080137,2211.249155,46.98,100,777.8,312.875721,8.533934,65.94,3975,53.658333,443.45,15.931333,5.201636,1346.624615,24.8607,100,303.67,7.216387,34.49,66.380556,24,263.3,9.824667,7.504139,864.62454,22.1177,100,328.38,10.667029,31.44,40.936111,24,477.94,294.74,772.68
20250613,875.49,14.83,7.987965,15.8345,6.021662,2775.143664,57.21,100,952.7,316.981766,7.851,74.59,4484,65.977083,473.1555,17.076667,5.482061,1440.238026,28.0846,100,304.39,7.640933,39.1445,71.152778,24,402.3345,14.592333,6.653357,1334.905638,29.1264,100,331.79,8.094547,35.4355,60.801389,24,512.3,437.77,950.07
20250614,696.58,16,8.810155,12.729,6.368659,2213.348028,48.64,100,770.4,317.744987,8.794878,67.17,3978,53.0375,440.5927,15.886667,5.586488,1339.578045,26.6252,100,304.04,7.555036,36.0073,66.194444,24,255.9823,9.571333,7.665633,873.769983,22.0111,100,341.34,10.851048,31.1577,39.880556,24,476.6,287.14,763.74
20250615,694.43,15.25,9.031792,12.701833,6.531865,2243.283526,49.78,100,768,323.039547,8.880608,67.68,3878,52.924306,440.0019,15.877667,5.749816,1356.041856,27.3881,100,308.19,7.626666,36.3281,66.156944,24,254.4281,9.526,7.835503,887.24167,22.3923,100,348.72,10.970642,31.3519,39.691667,24,476.33,285.78,762.11
20250616,699.44,14.8,8.452096,12.725333,6.132125,2267.499195,46.82,100,771.3,324.187807,8.392707,64.08,4169,53.022222,444.2101,15.898333,5.127288,1368.877844,24.4546,100,308.16,6.86443,32.7399,66.243056,24,255.2249,9.552333,7.80462,898.62135,22.3657,100,352.09,10.938026,31.3451,39.801389,24,476.95,286.57,763.52
20250617,712.2,15.42,8.654155,12.954833,6.060801,2173.365655,47.11,100,783.1,305.162266,8.373966,65.09,4452,53.978472,446.6858,16.006667,5.115244,1301.06173,24.5634,100,291.27,6.979217,33.5142,66.694444,24,265.5092,9.903,7.590629,872.303926,22.551,100,328.54,10.630045,31.5808,41.2625,24,480.2,297.09,777.29
20250618,699.55,14.13,8.574773,12.720167,6.167372,2341.623208,47.07,100,769.6,334.732787,8.341086,63.66,4913,53.000694,444.7846,15.895667,5.140667,1419.26318,24.5143,100,319.09,6.728333,32.0854,66.231944,24,254.7604,9.544667,7.876755,922.360028,22.5543,100,362.05,11.028707,31.5796,39.769444,24,476.87,286.34,763.21
20250619,698.5,13.64,8.794281,12.702333,6.246884,2302.877235,47.61,100,768,329.688939,8.350172,63.64,4527,52.926389,444.3151,15.881667,5.316298,1432.471882,25.3295,100,322.4,6.744653,32.1349,66.173611,24,254.1849,9.523,7.797403,870.405353,22.2764,100,342.43,11.027722,31.5051,39.679167,24,476.45,285.69,762.14
20250620,698.23,13.3,8.5422,12.704333,6.314119,2334.561509,48.13,100,768,334.354226,8.401333,64.04,4432,52.934722,444.1697,15.902667,5.428838,1430.404102,25.8999,100,322.04,6.898277,32.9103,66.261111,24,254.0553,9.506,7.795953,904.157407,22.2325,100,355.89,10.914054,31.1247,39.608333,24,477.08,285.18,762.26
20250621,762.14,11.84,7.967704,13.763333,5.962703,2500.88025,49.24,100,827.9,328.13922,7.708888,63.66,4011,57.347222,447.034,15.957333,5.333243,1426.574901,25.5313,100,319.12,6.6189,31.686,66.488889,24,315.101,11.569333,6.830846,1074.305349,23.7085,100,340.94,9.213726,31.979,48.205556,24,478.72,347.08,825.8
20250622,758.34,10.81,7.951242,13.685167,6.03695,2520.486225,49.57,100,825.2,332.368888,7.64453,62.77,4125,57.021528,447.4911,15.941667,5.237825,1410.133954,25.0499,100,315.12,6.431553,30.7589,66.423611,24,310.8489,11.428667,7.151928,1110.352271,24.5211,100,357.2,9.336493,32.0111,47.619444,24,478.25,342.86,821.11
20250623,794.92,11.38,8.291131,14.3705,6.164249,2548.61546,53.15,100,868.1,320.612824,7.806502,67.31,4136,59.877083,451.4418,16.156667,5.462265,1407.4601,26.4756,100,311.77,6.861605,33.2582,67.319444,24,343.4732,12.584333,7.066432,1141.15536,26.6779,100,332.24,9.020952,34.0568,52.434722,24,484.7,377.53,862.23
20250624,905.19,11.43,8.126827,16.353333,6.246433,2992.692039,61.29,100,983.2,330.614792,7.745618,76,5091,68.138889,472.1085,16.959333,5.563112,1512.116315,28.304,100,320.29,7.207732,36.6715,70.663889,24,433.0815,15.747333,6.981563,1480.575724,32.9823,100,341.87,8.327018,39.3385,65.613889,24,508.78,472.42,981.2
20250625,940.94,10.54,7.715919,16.938667,6.097489,3077.560858,61.97,100,1018.8,327.073018,7.416955,75.38,4874,70.577778,492.8484,17.683333,5.462809,1555.52812,28.9802,100,315.62,7.09738,37.6516,73.680556,24,448.0916,16.194,6.790354,1522.032738,32.9889,100,339.67,7.765922,37.7284,67.475,24,530.5,485.82,1016.32
20250626,885.06,11.6,8.414608,15.949333,6.013835,2745.497276,57.55,100,959.3,310.20465,7.513376,71.9,4310,66.455556,476.9841,17.060667,5.314192,1472.545314,27.1991,100,308.72,6.80628,34.8359,71.086111,24,408.0759,14.838,6.818417,1272.951962,30.3515,100,311.94,8.326392,37.0641,61.825,24,511.82,445.14,956.96
20250627,975.59,11.14,8.114294,17.528333,5.866692,3046.737913,61.7,100,1056.1,312.29696,7.236855,76.11,4658,73.034722,517.0363,18.539667,5.45916,1591.334324,30.3633,100,307.78,7.039627,39.1537,77.248611,24,458.5537,16.517,6.323929,1455.403588,31.3357,100,317.39,7.458235,36.9563,68.820833,24,556.19,495.51,1051.7
20250628,984.12,10.34,7.958113,17.633833,5.738023,2974.15047,60.71,100,1060.8,302.214209,6.985624,73.91,4699,73.474306,514.5125,18.412333,5.344787,1544.257817,29.523,100,300.14,6.853649,37.8575,76.718056,24,469.6025,16.855333,6.167227,1429.892652,31.1852,100,304.49,7.13078,36.0575,70.230556,24,552.37,505.66,1058.03
20250629,893.97,9.52,7.87921,16.061167,5.971961,2968.090966,57.55,100,967.5,332.012368,7.232766,69.7,4588,66.921528,489.1265,17.483,5.50142,1616.318519,28.8544,100,330.45,6.742455,35.3635,72.845833,24,404.8435,14.639333,6.534906,1351.772447,28.7,100,333.9,7.818321,34.3365,60.997222,24,524.49,439.18,963.67
20250630,933.19,9.52,8.087165,16.7445,5.897459,2973.39636,59.25,100,1010.5,318.627113,7.115769,71.49,4371,69.76875,506.899,18.139,5.613595,1640.527924,30.5475,100,323.64,6.849146,37.271,75.579167,24,426.286,15.35,6.2319,1332.868436,28.6979,100,312.67,7.42975,34.214,63.958333,24,544.17,460.5,1004.67
20250701,913.72,10,8.961971,16.4555,6.160048,3068.571509,60.82,100,987.3,335.832805,7.456474,73.62,4545,68.564583,583.7803,20.778667,5.69589,1922.213394,35.5059,100,329.27,6.349413,39.5797,86.577778,24,329.9347,12.132333,6.954776,1146.358115,25.3133,100,347.45,9.351128,34.0353,50.551389,24,623.36,363.97,987.33
20250702,893.75,10.83,9.350095,16.1234,6.209319,2777.266686,60.0692,100,960,310.743126,7.613572,73.654,4236,67.180833,565.1497,20.1278,5.659055,1717.037819,34.1713,100,303.82,6.406446,38.6843,83.865833,24,328.6003,12.119,7.123222,1060.228868,25.8979,100,322.65,9.618423,34.9697,50.495833,24,603.834,363.57,967.404
20250703,1000.12,11.02,8.546379,17.979833,5.984483,3123.768421,64.56,100,1061.1,312.339361,7.292429,78.67,5458,74.915972,593.2812,21.158667,5.689599,1804.227457,36.1153,100,304.11,6.534564,41.4788,88.161111,24,406.8388,14.801,6.405085,1319.540964,28.4405,100,324.34,8.37583,37.1912,61.670833,24,634.76,444.03,1078.79
20250704,993.63,11.52,8.802891,17.862333,5.923078,3004.584172,63.48,100,1052.4,302.384607,7.288148,78.11,5281,74.426389,594.811,21.202333,5.634789,1780.209842,35.8412,100,299.29,6.48655,41.259,88.343056,24,398.819,14.522333,6.342989,1224.37433,27.6345,100,307,8.458466,36.851,60.509722,24,636.07,435.67,1071.74
20250705,1086.36,10.8,8.284947,19.52,6.007514,3426.072166,70.36,100,1153.8,315.371715,7.243852,84.84,6163,81.333333,589.5256,21.075333,5.68766,1827.706218,35.9608,100,310.03,6.758992,42.7344,87.813889,24,496.8344,17.964667,6.383271,1598.365948,34.402,100,321.71,7.812669,42.1056,74.852778,24,632.26,538.94,1171.2
20250706,925.43,11.08,9.31274,16.711333,6.334025,2893.576016,63.51,100,988,312.673678,7.704352,77.25,5073,69.630556,577.384,20.615,5.731991,1780.594518,35.4495,100,308.39,6.640149,41.066,85.895833,24,348.046,12.807667,7.304089,1112.981499,28.0645,100,319.78,9.417276,36.184,53.365278,24,618.45,384.23,1002.68
20250707,1115.78,10.76,8.330095,20.071167,6.134837,3510.151739,73.88,100,1183.5,314.591742,7.34802,88.49,6158,83.629861,589.57,21.126333,5.643825,1838.750916,35.77,100,311.88,6.977074,44.22,88.026389,24,526.21,19.016,6.680339,1671.400823,38.11,100,317.63,7.760132,44.27,79.233333,24,633.79,570.48,1204.27
20250708,1092.47,11.06,8.100173,19.6795,6.26625,3442.992308,73.99,100,1160.7,315.156692,7.478171,88.3,5843,81.997917,589.0206,21.172333,5.634932,1840.277061,35.7914,100,312.43,7.265677,46.1494,88.218056,24,503.4444,18.186667,7.001521,1602.715247,38.2003,100,318.35,7.726466,42.1556,75.777778,24,635.17,545.6,1180.77
20250709,1008.15,11.4,8.123761,18.164833,6.178605,3100.519431,67.34,100,1071.1,307.545448,7.499839,81.74,4886,75.686806,589.3863,21.137333,5.578029,1777.058633,35.3714,100,301.51,7.054453,44.7337,88.072222,24,418.7637,15.192333,7.014678,1323.460797,31.9708,100,316.04,8.119512,37.0063,63.301389,24,634.12,455.77,1089.89
20250710,878.3,12.58,8.913325,15.849167,6.028708,2788.016426,57.33,100,935.9,317.433272,7.64078,72.66,5074,66.038194,582.1676,20.751667,5.439852,1812.928123,33.8658,100,311.41,6.486612,40.3824,86.465278,24,296.1274,10.946667,7.145006,975.088303,23.4642,100,329.28,9.827223,32.2726,45.611111,24,622.55,328.4,950.95
20250711,962.78,11.86,8.276927,17.303167,5.82745,3005.964488,60.5,100,1019.8,312.217172,7.264566,75.42,5014,72.096528,594.6572,21.196,5.317403,1824.527221,33.8123,100,306.82,6.482795,41.2228,88.316667,24,368.1178,13.410333,6.633069,1181.437267,26.6855,100,320.94,8.498968,34.1922,55.876389,24,635.88,402.31,1038.19
20250712,923.84,12.1,9.071614,16.71,6.356473,2919.160096,63.73,100,986.3,315.981133,7.855576,78.76,5356,69.625,336.2054,12.359667,7.061949,1090.280492,26.185,100,324.29,9.327274,34.5846,51.498611,24,587.6296,21.060333,5.94215,1828.879604,37.5431,100,311.23,6.992672,44.1804,87.751389,24,370.79,631.81,1002.6
20250713,902.06,10.02,7.860981,16.279167,6.327105,2818.992101,61.8,100,973.8,312.506053,7.647812,74.7,5171,67.829861,327.1108,12.023333,8.351844,1077.601108,30.1251,100,329.43,9.312226,33.5892,50.097222,24,574.9442,20.535,5.140849,1741.390993,31.6702,100,302.88,6.672478,41.1058,85.5625,24,360.7,616.05,976.75
20250714,959.31,11.09,8.361046,17.284167,6.127959,3131.52573,63.55,100,1018.4,326.435222,7.496263,77.74,5731,72.017361,365.9488,13.381333,6.830859,1234.015948,27.4218,100,337.21,8.840972,35.4912,55.755556,24,593.3612,21.187,5.684177,1897.509781,36.1292,100,319.79,6.646969,42.2488,88.279167,24,401.44,635.61,1037.05
20250715,984.17,11.13,8.68999,17.731167,6.158647,3062.119587,65.52,100,1050.6,311.137262,7.491517,79.7,4997,73.879861,393.152,14.294667,6.753731,1190.542886,28.9627,100,302.82,8.321985,35.688,59.561111,24,591.018,21.167667,5.757271,1871.576701,36.5604,100,316.67,6.930696,44.012,88.198611,24,428.84,635.03,1063.87
20250716,985.6,10.91,8.721909,17.813167,6.468062,3196.13354,69.13,100,1051.4,324.28303,7.783568,83.19,5567,74.221528,397.6704,14.469333,6.841504,1329.809818,29.6976,100,334.4,8.387763,36.4096,60.288889,24,587.9296,21.157,6.212759,1866.323722,39.433,100,317.44,7.370358,46.7804,88.154167,24,434.08,634.71,1068.79
20250717,1067.39,10.93,8.529633,19.243667,6.314632,3361.704671,72.91,100,1137.2,314.94624,7.554867,87.23,5784,80.181944,482.0411,17.354333,6.015923,1538.241354,31.3207,100,319.11,7.411962,38.5889,72.309722,24,585.3439,21.133,6.559457,1823.463317,41.5863,100,311.52,7.673007,48.6461,88.054167,24,520.63,633.99,1154.62
20250718,952.55,11.34,8.974899,17.200667,6.344715,3093.645295,65.48,100,1014.3,324.775108,7.70319,79.5,5318,71.669444,592.1372,21.120667,5.655866,1891.937568,35.8367,100,319.51,6.546952,41.4828,88.002778,24,360.4078,13.280667,7.440666,1201.707728,29.6451,100,333.43,9.540736,38.0122,55.336111,24,633.62,398.42,1032.04
20250719,931.26,11.03,8.9937,16.835667,6.427822,3041.361973,64.93,100,993.8,326.585698,7.808819,78.88,4866,70.148611,588.9462,21.032,5.690852,1868.902976,35.907,100,317.33,6.658711,42.0138,87.633333,24,342.3138,12.639333,7.654544,1172.458996,29.0245,100,342.51,9.722612,36.8662,52.663889,24,630.96,379.18,1010.14
20250720,960.91,10.1,8.877583,17.340667,6.380954,3164.810327,66.39,100,1022.4,329.355541,7.644843,79.54,4776,72.252778,592.7491,21.165,5.704953,1896.145096,36.2236,100,319.89,6.646334,42.2009,88.1875,24,368.1559,13.516333,7.439666,1268.665231,30.1671,100,344.6,9.207157,37.3341,56.318056,24,634.95,405.49,1040.44
20250721,932.58,10.02,8.170634,16.839167,6.446281,3352.324133,65.13,100,991.9,359.467728,7.697333,77.77,5224,70.163194,592.851,21.141333,5.676558,2039.40744,36.003,100,344,6.525763,41.389,88.088889,24,339.729,12.537,7.744676,1312.916693,29.1285,100,386.46,9.672968,36.381,52.2375,24,634.24,376.11,1010.35
20250722,838.15,12.4,10.008863,15.191333,6.393997,2549.707614,58.28,100,905.6,304.2066,8.045157,73.33,4030,63.297222,564.4262,20.095,5.448835,1642.028701,32.8483,100,290.92,6.373692,38.4238,83.729167,24,273.7188,10.287667,8.241551,907.678913,25.4359,100,331.61,11.311668,34.9112,42.865278,24,602.85,308.63,911.48
20250723,841.12,11.5,9.358914,15.255833,6.56361,2798.377003,60.08,100,918.9,332.696524,8.109466,74.23,4502,63.565972,553.6195,19.732,5.538465,1778.170472,32.7855,100,321.19,6.476873,38.3405,82.216667,24,287.4955,10.779667,8.441294,1020.206531,27.2983,100,354.86,11.099446,35.8945,44.915278,24,591.96,323.39,915.35
20250724,919.82,11.9,9.89206,16.628333,6.309512,2667.330632,62.95,100,981.1,289.983979,7.804951,77.87,4304,69.284722,579.2108,20.664333,5.519381,1620.400134,34.2163,100,279.76,6.568354,40.7192,86.101389,24,340.6092,12.592333,7.604971,1046.930498,28.7293,100,307.37,9.836885,37.1608,52.468056,24,619.93,377.77,997.7
