period_id,邵武_厂级_上网电量,邵武_厂级_供电煤耗,邵武_厂级_利用小时,邵武_厂级_发电厂用电率,邵武_厂级_发电标煤量,邵武_厂级_发电用厂用电量,邵武_厂级_发电耗煤量,邵武_厂级_开机率,邵武_厂级_综合厂用电率,邵武_厂级_综合厂用电量,邵武_厂级_耗煤量,邵武_厂级_负荷率,邵武_邵武#3_上网电量,邵武_邵武#3_利用小时,邵武_邵武#3_发电厂用电率,邵武_邵武#3_发电标煤量,邵武_邵武#3_发电用厂用电量,邵武_邵武#3_开机率,邵武_邵武#3_综合厂用电率,邵武_邵武#3_综合厂用电量,邵武_邵武#3_负荷率,邵武_邵武#3_运行小时,邵武_邵武#4_上网电量,邵武_邵武#4_利用小时,邵武_邵武#4_发电厂用电率,邵武_邵武#4_发电标煤量,邵武_邵武#4_发电用厂用电量,邵武_邵武#4_开机率,邵武_邵武#4_综合厂用电率,邵武_邵武#4_综合厂用电量,邵武_邵武#4_负荷率,邵武_邵武#4_运行小时,发电量3,发电量4,总发电量
20240409,591.756,290.145389,4.833333,6.319749,1734.140958,40.32,2971,50,7.247649,46.24,2971,40.277778,0,0,0,0,0,0,0,0,0,0,591.756,9.666667,6.319749,1734.140958,40.32,100,7.248276,46.244,40.277778,24,0,638,638
20240410,663.2,289.121495,5.371212,5.641749,1934.2228,40,2866,50,6.459803,45.8,2866,44.760101,0,0,0,0,0,0,0,0,0,0,663.2,10.742424,5.641749,1934.2228,40,100,6.459803,45.8,44.760101,24,0,709,709
20240411,1079.79,281.001642,8.636364,4.631579,3055.049847,52.8,4626,50,5.281579,60.21,4626,71.969697,0,0,0,0,0,0,0,0,0,0,1079.79,17.272727,4.631579,3055.049847,52.8,100,5.281579,60.21,71.969697,24,0,1140,1140
20240412,1345.773,279.444053,10.742424,4.442877,3786.466913,63,5027,50,5.093794,72.23,5027,89.520202,0,0,0,0,0,0,0,0,0,0,1345.773,21.484848,4.442877,3786.466913,63,100,5.093583,72.227,89.520202,24,0,1418,1418
20240413,1000.56,281.249965,8,4.518939,2835.787152,47.72,4129,50,5.25,55.44,4129,66.666667,0,0,0,0,0,0,0,0,0,0,1000.56,16,4.518939,2835.787152,47.72,100,5.25,55.44,66.666667,24,0,1056,1056
20240414,1047.02,277.830005,8.424242,4.291367,2956.889182,47.72,4390,50,5.843525,64.98,4390,70.20202,0,0,0,0,0,0,0,0,0,0,1047.02,16.848485,4.697842,2956.889182,52.24,100,5.843525,64.98,70.20202,24,0,1112,1112
20240415,1210.28,278.320508,9.734848,4.725292,3407.422312,60.72,4962,50,5.814786,74.72,4962,81.123737,0,0,0,0,0,0,0,0,0,0,1210.28,19.469697,4.725292,3407.422312,60.72,100,5.814786,74.72,81.123737,24,0,1285,1285
20240416,1817.9,280.042894,14.583333,4.557922,5145.11608,87.74,9421,80.625,5.563636,107.1,9421,75.366064,577.26,9.242424,4.419672,1657.428912,26.96,61.25,5.367213,32.74,62.873634,14.7,1240.64,19.924242,4.623574,3487.687168,60.8,100,5.654753,74.36,83.017677,24,610,1315,1925
20240417,2123.91,282.089932,16.909091,4.648746,6003.550779,103.76,9311,100,4.842742,108.09,9311,70.454545,1061.68,16.893939,4.599103,2999.883008,51.28,100,4.782063,53.32,70.391414,24,1062.23,16.924242,4.698299,3003.667771,52.48,100,4.903312,54.77,70.517677,24,1115,1117,2232
20240418,2011.482,282.24745,16.083333,5.026849,5690.898889,106.72,9420,100,5.252944,111.52,9420,67.013889,844.1899,13.530303,5.334826,2408.473785,47.64,100,5.465857,48.8101,56.376263,24,1167.292,18.636364,4.803252,3282.425104,59.08,100,5.098211,62.708,77.651515,24,893,1230,2123
20240419,1921.854,282.394094,15.340909,4.894815,5438.571381,99.12,8478,100,5.093333,103.14,8478,63.920455,974.018,15.530303,4.776585,2749.750216,48.96,100,4.973854,50.982,64.709596,24,947.836,15.151515,5.016,2688.821165,50.16,100,5.2164,52.164,63.131313,24,1025,1000,2025
20240420,1645.61,284.279125,13.189394,5.272832,4688.331334,91.8,7502,100,5.479035,95.39,7502,54.955808,792.44,12.681818,5.189964,2260.03888,43.44,100,5.323775,44.56,52.840909,24,853.17,13.69697,5.349558,2428.292454,48.36,100,5.622788,50.83,57.070707,24,837,904,1741
20240421,1726,283.257864,13.818182,4.973684,4909.651906,90.72,6368,97.6875,5.372807,98,6368,58.938715,920.67,14.712121,4.782698,2615.347269,46.44,100,5.183316,50.33,61.300505,24,805.33,12.924242,5.19109,2294.304637,44.28,95.375,5.588511,47.67,56.462396,22.89,971,853,1824
20240422,1388.97,276.711476,11.19697,4.332882,3912.589593,64.04,5862,50,6.023681,89.03,5862,93.308081,1388.97,22.393939,4.332882,3912.589593,64.04,100,6.023681,89.03,93.308081,24,0,0,0,0,0,0,0,0,0,0,1478,0,1478
20240423,1388.376,277.961321,11.151515,4.402174,3911.471705,64.8,5867,50,5.680707,83.62,5867,92.929293,1388.376,22.30303,4.402174,3911.471705,64.8,100,5.680978,83.624,92.929293,24,0,0,0,0,0,0,0,0,0,0,1472,0,1472
20240424,1121.34,279.566743,9.037879,4.569992,3182.811456,54.52,5003,50,6.006706,71.66,5003,75.315657,1121.34,18.075758,4.569992,3182.811456,54.52,100,6.006706,71.66,75.315657,24,0,0,0,0,0,0,0,0,0,0,1193,0,1193
20240425,1122.89,280.189276,9.015152,4.440336,3186.200375,52.84,4964,50,5.639496,67.11,4964,75.126263,1122.89,18.030303,4.440336,3186.200375,52.84,100,5.639496,67.11,75.126263,24,0,0,0,0,0,0,0,0,0,0,1190,0,1190
20240426,1101.14,281.874374,8.787879,4.344828,3127.678056,50.4,4472,50,5.074138,58.86,4472,73.232323,1101.14,17.575758,4.344828,3127.678056,50.4,100,5.074138,58.86,73.232323,24,0,0,0,0,0,0,0,0,0,0,1160,0,1160
20240427,1281.98,280.234602,10.227273,4.331852,3619.285936,58.48,5416,50,5.038519,68.02,5416,85.227273,1281.98,20.454545,4.331852,3619.285936,58.48,100,5.038519,68.02,85.227273,24,0,0,0,0,0,0,0,0,0,0,1350,0,1350
20240428,731.973,285.443731,5.924242,5.44757,2110.570948,42.6,3459,50,6.397698,50.03,3459,49.368687,731.973,11.848485,5.44757,2110.570948,42.6,100,6.397315,50.027,49.368687,24,0,0,0,0,0,0,0,0,0,0,782,0,782
20240429,880.803,281.878358,7.090909,5.008547,2506.236856,46.88,3405,50,5.897436,55.2,3405,59.090909,880.803,14.181818,5.008547,2506.236856,46.88,100,5.897115,55.197,59.090909,24,0,0,0,0,0,0,0,0,0,0,936,0,936
20240430,1223.74,280.745845,9.772727,4.493023,3458.90111,57.96,5319,50,5.136434,66.26,5319,81.439394,1223.74,19.545455,4.493023,3458.90111,57.96,100,5.136434,66.26,81.439394,24,0,0,0,0,0,0,0,0,0,0,1290,0,1290
20240501,1022.74,282.083537,8.19697,4.683919,2909.18393,50.68,4517,50,5.476895,59.26,4517,68.308081,1022.74,16.393939,4.683919,2909.18393,50.68,100,5.476895,59.26,68.308081,24,0,0,0,0,0,0,0,0,0,0,1082,0,1082
20240502,1025.244,281.815076,8.204545,4.605725,2911.487911,49.88,5047,50,5.333333,57.76,5047,68.371212,1025.244,16.409091,4.605725,2911.487911,49.88,100,5.332964,57.756,68.371212,24,0,0,0,0,0,0,0,0,0,0,1083,0,1083
20240503,1122.594,280.777566,8.969697,4.5,3174.808091,53.28,4478,50,5.186655,61.41,4478,74.747475,1122.594,17.939394,4.5,3174.808091,53.28,100,5.186318,61.406,74.747475,24,0,0,0,0,0,0,0,0,0,0,1184,0,1184
20240504,1383.06,279.204493,11.030303,4.368132,3887.643354,63.6,5561,50,5.009615,72.94,5561,91.919192,1383.06,22.060606,4.368132,3887.643354,63.6,100,5.009615,72.94,91.919192,24,0,0,0,0,0,0,0,0,0,0,1456,0,1456
20240505,1292.81,279.819448,10.295455,4.306107,3638.995958,58.52,5785,50,4.870493,66.19,5785,85.795455,1292.808,20.590909,4.306107,3638.995958,58.52,100,4.87064,66.192,85.795455,24,0,0,0,0,0,0,0,0,0,0,1359,0,1359
20240506,1232.65,280.135978,9.825758,4.407093,3473.237905,57.16,5206,50,4.961449,64.35,5206,81.881313,1232.65,19.651515,4.407093,3473.237905,57.16,100,4.961449,64.35,81.881313,24,0,0,0,0,0,0,0,0,0,0,1297,0,1297
20240507,1139.06,280.522783,9.098485,4.53622,3216.249816,54.48,4710,50,5.157369,61.94,4710,75.820707,1139.06,18.19697,4.53622,3216.249816,54.48,100,5.157369,61.94,75.820707,24,0,0,0,0,0,0,0,0,0,0,1201,0,1201
20240508,961.686,282.287027,7.712121,4.844794,2734.457972,49.32,4842,50,5.531434,56.31,4842,64.267677,961.686,15.424242,4.844794,2734.457972,49.32,100,5.531827,56.314,64.267677,24,0,0,0,0,0,0,0,0,0,0,1018,0,1018
20240509,860.739,283.39493,6.909091,4.942982,2456.807328,45.08,3674,50,5.620614,51.26,3674,57.575758,860.739,13.818182,4.942982,2456.807328,45.08,100,5.620724,51.261,57.575758,24,0,0,0,0,0,0,0,0,0,0,912,0,912
20240510,1149.59,280.637779,9.174242,4.505367,3245.407529,54.56,4551,50,5.071016,61.41,4551,76.45202,1149.59,18.348485,4.505367,3245.407529,54.56,100,5.071016,61.41,76.45202,24,0,0,0,0,0,0,0,0,0,0,1211,0,1211
20240511,1393.76,279.773987,11.121212,4.498638,3922.319392,66.04,5815,50,5.057221,74.24,5815,92.676768,1393.76,22.242424,4.498638,3922.319392,66.04,100,5.057221,74.24,92.676768,24,0,0,0,0,0,0,0,0,0,0,1468,0,1468
20240512,1340.295,279.866067,10.69697,4.524079,3772.930425,63.88,5533,50,5.077904,71.7,5533,89.141414,1340.295,21.393939,4.524079,3772.930425,63.88,100,5.078258,71.705,89.141414,24,0,0,0,0,0,0,0,0,0,0,1412,0,1412
20240513,840.84,284.195024,6.757576,5.053812,2406.9045,45.08,3347,50,5.735426,51.16,3347,56.313131,840.84,13.515152,5.053812,2406.9045,45.08,100,5.735426,51.16,56.313131,24,0,0,0,0,0,0,0,0,0,0,892,0,892
20240514,1075.67,280.574998,8.590909,4.553792,3036.831544,51.64,4238,50,5.143739,58.33,4238,71.590909,1075.67,17.181818,4.553792,3036.831544,51.64,100,5.143739,58.33,71.590909,24,0,0,0,0,0,0,0,0,0,0,1134,0,1134
20240515,1075.67,279.069586,10.318182,4.179148,3642.081353,56.92,5228,50,4.847283,66.02,5228,85.984848,1295.976,20.636364,4.179148,3642.081353,56.92,100,4.847577,66.024,85.984848,24,0,0,0,0,0,0,0,0,0,0,1362,0,1362
20240516,952.97,282.404137,7.621212,4.588469,2710.627868,46.16,3763,50,5.271372,53.03,3763,63.510101,952.97,15.242424,4.588469,2710.627868,46.16,100,5.271372,53.03,63.510101,24,0,0,0,0,0,0,0,0,0,0,1006,0,1006
20240517,1166.02,280.524498,9.30303,4.446254,3291.67446,54.6,5175,50,5.047231,61.98,5175,77.525253,1166.02,18.606061,4.446254,3291.67446,54.6,100,5.047231,61.98,77.525253,24,0,0,0,0,0,0,0,0,0,0,1228,0,1228
20240518,1320.132,280.34056,10.522727,4.446364,3720.792042,61.76,5598,50,4.958243,68.87,5598,87.689394,1320.132,21.045455,4.446364,3720.792042,61.76,100,4.958099,68.868,87.689394,24,0,0,0,0,0,0,0,0,0,0,1389,0,1389
20240519,1093.686,280.570034,8.757576,4.709343,3090.647267,54.44,4512,50,5.390138,62.31,4512,72.979798,1093.686,17.515152,4.709343,3090.647267,54.44,100,5.390484,62.314,72.979798,24,0,0,0,0,0,0,0,0,0,0,1156,0,1156
20240520,1266.18,280.045413,10.098485,4.387097,3569.234802,58.48,5366,50,5.012753,66.82,5366,84.15404,1266.18,20.19697,4.387097,3569.234802,58.48,100,5.012753,66.82,84.15404,24,0,0,0,0,0,0,0,0,0,0,1333,0,1333
20240521,1279.71,280.062012,10.212121,4.459941,3606.862635,60.12,5475,50,5.066024,68.29,5475,85.10101,1279.71,20.424242,4.459941,3606.862635,60.12,100,5.066024,68.29,85.10101,24,0,0,0,0,0,0,0,0,0,0,1348,0,1348
20240522,1179.123,280.473416,9.416667,4.524537,3328.546317,56.24,4983,50,5.139179,63.88,4983,78.472222,1179.123,18.833333,4.524537,3328.546317,56.24,100,5.138938,63.877,78.472222,24,0,0,0,0,0,0,0,0,0,0,1243,0,1243
20240523,1312.443,280.088479,10.454545,4.365217,3696.49571,60.24,5258,50,4.895652,67.56,5258,87.121212,1312.443,20.909091,4.365217,3696.49571,60.24,100,4.895435,67.557,87.121212,24,0,0,0,0,0,0,0,0,0,0,1380,0,1380
20240524,1280.43,279.432938,10.227273,4.512593,3602.114116,60.92,5430,50,5.153333,69.57,5430,85.227273,1280.433,20.454545,4.512593,3602.114116,60.92,100,5.153111,69.567,85.227273,24,0,0,0,0,0,0,0,0,0,0,1350,0,1350
20240525,1314.89,278.202754,10.560606,4.608321,3699.428948,64.24,6248,50,5.675753,79.12,6248,88.005051,1314.885,21.121212,4.608321,3699.428948,64.24,100,5.675395,79.115,88.005051,24,0,0,0,0,0,0,0,0,0,0,1394,0,1394
20240526,1181.3,282.48,9.484848,5.646965,3336.93624,70.7,4660,50,4.623003,57.88,4660,79.040404,1181.3,18.969697,4.623003,3336.93624,57.88,100,5.646965,70.7,79.040404,24,0,0,0,0,0,0,0,0,0,0,1252,0,1252
20240527,1200.18,279.663313,9.628788,4.745869,3385.827798,60.32,5040,50,5.571991,70.82,5040,80.239899,1200.18,19.257576,4.745869,3385.827798,60.32,100,5.571991,70.82,80.239899,24,0,0,0,0,0,0,0,0,0,0,1271,0,1271
20240528,894.663,283.346986,7.174242,4.768743,2555.336461,45.16,4075,50,5.526927,52.34,4075,59.785354,894.663,14.348485,4.768743,2555.336461,45.16,100,5.52661,52.337,59.785354,24,0,0,0,0,0,0,0,0,0,0,947,0,947
20240529,795.201,282.115895,6.477273,5.169591,2287.395677,44.2,3618,50,6.994152,59.8,3618,53.977273,795.201,12.954545,5.169591,2287.395677,44.2,100,6.994035,59.799,53.977273,24,0,0,0,0,0,0,0,0,0,0,855,0,855
20240530,1359.37,278.188533,10.901515,4.497568,3823.089376,64.72,6356,50,5.533704,79.63,6356,90.84596,1359.369,21.80303,4.497568,3823.089376,64.72,100,5.533773,79.631,90.84596,24,0,0,0,0,0,0,0,0,0,0,1439,0,1439
20240531,1302.31,289.174058,10.659091,5.259417,3854.690192,74,7652,65.625,7.440654,104.69,7652,67.676768,1125.83,18.424242,5.240132,3168.535952,63.72,100,7.415296,90.17,76.767677,24,176.48,2.893939,5.382199,686.15424,10.28,31.25,7.602094,14.52,38.585859,7.5,1216,191,1407
20240601,1613.304,286.673203,12.954545,5.417544,4636.53771,92.64,8110,100,5.654386,96.69,8110,53.977273,788.506454,12.69697,5.713604,2268.296516,47.88,100,5.906151,49.493546,52.90404,24,824.797546,13.212121,5.133028,2368.241194,44.76,100,5.413125,47.202454,55.050505,24,838,872,1710
20240602,1068.771,292.879355,8.704545,6.920801,3132.28613,79.52,5099,100,6.982594,80.23,5099,36.268939,532.158092,8.69697,7.240418,1561.351841,41.56,100,7.289531,41.841908,36.237374,24,536.612908,8.712121,6.601739,1570.934289,37.96,100,6.676016,38.387092,36.300505,24,574,575,1149
20240603,1622.48,286.204374,13.007576,5.285964,4654.370007,90.76,6883,100,5.50495,94.52,6883,54.198232,806.21,12.954545,5.520468,2309.307924,47.2,100,5.706433,48.79,53.977273,24,816.27,13.060606,5.053364,2345.062083,43.56,100,5.305104,45.73,54.419192,24,855,862,1717
20240604,1519.88,286.200127,12.212121,5.471464,4361.117537,88.2,7005,100,5.71464,92.12,7005,50.883838,809.06,12.984848,5.362894,2317.55237,45.96,100,5.593932,47.94,54.103535,24,710.83,11.439394,5.594702,2043.565167,42.24,100,5.850331,44.17,47.664141,24,857,755,1612
20240605,1659.51,284.867601,13.295455,5.046154,4747.14765,88.56,4681,98.083333,5.554986,97.49,4681,56.480266,880.77,14.106061,5.044039,2514.422196,46.96,100,5.395274,50.23,58.775253,24,778.74,12.484848,5.048544,2232.725454,41.6,96.166667,5.492718,45.26,54.093798,23.08,931,824,1755
20240606,922.25,278.632993,7.515152,4.846774,2630.07255,48.08,4595,50,7.03125,69.75,4595,62.626263,922.25,15.030303,4.846774,2630.07255,48.08,100,7.03125,69.75,62.626263,24,0,0,0,0,0,0,0,0,0,0,992,0,992
20240607,1046.958,279.407851,8.462121,4.723366,2973.570112,52.76,4791,50,6.270367,70.04,4791,70.517677,1046.958,16.924242,4.723366,2973.570112,52.76,100,6.270546,70.042,70.517677,24,0,0,0,0,0,0,0,0,0,0,1117,0,1117
20240608,1162.128,278.365239,9.363636,4.71521,3278.363088,58.28,4905,50,5.976537,73.87,4905,78.030303,1162.128,18.727273,4.71521,3278.363088,58.28,100,5.976699,73.872,78.030303,24,0,0,0,0,0,0,0,0,0,0,1236,0,1236
20240609,1246.44,278.691778,10.007576,4.635882,3510.847548,61.24,5079,50,5.644209,74.56,5079,83.396465,1246.44,20.015152,4.635882,3510.847548,61.24,100,5.644209,74.56,83.396465,24,0,0,0,0,0,0,0,0,0,0,1321,0,1321
20240610,1075.37,280.626293,8.674242,4.995633,3052.652819,57.2,5135,50,6.081223,69.63,5135,72.285354,1075.37,17.348485,4.995633,3052.652819,57.2,100,6.081223,69.63,72.285354,24,0,0,0,0,0,0,0,0,0,0,1145,0,1145
20240611,989.802,280.932174,7.977273,4.77113,2817.075472,50.24,4423,50,6.001899,63.2,4423,66.477273,989.802,15.954545,4.77113,2817.075472,50.24,100,6.001709,63.198,66.477273,24,0,0,0,0,0,0,0,0,0,0,1053,0,1053
20240612,1266.936,279.697157,10.121212,4.47006,3569.718874,59.72,5591,50,5.169162,69.06,5591,84.343434,1266.936,20.242424,4.47006,3569.718874,59.72,100,5.169461,69.064,84.343434,24,0,0,0,0,0,0,0,0,0,0,1336,0,1336
20240613,1180.54,281.245593,9.462121,4.864692,3341.872632,60.76,4862,50,5.481185,68.46,4862,78.85101,1180.54,18.924242,4.864692,3341.872632,60.76,100,5.481185,68.46,78.85101,24,0,0,0,0,0,0,0,0,0,0,1249,0,1249
20240614,1300,280.376188,10.424242,4.875,3669.9,67.08,5716,50,5.523256,76,5716,86.868687,1300,20.848485,4.875,3669.9,67.08,100,5.523256,76,86.868687,24,0,0,0,0,0,0,0,0,0,0,1376,0,1376
20240615,946.57,282.337137,7.598485,4.809571,2695.642046,48.24,4036,50,5.626122,56.43,4036,63.320707,946.57,15.19697,4.809571,2695.642046,48.24,100,5.626122,56.43,63.320707,24,0,0,0,0,0,0,0,0,0,0,1003,0,1003
20240616,1098.57,280.619658,8.810606,4.546862,3115.214949,52.88,4670,50,5.539983,64.43,4670,73.421717,1098.57,17.621212,4.546862,3115.214949,52.88,100,5.539983,64.43,73.421717,24,0,0,0,0,0,0,0,0,0,0,1163,0,1163
20240617,1059.069,276.043887,8.636364,4.6,3002.142894,52.44,6192,50,7.099123,80.93,6192,71.969697,1059.069,17.272727,4.6,3002.142894,52.44,100,7.099211,80.931,71.969697,24,0,0,0,0,0,0,0,0,0,0,1140,0,1140
20240618,1717.65,284.51092,13.765152,4.620804,4930.688057,83.96,7629,84.6875,5.467804,99.35,7629,67.725223,1113.6232,17.848485,4.631579,3154.003627,54.56,100,5.464924,64.3768,74.368687,24,604.0268,9.681818,4.600939,1776.68443,29.4,69.375,5.473114,34.9732,58.149058,16.65,1178,639,1817
20240619,1717.98,285.879127,13.727273,5.01766,4920.208471,90.92,7916,100,5.188742,94.02,7916,57.19697,858.49,13.712121,5.003315,2458.972907,45.28,100,5.139227,46.51,57.133838,24,859.49,13.742424,5.031974,2461.235564,45.64,100,5.238148,47.51,57.260101,24,905,907,1812
20240620,1709.47,285.155618,13.689394,5.128943,4888.479797,92.68,7643,100,5.397344,97.53,7643,57.039141,852.48,13.651515,5.118757,2438.94528,46.12,100,5.385128,48.52,56.881313,24,856.99,13.727273,5.139073,2449.534517,46.56,100,5.409492,49.01,57.19697,24,901,906,1807
20240621,1726.593,285.184598,13.810606,5.125617,4932.438736,93.44,7854,100,5.288535,96.41,7854,57.544192,864.589066,13.818182,5.057018,2467.969489,46.12,100,5.198567,47.410934,57.575758,24,862.003934,13.80303,5.194292,2464.469247,47.32,100,5.378273,48.996066,57.512626,24,912,911,1823
20240622,1770.32,284.625,14.136364,4.986066,5046.287404,93.04,7215,100,5.127546,95.68,7215,58.901515,890.58,14.212121,5.002132,2537.796768,46.92,100,5.055437,47.42,59.217172,24,879.74,14.060606,4.969828,2508.490636,46.12,100,5.200431,48.26,58.585859,24,938,928,1866
20240623,1747.02,284.593416,13.969697,5.067245,4981.978502,93.44,8320,100,5.259219,96.98,8320,58.207071,873.02,13.969697,5.045553,2488.194302,46.52,100,5.312364,48.98,58.207071,24,874,13.969697,5.088937,2493.7842,46.92,100,5.206074,48,58.207071,24,922,922,1844
20240624,2002.67,282.559484,15.94697,4.687886,5669.047449,98.68,8613,100,4.861283,102.33,8613,66.445707,993.14,15.818182,4.743295,2811.976596,49.52,100,4.871648,50.86,65.909091,24,1009.53,16.075758,4.633365,2857.070853,49.16,100,4.851084,51.47,66.982323,24,1044,1061,2105
20240625,2307.39,282.202426,18.356061,4.561288,6525.874656,110.52,9200,100,4.771358,115.61,9200,76.483586,1152.46,18.318182,4.519438,3259.963602,54.64,100,4.676592,56.54,76.325758,24,1154.93,18.393939,4.602965,3265.911054,55.88,100,4.865733,59.07,76.641414,24,1209,1214,2423
20240626,2343.33,282.231538,18.643939,4.562373,6628.828571,112.28,10532,100,4.78139,117.67,10532,77.683081,1159.76,18.454545,4.558292,3279.917256,55.52,100,4.781609,58.24,76.893939,24,1183.57,18.833333,4.566372,3348.911315,56.76,100,4.781175,59.43,78.472222,24,1218,1243,2461
20240627,2314.785,281.149873,18.439394,4.346754,6545.731348,105.8,10065,100,4.89811,119.22,10065,76.830808,1152.194,18.393939,4.968699,3260.132923,60.32,100,5.091104,61.806,76.641414,24,1162.591,18.484848,4.488525,3285.598425,54.76,100,4.705656,57.409,77.020202,24,1214,1220,2434
20240628,2273.337,282.170612,18.098485,4.646296,6427.84655,111,9239,100,4.841356,115.66,9239,75.410354,1119.3971,17.863636,4.909245,3165.543059,57.88,100,5.055377,59.6029,74.431818,24,1153.9399,18.333333,4.390083,3262.303491,53.12,100,4.633066,56.0601,76.388889,24,1179,1210,2389
20240629,2035.9,282.244119,16.234848,4.746617,5761.392744,101.72,8399,100,4.997667,107.1,8399,67.645202,1014.62,16.181818,4.797753,2871.3746,51.24,100,4.998127,53.38,67.424242,24,1021.28,16.287879,4.695814,2890.018144,50.48,100,4.997209,53.72,67.866162,24,1068,1075,2143
20240630,1580.27,285.787023,12.674242,5.33413,4526.180553,89.24,7120,100,5.542738,92.73,7120,52.809343,751.82,12.075758,5.465496,2156.896398,43.56,100,5.668758,45.18,50.315657,24,828.45,13.272727,5.214612,2369.284155,45.68,100,5.428082,47.55,55.30303,24,797,876,1673
20240701,1589.049,286.20144,12.742424,5.369798,4555.41108,90.32,7779,100,5.526159,92.95,7779,53.093434,792.956957,12.69697,5.293556,2271.980273,44.36,100,5.375065,45.043043,52.90404,24,796.092043,12.787879,5.445498,2283.430807,45.96,100,5.676298,47.907957,53.282828,24,838,844,1682
20240702,2028.444,283.417503,16.219697,5.055582,5761.197625,108.24,9564,100,5.256889,112.55,9564,67.582071,1161.955745,18.575758,5.02447,3286.940411,61.6,100,5.223838,64.044255,77.39899,24,866.488256,13.863636,5.097268,2474.257214,46.64,100,5.30183,48.511745,57.765152,24,1226,915,2141
20240703,2389.56,282.131181,19.060606,4.844197,6754.559032,121.88,9912,100,5.025437,126.44,9912,79.419192,1074.28,17.166667,4.967343,3042.575816,56.28,100,5.182701,58.72,71.527778,24,1315.28,20.954545,4.743312,3711.983216,65.6,100,4.896602,67.72,87.310606,24,1133,1383,2516
20240704,2493.06,281.717299,19.871212,4.699962,7042.143678,123.28,11227,100,4.95387,129.94,11227,82.796717,1251.37,19.893939,4.496573,3534.369428,59.04,100,4.693831,61.63,82.891414,24,1241.69,19.848485,4.903817,3507.77425,64.24,100,5.214504,68.31,82.70202,24,1313,1310,2623
20240705,2795.43,281.349494,22.25,4.629213,7880.711861,135.96,10321,100,4.789581,140.67,10321,92.708333,1420.1,22.575758,4.64698,4002.69386,69.24,100,4.691275,69.9,94.065657,24,1375.33,21.924242,4.610919,3878.018001,66.72,100,4.953006,71.67,91.35101,24,1490,1447,2937
20240706,2659.21,277.754103,21.462121,4.69467,7499.360769,133,10761,100,4.863749,137.79,10761,89.425505,1308.98,21.454545,4.943503,3691.847192,70,100,7.55791,107.02,89.393939,24,1350.23,21.469697,4.446013,3807.513577,63,100,4.712068,66.77,89.457071,24,1416,1417,2833
20240707,2286.735,282.490603,18.280303,4.981351,6476.944557,120.2,9862,100,5.232491,126.26,9862,76.167929,1140.755,18.272727,5.296849,3231.872991,63.88,100,5.410033,65.245,76.136364,24,1145.98,18.287879,4.666114,3245.071566,56.32,100,5.05551,61.02,76.199495,24,1206,1207,2413
20240708,2687.817,280.901708,21.431818,4.839873,7562.098693,136.92,11148,100,4.990456,141.18,11148,89.299242,1365.7188,21.80303,5.067408,3840.128122,72.92,100,5.092509,73.2812,90.84596,24,1322.0981,21.060606,4.604317,3721.970571,64,100,4.885029,67.9019,87.752525,24,1439,1390,2829
20240709,2758.31,280.444652,21.992424,4.752325,7754.40681,137.96,10710,100,4.984499,144.7,10710,91.635101,1384.1,22.075758,4.925189,3890.84351,71.76,100,5.003432,72.9,91.982323,24,1374.2,21.909091,4.578147,3863.5633,66.2,100,4.965422,71.8,91.287879,24,1457,1446,2903
20240710,2801.73,280.505411,22.348485,4.808136,7877.04074,141.84,11380,100,5.026102,148.27,11380,93.118687,1424.02,22.742424,5.033977,4002.92022,75.56,100,5.128581,76.98,94.760101,24,1377.71,21.954545,4.574189,3874.12052,66.28,100,4.919945,71.29,91.477273,24,1501,1449,2950
20240711,2430.912,281.859085,19.393939,4.873438,6863.945186,124.76,10846,100,5.042578,129.09,10846,80.808081,1173.32181,18.757576,5.208401,3321.43938,64.48,100,5.22441,64.67819,78.156566,24,1257.59019,20.030303,4.559758,3542.505806,60.28,100,4.872149,64.40981,83.459596,24,1238,1322,2560
20240712,2692.008,280.710553,21.439394,4.672792,7572.897028,132.24,10807,100,4.875972,137.99,10807,89.330808,1355.327,21.606061,4.889201,3813.348047,69.72,100,4.956031,70.673,90.025253,24,1336.681,21.272727,4.452991,3759.548981,62.52,100,4.794801,67.319,88.636364,24,1426,1404,2830
20240713,2759.73,280.817656,21.992424,4.727523,7766.742399,137.24,12659,100,4.935239,143.27,12659,91.635101,1394.14,22.242424,4.948229,3925.20117,72.64,100,5.031335,73.86,92.676768,24,1365.59,21.742424,4.501742,3841.541229,64.6,100,4.836934,69.41,90.593434,24,1468,1435,2903
20240714,2739.49,280.870087,21.840909,4.73257,7714.265452,136.44,11548,100,4.977801,143.51,11548,91.003788,1383.88,22.106061,5.006169,3896.867692,73.04,100,5.148732,75.12,92.108586,24,1355.61,21.575758,4.452247,3817.39776,63.4,100,4.802669,68.39,89.89899,24,1459,1424,2883
20240715,2860.24,280.399134,22.772727,4.648037,8037.024303,139.72,12041,100,4.848969,145.76,12041,94.886364,1449.59,23.106061,4.912787,4069.289048,74.92,100,4.944918,75.41,96.275253,24,1410.65,22.439394,4.375422,3967.735255,64.8,100,4.750169,70.35,93.497475,24,1525,1481,3006
20240716,2858.33,280.322272,22.765152,4.645591,8032.354376,139.6,12139,100,4.880865,146.67,12139,94.854798,1449.93,23.121212,4.878113,4070.243496,74.44,100,4.984928,76.07,96.338384,24,1408.4,22.409091,4.40568,3962.11088,65.16,100,4.773496,70.6,93.371212,24,1526,1479,3005
